SA1_MAINCODE_2011,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10701113111,147,Whitlam,1,Good,Good,0
10701113112,147,Whitlam,1,Good,Good,0
10701113113,147,Whitlam,1,Good,Good,0
10701113114,147,Whitlam,1,Good,Good,0
10701113115,147,Whitlam,1,Good,Good,0
10701113116,147,Whitlam,1,Good,Good,0
10701113117,147,Whitlam,1,Good,Good,0
10701113118,147,Whitlam,1,Good,Good,0
10701113119,147,Whitlam,1,Good,Good,0
10701113120,147,Whitlam,1,Good,Good,0
10701113121,147,Whitlam,1,Good,Good,0
10701113122,147,Whitlam,1,Good,Good,0
10701113123,147,Whitlam,1,Good,Good,0
10701113124,147,Whitlam,1,Good,Good,0
10701113125,147,Whitlam,1,Good,Good,0
10701113126,147,Whitlam,1,Good,Good,0
10701113127,147,Whitlam,1,Good,Good,0
10701113128,147,Whitlam,1,Good,Good,0
10701113129,147,Whitlam,1,Good,Good,0
10701113130,147,Whitlam,1,Good,Good,0
10701113131,147,Whitlam,1,Good,Good,0
10701113132,147,Whitlam,1,Good,Good,0
10701113133,147,Whitlam,1,Good,Good,0
10701113134,147,Whitlam,1,Good,Good,0
10701113135,147,Whitlam,1,Good,Good,0
10701113136,147,Whitlam,1,Good,Good,0
10701113137,147,Whitlam,1,Good,Good,0
10701113138,147,Whitlam,1,Good,Good,0
10701113139,147,Whitlam,1,Good,Good,0
10701113140,147,Whitlam,1,Good,Good,0
10701113141,147,Whitlam,1,Good,Good,0
10701113142,147,Whitlam,1,Good,Good,0
10701113143,147,Whitlam,1,Good,Good,0
10701113144,147,Whitlam,1,Good,Good,0
10701113145,147,Whitlam,1,Good,Good,0
10701113146,147,Whitlam,1,Good,Good,0
10701113147,147,Whitlam,1,Good,Good,0
10701113148,147,Whitlam,1,Good,Good,0
10701113149,147,Whitlam,1,Good,Good,0
10701113150,147,Whitlam,1,Good,Good,0
10701113151,147,Whitlam,1,Good,Good,0
10701113152,147,Whitlam,1,Good,Good,0
10701113153,147,Whitlam,1,Good,Good,0
10701113154,147,Whitlam,1,Good,Good,0
10701113155,147,Whitlam,1,Good,Good,0
10701113156,147,Whitlam,1,Good,Good,0
10701113157,147,Whitlam,1,Good,Good,0
10701113158,147,Whitlam,1,Good,Good,0
10701113201,147,Whitlam,1,Good,Good,0
10701113202,147,Whitlam,1,Good,Good,0
10701113203,147,Whitlam,1,Good,Good,0
10701113204,147,Whitlam,1,Good,Good,0
10701113205,147,Whitlam,1,Good,Good,0
10701113206,147,Whitlam,1,Good,Good,0
10701113207,147,Whitlam,1,Good,Good,0
10701113208,147,Whitlam,1,Good,Good,0
10701113209,147,Whitlam,1,Good,Good,0
10701113210,147,Whitlam,1,Good,Good,0
10701113211,147,Whitlam,1,Good,Good,0
10701113212,147,Whitlam,1,Good,Good,0
10701113213,147,Whitlam,1,Good,Good,0
10701113214,147,Whitlam,1,Good,Good,0
10701113215,147,Whitlam,1,Good,Good,0
10701113216,147,Whitlam,1,Good,Good,0
10701113217,147,Whitlam,1,Good,Good,0
10701113218,147,Whitlam,1,Good,Good,0
10701113219,147,Whitlam,1,Good,Good,0
10701113301,111,Cunningham,1,Good,Good,0
10701113401,111,Cunningham,1,Good,Good,0
10701113402,111,Cunningham,1,Good,Good,0
10701113403,111,Cunningham,1,Good,Good,0
10701113404,111,Cunningham,1,Good,Good,0
10701113405,111,Cunningham,1,Good,Good,0
10701113406,111,Cunningham,1,Good,Good,0
10701113407,111,Cunningham,1,Good,Good,0
10701113408,111,Cunningham,1,Good,Good,0
10701113409,111,Cunningham,1,Good,Good,0
10701113410,111,Cunningham,1,Good,Good,0
10701113411,111,Cunningham,1,Good,Good,0
10701113412,111,Cunningham,1,Good,Good,0
10701113413,111,Cunningham,1,Good,Good,0
10701113414,111,Cunningham,1,Good,Good,0
10701113415,111,Cunningham,1,Good,Good,0
10701113416,111,Cunningham,1,Good,Good,0
10701113417,111,Cunningham,1,Good,Good,0
10701113418,147,Whitlam,1,Good,Good,0
10701113419,111,Cunningham,1,Good,Good,0
10701113420,111,Cunningham,1,Good,Good,0
10701113421,111,Cunningham,1,Good,Good,0
10701113422,111,Cunningham,1,Good,Good,0
10701113423,111,Cunningham,1,Good,Good,0
10701113424,111,Cunningham,1,Good,Good,0
10701113425,111,Cunningham,1,Good,Good,0
10701113426,111,Cunningham,1,Good,Good,0
10701113427,111,Cunningham,1,Good,Good,0
10701113428,111,Cunningham,1,Good,Good,0
10701113429,111,Cunningham,1,Good,Good,0
10701113430,111,Cunningham,1,Good,Good,0
10701113431,111,Cunningham,1,Good,Good,0
10701113432,111,Cunningham,1,Good,Good,0
10701113433,111,Cunningham,1,Good,Good,0
10701113434,111,Cunningham,1,Good,Good,0
10701113435,111,Cunningham,1,Good,Good,0
10701113436,111,Cunningham,1,Good,Good,0
10701113437,111,Cunningham,1,Good,Good,0
10701113438,111,Cunningham,1,Good,Good,0
10701113439,111,Cunningham,1,Good,Good,0
10701113440,111,Cunningham,1,Good,Good,0
10701113441,147,Whitlam,1,Good,Good,0
10701113442,111,Cunningham,1,Good,Good,0
10701113443,111,Cunningham,1,Good,Good,0
10701113444,111,Cunningham,1,Good,Good,0
10701113445,111,Cunningham,1,Good,Good,0
10702113501,147,Whitlam,0.0000002,Good,Good,1
10702113501,120,Hume,0.0000301,Good,Good,1
10702113501,111,Cunningham,0.9999697,Good,Good,0
10703113601,147,Whitlam,1,Good,Good,0
10703113602,147,Whitlam,1,Good,Good,0
10703113603,147,Whitlam,1,Good,Good,0
10703113604,147,Whitlam,1,Good,Good,0
10703113605,147,Whitlam,1,Good,Good,0
10703113606,147,Whitlam,1,Good,Good,0
10703113607,147,Whitlam,1,Good,Good,0
10703113608,147,Whitlam,1,Good,Good,0
10703113609,147,Whitlam,1,Good,Good,0
10703113610,147,Whitlam,1,Good,Good,0
10703113611,147,Whitlam,1,Good,Good,0
10703113612,147,Whitlam,1,Good,Good,0
10703113613,147,Whitlam,1,Good,Good,0
10703113614,147,Whitlam,1,Good,Good,0
10703113615,147,Whitlam,1,Good,Good,0
10703113616,147,Whitlam,1,Good,Good,0
10703113617,147,Whitlam,1,Good,Good,0
10703113618,147,Whitlam,1,Good,Good,0
10703113619,147,Whitlam,1,Good,Good,0
10703113620,147,Whitlam,1,Good,Good,0
10703113621,147,Whitlam,1,Good,Good,0
10703113622,147,Whitlam,1,Good,Good,0
10703113623,147,Whitlam,1,Good,Good,0
10703113624,147,Whitlam,1,Good,Good,0
10703113625,147,Whitlam,1,Good,Good,0
10703113626,147,Whitlam,1,Good,Good,0
10703113627,147,Whitlam,1,Good,Good,0
10703113628,147,Whitlam,1,Good,Good,0
10703113629,147,Whitlam,1,Good,Good,0
10703113630,147,Whitlam,1,Good,Good,0
10703113631,147,Whitlam,1,Good,Good,0
10703113632,147,Whitlam,1,Good,Good,0
10703113633,147,Whitlam,1,Good,Good,0
10703113634,147,Whitlam,1,Good,Good,0
10703113635,147,Whitlam,1,Good,Good,0
10703113701,147,Whitlam,1,Good,Good,0
10703113702,147,Whitlam,1,Good,Good,0
10703113703,147,Whitlam,1,Good,Good,0
10703113704,147,Whitlam,1,Good,Good,0
10703113705,147,Whitlam,1,Good,Good,0
10703113706,147,Whitlam,1,Good,Good,0
10703113707,147,Whitlam,1,Good,Good,0
10703113708,147,Whitlam,1,Good,Good,0
10703113709,147,Whitlam,1,Good,Good,0
10703113710,147,Whitlam,1,Good,Good,0
10703113711,147,Whitlam,1,Good,Good,0
10703113712,147,Whitlam,1,Good,Good,0
10703113713,147,Whitlam,1,Good,Good,0
10703113714,147,Whitlam,1,Good,Good,0
10703113715,147,Whitlam,1,Good,Good,0
10703113716,147,Whitlam,1,Good,Good,0
10703113717,147,Whitlam,1,Good,Good,0
10703113718,147,Whitlam,1,Good,Good,0
10703113719,147,Whitlam,1,Good,Good,0
10703113720,147,Whitlam,1,Good,Good,0
10703113721,147,Whitlam,1,Good,Good,0
10703113722,147,Whitlam,1,Good,Good,0
10703113801,116,Gilmore,1,Good,Good,0
10703113802,116,Gilmore,1,Good,Good,0
10703113803,116,Gilmore,1,Good,Good,0
10703113804,116,Gilmore,1,Good,Good,0
10703113805,116,Gilmore,1,Good,Good,0
10703113806,116,Gilmore,1,Good,Good,0
10703113807,116,Gilmore,1,Good,Good,0
10703113808,116,Gilmore,1,Good,Good,0
10703113809,116,Gilmore,1,Good,Good,0
10703113810,116,Gilmore,1,Good,Good,0
10703113811,116,Gilmore,1,Good,Good,0
10703113812,116,Gilmore,1,Good,Good,0
10703113813,116,Gilmore,1,Good,Good,0
10703113814,116,Gilmore,1,Good,Good,0
10703113815,116,Gilmore,1,Good,Good,0
10703113816,116,Gilmore,1,Good,Good,0
10703113817,116,Gilmore,1,Good,Good,0
10703113818,116,Gilmore,1,Good,Good,0
10703113819,116,Gilmore,1,Good,Good,0
10703113820,116,Gilmore,1,Good,Good,0
10703113821,116,Gilmore,1,Good,Good,0
10703113901,116,Gilmore,1,Good,Good,0
10703113902,116,Gilmore,1,Good,Good,0
10703113903,116,Gilmore,1,Good,Good,0
10703113904,116,Gilmore,1,Good,Good,0
10703113905,116,Gilmore,1,Good,Good,0
10703113906,116,Gilmore,1,Good,Good,0
10703113907,116,Gilmore,1,Good,Good,0
10703113908,116,Gilmore,1,Good,Good,0
10703113909,116,Gilmore,1,Good,Good,0
10703113910,116,Gilmore,1,Good,Good,0
10703113911,116,Gilmore,1,Good,Good,0
10703113912,116,Gilmore,1,Good,Good,0
10703113913,116,Gilmore,1,Good,Good,0
10703113914,116,Gilmore,1,Good,Good,0
10703113915,116,Gilmore,1,Good,Good,0
10703113916,116,Gilmore,1,Good,Good,0
10703113917,116,Gilmore,1,Good,Good,0
10703113918,116,Gilmore,1,Good,Good,0
10703113919,116,Gilmore,1,Good,Good,0
10703114001,116,Gilmore,1,Good,Good,0
10703114002,116,Gilmore,1,Good,Good,0
10703114003,116,Gilmore,1,Good,Good,0
10703114004,116,Gilmore,1,Good,Good,0
10703114005,116,Gilmore,1,Good,Good,0
10703114006,116,Gilmore,1,Good,Good,0
10703114007,116,Gilmore,1,Good,Good,0
10703114008,116,Gilmore,1,Good,Good,0
10703114009,116,Gilmore,1,Good,Good,0
10703114010,116,Gilmore,1,Good,Good,0
10703114011,116,Gilmore,1,Good,Good,0
10703114012,116,Gilmore,1,Good,Good,0
10703114013,116,Gilmore,1,Good,Good,0
10703114014,116,Gilmore,1,Good,Good,0
10703114015,116,Gilmore,1,Good,Good,0
10703114016,116,Gilmore,1,Good,Good,0
10703114017,116,Gilmore,1,Good,Good,0
10703114018,116,Gilmore,1,Good,Good,0
10703114019,116,Gilmore,1,Good,Good,0
10703114020,116,Gilmore,1,Good,Good,0
10703114101,147,Whitlam,1,Good,Good,0
10703114102,147,Whitlam,1,Good,Good,0
10703114103,147,Whitlam,1,Good,Good,0
10703114104,147,Whitlam,1,Good,Good,0
10703114105,147,Whitlam,1,Good,Good,0
10703114106,147,Whitlam,1,Good,Good,0
10703114107,147,Whitlam,1,Good,Good,0
10703114108,147,Whitlam,1,Good,Good,0
10703114109,147,Whitlam,1,Good,Good,0
10703114110,147,Whitlam,1,Good,Good,0
10703114111,147,Whitlam,1,Good,Good,0
10703114112,147,Whitlam,1,Good,Good,0
10703114113,147,Whitlam,1,Good,Good,0
10703114114,147,Whitlam,1,Good,Good,0
10703114115,147,Whitlam,1,Good,Good,0
10703114116,147,Whitlam,1,Good,Good,0
10703114117,147,Whitlam,1,Good,Good,0
10703114118,147,Whitlam,1,Good,Good,0
10703114119,147,Whitlam,1,Good,Good,0
10703114120,147,Whitlam,1,Good,Good,0
10703114121,147,Whitlam,1,Good,Good,0
10703114122,147,Whitlam,1,Good,Good,0
10703114123,147,Whitlam,1,Good,Good,0
10703114124,147,Whitlam,1,Good,Good,0
10703114125,147,Whitlam,1,Good,Good,0
10703114126,147,Whitlam,1,Good,Good,0
10703114127,147,Whitlam,1,Good,Good,0
10703114128,147,Whitlam,1,Good,Good,0
10703114129,147,Whitlam,1,Good,Good,0
10703114130,147,Whitlam,1,Good,Good,0
10703114131,147,Whitlam,1,Good,Good,0
10703114132,147,Whitlam,1,Good,Good,0
10703114201,147,Whitlam,1,Good,Good,0
10703114202,147,Whitlam,1,Good,Good,0
10703114203,147,Whitlam,1,Good,Good,0
10703114204,147,Whitlam,1,Good,Good,0
10703114205,147,Whitlam,1,Good,Good,0
10703114206,147,Whitlam,1,Good,Good,0
10703114207,147,Whitlam,1,Good,Good,0
10703114208,147,Whitlam,1,Good,Good,0
10703114209,147,Whitlam,1,Good,Good,0
10703114210,147,Whitlam,1,Good,Good,0
10703114211,147,Whitlam,1,Good,Good,0
10703114212,147,Whitlam,1,Good,Good,0
10703114213,147,Whitlam,1,Good,Good,0
10703114214,147,Whitlam,1,Good,Good,0
10703114215,147,Whitlam,1,Good,Good,0
10703114216,147,Whitlam,1,Good,Good,0
10703114217,147,Whitlam,1,Good,Good,0
10703114218,147,Whitlam,1,Good,Good,0
10703114219,147,Whitlam,1,Good,Good,0
10703114220,147,Whitlam,1,Good,Good,0
10703114221,147,Whitlam,1,Good,Good,0
10703114222,147,Whitlam,1,Good,Good,0
10703114223,147,Whitlam,1,Good,Good,0
10703114224,147,Whitlam,1,Good,Good,0
10703114225,147,Whitlam,1,Good,Good,0
10703114226,147,Whitlam,1,Good,Good,0
10703114301,147,Whitlam,1,Good,Good,0
10703114302,147,Whitlam,1,Good,Good,0
10703114303,147,Whitlam,1,Good,Good,0
10703114304,147,Whitlam,1,Good,Good,0
10703114305,147,Whitlam,1,Good,Good,0
10703114306,147,Whitlam,1,Good,Good,0
10703114307,147,Whitlam,1,Good,Good,0
10703114308,147,Whitlam,1,Good,Good,0
10703114309,147,Whitlam,1,Good,Good,0
10703114310,147,Whitlam,1,Good,Good,0
10703114311,147,Whitlam,1,Good,Good,0
10703114312,147,Whitlam,1,Good,Good,0
10703114313,147,Whitlam,1,Good,Good,0
10703114314,147,Whitlam,1,Good,Good,0
10703114315,147,Whitlam,1,Good,Good,0
10703114316,147,Whitlam,1,Good,Good,0
10703114317,147,Whitlam,1,Good,Good,0
10703114318,147,Whitlam,1,Good,Good,0
10703114319,147,Whitlam,1,Good,Good,0
10703114320,147,Whitlam,1,Good,Good,0
10703114321,147,Whitlam,1,Good,Good,0
10703114322,147,Whitlam,1,Good,Good,0
10703114323,147,Whitlam,1,Good,Good,0
10703114324,147,Whitlam,1,Good,Good,0
10703114325,147,Whitlam,1,Good,Good,0
10703114326,147,Whitlam,1,Good,Good,0
10703114327,147,Whitlam,1,Good,Good,0
10703114328,147,Whitlam,1,Good,Good,0
10703114329,147,Whitlam,1,Good,Good,0
10703114330,147,Whitlam,1,Good,Good,0
10703114331,147,Whitlam,1,Good,Good,0
10703114332,147,Whitlam,1,Good,Good,0
10703114333,147,Whitlam,1,Good,Good,0
10703114334,147,Whitlam,1,Good,Good,0
10703114335,147,Whitlam,1,Good,Good,0
10703114336,147,Whitlam,1,Good,Good,0
10703114337,147,Whitlam,1,Good,Good,0
10703114338,147,Whitlam,1,Good,Good,0
10703114339,147,Whitlam,1,Good,Good,0
10703114340,147,Whitlam,1,Good,Good,0
10703114341,147,Whitlam,1,Good,Good,0
10703114342,147,Whitlam,1,Good,Good,0
10703114343,147,Whitlam,1,Good,Good,0
10703114344,147,Whitlam,1,Good,Good,0
10703114345,147,Whitlam,1,Good,Good,0
10703114346,147,Whitlam,1,Good,Good,0
10703114347,147,Whitlam,1,Good,Good,0
10703114348,147,Whitlam,1,Good,Good,0
10703114349,147,Whitlam,1,Good,Good,0
10703114350,147,Whitlam,1,Good,Good,0
10704114401,111,Cunningham,1,Good,Good,0
10704114402,111,Cunningham,1,Good,Good,0
10704114403,111,Cunningham,1,Good,Good,0
10704114404,111,Cunningham,1,Good,Good,0
10704114405,111,Cunningham,1,Good,Good,0
10704114406,111,Cunningham,1,Good,Good,0
10704114407,111,Cunningham,1,Good,Good,0
10704114408,111,Cunningham,1,Good,Good,0
10704114409,111,Cunningham,1,Good,Good,0
10704114410,111,Cunningham,1,Good,Good,0
10704114411,111,Cunningham,1,Good,Good,0
10704114412,111,Cunningham,1,Good,Good,0
10704114413,111,Cunningham,1,Good,Good,0
10704114414,111,Cunningham,1,Good,Good,0
10704114415,111,Cunningham,1,Good,Good,0
10704114416,111,Cunningham,1,Good,Good,0
10704114417,111,Cunningham,1,Good,Good,0
10704114418,111,Cunningham,1,Good,Good,0
10704114419,111,Cunningham,1,Good,Good,0
10704114420,111,Cunningham,1,Good,Good,0
10704114421,111,Cunningham,1,Good,Good,0
10704114422,111,Cunningham,1,Good,Good,0
10704114423,111,Cunningham,1,Good,Good,0
10704114424,111,Cunningham,1,Good,Good,0
10704114425,111,Cunningham,1,Good,Good,0
10704114426,111,Cunningham,1,Good,Good,0
10704114427,111,Cunningham,1,Good,Good,0
10704114428,111,Cunningham,1,Good,Good,0
10704114429,111,Cunningham,1,Good,Good,0
10704114430,111,Cunningham,1,Good,Good,0
10704114431,111,Cunningham,1,Good,Good,0
10704114432,111,Cunningham,1,Good,Good,0
10704114433,111,Cunningham,1,Good,Good,0
10704114434,111,Cunningham,1,Good,Good,0
10704114435,111,Cunningham,1,Good,Good,0
10704114436,111,Cunningham,1,Good,Good,0
10704114437,111,Cunningham,1,Good,Good,0
10704114438,111,Cunningham,1,Good,Good,0
10704114439,111,Cunningham,1,Good,Good,0
10704114440,111,Cunningham,1,Good,Good,0
10704114441,111,Cunningham,1,Good,Good,0
10704114442,111,Cunningham,1,Good,Good,0
10704114443,111,Cunningham,1,Good,Good,0
10704114444,111,Cunningham,1,Good,Good,0
10704114445,111,Cunningham,1,Good,Good,0
10704114446,111,Cunningham,1,Good,Good,0
10704114447,111,Cunningham,1,Good,Good,0
10704114448,111,Cunningham,1,Good,Good,0
10704114501,111,Cunningham,1,Good,Good,0
10704114502,111,Cunningham,1,Good,Good,0
10704114503,111,Cunningham,1,Good,Good,0
10704114504,111,Cunningham,1,Good,Good,0
10704114505,111,Cunningham,1,Good,Good,0
10704114506,111,Cunningham,1,Good,Good,0
10704114507,111,Cunningham,1,Good,Good,0
10704114508,111,Cunningham,1,Good,Good,0
10704114509,111,Cunningham,1,Good,Good,0
10704114510,111,Cunningham,1,Good,Good,0
10704114511,111,Cunningham,1,Good,Good,0
10704114512,111,Cunningham,1,Good,Good,0
10704114513,111,Cunningham,1,Good,Good,0
10704114514,111,Cunningham,1,Good,Good,0
10704114515,111,Cunningham,1,Good,Good,0
10704114516,111,Cunningham,1,Good,Good,0
10704114517,111,Cunningham,1,Good,Good,0
10704114518,111,Cunningham,1,Good,Good,0
10704114519,111,Cunningham,1,Good,Good,0
10704114520,111,Cunningham,1,Good,Good,0
10704114521,111,Cunningham,1,Good,Good,0
10704114522,111,Cunningham,1,Good,Good,0
10704114523,111,Cunningham,1,Good,Good,0
10704114524,111,Cunningham,1,Good,Good,0
10704114525,111,Cunningham,1,Good,Good,0
10704114526,111,Cunningham,1,Good,Good,0
10704114527,111,Cunningham,1,Good,Good,0
10704114528,111,Cunningham,1,Good,Good,0
10704114529,111,Cunningham,1,Good,Good,0
10704114530,111,Cunningham,1,Good,Good,0
10704114531,111,Cunningham,1,Good,Good,0
10704114532,111,Cunningham,1,Good,Good,0
10704114533,111,Cunningham,1,Good,Good,0
10704114534,111,Cunningham,1,Good,Good,0
10704114535,111,Cunningham,1,Good,Good,0
10704114536,111,Cunningham,1,Good,Good,0
10704114537,111,Cunningham,1,Good,Good,0
10704114538,111,Cunningham,1,Good,Good,0
10704114539,111,Cunningham,1,Good,Good,0
10704114601,111,Cunningham,1,Good,Good,0
10704114602,111,Cunningham,1,Good,Good,0
10704114603,111,Cunningham,1,Good,Good,0
10704114604,111,Cunningham,1,Good,Good,0
10704114605,111,Cunningham,1,Good,Good,0
10704114606,111,Cunningham,1,Good,Good,0
10704114607,111,Cunningham,1,Good,Good,0
10704114608,111,Cunningham,1,Good,Good,0
10704114609,111,Cunningham,1,Good,Good,0
10704114610,111,Cunningham,1,Good,Good,0
10704114611,111,Cunningham,1,Good,Good,0
10704114612,111,Cunningham,1,Good,Good,0
10704114613,111,Cunningham,1,Good,Good,0
10704114614,111,Cunningham,1,Good,Good,0
10704114615,111,Cunningham,1,Good,Good,0
10704114616,111,Cunningham,1,Good,Good,0
10704114617,111,Cunningham,1,Good,Good,0
10704114618,111,Cunningham,1,Good,Good,0
10704114619,111,Cunningham,1,Good,Good,0
10704114620,111,Cunningham,1,Good,Good,0
10704114621,111,Cunningham,1,Good,Good,0
10704114622,111,Cunningham,1,Good,Good,0
10704114623,111,Cunningham,1,Good,Good,0
10704114624,111,Cunningham,1,Good,Good,0
10704114625,111,Cunningham,1,Good,Good,0
10704114626,111,Cunningham,1,Good,Good,0
10704114627,111,Cunningham,1,Good,Good,0
10704114628,111,Cunningham,1,Good,Good,0
10704114629,111,Cunningham,1,Good,Good,0
10704114630,111,Cunningham,1,Good,Good,0
10704114631,111,Cunningham,1,Good,Good,0
10704114632,111,Cunningham,1,Good,Good,0
10704114633,111,Cunningham,1,Good,Good,0
10704114634,111,Cunningham,1,Good,Good,0
10704114635,111,Cunningham,1,Good,Good,0
10704114636,111,Cunningham,1,Good,Good,0
10704114637,111,Cunningham,1,Good,Good,0
10704114638,111,Cunningham,1,Good,Good,0
10704114639,111,Cunningham,1,Good,Good,0
10704114640,111,Cunningham,1,Good,Good,0
10704114641,111,Cunningham,1,Good,Good,0
10704114642,111,Cunningham,1,Good,Good,0
10704114643,111,Cunningham,1,Good,Good,0
10704114644,111,Cunningham,1,Good,Good,0
10704114645,111,Cunningham,1,Good,Good,0
10704114646,111,Cunningham,1,Good,Good,0
10704114701,111,Cunningham,1,Good,Good,0
10704114702,111,Cunningham,1,Good,Good,0
10704114703,111,Cunningham,1,Good,Good,0
10704114704,111,Cunningham,1,Good,Good,0
10704114705,111,Cunningham,1,Good,Good,0
10704114706,111,Cunningham,1,Good,Good,0
10704114707,111,Cunningham,1,Good,Good,0
10704114708,111,Cunningham,1,Good,Good,0
10704114709,111,Cunningham,1,Good,Good,0
10704114710,111,Cunningham,1,Good,Good,0
10704114711,111,Cunningham,1,Good,Good,0
10704114712,111,Cunningham,1,Good,Good,0
10704114713,111,Cunningham,1,Good,Good,0
10704114714,111,Cunningham,1,Good,Good,0
10704114715,111,Cunningham,1,Good,Good,0
10704114716,111,Cunningham,1,Good,Good,0
10704114717,111,Cunningham,1,Good,Good,0
10704114718,111,Cunningham,1,Good,Good,0
10704114719,111,Cunningham,1,Good,Good,0
10704114720,111,Cunningham,1,Good,Good,0
10704114721,111,Cunningham,1,Good,Good,0
10704114722,111,Cunningham,1,Good,Good,0
10704114723,111,Cunningham,1,Good,Good,0
10704114724,111,Cunningham,1,Good,Good,0
10704114801,111,Cunningham,1,Good,Good,0
10704114802,111,Cunningham,1,Good,Good,0
10704114803,111,Cunningham,1,Good,Good,0
10704114804,111,Cunningham,1,Good,Good,0
10704114805,111,Cunningham,1,Good,Good,0
10704114806,111,Cunningham,1,Good,Good,0
10704114807,111,Cunningham,1,Good,Good,0
10704114808,111,Cunningham,1,Good,Good,0
10704114809,111,Cunningham,1,Good,Good,0
10704114810,111,Cunningham,1,Good,Good,0
10704114811,111,Cunningham,1,Good,Good,0
10704114812,111,Cunningham,1,Good,Good,0
10704114813,111,Cunningham,1,Good,Good,0
10704114814,111,Cunningham,1,Good,Good,0
10704114815,111,Cunningham,1,Good,Good,0
10704114816,111,Cunningham,1,Good,Good,0
10704114817,111,Cunningham,1,Good,Good,0
10704114818,111,Cunningham,1,Good,Good,0
10704114819,111,Cunningham,1,Good,Good,0
10704114820,111,Cunningham,1,Good,Good,0
10704114821,111,Cunningham,1,Good,Good,0
10704114822,111,Cunningham,1,Good,Good,0
10704114823,111,Cunningham,1,Good,Good,0
10704114824,111,Cunningham,1,Good,Good,0
10704114825,111,Cunningham,1,Good,Good,0
10704114826,111,Cunningham,1,Good,Good,0
10704114827,111,Cunningham,1,Good,Good,0
10704114828,111,Cunningham,1,Good,Good,0
10704114829,111,Cunningham,1,Good,Good,0
10704114830,111,Cunningham,1,Good,Good,0
10704114831,111,Cunningham,1,Good,Good,0
10704114901,111,Cunningham,1,Good,Good,0
10704114902,111,Cunningham,1,Good,Good,0
10704114903,111,Cunningham,1,Good,Good,0
10704114904,111,Cunningham,1,Good,Good,0
10704114905,111,Cunningham,1,Good,Good,0
10704114906,111,Cunningham,1,Good,Good,0
10704114907,111,Cunningham,1,Good,Good,0
10704114908,111,Cunningham,1,Good,Good,0
10704114909,111,Cunningham,1,Good,Good,0
10704114910,111,Cunningham,1,Good,Good,0
10704114911,111,Cunningham,1,Good,Good,0
10704114912,111,Cunningham,1,Good,Good,0
10704114913,111,Cunningham,1,Good,Good,0
10704114914,111,Cunningham,1,Good,Good,0
10704114915,111,Cunningham,1,Good,Good,0
10704114916,111,Cunningham,1,Good,Good,0
10704114917,111,Cunningham,1,Good,Good,0
10704114918,111,Cunningham,1,Good,Good,0
10704114919,111,Cunningham,1,Good,Good,0
10704114920,111,Cunningham,1,Good,Good,0
10704114921,111,Cunningham,1,Good,Good,0
10704114922,111,Cunningham,1,Good,Good,0
10704114923,111,Cunningham,1,Good,Good,0
10704114924,111,Cunningham,1,Good,Good,0
10704114925,111,Cunningham,1,Good,Good,0
10704114926,111,Cunningham,1,Good,Good,0
10704114927,111,Cunningham,1,Good,Good,0
10704114928,111,Cunningham,1,Good,Good,0
10704114929,111,Cunningham,1,Good,Good,0
10704114930,111,Cunningham,1,Good,Good,0
10704114931,111,Cunningham,1,Good,Good,0
10704114932,111,Cunningham,1,Good,Good,0
10704114933,111,Cunningham,1,Good,Good,0
10704114934,111,Cunningham,1,Good,Good,0
10704114935,111,Cunningham,1,Good,Good,0
10704114936,111,Cunningham,1,Good,Good,0
10704114937,111,Cunningham,1,Good,Good,0
10704114938,111,Cunningham,1,Good,Good,0
10704114939,111,Cunningham,1,Good,Good,0
10704114940,111,Cunningham,1,Good,Good,0
10704114941,111,Cunningham,1,Good,Good,0
10704114942,111,Cunningham,1,Good,Good,0
10704114943,111,Cunningham,1,Good,Good,0
10704114944,111,Cunningham,1,Good,Good,0
10704114945,111,Cunningham,1,Good,Good,0
10704114946,111,Cunningham,1,Good,Good,0
10704114947,111,Cunningham,1,Good,Good,0
10704114948,111,Cunningham,1,Good,Good,0
10704114949,111,Cunningham,1,Good,Good,0
10704114950,111,Cunningham,1,Good,Good,0
10704114951,111,Cunningham,1,Good,Good,0
10704114952,111,Cunningham,1,Good,Good,0
10704114953,111,Cunningham,1,Good,Good,0
10704114954,111,Cunningham,1,Good,Good,0
10704114955,111,Cunningham,1,Good,Good,0
10704114956,111,Cunningham,1,Good,Good,0
10704114957,111,Cunningham,1,Good,Good,0
10704114958,111,Cunningham,1,Good,Good,0
10704114959,111,Cunningham,1,Good,Good,0
10704114960,111,Cunningham,1,Good,Good,0
10704114961,111,Cunningham,1,Good,Good,0
10704115001,111,Cunningham,1,Good,Good,0
10704115002,111,Cunningham,1,Good,Good,0
10704115003,111,Cunningham,1,Good,Good,0
10704115004,111,Cunningham,1,Good,Good,0
10704115005,111,Cunningham,1,Good,Good,0
10704115006,111,Cunningham,1,Good,Good,0
10704115007,111,Cunningham,1,Good,Good,0
10704115008,111,Cunningham,1,Good,Good,0
10704115009,111,Cunningham,1,Good,Good,0
10704115010,111,Cunningham,1,Good,Good,0
10704115011,111,Cunningham,1,Good,Good,0
10704115012,111,Cunningham,1,Good,Good,0
10704115013,111,Cunningham,1,Good,Good,0
