,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"101041021","Male","Attended in reference week",0,,
,,"Did not attend in reference week",28,,
,,"Total",28,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",28,,
,,"Total",28,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"101041022","Male","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"101041023","Male","Attended in reference week",0,,
,,"Did not attend in reference week",35,,
,,"Total",35,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",41,,
,,"Total",45,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"101041024","Male","Attended in reference week",0,,
,,"Did not attend in reference week",25,,
,,"Total",25,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",26,,
,,"Total",26,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"101041025","Male","Attended in reference week",0,,
,,"Did not attend in reference week",88,,
,,"Total",88,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",82,,
,,"Total",82,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"101041026","Male","Attended in reference week",5,,
,,"Did not attend in reference week",82,,
,,"Total",84,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",65,,
,,"Total",67,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"101041027","Male","Attended in reference week",0,,
,,"Did not attend in reference week",96,,
,,"Total",96,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",91,,
,,"Total",91,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"101051539","Male","Attended in reference week",8,,
,,"Did not attend in reference week",300,,
,,"Total",302,,
,"Female","Attended in reference week",8,,
,,"Did not attend in reference week",272,,
,,"Total",280,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"101051540","Male","Attended in reference week",5,,
,,"Did not attend in reference week",123,,
,,"Total",130,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",131,,
,,"Total",137,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"101061541","Male","Attended in reference week",9,,
,,"Did not attend in reference week",84,,
,,"Total",96,,
,"Female","Attended in reference week",9,,
,,"Did not attend in reference week",76,,
,,"Total",82,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"101061542","Male","Attended in reference week",58,,
,,"Did not attend in reference week",87,,
,,"Total",145,,
,"Female","Attended in reference week",52,,
,,"Did not attend in reference week",96,,
,,"Total",150,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"101061543","Male","Attended in reference week",0,,
,,"Did not attend in reference week",146,,
,,"Total",145,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",134,,
,,"Total",137,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"101061544","Male","Attended in reference week",0,,
,,"Did not attend in reference week",94,,
,,"Total",94,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",87,,
,,"Total",86,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011028","Male","Attended in reference week",0,,
,,"Did not attend in reference week",106,,
,,"Total",106,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",120,,
,,"Total",120,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011029","Male","Attended in reference week",0,,
,,"Did not attend in reference week",130,,
,,"Total",130,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",120,,
,,"Total",122,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011030","Male","Attended in reference week",0,,
,,"Did not attend in reference week",44,,
,,"Total",44,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",38,,
,,"Total",38,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011031","Male","Attended in reference week",0,,
,,"Did not attend in reference week",175,,
,,"Total",176,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",129,,
,,"Total",130,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011032","Male","Attended in reference week",0,,
,,"Did not attend in reference week",218,,
,,"Total",218,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",198,,
,,"Total",198,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011033","Male","Attended in reference week",0,,
,,"Did not attend in reference week",113,,
,,"Total",113,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",84,,
,,"Total",84,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011034","Male","Attended in reference week",0,,
,,"Did not attend in reference week",100,,
,,"Total",100,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",82,,
,,"Total",82,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011035","Male","Attended in reference week",0,,
,,"Did not attend in reference week",103,,
,,"Total",103,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",91,,
,,"Total",91,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011036","Male","Attended in reference week",0,,
,,"Did not attend in reference week",105,,
,,"Total",105,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",112,,
,,"Total",112,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011037","Male","Attended in reference week",0,,
,,"Did not attend in reference week",81,,
,,"Total",81,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",75,,
,,"Total",75,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011038","Male","Attended in reference week",0,,
,,"Did not attend in reference week",105,,
,,"Total",105,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",67,,
,,"Total",67,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011039","Male","Attended in reference week",3,,
,,"Did not attend in reference week",198,,
,,"Total",201,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",154,,
,,"Total",154,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011040","Male","Attended in reference week",0,,
,,"Did not attend in reference week",307,,
,,"Total",307,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",281,,
,,"Total",281,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011041","Male","Attended in reference week",0,,
,,"Did not attend in reference week",126,,
,,"Total",126,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",146,,
,,"Total",146,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011042","Male","Attended in reference week",0,,
,,"Did not attend in reference week",137,,
,,"Total",136,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",125,,
,,"Total",124,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102011043","Male","Attended in reference week",0,,
,,"Did not attend in reference week",161,,
,,"Total",161,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",122,,
,,"Total",122,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021044","Male","Attended in reference week",0,,
,,"Did not attend in reference week",335,,
,,"Total",335,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",315,,
,,"Total",315,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021045","Male","Attended in reference week",0,,
,,"Did not attend in reference week",173,,
,,"Total",173,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",163,,
,,"Total",163,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021046","Male","Attended in reference week",0,,
,,"Did not attend in reference week",123,,
,,"Total",123,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",100,,
,,"Total",100,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021047","Male","Attended in reference week",0,,
,,"Did not attend in reference week",236,,
,,"Total",236,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",199,,
,,"Total",202,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021048","Male","Attended in reference week",0,,
,,"Did not attend in reference week",272,,
,,"Total",272,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",238,,
,,"Total",238,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021049","Male","Attended in reference week",0,,
,,"Did not attend in reference week",31,,
,,"Total",31,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",41,,
,,"Total",41,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021050","Male","Attended in reference week",0,,
,,"Did not attend in reference week",117,,
,,"Total",117,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",117,,
,,"Total",117,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021051","Male","Attended in reference week",0,,
,,"Did not attend in reference week",57,,
,,"Total",57,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",62,,
,,"Total",62,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021052","Male","Attended in reference week",0,,
,,"Did not attend in reference week",83,,
,,"Total",83,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",79,,
,,"Total",79,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021053","Male","Attended in reference week",0,,
,,"Did not attend in reference week",165,,
,,"Total",165,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",155,,
,,"Total",155,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021054","Male","Attended in reference week",0,,
,,"Did not attend in reference week",115,,
,,"Total",115,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",104,,
,,"Total",104,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021055","Male","Attended in reference week",0,,
,,"Did not attend in reference week",81,,
,,"Total",81,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",65,,
,,"Total",65,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021056","Male","Attended in reference week",0,,
,,"Did not attend in reference week",302,,
,,"Total",303,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",320,,
,,"Total",324,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"102021057","Male","Attended in reference week",0,,
,,"Did not attend in reference week",117,,
,,"Total",117,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",109,,
,,"Total",110,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103011058","Male","Attended in reference week",0,,
,,"Did not attend in reference week",313,,
,,"Total",314,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",279,,
,,"Total",276,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103011059","Male","Attended in reference week",0,,
,,"Did not attend in reference week",167,,
,,"Total",167,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",174,,
,,"Total",174,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103011060","Male","Attended in reference week",0,,
,,"Did not attend in reference week",66,,
,,"Total",67,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",61,,
,,"Total",61,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103011061","Male","Attended in reference week",0,,
,,"Did not attend in reference week",43,,
,,"Total",43,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",45,,
,,"Total",45,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103021062","Male","Attended in reference week",0,,
,,"Did not attend in reference week",88,,
,,"Total",87,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",103,,
,,"Total",103,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103021063","Male","Attended in reference week",0,,
,,"Did not attend in reference week",105,,
,,"Total",110,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",117,,
,,"Total",117,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103021064","Male","Attended in reference week",0,,
,,"Did not attend in reference week",35,,
,,"Total",35,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",48,,
,,"Total",48,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103021065","Male","Attended in reference week",0,,
,,"Did not attend in reference week",146,,
,,"Total",146,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",137,,
,,"Total",140,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103021066","Male","Attended in reference week",0,,
,,"Did not attend in reference week",38,,
,,"Total",38,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",43,,
,,"Total",43,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103021067","Male","Attended in reference week",0,,
,,"Did not attend in reference week",138,,
,,"Total",138,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",118,,
,,"Total",118,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103021068","Male","Attended in reference week",0,,
,,"Did not attend in reference week",41,,
,,"Total",41,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",35,,
,,"Total",35,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103021069","Male","Attended in reference week",0,,
,,"Did not attend in reference week",68,,
,,"Total",68,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",76,,
,,"Total",75,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103031070","Male","Attended in reference week",0,,
,,"Did not attend in reference week",124,,
,,"Total",124,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",115,,
,,"Total",115,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103031071","Male","Attended in reference week",0,,
,,"Did not attend in reference week",89,,
,,"Total",89,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",67,,
,,"Total",67,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103031072","Male","Attended in reference week",3,,
,,"Did not attend in reference week",218,,
,,"Total",220,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",198,,
,,"Total",195,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103031073","Male","Attended in reference week",0,,
,,"Did not attend in reference week",27,,
,,"Total",27,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",26,,
,,"Total",26,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103031074","Male","Attended in reference week",0,,
,,"Did not attend in reference week",126,,
,,"Total",124,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",136,,
,,"Total",136,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103031075","Male","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103041076","Male","Attended in reference week",0,,
,,"Did not attend in reference week",102,,
,,"Total",102,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",101,,
,,"Total",101,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103041077","Male","Attended in reference week",0,,
,,"Did not attend in reference week",239,,
,,"Total",243,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",201,,
,,"Total",201,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103041078","Male","Attended in reference week",3,,
,,"Did not attend in reference week",371,,
,,"Total",370,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",330,,
,,"Total",330,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"103041079","Male","Attended in reference week",0,,
,,"Did not attend in reference week",143,,
,,"Total",143,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",131,,
,,"Total",131,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"104011080","Male","Attended in reference week",3,,
,,"Did not attend in reference week",200,,
,,"Total",202,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",237,,
,,"Total",237,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"104011081","Male","Attended in reference week",0,,
,,"Did not attend in reference week",152,,
,,"Total",157,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",145,,
,,"Total",144,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"104011082","Male","Attended in reference week",0,,
,,"Did not attend in reference week",160,,
,,"Total",160,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",164,,
,,"Total",164,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"104021083","Male","Attended in reference week",0,,
,,"Did not attend in reference week",85,,
,,"Total",85,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",77,,
,,"Total",77,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"104021084","Male","Attended in reference week",0,,
,,"Did not attend in reference week",243,,
,,"Total",243,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",197,,
,,"Total",197,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"104021085","Male","Attended in reference week",0,,
,,"Did not attend in reference week",114,,
,,"Total",118,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",109,,
,,"Total",109,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"104021086","Male","Attended in reference week",0,,
,,"Did not attend in reference week",51,,
,,"Total",51,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",44,,
,,"Total",41,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"104021087","Male","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"104021088","Male","Attended in reference week",0,,
,,"Did not attend in reference week",128,,
,,"Total",128,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",142,,
,,"Total",142,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"104021089","Male","Attended in reference week",0,,
,,"Did not attend in reference week",225,,
,,"Total",225,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",226,,
,,"Total",226,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"104021090","Male","Attended in reference week",0,,
,,"Did not attend in reference week",55,,
,,"Total",55,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",36,,
,,"Total",36,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"104021091","Male","Attended in reference week",0,,
,,"Did not attend in reference week",168,,
,,"Total",168,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",136,,
,,"Total",137,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"105011092","Male","Attended in reference week",0,,
,,"Did not attend in reference week",69,,
,,"Total",69,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",52,,
,,"Total",52,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"105011093","Male","Attended in reference week",0,,
,,"Did not attend in reference week",60,,
,,"Total",60,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",42,,
,,"Total",42,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"105011094","Male","Attended in reference week",0,,
,,"Did not attend in reference week",64,,
,,"Total",64,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",61,,
,,"Total",61,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"105011095","Male","Attended in reference week",0,,
,,"Did not attend in reference week",82,,
,,"Total",82,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",69,,
,,"Total",69,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"105011096","Male","Attended in reference week",0,,
,,"Did not attend in reference week",89,,
,,"Total",89,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",87,,
,,"Total",85,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"105021097","Male","Attended in reference week",0,,
,,"Did not attend in reference week",197,,
,,"Total",197,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",194,,
,,"Total",194,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"105021098","Male","Attended in reference week",0,,
,,"Did not attend in reference week",29,,
,,"Total",29,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",27,,
,,"Total",27,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"105031099","Male","Attended in reference week",0,,
,,"Did not attend in reference week",69,,
,,"Total",69,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",79,,
,,"Total",79,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,,"Total",0,,
"105031100","Male","Attended in reference week",0,,
,,"Did not attend in reference week",150,,
,,"Total",150,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",146,,
,,"Total",146,,
,"Other or not stated","Attended in reference week",0,,
