,,"Did not attend in reference week",4,,
,"Female","Attended in reference week",74,,
,,"Did not attend in reference week",5,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"101051539","Male","Attended in reference week",294,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",261,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"101051540","Male","Attended in reference week",129,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",113,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"101061541","Male","Attended in reference week",100,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",82,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"101061542","Male","Attended in reference week",163,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",151,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"101061543","Male","Attended in reference week",141,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",144,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"101061544","Male","Attended in reference week",76,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",74,,
,,"Did not attend in reference week",5,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011028","Male","Attended in reference week",108,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",88,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011029","Male","Attended in reference week",145,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",140,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011030","Male","Attended in reference week",47,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",35,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011031","Male","Attended in reference week",142,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",133,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011032","Male","Attended in reference week",198,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",192,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011033","Male","Attended in reference week",107,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",90,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011034","Male","Attended in reference week",93,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",75,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011035","Male","Attended in reference week",81,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",72,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011036","Male","Attended in reference week",107,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",111,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011037","Male","Attended in reference week",77,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",84,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011038","Male","Attended in reference week",99,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",96,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011039","Male","Attended in reference week",188,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",156,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011040","Male","Attended in reference week",320,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",234,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011041","Male","Attended in reference week",145,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",138,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011042","Male","Attended in reference week",166,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",138,,
,,"Did not attend in reference week",4,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102011043","Male","Attended in reference week",153,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",131,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021044","Male","Attended in reference week",347,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",276,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021045","Male","Attended in reference week",176,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",166,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021046","Male","Attended in reference week",123,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",98,,
,,"Did not attend in reference week",5,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021047","Male","Attended in reference week",202,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",205,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021048","Male","Attended in reference week",247,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",225,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021049","Male","Attended in reference week",36,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",37,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021050","Male","Attended in reference week",121,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",120,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021051","Male","Attended in reference week",59,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",32,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021052","Male","Attended in reference week",68,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",60,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021053","Male","Attended in reference week",182,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",150,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021054","Male","Attended in reference week",124,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",90,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021055","Male","Attended in reference week",62,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",77,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021056","Male","Attended in reference week",287,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",267,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"102021057","Male","Attended in reference week",100,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",105,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103011058","Male","Attended in reference week",264,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",264,,
,,"Did not attend in reference week",3,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103011059","Male","Attended in reference week",171,,
,,"Did not attend in reference week",3,,
,"Female","Attended in reference week",131,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103011060","Male","Attended in reference week",81,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",51,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103011061","Male","Attended in reference week",37,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",59,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103021062","Male","Attended in reference week",104,,
,,"Did not attend in reference week",4,,
,"Female","Attended in reference week",92,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103021063","Male","Attended in reference week",97,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",82,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103021064","Male","Attended in reference week",45,,
,,"Did not attend in reference week",3,,
,"Female","Attended in reference week",53,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103021065","Male","Attended in reference week",148,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",146,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103021066","Male","Attended in reference week",47,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",46,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103021067","Male","Attended in reference week",119,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",120,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103021068","Male","Attended in reference week",33,,
,,"Did not attend in reference week",3,,
,"Female","Attended in reference week",29,,
,,"Did not attend in reference week",4,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103021069","Male","Attended in reference week",68,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",71,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103031070","Male","Attended in reference week",131,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",104,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103031071","Male","Attended in reference week",86,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",83,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103031072","Male","Attended in reference week",199,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",194,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103031073","Male","Attended in reference week",30,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",32,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103031074","Male","Attended in reference week",126,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",111,,
,,"Did not attend in reference week",7,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103031075","Male","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103041076","Male","Attended in reference week",103,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",79,,
,,"Did not attend in reference week",4,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103041077","Male","Attended in reference week",221,,
,,"Did not attend in reference week",3,,
,"Female","Attended in reference week",211,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103041078","Male","Attended in reference week",337,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",321,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"103041079","Male","Attended in reference week",141,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",115,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"104011080","Male","Attended in reference week",235,,
,,"Did not attend in reference week",3,,
,"Female","Attended in reference week",187,,
,,"Did not attend in reference week",5,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"104011081","Male","Attended in reference week",130,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",120,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"104011082","Male","Attended in reference week",136,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",142,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"104021083","Male","Attended in reference week",66,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",70,,
,,"Did not attend in reference week",3,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"104021084","Male","Attended in reference week",205,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",209,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"104021085","Male","Attended in reference week",103,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",90,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"104021086","Male","Attended in reference week",41,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",64,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"104021087","Male","Attended in reference week",36,,
,,"Did not attend in reference week",5,,
,"Female","Attended in reference week",19,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"104021088","Male","Attended in reference week",129,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",129,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"104021089","Male","Attended in reference week",252,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",224,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"104021090","Male","Attended in reference week",41,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",39,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"104021091","Male","Attended in reference week",132,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",130,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105011092","Male","Attended in reference week",56,,
,,"Did not attend in reference week",8,,
,"Female","Attended in reference week",53,,
,,"Did not attend in reference week",8,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105011093","Male","Attended in reference week",63,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",54,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105011094","Male","Attended in reference week",46,,
,,"Did not attend in reference week",7,,
,"Female","Attended in reference week",70,,
,,"Did not attend in reference week",6,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105011095","Male","Attended in reference week",92,,
,,"Did not attend in reference week",5,,
,"Female","Attended in reference week",81,,
,,"Did not attend in reference week",3,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105011096","Male","Attended in reference week",101,,
,,"Did not attend in reference week",8,,
,"Female","Attended in reference week",64,,
,,"Did not attend in reference week",4,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105021097","Male","Attended in reference week",194,,
,,"Did not attend in reference week",9,,
,"Female","Attended in reference week",176,,
,,"Did not attend in reference week",7,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105021098","Male","Attended in reference week",36,,
,,"Did not attend in reference week",3,,
,"Female","Attended in reference week",16,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105031099","Male","Attended in reference week",80,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",67,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105031100","Male","Attended in reference week",149,,
,,"Did not attend in reference week",3,,
,"Female","Attended in reference week",146,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105031101","Male","Attended in reference week",281,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",251,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105031102","Male","Attended in reference week",132,,
,,"Did not attend in reference week",4,,
,"Female","Attended in reference week",167,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105031103","Male","Attended in reference week",84,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",86,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105031104","Male","Attended in reference week",54,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",54,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105031105","Male","Attended in reference week",99,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",98,,
,,"Did not attend in reference week",3,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"105031106","Male","Attended in reference week",102,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",97,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106011107","Male","Attended in reference week",177,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",154,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106011108","Male","Attended in reference week",238,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",245,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106011109","Male","Attended in reference week",102,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",86,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106011110","Male","Attended in reference week",104,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",119,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106011111","Male","Attended in reference week",242,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",218,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106011112","Male","Attended in reference week",252,,
,,"Did not attend in reference week",4,,
,"Female","Attended in reference week",199,,
,,"Did not attend in reference week",3,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106011113","Male","Attended in reference week",70,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",49,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106021114","Male","Attended in reference week",122,,
,,"Did not attend in reference week",5,,
,"Female","Attended in reference week",114,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106021115","Male","Attended in reference week",366,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",345,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106021116","Male","Attended in reference week",129,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",136,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106021117","Male","Attended in reference week",379,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",310,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106021118","Male","Attended in reference week",185,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",185,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106031119","Male","Attended in reference week",65,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",54,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106031120","Male","Attended in reference week",65,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",56,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106031121","Male","Attended in reference week",160,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",182,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106031122","Male","Attended in reference week",187,,
,,"Did not attend in reference week",4,,
,"Female","Attended in reference week",184,,
,,"Did not attend in reference week",4,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106031123","Male","Attended in reference week",71,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",75,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106031124","Male","Attended in reference week",31,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",28,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106031125","Male","Attended in reference week",184,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",163,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106041126","Male","Attended in reference week",176,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",150,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106041127","Male","Attended in reference week",48,,
,,"Did not attend in reference week",0,,
,"Female","Attended in reference week",31,,
,,"Did not attend in reference week",0,,
,"Other or not stated","Attended in reference week",0,,
,,"Did not attend in reference week",0,,
"106041128","Male","Attended in reference week",80,,
