SA1_CODE_2021,SAL_CODE_2021,SAL_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
20402106636,22680,Wangaratta (Vic.),1,Good,Good,0
20402106637,22680,Wangaratta (Vic.),1,Good,Good,0
20402106638,22680,Wangaratta (Vic.),1,Good,Good,0
20402106639,22680,Wangaratta (Vic.),0.9995663,Good,Good,0
20402106639,22681,Wangaratta South,0.0004337,Acceptable,Good,1
20402106641,22680,Wangaratta (Vic.),1,Good,Good,0
20402106642,22680,Wangaratta (Vic.),1,Good,Good,0
20402106643,22680,Wangaratta (Vic.),1,Good,Good,0
20402106644,22680,Wangaratta (Vic.),1,Good,Good,0
20402106645,22680,Wangaratta (Vic.),1,Good,Good,0
20402106646,22680,Wangaratta (Vic.),1,Good,Good,0
20402106647,22680,Wangaratta (Vic.),1,Good,Good,0
20402106648,22680,Wangaratta (Vic.),1,Good,Good,0
20402106649,22680,Wangaratta (Vic.),1,Good,Good,0
20402106650,22680,Wangaratta (Vic.),1,Good,Good,0
20402106651,22680,Wangaratta (Vic.),1,Good,Good,0
20402106701,22326,Springhurst,1,Good,Good,0
20402106702,20852,Eldorado,1,Acceptable,Good,0
20402106703,20852,Eldorado,0.0386144,Acceptable,Good,0
20402106703,20897,Everton Upper,0.2651682,Poor,Good,0
20402106703,22458,Tarrawingee,0.6962174,Poor,Good,0
20402106704,20832,East Wangaratta,0.2095156,Poor,Good,0
20402106704,20852,Eldorado,0.2698851,Acceptable,Good,0
20402106704,21532,Londrigan,0.5205993,Poor,Good,0
20402106705,20313,Bowser,0.113113,Poor,Good,0
20402106705,20765,Dockers Plains,0.1542613,Poor,Good,0
20402106705,21968,North Wangaratta,0.7326257,Poor,Good,0
20402106706,20312,Bowmans Forest,0.2880237,Poor,Good,0
20402106706,20896,Everton,0.5244254,Poor,Good,0
20402106706,21836,Murmungee,0.1875509,Poor,Good,0
20402106707,22681,Wangaratta South,1,Acceptable,Good,0
20402106708,20302,Boralma,0.3389678,Poor,Good,0
20402106708,20434,Byawatha,0.6609893,Poor,Good,0
20402106708,20852,Eldorado,4.29E-05,Acceptable,Good,1
20402106709,20295,Boorhaman,0.5293011,Poor,Good,0
20402106709,20296,Boorhaman East,0.0510368,Poor,Good,0
20402106709,20297,Boorhaman North,0.2078711,Poor,Good,0
20402106709,22053,Peechelba East,0.211791,Poor,Good,0
20402106710,21820,Moyhu,1,Good,Good,0
20402106711,21820,Moyhu,1,Good,Good,0
20402106712,21681,Milawa,1,Acceptable,Good,0
20402106713,22022,Oxley (Vic.),1,Good,Good,0
20402106714,22777,Whorouly,0.3759798,Acceptable,Good,0
20402106714,22778,Whorouly East,0.3679811,Poor,Good,0
20402106714,22779,Whorouly South,0.256039,Poor,Good,0
20402106715,22777,Whorouly,1,Acceptable,Good,0
20402106716,21606,Markwood,1,Good,Good,0
20402106717,20263,Bobinawarrah,0.2445303,Poor,Good,0
20402106717,21681,Milawa,0.7554697,Acceptable,Good,0
20402106718,22022,Oxley (Vic.),0.8144804,Good,Good,0
20402106718,22023,Oxley Flats,0.1855196,Poor,Good,0
20402106719,20764,Docker,0.3210248,Poor,Good,0
20402106719,21420,Laceby,0.6789752,Poor,Good,0
20402106720,21045,Glenrowan,1,Good,Good,0
20402106721,21420,Laceby,0.1818207,Poor,Good,0
20402106721,22680,Wangaratta (Vic.),0.1294863,Good,Good,0
20402106721,22681,Wangaratta South,0.688693,Acceptable,Good,0
20402106722,20310,Boweya,0.0364863,Poor,Good,0
20402106722,21349,Killawarra (Vic.),0.5434308,Poor,Good,0
20402106722,22052,Peechelba,0.4200829,Poor,Good,0
20402106723,21349,Killawarra (Vic.),0.5406476,Poor,Good,0
20402106723,22678,Wangandary,0.4593524,Poor,Good,0
20402106724,21045,Glenrowan,1,Good,Good,0
20402106725,21045,Glenrowan,1,Good,Good,0
20402106726,21108,Greta (Vic.),0.3539215,Poor,Good,0
20402106726,21110,Greta West,0.6460785,Poor,Good,0
20402106727,21109,Greta South,0.4612948,Poor,Good,0
20402106727,21134,Hansonville,0.5387052,Poor,Good,0
20402106728,20543,Cheshunt,0.7967687,Acceptable,Good,0
20402106728,20544,Cheshunt South,0.0001127,Poor,Good,1
20402106728,20847,Edi Upper,3.76E-05,Poor,Good,1
20402106728,22195,Rose River,0.1015593,Poor,Good,0
20402106728,22526,Tolmie,0.1014841,Poor,Good,0
20402106728,22642,Wabonga,3.76E-05,Poor,Good,1
20402106729,20060,Archerton,0.0227355,Poor,Good,0
20402106729,21860,Myrrhee,0.3682202,Poor,Good,0
20402106729,22526,Tolmie,0.0318207,Poor,Good,0
20402106729,22772,Whitfield (Vic.),0.4953666,Poor,Good,0
20402106729,22773,Whitlands,0.081857,Poor,Good,0
20402106730,20846,Edi,0.2381689,Poor,Good,0
20402106730,20847,Edi Upper,0.4166766,Poor,Good,0
20402106730,21357,King Valley,0.3451545,Poor,Good,0
20402106731,20484,Carboor,0.4683341,Poor,Good,0
20402106731,21634,Meadow Creek,0.5316659,Poor,Good,0
20403106801,20186,Beechworth,1,Good,Good,0
20403106802,20186,Beechworth,1,Good,Good,0
20403106803,22351,Stanley (Vic.),1,Good,Good,0
20403106804,22853,Wooragee,1,Good,Good,0
20403106805,20186,Beechworth,1,Good,Good,0
20403106806,20186,Beechworth,1,Good,Good,0
20403106807,20186,Beechworth,1,Good,Good,0
20403106808,20186,Beechworth,1,Good,Good,0
20403106809,20186,Beechworth,1,Good,Good,0
20403106810,20186,Beechworth,1,Good,Good,0
20403106811,20186,Beechworth,1,Good,Good,0
20403106812,20186,Beechworth,1,Good,Good,0
20403106901,20336,Bright (Vic.),1,Good,Good,0
20403106902,20336,Bright (Vic.),1,Good,Good,0
20403106903,22102,Porepunkah,1,Acceptable,Good,0
20403106904,21772,Mount Beauty,1,Good,Good,0
20403106905,22471,Tawonga South,1,Good,Good,0
20403106906,21142,Harrietville,1,Good,Good,0
20403106907,22671,Wandiligong,1,Acceptable,Good,0
20403106908,21772,Mount Beauty,1,Good,Good,0
20403106909,21772,Mount Beauty,1,Good,Good,0
20403106910,20336,Bright (Vic.),1,Good,Good,0
20403106911,20336,Bright (Vic.),1,Good,Good,0
20403106912,20265,Bogong,0.0386527,Poor,Good,0
20403106912,20595,Cobungra,4.83E-05,Poor,Good,1
20403106912,20711,Dargo,0.0001448,Poor,Good,1
20403106912,20760,Dinner Plain,0.019447,Good,Good,0
20403106912,20906,Falls Creek (Vic.),0.0001448,Good,Good,1
20403106912,21142,Harrietville,0.6708488,Good,Good,0
20403106912,21207,Hotham Heights,0.000193,Good,Good,1
20403106912,22259,Selwyn (Vic.),9.65E-05,Poor,Good,1
20403106912,22297,Smoko,0.2703759,Poor,Good,0
20403106912,22827,Wongungarra,4.83E-05,Poor,Good,1
20403106913,20001,Abbeyard,0.0278876,Poor,Good,0
20403106913,20368,Buckland (Vic.),0.1251474,Poor,Good,0
20403106913,20376,Buffalo River,0.5065557,Poor,Good,0
20403106913,20710,Dandongadale,0.0555671,Poor,Good,0
20403106913,21777,Mount Buffalo,0.0348942,Poor,Good,0
20403106913,21978,Nug Nug,0.2498786,Poor,Good,0
20403106913,22828,Wonnangatta,6.94E-05,Poor,Good,1
20403106914,22470,Tawonga,1,Good,Good,0
20403106915,20637,Coral Bank,0.2136348,Poor,Good,0
20403106915,21292,Kancoona,0.210901,Poor,Good,0
20403106915,21729,Mongans Bridge,0.139623,Poor,Good,0
20403106915,22212,Running Creek (Vic.),0.1025458,Poor,Good,0
20403106915,22615,Upper Gundowring,0.3332954,Poor,Good,0
20403106916,20336,Bright (Vic.),1,Good,Good,0
20403106917,20336,Bright (Vic.),1,Good,Good,0
20403106918,20336,Bright (Vic.),1,Good,Good,0
20403106919,21772,Mount Beauty,1,Good,Good,0
20403106920,21772,Mount Beauty,1,Good,Good,0
20403106921,22471,Tawonga South,1,Good,Good,0
20403106922,20336,Bright (Vic.),0.081209,Good,Good,0
20403106922,20368,Buckland (Vic.),0.3248359,Poor,Good,0
20403106922,22102,Porepunkah,0.2390109,Acceptable,Good,0
20403106922,22671,Wandiligong,0.3549442,Acceptable,Good,0
20403106923,22102,Porepunkah,1,Acceptable,Good,0
20403106924,20336,Bright (Vic.),1,Good,Good,0
20403106925,20906,Falls Creek (Vic.),1,Good,Good,0
20403106926,20336,Bright (Vic.),0.2586243,Good,Good,0
20403106926,20951,Freeburgh,0.3471635,Poor,Good,0
20403106926,20987,Germantown (Vic.),2.61E-05,Poor,Good,1
20403106926,22102,Porepunkah,0.39416,Acceptable,Good,0
20403106926,22671,Wandiligong,2.61E-05,Acceptable,Good,1
20403106927,20637,Coral Bank,0.0433209,Poor,Good,0
20403106927,21772,Mount Beauty,7.87E-05,Good,Good,1
20403106927,22470,Tawonga,0.9564824,Good,Good,0
20403106927,22471,Tawonga South,0.000118,Good,Good,1
20403106928,20726,Dederang,0.5884056,Poor,Good,0
20403106928,21007,Glen Creek,0.1798897,Poor,Good,0
20403106928,21331,Kergunyah South,0.2317047,Poor,Good,0
20403106929,21207,Hotham Heights,1,Good,Good,0
20403106930,20760,Dinner Plain,1,Good,Good,0
20403106931,22471,Tawonga South,1,Good,Good,0
20403107001,20146,Barnawartha,1,Good,Good,0
20403107002,20551,Chiltern,1,Good,Good,0
20403107003,20551,Chiltern,1,Good,Good,0
20403107004,20551,Chiltern,1,Good,Good,0
20403107005,20146,Barnawartha,0.8011577,Good,Good,0
20403107005,20357,Browns Plains (Vic.),0.1988423,Poor,Good,0
20403107006,20551,Chiltern,0.3810673,Good,Good,0
20403107006,20552,Chiltern Valley,0.283085,Poor,Good,0
20403107006,20643,Cornishtown,0.3358476,Poor,Good,0
20403107007,20551,Chiltern,1,Good,Good,0
20403107008,21230,Indigo Valley,1,Good,Good,0
20403107009,20551,Chiltern,1,Good,Good,0
20403107101,21863,Myrtleford,1,Good,Good,0
20403107102,20159,Barwidgee,0.3380024,Poor,Good,0
20403107102,20964,Gapsted,7.04E-05,Good,Good,1
20403107102,21826,Mudgegonga,0.6619272,Poor,Good,0
20403107103,21863,Myrtleford,1,Good,Good,0
20403107104,21863,Myrtleford,1,Good,Good,0
20403107105,20893,Eurobin,6.13E-05,Poor,Good,1
20403107105,21149,Havilah (Vic.),0.1350871,Poor,Good,0
20403107105,22201,Rosewhite,0.8648516,Acceptable,Good,0
20403107106,21863,Myrtleford,1,Good,Good,0
20403107107,20893,Eurobin,0.5486081,Poor,Good,0
20403107107,22021,Ovens,0.4513919,Poor,Good,0
20403107108,21863,Myrtleford,1,Good,Good,0
20403107109,21863,Myrtleford,1,Good,Good,0
20403107110,20964,Gapsted,1,Good,Good,0
20403107111,20376,Buffalo River,0.4811998,Poor,Good,0
20403107111,21660,Merriang,0.4178519,Poor,Good,0
20403107111,21661,Merriang South,0.1009482,Poor,Good,0
20403107112,21863,Myrtleford,1,Good,Good,0
20403107113,21863,Myrtleford,1,Good,Good,0
20403107114,21863,Myrtleford,1,Good,Good,0
20403107115,21863,Myrtleford,1,Good,Good,0
20403107201,20229,Bethanga,1,Acceptable,Good,0
20403107202,20196,Bellbridge,1,Good,Good,0
20403107203,20648,Corryong,1,Good,Good,0
20403107204,20648,Corryong,1,Good,Good,0
20403107205,20648,Corryong,1,Good,Good,0
20403107206,20648,Corryong,1,Good,Good,0
20403107207,20982,Georges Creek (Vic.),0.2366961,Poor,Good,0
20403107207,22424,Talgarno,0.7633039,Acceptable,Good,0
20403107208,20229,Bethanga,0.7591696,Acceptable,Good,0
20403107208,21259,Jarvis Creek,0.1217771,Poor,Good,0
20403107208,22008,Old Tallangatta,0.1190533,Poor,Good,0
20403107209,20388,Bullioh,0.3748662,Poor,Good,0
20403107209,20407,Bungil (Vic.),0.0001783,Poor,Good,1
20403107209,21090,Granya,0.5117109,Poor,Good,0
20403107209,22503,Thologolong,0.1132446,Poor,Good,0
20403107210,20424,Burrowye,0.0850292,Poor,Good,0
20403107210,21120,Guys Forest,0.0621631,Poor,Good,0
20403107210,21771,Mount Alfred,0.1274295,Poor,Good,0
20403107210,22075,Pine Mountain (Vic.),0.1045961,Poor,Good,0
20403107210,22668,Walwa,0.620782,Poor,Good,0
20403107211,20608,Colac Colac,0.1639657,Poor,Good,0
20403107211,20648,Corryong,0.4516112,Good,Good,0
20403107211,22563,Towong,0.3844231,Poor,Good,0
20403107212,20238,Biggara,0.2292348,Poor,Good,0
20403107212,21884,Nariel Valley,0.3458808,Poor,Good,0
20403107212,22513,Thowgla Valley,0.2594387,Poor,Good,0
20403107212,22527,Tom Groggin,0.0263346,Poor,Good,0
20403107212,22564,Towong Upper,0.1391112,Poor,Good,0
20403107213,22426,Tallangatta,1,Good,Good,0
20403107214,22426,Tallangatta,1,Good,Good,0
20403107215,20196,Bellbridge,1,Good,Good,0
20403107216,20883,Eskdale (Vic.),0.7271315,Poor,Good,0
20403107216,22425,Tallandoon,0.2728685,Poor,Good,0
20403107217,20719,Dartmouth,0.430004,Poor,Good,0
20403107217,21711,Mitta Mitta,0.569996,Poor,Good,0
20403107218,22426,Tallangatta,0.5478264,Good,Good,0
20403107218,22428,Tallangatta South,0.4521736,Poor,Good,0
20403107219,20220,Berringama,0.0837577,Poor,Good,0
20403107219,20688,Cudgewa,0.6266169,Poor,Good,0
20403107219,21376,Koetong,0.0598714,Poor,Good,0
20403107219,21552,Lucyvale,0.0598475,Poor,Good,0
20403107219,22273,Shelley (Vic.),0.0120508,Poor,Good,0
20403107219,22523,Tintaldra,0.1578557,Poor,Good,0
20403107220,22427,Tallangatta East,0.1674031,Poor,Good,0
20403107220,22429,Tallangatta Valley,0.8325969,Acceptable,Good,0
20403107301,22758,West Wodonga,1,Good,Good,0
20403107302,22758,West Wodonga,1,Good,Good,0
20403107303,22758,West Wodonga,1,Good,Good,0
20403107304,22758,West Wodonga,1,Good,Good,0
20403107305,22758,West Wodonga,1,Good,Good,0
20403107306,22758,West Wodonga,1,Good,Good,0
20403107307,22758,West Wodonga,1,Good,Good,0
20403107308,22758,West Wodonga,1,Good,Good,0
20403107309,22758,West Wodonga,1,Good,Good,0
20403107310,22758,West Wodonga,1,Good,Good,0
20403107311,22758,West Wodonga,1,Good,Good,0
20403107312,22758,West Wodonga,1,Good,Good,0
20403107313,22758,West Wodonga,1,Good,Good,0
20403107314,22758,West Wodonga,1,Good,Good,0
20403107315,22758,West Wodonga,1,Good,Good,0
20403107316,22758,West Wodonga,1,Good,Good,0
20403107317,22758,West Wodonga,1,Good,Good,0
20403107318,20514,Castle Creek (Vic.),0.2083425,Poor,Good,0
20403107318,21222,Huon Creek,0.7916575,Acceptable,Good,0
20403107321,22758,West Wodonga,1,Good,Good,0
20403107322,22758,West Wodonga,1,Good,Good,0
20403107323,22758,West Wodonga,1,Good,Good,0
20403107324,22758,West Wodonga,1,Good,Good,0
20403107325,22758,West Wodonga,1,Good,Good,0
20403107326,22758,West Wodonga,1,Good,Good,0
20403107327,22758,West Wodonga,1,Good,Good,0
20403107328,22758,West Wodonga,1,Good,Good,0
20403107329,22758,West Wodonga,1,Good,Good,0
20403107330,22758,West Wodonga,1,Good,Good,0
20403107331,22758,West Wodonga,1,Good,Good,0
20403107332,22758,West Wodonga,1,Good,Good,0
20403107333,22758,West Wodonga,1,Good,Good,0
20403107334,22758,West Wodonga,1,Good,Good,0
20403107335,22758,West Wodonga,1,Good,Good,0
20403107336,22758,West Wodonga,1,Good,Good,0
20403107337,22758,West Wodonga,1,Good,Good,0
20403107338,22758,West Wodonga,1,Good,Good,0
20403107339,20147,Barnawartha North,0.4350618,Poor,Good,0
20403107339,22758,West Wodonga,0.5649382,Good,Good,0
20403107501,22889,Yackandandah,1,Good,Good,0
20403107502,22441,Tangambalanga,1,Acceptable,Good,0
20403107503,21344,Kiewa,1,Poor,Good,0
20403107504,22889,Yackandandah,1,Good,Good,0
20403107505,22889,Yackandandah,1,Good,Good,0
20403107506,20358,Bruarong,0.2544578,Poor,Good,0
20403107506,22889,Yackandandah,0.7455422,Good,Good,0
20403107507,20027,Allans Flat,0.3502442,Poor,Good,0
20403107507,22018,Osbornes Flat,0.6497558,Poor,Good,0
20403107508,21330,Kergunyah,1,Good,Good,0
20403107509,21221,Huon,0.245512,Poor,Good,0
20403107509,21344,Kiewa,0.1874972,Poor,Good,0
20403107509,22441,Tangambalanga,0.5669909,Acceptable,Good,0
20403107510,20534,Charleroi,0.1653431,Poor,Good,0
20403107510,21118,Gundowring,0.4314279,Poor,Good,0
20403107510,22235,Sandy Creek (Vic.),0.4032291,Poor,Good,0
20403107511,20027,Allans Flat,0.4349061,Poor,Good,0
20403107511,22349,Staghorn Flat,0.5650939,Acceptable,Good,0
20403107512,22889,Yackandandah,1,Good,Good,0
20403149101,20129,Bandiana,0.0112144,Good,Good,0
20403149101,20136,Baranduda,1.60E-05,Good,Good,1
20403149101,21488,Leneva,0.4432162,Poor,Good,0
20403149101,22819,Wodonga,0.5455534,Good,Good,0
20403149102,20279,Bonegilla,0.8712473,Acceptable,Good,0
20403149102,20837,Ebden,0.1287527,Poor,Good,0
20403149103,21488,Leneva,0.4956892,Poor,Good,0
20403149103,22819,Wodonga,0.5043108,Good,Good,0
20403149104,20129,Bandiana,1,Good,Good,0
20403149105,22819,Wodonga,1,Good,Good,0
20403149106,21347,Killara (Wodonga - Vic.),1,Good,Good,0
20403149107,22819,Wodonga,1,Good,Good,0
20403149108,22819,Wodonga,1,Good,Good,0
20403149109,22819,Wodonga,1,Good,Good,0
20403149110,20136,Baranduda,1,Good,Good,0
20403149111,20136,Baranduda,1,Good,Good,0
20403149112,20136,Baranduda,1,Good,Good,0
20403149113,22349,Staghorn Flat,1,Acceptable,Good,0
20403149114,20136,Baranduda,1,Good,Good,0
20403149115,22819,Wodonga,1,Good,Good,0
20403149116,20279,Bonegilla,0.817185,Acceptable,Good,0
20403149116,20837,Ebden,0.182815,Poor,Good,0
20403149117,20136,Baranduda,1,Good,Good,0
20403149118,20136,Baranduda,1,Good,Good,0
20403149119,21488,Leneva,1,Poor,Good,0
20403149120,21488,Leneva,1,Poor,Good,0
20403149121,21347,Killara (Wodonga - Vic.),1,Good,Good,0
20403149122,22819,Wodonga,1,Good,Good,0
20403149123,21347,Killara (Wodonga - Vic.),1,Good,Good,0
20403149124,22819,Wodonga,1,Good,Good,0
20403149125,22819,Wodonga,1,Good,Good,0
20403149126,20129,Bandiana,0.0098684,Good,Good,1
20403149126,22819,Wodonga,0.9901316,Good,Good,0
20403149127,22819,Wodonga,1,Good,Good,0
20403149128,22819,Wodonga,1,Good,Good,0
20403149129,20136,Baranduda,1,Good,Good,0
20403149130,20129,Bandiana,1,Good,Good,0
20403149131,22819,Wodonga,1,Good,Good,0
20403149201,22819,Wodonga,1,Good,Good,0
20403149202,22819,Wodonga,1,Good,Good,0
20403149203,22819,Wodonga,1,Good,Good,0
20403149204,22819,Wodonga,1,Good,Good,0
20403149205,22819,Wodonga,1,Good,Good,0
20403149206,22819,Wodonga,1,Good,Good,0
20403149207,22819,Wodonga,1,Good,Good,0
20403149208,22819,Wodonga,1,Good,Good,0
20403149209,22819,Wodonga,1,Good,Good,0
20403149210,22819,Wodonga,1,Good,Good,0
20403149211,22819,Wodonga,1,Good,Good,0
20403149212,22819,Wodonga,1,Good,Good,0
20403149213,22819,Wodonga,1,Good,Good,0
20403149214,22819,Wodonga,1,Good,Good,0
20403149215,22819,Wodonga,1,Good,Good,0
20403149216,22819,Wodonga,1,Good,Good,0
20403149217,22819,Wodonga,1,Good,Good,0
20403149218,22819,Wodonga,1,Good,Good,0
20403149219,22819,Wodonga,1,Good,Good,0
20403149220,22819,Wodonga,1,Good,Good,0
20403149221,22819,Wodonga,1,Good,Good,0
20403149222,22819,Wodonga,1,Good,Good,0
20403149223,22819,Wodonga,1,Good,Good,0
20403149224,22819,Wodonga,1,Good,Good,0
20403149225,22819,Wodonga,1,Good,Good,0
20403149226,22819,Wodonga,1,Good,Good,0
20403149227,20970,Gateway Island,0.1883157,Poor,Good,0
20403149227,22819,Wodonga,0.8116843,Good,Good,0
20403149228,22819,Wodonga,1,Good,Good,0
20403149229,22819,Wodonga,1,Good,Good,0
20403149230,22819,Wodonga,1,Good,Good,0
20403149231,22819,Wodonga,1,Good,Good,0
20403149232,22819,Wodonga,1,Good,Good,0
20403149233,22819,Wodonga,1,Good,Good,0
20403149234,22819,Wodonga,1,Good,Good,0
20403149235,22819,Wodonga,1,Good,Good,0
20403149236,22819,Wodonga,1,Good,Good,0
20403149237,22819,Wodonga,1,Good,Good,0
20403149238,22819,Wodonga,1,Good,Good,0
20403149239,22819,Wodonga,1,Good,Good,0
20501107601,20790,Drouin,1,Good,Good,0
20501107603,20790,Drouin,1,Good,Good,0
20501107604,20790,Drouin,1,Good,Good,0
20501107605,20790,Drouin,1,Good,Good,0
20501107608,20790,Drouin,1,Good,Good,0
20501107610,20790,Drouin,1,Good,Good,0
20501107611,20790,Drouin,0.7637275,Good,Good,0
20501107611,20792,Drouin South,0.2362725,Poor,Good,0
20501107612,20790,Drouin,0.2960045,Good,Good,0
20501107612,20791,Drouin East,0.7039955,Poor,Good,0
20501107613,21159,Heath Hill,0.1786555,Poor,Good,0
20501107613,21714,Modella,0.22876,Poor,Good,0
20501107613,22177,Ripplebrook,0.5925845,Poor,Good,0
20501107615,21419,Labertouche,1,Acceptable,Good,0
20501107619,20790,Drouin,1,Good,Good,0
20501107620,20790,Drouin,1,Good,Good,0
20501107622,20790,Drouin,1,Good,Good,0
20501107623,20793,Drouin West,1,Good,Good,0
20501107624,21419,Labertouche,0.3434895,Acceptable,Good,0
20501107624,21539,Longwarry North,0.6565105,Poor,Good,0
20501107625,20081,Athlone,1,Good,Good,0
20501107626,21538,Longwarry,1,Good,Good,0
20501107627,20790,Drouin,1,Good,Good,0
20501107628,20790,Drouin,1,Good,Good,0
20501107629,20790,Drouin,1,Good,Good,0
20501107630,20790,Drouin,1,Good,Good,0
20501107632,20790,Drouin,1,Good,Good,0
20501107633,20793,Drouin West,1,Good,Good,0
20501107635,20790,Drouin,1,Good,Good,0
20501107636,20790,Drouin,1,Good,Good,0
20501107637,20790,Drouin,1,Good,Good,0
20501107638,20790,Drouin,1,Good,Good,0
20501107639,20790,Drouin,1,Good,Good,0
20501107640,21538,Longwarry,1,Good,Good,0
20501107641,20790,Drouin,1,Good,Good,0
20501107642,21538,Longwarry,1,Good,Good,0
20501107643,20790,Drouin,1,Good,Good,0
20501107644,20790,Drouin,1,Good,Good,0
20501107645,20790,Drouin,1,Good,Good,0
20501107646,21538,Longwarry,1,Good,Good,0
20501107647,20790,Drouin,1,Good,Good,0
20501107648,20790,Drouin,1,Good,Good,0
20501107649,21538,Longwarry,1,Good,Good,0
20501107650,20790,Drouin,1,Good,Good,0
20501107651,21538,Longwarry,1,Good,Good,0
20501107652,20790,Drouin,1,Good,Good,0
20501107653,20790,Drouin,1,Good,Good,0
20501107654,20790,Drouin,0.3503935,Good,Good,0
20501107654,20792,Drouin South,0.6496065,Poor,Good,0
20501107655,20790,Drouin,1,Good,Good,0
20501107656,20790,Drouin,1,Good,Good,0
20501107657,20790,Drouin,1,Good,Good,0
20501107701,20168,Baw Baw Village,1,Good,Good,0
20501107702,20391,Buln Buln East,1,Good,Good,0
20501107703,20006,Ada,3.49E-05,Poor,Good,1
20501107703,21525,Loch Valley,3.49E-05,Poor,Good,1
20501107703,21910,Neerim North,3.49E-05,Poor,Good,1
20501107703,21954,Noojee,0.6433388,Poor,Good,0
20501107703,22068,Piedmont,0.1817197,Poor,Good,0
20501107703,22549,Toorongo,6.99E-05,Poor,Good,1
20501107703,22630,Vesper,0.1747668,Poor,Good,0
20501107704,20957,Fumina,0.0405981,Poor,Good,0
20501107704,20958,Fumina South,0.2390697,Poor,Good,0
20501107704,21189,Hill End (Vic.),0.6173856,Poor,Good,0
20501107704,21224,Icy Creek,0.1029466,Poor,Good,0
20501107705,20040,Amor,0.0121068,Poor,Good,0
20501107705,20286,Boola,3.02E-05,Poor,Good,1
20501107705,20491,Caringal,0.0483365,Poor,Good,0
20501107705,20881,Erica,0.5617716,Poor,Good,0
20501107705,21251,Jacob Creek,0.090695,Poor,Good,0
20501107705,21741,Moondarra,0.1481191,Poor,Good,0
20501107705,22144,Rawson,0.0332407,Good,Good,0
20501107705,22651,Walhalla,0.1057001,Poor,Good,0
20501107706,22442,Tanjil,0.0084507,Poor,Good,1
20501107706,22443,Tanjil Bren,0.9915493,Good,Good,0
20501107707,20004,Aberfeldy,0.9804196,Good,Good,0
20501107707,20167,Baw Baw (Vic.),0.0041958,Poor,Good,1
20501107707,21266,Jericho (Vic.),0.0027972,Poor,Good,1
20501107707,22505,Thomson (Baw Baw - Vic.),0.0097902,Poor,Good,1
20501107707,22542,Toombon,0.0027972,Poor,Good,1
20501107708,21911,Neerim South,1,Good,Good,0
20501107709,21911,Neerim South,1,Good,Good,0
20501107710,22794,Willow Grove,1,Good,Good,0
20501107711,22144,Rawson,1,Good,Good,0
20501107712,21269,Jindivick,1,Good,Good,0
20501107713,21904,Nayook,0.1654926,Poor,Good,0
20501107713,21907,Neerim,0.5059096,Poor,Good,0
20501107713,21909,Neerim Junction,0.3285978,Poor,Good,0
20501107714,21911,Neerim South,1,Good,Good,0
20501107715,20679,Crossover,0.4347779,Poor,Good,0
20501107715,22190,Rokeby (Vic.),0.5652221,Poor,Good,0
20501107716,20390,Buln Buln,1,Acceptable,Good,0
20501107717,20321,Brandy Creek (Vic.),0.2344345,Poor,Good,0
20501107717,20323,Bravington,0.0513112,Poor,Good,0
20501107717,20390,Buln Buln,0.7142543,Acceptable,Good,0
20501107718,20981,Gentle Annie,1,Good,Good,0
20501107719,22444,Tanjil South,0.6653131,Acceptable,Good,0
20501107719,22759,Westbury (Vic.),0.3346869,Poor,Good,0
20501107720,22444,Tanjil South,1,Acceptable,Good,0
20501107721,22794,Willow Grove,1,Good,Good,0
20501107722,21908,Neerim East,0.8241616,Acceptable,Good,0
20501107722,21910,Neerim North,0.1758384,Poor,Good,0
20501107801,22913,Yarragon,1,Good,Good,0
20501107802,22565,Trafalgar (Vic.),1,Good,Good,0
20501107803,22913,Yarragon,1,Good,Good,0
20501107804,20585,Coalville,0.1713494,Poor,Good,0
20501107804,21889,Narracan,0.8286506,Acceptable,Good,0
20501107805,22913,Yarragon,1,Good,Good,0
20501107806,22913,Yarragon,1,Good,Good,0
20501107807,22567,Trafalgar South,1,Good,Good,0
20501107808,22565,Trafalgar (Vic.),1,Good,Good,0
20501107809,22565,Trafalgar (Vic.),1,Good,Good,0
20501107810,22565,Trafalgar (Vic.),1,Good,Good,0
20501107811,22565,Trafalgar (Vic.),1,Good,Good,0
20501107812,22565,Trafalgar (Vic.),1,Good,Good,0
20501107813,22565,Trafalgar (Vic.),1,Good,Good,0
20501107814,22566,Trafalgar East,1,Good,Good,0
20501107815,22565,Trafalgar (Vic.),1,Good,Good,0
20501107816,20025,Allambee Reserve,0.1180922,Poor,Good,0
20501107816,20549,Childers (Vic.),0.6318384,Poor,Good,0
20501107816,22511,Thorpdale,0.0625521,Good,Good,0
20501107816,22512,Thorpdale South,0.1875174,Poor,Good,0
20501107817,22511,Thorpdale,1,Good,Good,0
20501107818,22266,Shady Creek,1,Good,Good,0
20501107819,20024,Allambee,0.0670611,Poor,Good,0
20501107819,20025,Allambee Reserve,0.2474844,Poor,Good,0
20501107819,22914,Yarragon South,0.6854545,Poor,Good,0
20501107820,22565,Trafalgar (Vic.),1,Good,Good,0
20501107821,22565,Trafalgar (Vic.),1,Good,Good,0
20501107901,22698,Warragul,1,Good,Good,0
20501107902,22698,Warragul,1,Good,Good,0
20501107903,22698,Warragul,1,Good,Good,0
