SA2_CODE_2021,SA2_NAME_2021,SED_CODE_2021,SED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
127021513,Canley Vale - Canley Heights,10029,Fairfield,0.8672512,Acceptable,Acceptable,0
127021514,Edensor Park,10012,Cabramatta,1,Good,Acceptable,0
127021515,Fairfield,10029,Fairfield,1,Acceptable,Acceptable,0
127021516,Fairfield - West,10029,Fairfield,0.9572082,Acceptable,Acceptable,0
127021516,Fairfield - West,10070,Prospect,0.0427918,Poor,Acceptable,0
127021517,Greenfield Park - Prairiewood,10012,Cabramatta,0.6084169,Good,Acceptable,0
127021517,Greenfield Park - Prairiewood,10029,Fairfield,0.0147867,Acceptable,Acceptable,0
127021517,Greenfield Park - Prairiewood,10070,Prospect,0.3767964,Poor,Acceptable,0
127021518,Horsley Park - Kemps Creek,10055,Mulgoa,0.9972267,Acceptable,Acceptable,0
127021518,Horsley Park - Kemps Creek,10070,Prospect,0.0027733,Poor,Acceptable,1
127021519,Smithfield - Wetherill Park,10029,Fairfield,0.289493,Acceptable,Acceptable,0
127021519,Smithfield - Wetherill Park,10070,Prospect,0.710507,Poor,Acceptable,0
127021520,St Johns Park - Wakeley,10012,Cabramatta,0.5632429,Good,Acceptable,0
127021520,St Johns Park - Wakeley,10029,Fairfield,0.4367571,Acceptable,Acceptable,0
127021521,Wetherill Park Industrial,10070,Prospect,1,Poor,Acceptable,0
127031522,Casula,10036,Holsworthy,0.7152956,Acceptable,Acceptable,0
127031522,Casula,10048,Macquarie Fields,0.2847044,Acceptable,Acceptable,0
127031523,Chipping Norton - Moorebank,10036,Holsworthy,1,Acceptable,Acceptable,0
127031524,Holsworthy - Wattle Grove,10036,Holsworthy,1,Acceptable,Acceptable,0
127031599,Lurnea - Cartwright,10036,Holsworthy,0.7940075,Acceptable,Acceptable,0
127031599,Lurnea - Cartwright,10046,Liverpool,0.2059925,Acceptable,Acceptable,0
127031601,Warwick Farm,10046,Liverpool,1,Acceptable,Acceptable,0
127031730,Edmondson Park,10048,Macquarie Fields,1,Acceptable,Acceptable,0
127031731,Liverpool - East,10036,Holsworthy,0.1416399,Acceptable,Acceptable,0
127031731,Liverpool - East,10046,Liverpool,0.8583601,Acceptable,Acceptable,0
127031732,Liverpool - West,10036,Holsworthy,0.29955,Acceptable,Acceptable,0
127031732,Liverpool - West,10046,Liverpool,0.70045,Acceptable,Acceptable,0
127031733,Prestons,10036,Holsworthy,0.9999981,Acceptable,Acceptable,0
127031733,Prestons,10046,Liverpool,1.90E-06,Acceptable,Acceptable,1
128011529,Gymea - Grays Point,10023,Cronulla,0.663227,Acceptable,Acceptable,0
128011529,Gymea - Grays Point,10052,Miranda,0.336773,Acceptable,Acceptable,0
128011530,Miranda - Yowie Bay,10023,Cronulla,0.2442092,Acceptable,Acceptable,0
128011530,Miranda - Yowie Bay,10052,Miranda,0.7557908,Acceptable,Acceptable,0
128011531,Sylvania - Taren Point,10052,Miranda,1,Acceptable,Acceptable,0
128011602,Caringbah,10023,Cronulla,0.7782646,Acceptable,Acceptable,0
128011602,Caringbah,10052,Miranda,0.2217354,Acceptable,Acceptable,0
128011603,Caringbah South,10023,Cronulla,1,Acceptable,Acceptable,0
128011604,Cronulla - Kurnell - Bundeena,10023,Cronulla,0.8910321,Acceptable,Acceptable,0
128011604,Cronulla - Kurnell - Bundeena,10034,Heathcote,0.1089679,Acceptable,Acceptable,0
128011605,Lilli Pilli - Port Hacking - Dolans Bay,10023,Cronulla,1,Acceptable,Acceptable,0
128011606,Woolooware - Burraneer,10023,Cronulla,1,Acceptable,Acceptable,0
128021533,Heathcote - Waterfall,10034,Heathcote,1,Acceptable,Acceptable,0
128021534,Illawong - Alfords Point,10052,Miranda,1,Acceptable,Acceptable,0
128021535,Menai - Lucas Heights - Woronora,10034,Heathcote,0.8013856,Acceptable,Acceptable,0
128021535,Menai - Lucas Heights - Woronora,10036,Holsworthy,0.198614,Acceptable,Acceptable,0
128021535,Menai - Lucas Heights - Woronora,10052,Miranda,5.00E-07,Acceptable,Acceptable,1
128021536,Oyster Bay - Como - Jannali,10052,Miranda,1,Acceptable,Acceptable,0
128021537,Royal National Park,10023,Cronulla,0.0002037,Acceptable,Acceptable,1
128021537,Royal National Park,10034,Heathcote,0.9997963,Acceptable,Acceptable,0
128021538,Sutherland - Kirrawee,10023,Cronulla,0.1821115,Acceptable,Acceptable,0
128021538,Sutherland - Kirrawee,10034,Heathcote,0.5454046,Acceptable,Acceptable,0
128021538,Sutherland - Kirrawee,10052,Miranda,0.2724839,Acceptable,Acceptable,0
128021607,Engadine,10034,Heathcote,1,Acceptable,Acceptable,0
128021608,Loftus - Yarrawarrah,10034,Heathcote,1,Acceptable,Acceptable,0
128021609,Woronora Heights,10034,Heathcote,1,Acceptable,Acceptable,0
201011001,Alfredton,27208,Ripon (Western Victoria),0.297076,Acceptable,Acceptable,0
201011001,Alfredton,28408,Wendouree (Western Victoria),0.702924,Acceptable,Acceptable,0
201011002,Ballarat,21608,Buninyong (Western Victoria),0.0122025,Acceptable,Acceptable,0
201011002,Ballarat,28408,Wendouree (Western Victoria),0.9877975,Acceptable,Acceptable,0
201011005,Buninyong,21608,Buninyong (Western Victoria),1,Acceptable,Acceptable,0
201011006,Delacombe,21608,Buninyong (Western Victoria),0.1818698,Acceptable,Acceptable,0
201011006,Delacombe,28408,Wendouree (Western Victoria),0.8181302,Acceptable,Acceptable,0
201011007,Smythes Creek,21608,Buninyong (Western Victoria),1,Acceptable,Acceptable,0
201011008,Wendouree - Miners Rest,27208,Ripon (Western Victoria),0.3073192,Acceptable,Acceptable,0
201011008,Wendouree - Miners Rest,28408,Wendouree (Western Victoria),0.6926808,Acceptable,Acceptable,0
201011481,Ballarat East - Warrenheip,21608,Buninyong (Western Victoria),0.5780905,Acceptable,Acceptable,0
201011481,Ballarat East - Warrenheip,28408,Wendouree (Western Victoria),0.4219095,Acceptable,Acceptable,0
201011482,Ballarat North - Invermay,21608,Buninyong (Western Victoria),0.145281,Acceptable,Acceptable,0
201011482,Ballarat North - Invermay,28408,Wendouree (Western Victoria),0.854719,Acceptable,Acceptable,0
201011483,Canadian - Mount Clear,21608,Buninyong (Western Victoria),0.9999992,Acceptable,Acceptable,0
201011483,Canadian - Mount Clear,28408,Wendouree (Western Victoria),8.00E-07,Acceptable,Acceptable,1
201011484,Sebastopol - Redan,21608,Buninyong (Western Victoria),0.7694099,Acceptable,Acceptable,0
201011484,Sebastopol - Redan,28408,Wendouree (Western Victoria),0.2305901,Acceptable,Acceptable,0
201021009,Bacchus Marsh Surrounds,21608,Buninyong (Western Victoria),0.8748826,Acceptable,Acceptable,0
201021009,Bacchus Marsh Surrounds,24504,Macedon (Northern Victoria),0.1251174,Good,Acceptable,0
201021010,Creswick - Clunes,21608,Buninyong (Western Victoria),0.0045861,Acceptable,Acceptable,1
201021010,Creswick - Clunes,27208,Ripon (Western Victoria),0.9940495,Acceptable,Acceptable,0
201021010,Creswick - Clunes,28408,Wendouree (Western Victoria),0.0013643,Acceptable,Acceptable,1
201021011,Daylesford,24504,Macedon (Northern Victoria),0.9384716,Good,Acceptable,0
201021011,Daylesford,27208,Ripon (Western Victoria),0.0615284,Acceptable,Acceptable,0
201021012,Gordon (Vic.),21608,Buninyong (Western Victoria),0.9888596,Acceptable,Acceptable,0
201021012,Gordon (Vic.),27208,Ripon (Western Victoria),0.0111404,Acceptable,Acceptable,0
201031013,Avoca,27208,Ripon (Western Victoria),1,Acceptable,Acceptable,0
201031014,Beaufort,27208,Ripon (Western Victoria),1,Acceptable,Acceptable,0
201031015,Golden Plains - North,21608,Buninyong (Western Victoria),0.9633751,Acceptable,Acceptable,0
201031015,Golden Plains - North,26708,Polwarth (Western Victoria),0.0366249,Good,Acceptable,0
201031016,Maryborough (Vic.),27208,Ripon (Western Victoria),1,Acceptable,Acceptable,0
201031017,Maryborough Surrounds,20804,Bendigo West (Northern Victoria),0.0021855,Acceptable,Acceptable,1
201031017,Maryborough Surrounds,27208,Ripon (Western Victoria),0.9978145,Acceptable,Acceptable,0
202011018,Bendigo,20704,Bendigo East (Northern Victoria),0.1423847,Acceptable,Acceptable,0
202011018,Bendigo,20804,Bendigo West (Northern Victoria),0.8576153,Acceptable,Acceptable,0
202011019,California Gully - Eaglehawk,20704,Bendigo East (Northern Victoria),0.7921255,Acceptable,Acceptable,0
202011019,California Gully - Eaglehawk,20804,Bendigo West (Northern Victoria),0.2078745,Acceptable,Acceptable,0
202011020,East Bendigo - Kennington,20704,Bendigo East (Northern Victoria),1,Acceptable,Acceptable,0
202011021,Flora Hill - Spring Gully,20704,Bendigo East (Northern Victoria),1,Acceptable,Acceptable,0
202011022,Kangaroo Flat - Golden Square,20704,Bendigo East (Northern Victoria),0.0840075,Acceptable,Acceptable,0
202011022,Kangaroo Flat - Golden Square,20804,Bendigo West (Northern Victoria),0.9159925,Acceptable,Acceptable,0
202011023,Maiden Gully,20804,Bendigo West (Northern Victoria),1,Acceptable,Acceptable,0
202011024,Strathfieldsaye,20704,Bendigo East (Northern Victoria),1,Acceptable,Acceptable,0
202011025,White Hills - Ascot,20704,Bendigo East (Northern Victoria),1,Acceptable,Acceptable,0
202021026,Bendigo Surrounds - South,20704,Bendigo East (Northern Victoria),0.4101915,Acceptable,Acceptable,0
202021026,Bendigo Surrounds - South,20804,Bendigo West (Northern Victoria),0.5723,Acceptable,Acceptable,0
202021026,Bendigo Surrounds - South,22704,Euroa (Northern Victoria),0.0112719,Good,Acceptable,0
202021026,Bendigo Surrounds - South,24504,Macedon (Northern Victoria),0.0016796,Good,Acceptable,1
202021026,Bendigo Surrounds - South,27208,Ripon (Western Victoria),0.004557,Acceptable,Acceptable,1
202021027,Castlemaine,20804,Bendigo West (Northern Victoria),1,Acceptable,Acceptable,0
202021028,Castlemaine Surrounds,20704,Bendigo East (Northern Victoria),0.0171377,Acceptable,Acceptable,0
202021028,Castlemaine Surrounds,20804,Bendigo West (Northern Victoria),0.7304221,Acceptable,Acceptable,0
202021028,Castlemaine Surrounds,22704,Euroa (Northern Victoria),0.0211526,Good,Acceptable,0
202021028,Castlemaine Surrounds,24504,Macedon (Northern Victoria),0.2303071,Good,Acceptable,0
202021028,Castlemaine Surrounds,27208,Ripon (Western Victoria),0.0009804,Acceptable,Acceptable,1
202021029,Heathcote,20704,Bendigo East (Northern Victoria),0.1700892,Acceptable,Acceptable,0
202021029,Heathcote,22704,Euroa (Northern Victoria),0.8299108,Good,Acceptable,0
202021030,Kyneton,24504,Macedon (Northern Victoria),1,Good,Acceptable,0
202021031,Woodend,24504,Macedon (Northern Victoria),1,Good,Acceptable,0
202031032,Bendigo Surrounds - North,20704,Bendigo East (Northern Victoria),0.8736073,Acceptable,Acceptable,0
202031032,Bendigo Surrounds - North,20804,Bendigo West (Northern Victoria),0.1162159,Acceptable,Acceptable,0
202031032,Bendigo Surrounds - North,27208,Ripon (Western Victoria),0.0101768,Acceptable,Acceptable,0
202031033,Loddon,20704,Bendigo East (Northern Victoria),0.0830642,Acceptable,Acceptable,0
202031033,Loddon,25704,Murray Plains (Northern Victoria),0.3475318,Good,Acceptable,0
202031033,Loddon,27208,Ripon (Western Victoria),0.569404,Acceptable,Acceptable,0
203011034,Bannockburn,26708,Polwarth (Western Victoria),1,Good,Acceptable,0
203011035,Golden Plains - South,21608,Buninyong (Western Victoria),0.4242691,Acceptable,Acceptable,0
203011035,Golden Plains - South,26708,Polwarth (Western Victoria),0.5757309,Good,Acceptable,0
203011036,Winchelsea,26708,Polwarth (Western Victoria),0.6551048,Good,Acceptable,0
203011036,Winchelsea,27608,South Barwon (Western Victoria),0.3448952,Good,Acceptable,0
203021037,Belmont,23308,Geelong (Western Victoria),0.9785273,Good,Acceptable,0
203021037,Belmont,27608,South Barwon (Western Victoria),0.0214727,Good,Acceptable,0
203021039,Geelong,23308,Geelong (Western Victoria),1,Good,Acceptable,0
203021040,Geelong West - Hamlyn Heights,23308,Geelong (Western Victoria),0.689415,Good,Acceptable,0
203021040,Geelong West - Hamlyn Heights,24308,Lara (Western Victoria),0.3077583,Good,Acceptable,0
203021040,Geelong West - Hamlyn Heights,26708,Polwarth (Western Victoria),0.0028266,Good,Acceptable,1
203021042,Highton,23308,Geelong (Western Victoria),0.0067029,Good,Acceptable,1
203021042,Highton,27608,South Barwon (Western Victoria),0.9932971,Good,Acceptable,0
203021043,Lara,24308,Lara (Western Victoria),1,Good,Acceptable,0
203021044,Leopold,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
203021045,Newcomb - Moolap,20508,Bellarine (Western Victoria),0.1177328,Good,Acceptable,0
203021045,Newcomb - Moolap,23308,Geelong (Western Victoria),0.8822672,Good,Acceptable,0
203021046,Newtown (Vic.),23308,Geelong (Western Victoria),1,Good,Acceptable,0
203021047,North Geelong - Bell Park,24308,Lara (Western Victoria),1,Good,Acceptable,0
203021485,Charlemont,27608,South Barwon (Western Victoria),1,Good,Acceptable,0
203021486,Corio - Lovely Banks,24308,Lara (Western Victoria),1,Good,Acceptable,0
203021487,Grovedale - Mount Duneed,27608,South Barwon (Western Victoria),1,Good,Acceptable,0
203021488,Norlane,24308,Lara (Western Victoria),1,Good,Acceptable,0
203031048,Clifton Springs,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
203031049,Lorne - Anglesea,26708,Polwarth (Western Victoria),1,Good,Acceptable,0
203031051,Portarlington,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
203031052,Point Lonsdale - Queenscliff,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
203031053,Torquay,26708,Polwarth (Western Victoria),0.0003664,Good,Acceptable,1
203031053,Torquay,27608,South Barwon (Western Victoria),0.9996336,Good,Acceptable,0
203031489,Barwon Heads - Armstrong Creek,20508,Bellarine (Western Victoria),0.441292,Good,Acceptable,0
203031489,Barwon Heads - Armstrong Creek,27608,South Barwon (Western Victoria),0.558708,Good,Acceptable,0
203031490,Ocean Grove,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
204011054,Alexandra,22404,Eildon (Northern Victoria),1,Good,Acceptable,0
204011055,Euroa,22404,Eildon (Northern Victoria),0.0014442,Good,Acceptable,1
204011055,Euroa,22704,Euroa (Northern Victoria),0.9985558,Good,Acceptable,0
204011056,Kilmore - Broadford,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204011057,Mansfield (Vic.),22404,Eildon (Northern Victoria),0.9999972,Good,Acceptable,0
204011057,Mansfield (Vic.),22704,Euroa (Northern Victoria),2.80E-06,Good,Acceptable,1
204011058,Nagambie,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204011059,Seymour,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204011060,Seymour Surrounds,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204011061,Upper Yarra Valley,22404,Eildon (Northern Victoria),1,Good,Acceptable,0
204011062,Yea,22404,Eildon (Northern Victoria),0.9921467,Good,Acceptable,0
204011062,Yea,22704,Euroa (Northern Victoria),0.0078533,Good,Acceptable,1
204021063,Benalla,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204021064,Benalla Surrounds,22404,Eildon (Northern Victoria),1.32E-05,Good,Acceptable,1
204021064,Benalla Surrounds,22704,Euroa (Northern Victoria),0.9883998,Good,Acceptable,0
204021064,Benalla Surrounds,27504,Shepparton (Northern Victoria),0.011587,Good,Acceptable,0
204021065,Rutherglen,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204021066,Wangaratta,26504,Ovens Valley (Northern Victoria),1,Good,Acceptable,0
204021067,Wangaratta Surrounds,26504,Ovens Valley (Northern Victoria),1,Good,Acceptable,0
204031068,Beechworth,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031069,Bright - Mount Beauty,20604,Benambra (Northern Victoria),0.3946113,Good,Acceptable,0
204031069,Bright - Mount Beauty,26504,Ovens Valley (Northern Victoria),0.6053887,Good,Acceptable,0
204031070,Chiltern - Indigo Valley,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031071,Myrtleford,26504,Ovens Valley (Northern Victoria),1,Good,Acceptable,0
204031072,Towong,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031073,West Wodonga,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031075,Yackandandah,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031491,Baranduda - Leneva,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031492,Wodonga,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
205011076,Drouin,25802,Narracan (Eastern Victoria),1,Good,Acceptable,0
205011077,Mount Baw Baw Region,25402,Morwell (Eastern Victoria),0.0338828,Good,Acceptable,0
205011077,Mount Baw Baw Region,25802,Narracan (Eastern Victoria),0.9661172,Good,Acceptable,0
205011078,Trafalgar (Vic.),23602,Gippsland South (Eastern Victoria),0.0020332,Good,Acceptable,1
205011078,Trafalgar (Vic.),25402,Morwell (Eastern Victoria),1.20E-06,Good,Acceptable,1
205011078,Trafalgar (Vic.),25802,Narracan (Eastern Victoria),0.9979656,Good,Acceptable,0
205011079,Warragul,25802,Narracan (Eastern Victoria),1,Good,Acceptable,0
205021080,Alps - East,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021081,Bairnsdale,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021082,Bruthen - Omeo,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021083,Lake King,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021084,Lakes Entrance,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021085,Orbost,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021086,Paynesville,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205031087,Foster,23602,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
205031088,French Island,23702,Hastings (Eastern Victoria),1,Good,Acceptable,0
205031089,Korumburra,20302,Bass (Eastern Victoria),0.0244914,Good,Acceptable,0
205031089,Korumburra,23602,Gippsland South (Eastern Victoria),0.9686962,Good,Acceptable,0
205031089,Korumburra,25802,Narracan (Eastern Victoria),0.0068125,Good,Acceptable,1
205031090,Leongatha,23602,Gippsland South (Eastern Victoria),0.993638,Good,Acceptable,0
205031090,Leongatha,25402,Morwell (Eastern Victoria),0.0054015,Good,Acceptable,1
205031090,Leongatha,25802,Narracan (Eastern Victoria),0.0009605,Good,Acceptable,1
205031091,Phillip Island,20302,Bass (Eastern Victoria),1,Good,Acceptable,0
205031092,Wilsons Promontory,23602,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
205031093,Wonthaggi - Inverloch,20302,Bass (Eastern Victoria),0.9979097,Good,Acceptable,0
205031093,Wonthaggi - Inverloch,23602,Gippsland South (Eastern Victoria),0.0020903,Good,Acceptable,1
205041094,Churchill,23602,Gippsland South (Eastern Victoria),0.0071582,Good,Acceptable,1
205041094,Churchill,25402,Morwell (Eastern Victoria),0.9928418,Good,Acceptable,0
205041095,Moe - Newborough,25402,Morwell (Eastern Victoria),0.4272273,Good,Acceptable,0
205041095,Moe - Newborough,25802,Narracan (Eastern Victoria),0.5727727,Good,Acceptable,0
205041096,Morwell,25402,Morwell (Eastern Victoria),1,Good,Acceptable,0
205041098,Yallourn North - Glengarry,25402,Morwell (Eastern Victoria),0.9929832,Good,Acceptable,0
205041098,Yallourn North - Glengarry,25802,Narracan (Eastern Victoria),0.0070168,Good,Acceptable,1
205041493,Traralgon - East,25402,Morwell (Eastern Victoria),1,Good,Acceptable,0
205041494,Traralgon - West,25402,Morwell (Eastern Victoria),1,Good,Acceptable,0
205051099,Alps - West,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205051100,Longford - Loch Sport,23502,Gippsland East (Eastern Victoria),0.089051,Good,Acceptable,0
205051100,Longford - Loch Sport,23602,Gippsland South (Eastern Victoria),0.910949,Good,Acceptable,0
205051101,Maffra,23502,Gippsland East (Eastern Victoria),0.990172,Good,Acceptable,0
205051101,Maffra,23602,Gippsland South (Eastern Victoria),0.0065744,Good,Acceptable,1
205051101,Maffra,25402,Morwell (Eastern Victoria),0.0032536,Good,Acceptable,1
205051102,Rosedale,23602,Gippsland South (Eastern Victoria),0.8432349,Good,Acceptable,0
205051102,Rosedale,25402,Morwell (Eastern Victoria),0.1567651,Good,Acceptable,0
205051103,Sale,23602,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
205051104,Yarram,23602,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
206011106,Brunswick East,21303,Brunswick (Northern Metropolitan),1,Acceptable,Acceptable,0
206011107,Brunswick West,21303,Brunswick (Northern Metropolitan),1,Acceptable,Acceptable,0
206011109,Pascoe Vale South,21303,Brunswick (Northern Metropolitan),0.405062,Acceptable,Acceptable,0
206011109,Pascoe Vale South,26603,Pascoe Vale (Northern Metropolitan),0.594938,Acceptable,Acceptable,0
206011495,Brunswick - North,21303,Brunswick (Northern Metropolitan),1,Acceptable,Acceptable,0
206011496,Brunswick - South,21303,Brunswick (Northern Metropolitan),1,Acceptable,Acceptable,0
206011497,Coburg - East,21303,Brunswick (Northern Metropolitan),0.5333604,Acceptable,Acceptable,0
206011497,Coburg - East,26603,Pascoe Vale (Northern Metropolitan),0.4666396,Acceptable,Acceptable,0
206011498,Coburg - West,21303,Brunswick (Northern Metropolitan),0.2934165,Acceptable,Acceptable,0
206011498,Coburg - West,26603,Pascoe Vale (Northern Metropolitan),0.7065835,Acceptable,Acceptable,0
206021110,Alphington - Fairfield,26303,Northcote (Northern Metropolitan),1,Acceptable,Acceptable,0
206021112,Thornbury,26303,Northcote (Northern Metropolitan),1,Acceptable,Acceptable,0
206021499,Northcote - East,26303,Northcote (Northern Metropolitan),1,Acceptable,Acceptable,0
206021500,Northcote - West,26303,Northcote (Northern Metropolitan),1,Acceptable,Acceptable,0
206031113,Ascot Vale,22607,Essendon (Western Metropolitan),1,Good,Acceptable,0
206031115,Flemington,22607,Essendon (Western Metropolitan),1,Good,Acceptable,0
206031116,Moonee Ponds,22607,Essendon (Western Metropolitan),0.9769727,Good,Acceptable,0
206031116,Moonee Ponds,26207,Niddrie (Western Metropolitan),0.0230273,Good,Acceptable,0
206031501,Essendon (West) - Aberfeldie,22607,Essendon (Western Metropolitan),0.4823531,Good,Acceptable,0
206031501,Essendon (West) - Aberfeldie,26207,Niddrie (Western Metropolitan),0.5176469,Good,Acceptable,0
206031502,Essendon - East,22607,Essendon (Western Metropolitan),1,Good,Acceptable,0
206041117,Carlton,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041118,Docklands,20106,Albert Park (Southern Metropolitan),0.139277,Acceptable,Acceptable,0
206041118,Docklands,24703,Melbourne (Northern Metropolitan),0.860723,Good,Acceptable,0
206041119,East Melbourne,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041120,Flemington Racecourse,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041121,Kensington (Vic.),24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041124,Parkville,21303,Brunswick (Northern Metropolitan),0.3347635,Acceptable,Acceptable,0
206041124,Parkville,24703,Melbourne (Northern Metropolitan),0.6652365,Good,Acceptable,0
206041125,South Yarra - West,26806,Prahran (Southern Metropolitan),1,Acceptable,Acceptable,0
206041127,West Melbourne - Industrial,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041503,Melbourne CBD - East,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041504,Melbourne CBD - North,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041505,Melbourne CBD - West,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041506,North Melbourne,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041507,Royal Botanic Gardens Victoria,26806,Prahran (Southern Metropolitan),1,Acceptable,Acceptable,0
206041508,Southbank (West) - South Wharf,20106,Albert Park (Southern Metropolitan),1,Acceptable,Acceptable,0
206041509,Southbank - East,20106,Albert Park (Southern Metropolitan),1,Acceptable,Acceptable,0
206041510,West Melbourne - Residential,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206051128,Albert Park,20106,Albert Park (Southern Metropolitan),0.6343591,Acceptable,Acceptable,0
206051128,Albert Park,26806,Prahran (Southern Metropolitan),0.3656409,Acceptable,Acceptable,0
206051129,Elwood,21106,Brighton (Southern Metropolitan),1,Good,Acceptable,0
206051130,Port Melbourne,20106,Albert Park (Southern Metropolitan),1,Acceptable,Acceptable,0
206051134,St Kilda East,21906,Caulfield (Southern Metropolitan),0.4548124,Acceptable,Acceptable,0
206051134,St Kilda East,26806,Prahran (Southern Metropolitan),0.5451876,Acceptable,Acceptable,0
206051511,Port Melbourne Industrial,20106,Albert Park (Southern Metropolitan),1,Acceptable,Acceptable,0
206051512,South Melbourne,20106,Albert Park (Southern Metropolitan),1,Acceptable,Acceptable,0
206051513,St Kilda - Central,20106,Albert Park (Southern Metropolitan),0.5026074,Acceptable,Acceptable,0
206051513,St Kilda - Central,21906,Caulfield (Southern Metropolitan),0.0960942,Acceptable,Acceptable,0
206051513,St Kilda - Central,26806,Prahran (Southern Metropolitan),0.4012983,Acceptable,Acceptable,0
206051514,St Kilda - West,20106,Albert Park (Southern Metropolitan),0.7536338,Acceptable,Acceptable,0
206051514,St Kilda - West,26806,Prahran (Southern Metropolitan),0.2463662,Acceptable,Acceptable,0
206061135,Armadale,24606,Malvern (Southern Metropolitan),1,Good,Acceptable,0
206061136,Prahran - Windsor,26806,Prahran (Southern Metropolitan),1,Acceptable,Acceptable,0
206061138,Toorak,24606,Malvern (Southern Metropolitan),0.6686854,Good,Acceptable,0
206061138,Toorak,26806,Prahran (Southern Metropolitan),0.3313146,Acceptable,Acceptable,0
206061515,South Yarra - North,26806,Prahran (Southern Metropolitan),1,Acceptable,Acceptable,0
206061516,South Yarra - South,26806,Prahran (Southern Metropolitan),1,Acceptable,Acceptable,0
206071139,Abbotsford,27003,Richmond (Northern Metropolitan),1,Good,Acceptable,0
206071140,Carlton North - Princes Hill,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206071141,Collingwood,27003,Richmond (Northern Metropolitan),1,Good,Acceptable,0
206071142,Fitzroy,27003,Richmond (Northern Metropolitan),1,Good,Acceptable,0
206071143,Fitzroy North,21303,Brunswick (Northern Metropolitan),0.3099401,Acceptable,Acceptable,0
206071143,Fitzroy North,27003,Richmond (Northern Metropolitan),0.6900599,Good,Acceptable,0
206071145,Clifton Hill - Alphington,26303,Northcote (Northern Metropolitan),0.3310331,Acceptable,Acceptable,0
206071145,Clifton Hill - Alphington,27003,Richmond (Northern Metropolitan),0.6689669,Good,Acceptable,0
206071517,Richmond (South) - Cremorne,27003,Richmond (Northern Metropolitan),1,Good,Acceptable,0
206071518,Richmond - North,27003,Richmond (Northern Metropolitan),1,Good,Acceptable,0
207011146,Ashburton (Vic.),21706,Burwood (Southern Metropolitan),1,Poor,Acceptable,0
207011147,Balwyn,21001,Box Hill (Eastern Metropolitan),0.4508718,Poor,Acceptable,0
207011147,Balwyn,24006,Kew (Southern Metropolitan),0.5491282,Acceptable,Acceptable,0
207011148,Balwyn North,24006,Kew (Southern Metropolitan),1,Acceptable,Acceptable,0
207011149,Camberwell,21706,Burwood (Southern Metropolitan),0.2765767,Poor,Acceptable,0
207011149,Camberwell,23806,Hawthorn (Southern Metropolitan),0.7234233,Acceptable,Acceptable,0
207011150,Glen Iris - East,21706,Burwood (Southern Metropolitan),0.5507499,Poor,Acceptable,0
207011150,Glen Iris - East,23806,Hawthorn (Southern Metropolitan),0.4492501,Acceptable,Acceptable,0
