SED_CODE_2021,SED_NAME_2021,SED_CODE_2022,SED_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10015,Canterbury,10076,Summer Hill,0.0548874,Acceptable,Acceptable,0
10015,Canterbury,10075,Strathfield,0.1157031,Acceptable,Acceptable,0
10015,Canterbury,10015,Canterbury,0.8294095,Poor,Acceptable,0
10016,Castle Hill,10033,Hawkesbury,0.1142769,Acceptable,Acceptable,0
10016,Castle Hill,10016,Castle Hill,0.3506941,Poor,Acceptable,0
10016,Castle Hill,10039,Kellyville,0.535029,Poor,Acceptable,0
10017,Cessnock,10049,Maitland,0.0000946,Good,Acceptable,1
10017,Cessnock,10083,Upper Hunter,0.0520418,Acceptable,Acceptable,0
10017,Cessnock,10017,Cessnock,0.9478637,Good,Acceptable,0
10018,Charlestown,10088,Wallsend,0.014845,Good,Acceptable,0
10018,Charlestown,10077,Swansea,0.0532885,Good,Acceptable,0
10018,Charlestown,10018,Charlestown,0.9318664,Acceptable,Acceptable,0
10019,Clarence,10019,Clarence,1,Good,Acceptable,0
10020,Coffs Harbour,10020,Coffs Harbour,1,Good,Acceptable,0
10021,Coogee,10051,Maroubra,0.012476,Good,Acceptable,0
10021,Coogee,10021,Coogee,0.987524,Acceptable,Acceptable,0
10022,Cootamundra,10022,Cootamundra,1,Good,Acceptable,0
10023,Cronulla,10023,Cronulla,1,Good,Acceptable,0
10024,Davidson,10089,Willoughby,0.0344168,Good,Acceptable,0
10024,Davidson,10087,Wakehurst,0.1014282,Acceptable,Acceptable,0
10024,Davidson,10024,Davidson,0.864155,Poor,Acceptable,0
10025,Drummoyne,10025,Drummoyne,1,Good,Acceptable,0
10026,Dubbo,10026,Dubbo,1,Good,Acceptable,0
10027,East Hills,10027,East Hills,1,Good,Acceptable,0
10028,Epping,10016,Castle Hill,0.0721614,Poor,Acceptable,0
10028,Epping,10072,Ryde,0.088247,Good,Acceptable,0
10028,Epping,10037,Hornsby,0.2886449,Poor,Acceptable,0
10028,Epping,10028,Epping,0.5509467,Poor,Acceptable,0
10029,Fairfield,10012,Cabramatta,0.0494997,Poor,Acceptable,0
10029,Fairfield,10032,Granville,0.0944134,Poor,Acceptable,0
10029,Fairfield,10029,Fairfield,0.8560869,Poor,Acceptable,0
10030,Gosford,10030,Gosford,1,Good,Acceptable,0
10031,Goulburn,10022,Cootamundra,0.0428958,Good,Acceptable,0
10031,Goulburn,10031,Goulburn,0.9571042,Good,Acceptable,0
10032,Granville,10064,Parramatta,0.0433056,Poor,Acceptable,0
10032,Granville,10069,Prospect,0.122963,Poor,Acceptable,0
10032,Granville,10032,Granville,0.8337314,Poor,Acceptable,0
10033,Hawkesbury,10037,Hornsby,0.0268523,Poor,Acceptable,0
10033,Hawkesbury,10016,Castle Hill,0.0403708,Poor,Acceptable,0
10033,Hawkesbury,10033,Hawkesbury,0.9327769,Acceptable,Acceptable,0
10034,Heathcote,10052,Miranda,0.0926553,Acceptable,Acceptable,0
10034,Heathcote,10036,Holsworthy,0.1082787,Poor,Acceptable,0
10034,Heathcote,10034,Heathcote,0.7990661,Poor,Acceptable,0
10035,Heffron,10078,Sydney,0.0194009,Acceptable,Acceptable,0
10035,Heffron,10058,Newtown,0.0623576,Poor,Acceptable,0
10035,Heffron,10021,Coogee,0.0831669,Acceptable,Acceptable,0
10035,Heffron,10035,Heffron,0.8350745,Acceptable,Acceptable,0
10036,Holsworthy,10048,Macquarie Fields,0.0636546,Poor,Acceptable,0
10036,Holsworthy,10044,Leppington,0.1283006,Poor,Acceptable,0
10036,Holsworthy,10036,Holsworthy,0.8080448,Poor,Acceptable,0
10037,Hornsby,10086,Wahroonga,0.2659655,Poor,Acceptable,0
10037,Hornsby,10037,Hornsby,0.7340345,Poor,Acceptable,0
10038,Keira,10092,Wollongong,0.0455813,Poor,Acceptable,0
10038,Keira,10034,Heathcote,0.1973353,Poor,Acceptable,0
10038,Keira,10038,Keira,0.7570834,Poor,Acceptable,0
10039,Kiama,10040,Kiama,1,Good,Acceptable,0
10040,Kogarah,10041,Kogarah,1,Good,Acceptable,0
10041,Ku-ring-gai,10024,Davidson,0.2263372,Poor,Acceptable,0
10041,Ku-ring-gai,10086,Wahroonga,0.7736628,Poor,Acceptable,0
10042,Lake Macquarie,10018,Charlestown,0.0505099,Acceptable,Acceptable,0
10042,Lake Macquarie,10042,Lake Macquarie,0.9494901,Good,Acceptable,0
10043,Lakemba,10061,Oatley,0.1376596,Acceptable,Acceptable,0
10043,Lakemba,10015,Canterbury,0.2058302,Poor,Acceptable,0
10043,Lakemba,10006,Bankstown,0.6565103,Poor,Acceptable,0
10044,Lane Cove,10089,Willoughby,0.0596201,Good,Acceptable,0
10044,Lane Cove,10043,Lane Cove,0.9403799,Good,Acceptable,0
10045,Lismore,10019,Clarence,0.0014276,Good,Acceptable,1
10045,Lismore,10045,Lismore,0.9985724,Good,Acceptable,0
10046,Liverpool,10036,Holsworthy,0.0537393,Poor,Acceptable,0
10046,Liverpool,10044,Leppington,0.2210385,Poor,Acceptable,0
10046,Liverpool,10046,Liverpool,0.7252223,Poor,Acceptable,0
10047,Londonderry,10065,Penrith,0.0886617,Acceptable,Acceptable,0
10047,Londonderry,10054,Mount Druitt,0.1791597,Poor,Acceptable,0
10047,Londonderry,10047,Londonderry,0.7321786,Poor,Acceptable,0
10048,Macquarie Fields,10014,Campbelltown,0.0412434,Acceptable,Acceptable,0
10048,Macquarie Fields,10044,Leppington,0.1913558,Poor,Acceptable,0
10048,Macquarie Fields,10048,Macquarie Fields,0.7674007,Poor,Acceptable,0
10049,Maitland,10083,Upper Hunter,0.0988751,Acceptable,Acceptable,0
10049,Maitland,10049,Maitland,0.9011249,Good,Acceptable,0
10050,Manly,10050,Manly,1,Good,Acceptable,0
10051,Maroubra,10051,Maroubra,1,Good,Acceptable,0
10052,Miranda,10034,Heathcote,0.0189497,Poor,Acceptable,0
10052,Miranda,10036,Holsworthy,0.0359477,Poor,Acceptable,0
10052,Miranda,10052,Miranda,0.9451026,Acceptable,Acceptable,0
10053,Monaro,10053,Monaro,1,Good,Acceptable,0
10054,Mount Druitt,10010,Blacktown,0.1414165,Poor,Acceptable,0
10054,Mount Druitt,10054,Mount Druitt,0.8585835,Poor,Acceptable,0
10055,Mulgoa,10012,Cabramatta,0.0515251,Poor,Acceptable,0
10055,Mulgoa,10046,Liverpool,0.1102126,Poor,Acceptable,0
10055,Mulgoa,10044,Leppington,0.1246937,Poor,Acceptable,0
10055,Mulgoa,10003,Badgerys Creek,0.7135686,Poor,Acceptable,0
10056,Murray,10055,Murray,1,Good,Acceptable,0
10057,Myall Lakes,10056,Myall Lakes,1,Good,Acceptable,0
10058,Newcastle,10088,Wallsend,0.0146714,Good,Acceptable,0
10058,Newcastle,10018,Charlestown,0.0278634,Acceptable,Acceptable,0
10058,Newcastle,10057,Newcastle,0.9574652,Good,Acceptable,0
10059,Newtown,10035,Heffron,0.0189135,Acceptable,Acceptable,0
10059,Newtown,10078,Sydney,0.1107069,Acceptable,Acceptable,0
10059,Newtown,10058,Newtown,0.8703797,Poor,Acceptable,0
10060,North Shore,10089,Willoughby,0.0001848,Good,Acceptable,1
10060,North Shore,10059,North Shore,0.9998152,Good,Acceptable,0
10061,Northern Tablelands,10060,Northern Tablelands,1,Good,Acceptable,0
10062,Oatley,10041,Kogarah,0.0668175,Good,Acceptable,0
10062,Oatley,10061,Oatley,0.9331825,Acceptable,Acceptable,0
10063,Orange,10062,Orange,1,Good,Acceptable,0
10064,Oxley,10063,Oxley,1,Good,Acceptable,0
10065,Parramatta,10028,Epping,0.3088541,Poor,Acceptable,0
10065,Parramatta,10064,Parramatta,0.6911459,Poor,Acceptable,0
10066,Penrith,10047,Londonderry,0.0380431,Poor,Acceptable,0
10066,Penrith,10011,Blue Mountains,0.0555901,Good,Acceptable,0
10066,Penrith,10065,Penrith,0.9063668,Acceptable,Acceptable,0
10067,Pittwater,10066,Pittwater,1,Good,Acceptable,0
10068,Port Macquarie,10056,Myall Lakes,0.0166015,Good,Acceptable,0
10068,Port Macquarie,10063,Oxley,0.0317007,Good,Acceptable,0
10068,Port Macquarie,10067,Port Macquarie,0.9516979,Good,Acceptable,0
10069,Port Stephens,10068,Port Stephens,1,Good,Acceptable,0
10070,Prospect,10010,Blacktown,0.0571364,Poor,Acceptable,0
10070,Prospect,10012,Cabramatta,0.16949,Poor,Acceptable,0
10070,Prospect,10069,Prospect,0.7733736,Poor,Acceptable,0
10071,Riverstone,10047,Londonderry,0.0160859,Poor,Acceptable,0
10071,Riverstone,10090,Winston Hills,0.1222199,Poor,Acceptable,0
10071,Riverstone,10070,Riverstone,0.8616942,Acceptable,Acceptable,0
10072,Rockdale,10041,Kogarah,0.021665,Good,Acceptable,0
10072,Rockdale,10071,Rockdale,0.978335,Good,Acceptable,0
10073,Ryde,10028,Epping,0.0045383,Poor,Acceptable,1
10073,Ryde,10043,Lane Cove,0.0211059,Good,Acceptable,0
10073,Ryde,10072,Ryde,0.9743557,Good,Acceptable,0
10074,Seven Hills,10064,Parramatta,0.1001798,Poor,Acceptable,0
10074,Seven Hills,10069,Prospect,0.165144,Poor,Acceptable,0
10074,Seven Hills,10090,Winston Hills,0.7346761,Poor,Acceptable,0
10075,Shellharbour,10038,Keira,0.0136141,Poor,Acceptable,0
10075,Shellharbour,10092,Wollongong,0.0770605,Poor,Acceptable,0
10075,Shellharbour,10073,Shellharbour,0.9093254,Good,Acceptable,0
10076,South Coast,10074,South Coast,1,Good,Acceptable,0
10077,Strathfield,10025,Drummoyne,0.0552106,Good,Acceptable,0
10077,Strathfield,10075,Strathfield,0.9447894,Acceptable,Acceptable,0
10078,Summer Hill,10058,Newtown,0.0728929,Poor,Acceptable,0
10078,Summer Hill,10076,Summer Hill,0.9271071,Acceptable,Acceptable,0
10079,Swansea,10077,Swansea,1,Good,Acceptable,0
10080,Sydney,10084,Vaucluse,0.038524,Good,Acceptable,0
10080,Sydney,10078,Sydney,0.961476,Acceptable,Acceptable,0
10081,Tamworth,10060,Northern Tablelands,0.0493089,Good,Acceptable,0
10081,Tamworth,10079,Tamworth,0.9506911,Acceptable,Acceptable,0
10082,Terrigal,10080,Terrigal,1,Good,Acceptable,0
10083,The Entrance,10081,The Entrance,1,Good,Acceptable,0
10084,Tweed,10082,Tweed,1,Good,Acceptable,0
10085,Upper Hunter,10068,Port Stephens,0.0002629,Good,Acceptable,1
10085,Upper Hunter,10008,Bathurst,0.0087993,Good,Acceptable,1
10085,Upper Hunter,10026,Dubbo,0.0196788,Good,Acceptable,0
10085,Upper Hunter,10079,Tamworth,0.0872362,Acceptable,Acceptable,0
10085,Upper Hunter,10083,Upper Hunter,0.8840228,Acceptable,Acceptable,0
10086,Vaucluse,10084,Vaucluse,1,Good,Acceptable,0
10087,Wagga Wagga,10085,Wagga Wagga,1,Good,Acceptable,0
10088,Wakehurst,10050,Manly,0.0809718,Good,Acceptable,0
10088,Wakehurst,10087,Wakehurst,0.9190282,Acceptable,Acceptable,0
10089,Wallsend,10018,Charlestown,0.0487238,Acceptable,Acceptable,0
10089,Wallsend,10088,Wallsend,0.9512762,Good,Acceptable,0
10090,Willoughby,10089,Willoughby,1,Good,Acceptable,0
10091,Wollondilly,10014,Campbelltown,0.0343666,Acceptable,Acceptable,0
10091,Wollondilly,10091,Wollondilly,0.9656334,Good,Acceptable,0
10092,Wollongong,10038,Keira,0.1658731,Poor,Acceptable,0
10092,Wollongong,10092,Wollongong,0.8341269,Poor,Acceptable,0
10093,Wyong,10030,Gosford,0.0051102,Good,Acceptable,1
10093,Wyong,10081,The Entrance,0.039596,Good,Acceptable,0
10093,Wyong,10093,Wyong,0.9552937,Good,Acceptable,0
19494,No usual address (NSW),19494,No usual address (NSW),1,Good,Good,0
19797,Migratory - Offshore - Shipping (NSW),19797,Migratory - Offshore - Shipping (NSW),1,Good,Good,0
20106,Albert Park (Southern Metropolitan),26906,Prahran (Southern Metropolitan),0.0878856,Acceptable,Acceptable,0
20106,Albert Park (Southern Metropolitan),20106,Albert Park (Southern Metropolitan),0.9121144,Good,Acceptable,0
20207,Altona (Western Metropolitan),24307,Laverton (Western Metropolitan),0.0565208,Poor,Acceptable,0
20207,Altona (Western Metropolitan),28707,Williamstown (Western Metropolitan),0.1355732,Poor,Acceptable,0
20207,Altona (Western Metropolitan),26707,Point Cook (Western Metropolitan),0.8079061,Acceptable,Acceptable,0
20302,Bass (Eastern Victoria),25701,Narracan (Eastern Victoria),0.0004919,Acceptable,Acceptable,1
20302,Bass (Eastern Victoria),21005,Berwick (South-Eastern Metropolitan),0.2058147,Poor,Acceptable,0
20302,Bass (Eastern Victoria),26501,Pakenham (Eastern Victoria),0.2865234,Poor,Acceptable,0
20302,Bass (Eastern Victoria),20301,Bass (Eastern Victoria),0.50717,Poor,Acceptable,0
20401,Bayswater (Eastern Metropolitan),25101,Monbulk (Eastern Victoria),0.0398819,Poor,Acceptable,0
20401,Bayswater (Eastern Metropolitan),27202,Ringwood (North-Eastern Metropolitan),0.1566113,Poor,Acceptable,0
20401,Bayswater (Eastern Metropolitan),22102,Croydon (North-Eastern Metropolitan),0.1687158,Poor,Acceptable,0
20401,Bayswater (Eastern Metropolitan),20402,Bayswater (North-Eastern Metropolitan),0.634791,Poor,Acceptable,0
20508,Bellarine (Western Victoria),23108,Geelong (Western Victoria),0.0235016,Acceptable,Acceptable,0
20508,Bellarine (Western Victoria),20508,Bellarine (Western Victoria),0.9764984,Good,Acceptable,0
20604,Benambra (Northern Victoria),26404,Ovens Valley (Northern Victoria),0.0657324,Good,Acceptable,0
20604,Benambra (Northern Victoria),20604,Benambra (Northern Victoria),0.9342676,Good,Acceptable,0
20704,Bendigo East (Northern Victoria),20704,Bendigo East (Northern Victoria),1,Good,Acceptable,0
20804,Bendigo West (Northern Victoria),20804,Bendigo West (Northern Victoria),1,Good,Acceptable,0
20906,Bentleigh (Southern Metropolitan),27506,Sandringham (Southern Metropolitan),0.0342878,Good,Acceptable,0
20906,Bentleigh (Southern Metropolitan),21206,Brighton (Southern Metropolitan),0.0587706,Good,Acceptable,0
20906,Bentleigh (Southern Metropolitan),20906,Bentleigh (Southern Metropolitan),0.9069416,Poor,Acceptable,0
21001,Box Hill (Eastern Metropolitan),23706,Hawthorn (Southern Metropolitan),0.0448468,Acceptable,Acceptable,0
21001,Box Hill (Eastern Metropolitan),27202,Ringwood (North-Eastern Metropolitan),0.1065212,Poor,Acceptable,0
21001,Box Hill (Eastern Metropolitan),24006,Kew (Southern Metropolitan),0.1350293,Acceptable,Acceptable,0
21001,Box Hill (Eastern Metropolitan),21102,Box Hill (North-Eastern Metropolitan),0.7136026,Poor,Acceptable,0
21106,Brighton (Southern Metropolitan),21206,Brighton (Southern Metropolitan),1,Good,Acceptable,0
21203,Broadmeadows (Northern Metropolitan),23503,Greenvale (Northern Metropolitan),0.3087258,Poor,Acceptable,0
21203,Broadmeadows (Northern Metropolitan),21303,Broadmeadows (Northern Metropolitan),0.6912742,Poor,Acceptable,0
21303,Brunswick (Northern Metropolitan),24703,Melbourne (Northern Metropolitan),0.0342556,Good,Acceptable,0
21303,Brunswick (Northern Metropolitan),26603,Pascoe Vale (Northern Metropolitan),0.2739639,Poor,Acceptable,0
21303,Brunswick (Northern Metropolitan),21403,Brunswick (Northern Metropolitan),0.6917805,Poor,Acceptable,0
21401,Bulleen (Eastern Metropolitan),21502,Bulleen (North-Eastern Metropolitan),1,Good,Acceptable,0
21503,Bundoora (Northern Metropolitan),21602,Bundoora (North-Eastern Metropolitan),1,Acceptable,Acceptable,0
21608,Buninyong (Western Victoria),27308,Ripon (Western Victoria),0.1098896,Acceptable,Acceptable,0
21608,Buninyong (Western Victoria),28508,Wendouree (Western Victoria),0.182724,Acceptable,Acceptable,0
21608,Buninyong (Western Victoria),22608,Eureka (Western Victoria),0.7073864,Poor,Acceptable,0
21706,Burwood (Southern Metropolitan),23706,Hawthorn (Southern Metropolitan),0.1424628,Acceptable,Acceptable,0
21706,Burwood (Southern Metropolitan),21102,Box Hill (North-Eastern Metropolitan),0.2949687,Poor,Acceptable,0
21706,Burwood (Southern Metropolitan),20206,Ashwood (Southern Metropolitan),0.5625686,Poor,Acceptable,0
21805,Carrum (South-Eastern Metropolitan),23005,Frankston (South-Eastern Metropolitan),0.0891688,Good,Acceptable,0
21805,Carrum (South-Eastern Metropolitan),21705,Carrum (South-Eastern Metropolitan),0.9108312,Acceptable,Acceptable,0
21906,Caulfield (Southern Metropolitan),26906,Prahran (Southern Metropolitan),0.0191732,Acceptable,Acceptable,0
21906,Caulfield (Southern Metropolitan),21806,Caulfield (Southern Metropolitan),0.9808268,Good,Acceptable,0
22005,Clarinda (South-Eastern Metropolitan),25505,Mulgrave (South-Eastern Metropolitan),0.1402141,Poor,Acceptable,0
22005,Clarinda (South-Eastern Metropolitan),20906,Bentleigh (Southern Metropolitan),0.168935,Poor,Acceptable,0
22005,Clarinda (South-Eastern Metropolitan),26306,Oakleigh (Southern Metropolitan),0.239025,Acceptable,Acceptable,0
22005,Clarinda (South-Eastern Metropolitan),21905,Clarinda (South-Eastern Metropolitan),0.4518258,Poor,Acceptable,0
22105,Cranbourne (South-Eastern Metropolitan),21705,Carrum (South-Eastern Metropolitan),0.0645312,Acceptable,Acceptable,0
22105,Cranbourne (South-Eastern Metropolitan),25905,Narre Warren South (South-Eastern Metropolitan),0.2378159,Poor,Acceptable,0
22105,Cranbourne (South-Eastern Metropolitan),22005,Cranbourne (South-Eastern Metropolitan),0.697653,Poor,Acceptable,0
22201,Croydon (Eastern Metropolitan),28402,Warrandyte (North-Eastern Metropolitan),0.0858171,Poor,Acceptable,0
22201,Croydon (Eastern Metropolitan),22102,Croydon (North-Eastern Metropolitan),0.9141829,Poor,Acceptable,0
22305,Dandenong (South-Eastern Metropolitan),25505,Mulgrave (South-Eastern Metropolitan),0.0426613,Poor,Acceptable,0
22305,Dandenong (South-Eastern Metropolitan),25805,Narre Warren North (South-Eastern Metropolitan),0.116359,Acceptable,Acceptable,0
22305,Dandenong (South-Eastern Metropolitan),22205,Dandenong (South-Eastern Metropolitan),0.8409797,Poor,Acceptable,0
22404,Eildon (Northern Victoria),22304,Eildon (Northern Victoria),1,Good,Acceptable,0
22501,Eltham (Eastern Metropolitan),21602,Bundoora (North-Eastern Metropolitan),0.1209868,Acceptable,Acceptable,0
22501,Eltham (Eastern Metropolitan),22402,Eltham (North-Eastern Metropolitan),0.8790132,Poor,Acceptable,0
22607,Essendon (Western Metropolitan),22503,Essendon (Northern Metropolitan),1,Good,Acceptable,0
22704,Euroa (Northern Victoria),28804,Yan Yean (Northern Victoria),0.0298903,Poor,Acceptable,0
22704,Euroa (Northern Victoria),22704,Euroa (Northern Victoria),0.9701097,Good,Acceptable,0
22802,Evelyn (Eastern Victoria),28402,Warrandyte (North-Eastern Metropolitan),0.0897304,Poor,Acceptable,0
22802,Evelyn (Eastern Victoria),22801,Evelyn (Eastern Victoria),0.9102696,Acceptable,Acceptable,0
22901,Ferntree Gully (Eastern Metropolitan),25101,Monbulk (Eastern Victoria),0.1296184,Poor,Acceptable,0
22901,Ferntree Gully (Eastern Metropolitan),27405,Rowville (South-Eastern Metropolitan),0.3447261,Poor,Acceptable,0
22901,Ferntree Gully (Eastern Metropolitan),20402,Bayswater (North-Eastern Metropolitan),0.5256555,Poor,Acceptable,0
23007,Footscray (Western Metropolitan),24307,Laverton (Western Metropolitan),0.3910228,Poor,Acceptable,0
23007,Footscray (Western Metropolitan),22907,Footscray (Western Metropolitan),0.6089772,Poor,Acceptable,0
23101,Forest Hill (Eastern Metropolitan),20206,Ashwood (Southern Metropolitan),0.0616661,Poor,Acceptable,0
23101,Forest Hill (Eastern Metropolitan),27202,Ringwood (North-Eastern Metropolitan),0.067989,Poor,Acceptable,0
23101,Forest Hill (Eastern Metropolitan),21102,Box Hill (North-Eastern Metropolitan),0.1961051,Poor,Acceptable,0
23101,Forest Hill (Eastern Metropolitan),23402,Glen Waverley (North-Eastern Metropolitan),0.6742398,Poor,Acceptable,0
23205,Frankston (South-Eastern Metropolitan),23005,Frankston (South-Eastern Metropolitan),1,Good,Acceptable,0
23308,Geelong (Western Victoria),27708,South Barwon (Western Victoria),0.0705178,Poor,Acceptable,0
23308,Geelong (Western Victoria),23108,Geelong (Western Victoria),0.9294822,Acceptable,Acceptable,0
23402,Gembrook (Eastern Victoria),25701,Narracan (Eastern Victoria),0.0002254,Acceptable,Acceptable,1
23402,Gembrook (Eastern Victoria),25101,Monbulk (Eastern Victoria),0.1761054,Poor,Acceptable,0
23402,Gembrook (Eastern Victoria),21005,Berwick (South-Eastern Metropolitan),0.3551107,Poor,Acceptable,0
23402,Gembrook (Eastern Victoria),26501,Pakenham (Eastern Victoria),0.4685585,Poor,Acceptable,0
23502,Gippsland East (Eastern Victoria),23201,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
23602,Gippsland South (Eastern Victoria),23301,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
23702,Hastings (Eastern Victoria),20301,Bass (Eastern Victoria),0.1954977,Poor,Acceptable,0
23702,Hastings (Eastern Victoria),23601,Hastings (Eastern Victoria),0.8045023,Poor,Acceptable,0
23806,Hawthorn (Southern Metropolitan),20206,Ashwood (Southern Metropolitan),0.0946687,Poor,Acceptable,0
23806,Hawthorn (Southern Metropolitan),23706,Hawthorn (Southern Metropolitan),0.9053313,Acceptable,Acceptable,0
23901,Ivanhoe (Eastern Metropolitan),21602,Bundoora (North-Eastern Metropolitan),0.0222471,Acceptable,Acceptable,0
23901,Ivanhoe (Eastern Metropolitan),23802,Ivanhoe (North-Eastern Metropolitan),0.9777529,Good,Acceptable,0
24006,Kew (Southern Metropolitan),24006,Kew (Southern Metropolitan),1,Acceptable,Acceptable,0
24105,Keysborough (South-Eastern Metropolitan),25505,Mulgrave (South-Eastern Metropolitan),0.0766323,Poor,Acceptable,0
24105,Keysborough (South-Eastern Metropolitan),25205,Mordialloc (South-Eastern Metropolitan),0.209169,Poor,Acceptable,0
24105,Keysborough (South-Eastern Metropolitan),22205,Dandenong (South-Eastern Metropolitan),0.3259559,Poor,Acceptable,0
24105,Keysborough (South-Eastern Metropolitan),21905,Clarinda (South-Eastern Metropolitan),0.3882428,Poor,Acceptable,0
24207,Kororoit (Western Metropolitan),24307,Laverton (Western Metropolitan),0.0001762,Poor,Acceptable,1
24207,Kororoit (Western Metropolitan),28107,Sydenham (Western Metropolitan),0.017947,Good,Acceptable,0
24207,Kororoit (Western Metropolitan),24808,Melton (Western Victoria),0.0400085,Poor,Acceptable,0
24207,Kororoit (Western Metropolitan),27907,St Albans (Western Metropolitan),0.0890184,Poor,Acceptable,0
24207,Kororoit (Western Metropolitan),24107,Kororoit (Western Metropolitan),0.8528499,Acceptable,Acceptable,0
24308,Lara (Western Victoria),24208,Lara (Western Victoria),1,Good,Acceptable,0
24408,Lowan (Western Victoria),27808,South-West Coast (Western Victoria),0.0004127,Good,Acceptable,1
24408,Lowan (Western Victoria),24408,Lowan (Western Victoria),0.9995873,Acceptable,Acceptable,0
24504,Macedon (Northern Victoria),27308,Ripon (Western Victoria),0.0000276,Acceptable,Acceptable,1
24504,Macedon (Northern Victoria),24808,Melton (Western Victoria),0.0141881,Poor,Acceptable,0
24504,Macedon (Northern Victoria),24504,Macedon (Northern Victoria),0.9857843,Good,Acceptable,0
24606,Malvern (Southern Metropolitan),24606,Malvern (Southern Metropolitan),1,Good,Acceptable,0
24703,Melbourne (Northern Metropolitan),22503,Essendon (Northern Metropolitan),0.0003911,Good,Acceptable,1
24703,Melbourne (Northern Metropolitan),21403,Brunswick (Northern Metropolitan),0.0514154,Poor,Acceptable,0
24703,Melbourne (Northern Metropolitan),24703,Melbourne (Northern Metropolitan),0.9481935,Good,Acceptable,0
24808,Melton (Western Victoria),22608,Eureka (Western Victoria),0.2124648,Poor,Acceptable,0
24808,Melton (Western Victoria),24808,Melton (Western Victoria),0.7875352,Poor,Acceptable,0
24904,Mildura (Northern Victoria),24904,Mildura (Northern Victoria),1,Good,Acceptable,0
25003,Mill Park (Northern Metropolitan),21602,Bundoora (North-Eastern Metropolitan),0.0000403,Acceptable,Acceptable,1
25003,Mill Park (Northern Metropolitan),28804,Yan Yean (Northern Victoria),0.0369267,Poor,Acceptable,0
25003,Mill Park (Northern Metropolitan),25002,Mill Park (North-Eastern Metropolitan),0.963033,Good,Acceptable,0
25102,Monbulk (Eastern Victoria),22102,Croydon (North-Eastern Metropolitan),0.0924948,Poor,Acceptable,0
25102,Monbulk (Eastern Victoria),22801,Evelyn (Eastern Victoria),0.2229873,Acceptable,Acceptable,0
25102,Monbulk (Eastern Victoria),25101,Monbulk (Eastern Victoria),0.6845179,Poor,Acceptable,0
25205,Mordialloc (South-Eastern Metropolitan),21905,Clarinda (South-Eastern Metropolitan),0.1637237,Poor,Acceptable,0
25205,Mordialloc (South-Eastern Metropolitan),25205,Mordialloc (South-Eastern Metropolitan),0.8362763,Poor,Acceptable,0
25302,Mornington (Eastern Victoria),25301,Mornington (Eastern Victoria),1,Good,Acceptable,0
25402,Morwell (Eastern Victoria),23301,Gippsland South (Eastern Victoria),0.0826128,Good,Acceptable,0
25402,Morwell (Eastern Victoria),25401,Morwell (Eastern Victoria),0.9173872,Acceptable,Acceptable,0
25501,Mount Waverley (Eastern Metropolitan),20206,Ashwood (Southern Metropolitan),0.4758436,Poor,Acceptable,0
