LGA_CODE_2021,LGA_NAME_2021,LGA_CODE_2022,LGA_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
22620,Greater Bendigo,22620,Greater Bendigo,1,Good,Good,0
22670,Greater Dandenong,22670,Greater Dandenong,1,Good,Good,0
22750,Greater Geelong,22750,Greater Geelong,1,Good,Good,0
22830,Greater Shepparton,22830,Greater Shepparton,1,Good,Good,0
22910,Hepburn,22910,Hepburn,1,Good,Good,0
22980,Hindmarsh,22980,Hindmarsh,1,Good,Good,0
23110,Hobsons Bay,23110,Hobsons Bay,1,Good,Good,0
23190,Horsham,23190,Horsham,1,Good,Good,0
23270,Hume,23270,Hume,1,Good,Good,0
23350,Indigo,23350,Indigo,1,Good,Good,0
23430,Kingston (Vic.),23430,Kingston (Vic.),1,Good,Good,0
23670,Knox,23670,Knox,1,Good,Good,0
23810,Latrobe (Vic.),23810,Latrobe (Vic.),1,Good,Good,0
23940,Loddon,23940,Loddon,1,Good,Good,0
24130,Macedon Ranges,24130,Macedon Ranges,1,Good,Good,0
24210,Manningham,24210,Manningham,1,Good,Good,0
24250,Mansfield,24250,Mansfield,1,Good,Good,0
24330,Maribyrnong,24330,Maribyrnong,1,Good,Good,0
24410,Maroondah,24410,Maroondah,1,Good,Good,0
24600,Melbourne,24600,Melbourne,1,Good,Good,0
24650,Melton,24650,Melton,1,Good,Good,0
24780,Mildura,24780,Mildura,1,Good,Good,0
24850,Mitchell,24850,Mitchell,1,Good,Good,0
24900,Moira,24900,Moira,1,Good,Good,0
24970,Monash,24970,Monash,1,Good,Good,0
25060,Moonee Valley,25060,Moonee Valley,1,Good,Good,0
25150,Moorabool,25150,Moorabool,1,Good,Good,0
25250,Moreland,25250,Moreland,1,Good,Good,0
25340,Mornington Peninsula,25340,Mornington Peninsula,1,Good,Good,0
25430,Mount Alexander,25430,Mount Alexander,1,Good,Good,0
25490,Moyne,25490,Moyne,1,Good,Good,0
25620,Murrindindi,25620,Murrindindi,1,Good,Good,0
25710,Nillumbik,25710,Nillumbik,1,Good,Good,0
25810,Northern Grampians,25810,Northern Grampians,1,Good,Good,0
25900,Port Phillip,25900,Port Phillip,1,Good,Good,0
25990,Pyrenees,25990,Pyrenees,1,Good,Good,0
26080,Queenscliffe,26080,Queenscliffe,1,Good,Good,0
26170,South Gippsland,26170,South Gippsland,1,Good,Good,0
26260,Southern Grampians,26260,Southern Grampians,1,Good,Good,0
26350,Stonnington,26350,Stonnington,1,Good,Good,0
26430,Strathbogie,26430,Strathbogie,1,Good,Good,0
26490,Surf Coast,26490,Surf Coast,1,Good,Good,0
26610,Swan Hill,26610,Swan Hill,1,Good,Good,0
26670,Towong,26670,Towong,1,Good,Good,0
26700,Wangaratta,26700,Wangaratta,1,Good,Good,0
26730,Warrnambool,26730,Warrnambool,1,Good,Good,0
26810,Wellington,26810,Wellington,1,Good,Good,0
26890,West Wimmera,26890,West Wimmera,1,Good,Good,0
26980,Whitehorse,26980,Whitehorse,1,Good,Good,0
27070,Whittlesea,27070,Whittlesea,1,Good,Good,0
27170,Wodonga,27170,Wodonga,1,Good,Good,0
27260,Wyndham,27260,Wyndham,1,Good,Good,0
27350,Yarra,27350,Yarra,1,Good,Good,0
27450,Yarra Ranges,27450,Yarra Ranges,1,Good,Good,0
27630,Yarriambiack,27630,Yarriambiack,1,Good,Good,0
29399,Unincorporated Vic,29399,Unincorporated Vic,1,Good,Good,0
29499,No usual address (Vic.),29499,No usual address (Vic.),1,Good,Good,0
29799,Migratory - Offshore - Shipping (Vic.),29799,Migratory - Offshore - Shipping (Vic.),1,Good,Good,0
30250,Aurukun,30250,Aurukun,1,Good,Good,0
30300,Balonne,30300,Balonne,1,Good,Good,0
30370,Banana,30370,Banana,1,Good,Good,0
30410,Barcaldine,30410,Barcaldine,1,Good,Good,0
30450,Barcoo,30450,Barcoo,1,Good,Good,0
30760,Blackall Tambo,30760,Blackall Tambo,1,Good,Good,0
30900,Boulia,30900,Boulia,1,Good,Good,0
31000,Brisbane,31000,Brisbane,1,Good,Good,0
31750,Bulloo,31750,Bulloo,1,Good,Good,0
31820,Bundaberg,31820,Bundaberg,1,Good,Good,0
31900,Burdekin,31900,Burdekin,1,Good,Good,0
31950,Burke,31950,Burke,1,Good,Good,0
32080,Cairns,32080,Cairns,1,Good,Good,0
32250,Carpentaria,32250,Carpentaria,1,Good,Good,0
32260,Cassowary Coast,32260,Cassowary Coast,1,Good,Good,0
32270,Central Highlands (Qld),32270,Central Highlands (Qld),1,Good,Good,0
32310,Charters Towers,32310,Charters Towers,1,Good,Good,0
32330,Cherbourg,32330,Cherbourg,1,Good,Good,0
32450,Cloncurry,32450,Cloncurry,1,Good,Good,0
32500,Cook,32500,Cook,1,Good,Good,0
32600,Croydon,32600,Croydon,1,Good,Good,0
32750,Diamantina,32750,Diamantina,1,Good,Good,0
32770,Doomadgee,32770,Doomadgee,1,Good,Good,0
32810,Douglas,32810,Douglas,1,Good,Good,0
33100,Etheridge,33100,Etheridge,1,Good,Good,0
33200,Flinders (Qld),33200,Flinders (Qld),1,Good,Good,0
33220,Fraser Coast,33220,Fraser Coast,1,Good,Good,0
33360,Gladstone,33360,Gladstone,1,Good,Good,0
33430,Gold Coast,33430,Gold Coast,1,Good,Good,0
33610,Goondiwindi,33610,Goondiwindi,1,Good,Good,0
33620,Gympie,33620,Gympie,1,Good,Good,0
33800,Hinchinbrook,33800,Hinchinbrook,1,Good,Good,0
33830,Hope Vale,33830,Hope Vale,1,Good,Good,0
33960,Ipswich,33960,Ipswich,1,Good,Good,0
33980,Isaac,33980,Isaac,1,Good,Good,0
34420,Kowanyama,34420,Kowanyama,1,Good,Good,0
34530,Livingstone,34530,Livingstone,1,Good,Good,0
34570,Lockhart River,34570,Lockhart River,1,Good,Good,0
34580,Lockyer Valley,34580,Lockyer Valley,1,Good,Good,0
34590,Logan,34590,Logan,1,Good,Good,0
34710,Longreach,34710,Longreach,1,Good,Good,0
34770,Mackay,34770,Mackay,1,Good,Good,0
34800,McKinlay,34800,McKinlay,1,Good,Good,0
34830,Mapoon,34830,Mapoon,1,Good,Good,0
34860,Maranoa,34860,Maranoa,1,Good,Good,0
34880,Mareeba,34880,Mareeba,1,Good,Good,0
35010,Moreton Bay,35010,Moreton Bay,1,Good,Good,0
35250,Mornington,35250,Mornington,1,Good,Good,0
35300,Mount Isa,35300,Mount Isa,1,Good,Good,0
35600,Murweh,35600,Murweh,1,Good,Good,0
35670,Napranum,35670,Napranum,1,Good,Good,0
35740,Noosa,35740,Noosa,1,Good,Good,0
35760,North Burnett,35760,North Burnett,1,Good,Good,0
35780,Northern Peninsula Area,35780,Northern Peninsula Area,1,Good,Good,0
35790,Palm Island,35790,Palm Island,1,Good,Good,0
35800,Paroo,35800,Paroo,1,Good,Good,0
36070,Pormpuraaw,36070,Pormpuraaw,1,Good,Good,0
36150,Quilpie,36150,Quilpie,1,Good,Good,0
36250,Redland,36250,Redland,1,Good,Good,0
36300,Richmond,36300,Richmond,1,Good,Good,0
36370,Rockhampton,36370,Rockhampton,1,Good,Good,0
36510,Scenic Rim,36510,Scenic Rim,1,Good,Good,0
36580,Somerset,36580,Somerset,1,Good,Good,0
36630,South Burnett,36630,South Burnett,1,Good,Good,0
36660,Southern Downs,36660,Southern Downs,1,Good,Good,0
36720,Sunshine Coast,36720,Sunshine Coast,1,Good,Good,0
36820,Tablelands,36820,Tablelands,1,Good,Good,0
36910,Toowoomba,36910,Toowoomba,1,Good,Good,0
36950,Torres,36950,Torres,1,Good,Good,0
36960,Torres Strait Island,36960,Torres Strait Island,1,Good,Good,0
37010,Townsville,37010,Townsville,1,Good,Good,0
37300,Weipa,37300,Weipa,1,Good,Good,0
37310,Western Downs,37310,Western Downs,1,Good,Good,0
37340,Whitsunday,37340,Whitsunday,1,Good,Good,0
37400,Winton,37400,Winton,1,Good,Good,0
37550,Woorabinda,37550,Woorabinda,1,Good,Good,0
37570,Wujal Wujal,37570,Wujal Wujal,1,Good,Good,0
37600,Yarrabah,37600,Yarrabah,1,Good,Good,0
39499,No usual address (Qld),39499,No usual address (Qld),1,Good,Good,0
39799,Migratory - Offshore - Shipping (Qld),39799,Migratory - Offshore - Shipping (Qld),1,Good,Good,0
40070,Adelaide,40070,Adelaide,1,Good,Good,0
40120,Adelaide Hills,40120,Adelaide Hills,1,Good,Good,0
40150,Adelaide Plains,40150,Adelaide Plains,1,Good,Good,0
40220,Alexandrina,40220,Alexandrina,1,Good,Good,0
40250,Anangu Pitjantjatjara Yunkunytjatjara,40250,Anangu Pitjantjatjara Yunkunytjatjara,1,Good,Good,0
40310,Barossa,40310,Barossa,1,Good,Good,0
40430,Barunga West,40430,Barunga West,1,Good,Good,0
40520,Berri Barmera,40520,Berri Barmera,1,Good,Good,0
40700,Burnside,40700,Burnside,1,Good,Good,0
40910,Campbelltown (SA),40910,Campbelltown (SA),1,Good,Good,0
41010,Ceduna,41010,Ceduna,1,Good,Good,0
41060,Charles Sturt,41060,Charles Sturt,1,Good,Good,0
41140,Clare and Gilbert Valleys,41140,Clare and Gilbert Valleys,1,Good,Good,0
41190,Cleve,41190,Cleve,1,Good,Good,0
41330,Coober Pedy,41330,Coober Pedy,1,Good,Good,0
41560,Copper Coast,41560,Copper Coast,1,Good,Good,0
41750,Elliston,41750,Elliston,1,Good,Good,0
41830,Flinders Ranges,41830,Flinders Ranges,1,Good,Good,0
41960,Franklin Harbour,41960,Franklin Harbour,1,Good,Good,0
42030,Gawler,42030,Gawler,1,Good,Good,0
42110,Goyder,42110,Goyder,1,Good,Good,0
42250,Grant,42250,Grant,1,Good,Good,0
42600,Holdfast Bay,42600,Holdfast Bay,1,Good,Good,0
42750,Kangaroo Island,42750,Kangaroo Island,1,Good,Good,0
43080,Karoonda East Murray,43080,Karoonda East Murray,1,Good,Good,0
43220,Kimba,43220,Kimba,1,Good,Good,0
43360,Kingston (SA),43360,Kingston (SA),1,Good,Good,0
43650,Light,43650,Light,1,Good,Good,0
43710,Lower Eyre Peninsula,43710,Lower Eyre Peninsula,1,Good,Good,0
43790,Loxton Waikerie,43790,Loxton Waikerie,1,Good,Good,0
44000,Maralinga Tjarutja,44000,Maralinga Tjarutja,1,Good,Good,0
44060,Marion,44060,Marion,1,Good,Good,0
44210,Mid Murray,44210,Mid Murray,1,Good,Good,0
44340,Mitcham,44340,Mitcham,1,Good,Good,0
44550,Mount Barker,44550,Mount Barker,1,Good,Good,0
44620,Mount Gambier,44620,Mount Gambier,1,Good,Good,0
44830,Mount Remarkable,44830,Mount Remarkable,1,Good,Good,0
45040,Murray Bridge,45040,Murray Bridge,1,Good,Good,0
45090,Naracoorte Lucindale,45090,Naracoorte Lucindale,1,Good,Good,0
45120,Northern Areas,45120,Northern Areas,1,Good,Good,0
45290,Norwood Payneham and St Peters,45290,Norwood Payneham and St Peters,1,Good,Good,0
45340,Onkaparinga,45340,Onkaparinga,1,Good,Good,0
45400,Orroroo Carrieton,45400,Orroroo Carrieton,1,Good,Good,0
45540,Peterborough,45540,Peterborough,1,Good,Good,0
45680,Playford,45680,Playford,1,Good,Good,0
45890,Port Adelaide Enfield,45890,Port Adelaide Enfield,1,Good,Good,0
46090,Port Augusta,46090,Port Augusta,1,Good,Good,0
46300,Port Lincoln,46300,Port Lincoln,1,Good,Good,0
46450,Port Pirie,46450,Port Pirie,1,Good,Good,0
46510,Prospect,46510,Prospect,1,Good,Good,0
46670,Renmark Paringa,46670,Renmark Paringa,1,Good,Good,0
46860,Robe,46860,Robe,1,Good,Good,0
46970,Roxby Downs,46970,Roxby Downs,1,Good,Good,0
47140,Salisbury,47140,Salisbury,1,Good,Good,0
47290,Southern Mallee,47290,Southern Mallee,1,Good,Good,0
47490,Streaky Bay,47490,Streaky Bay,1,Good,Good,0
47630,Tatiara,47630,Tatiara,1,Good,Good,0
47700,Tea Tree Gully,47700,Tea Tree Gully,1,Good,Good,0
47800,Coorong,47800,Coorong,1,Good,Good,0
47910,Tumby Bay,47910,Tumby Bay,1,Good,Good,0
47980,Unley,47980,Unley,1,Good,Good,0
48050,Victor Harbor,48050,Victor Harbor,1,Good,Good,0
48130,Wakefield,48130,Wakefield,1,Good,Good,0
48260,Walkerville,48260,Walkerville,1,Good,Good,0
48340,Wattle Range,48340,Wattle Range,1,Good,Good,0
48410,West Torrens,48410,West Torrens,1,Good,Good,0
48540,Whyalla,48540,Whyalla,1,Good,Good,0
48640,Wudinna,48640,Wudinna,1,Good,Good,0
48750,Yankalilla,48750,Yankalilla,1,Good,Good,0
48830,Yorke Peninsula,48830,Yorke Peninsula,1,Good,Good,0
49399,Unincorporated SA,49399,Unincorporated SA,1,Good,Good,0
49499,No usual address (SA),49499,No usual address (SA),1,Good,Good,0
49799,Migratory - Offshore - Shipping (SA),49799,Migratory - Offshore - Shipping (SA),1,Good,Good,0
50080,Albany,50080,Albany,1,Good,Good,0
50210,Armadale,50210,Armadale,1,Good,Good,0
50250,Ashburton,50250,Ashburton,1,Good,Good,0
50280,Augusta Margaret River,50280,Augusta Margaret River,1,Good,Good,0
50350,Bassendean,50350,Bassendean,1,Good,Good,0
50420,Bayswater,50420,Bayswater,1,Good,Good,0
50490,Belmont,50490,Belmont,1,Good,Good,0
50560,Beverley,50560,Beverley,1,Good,Good,0
50630,Boddington,50630,Boddington,1,Good,Good,0
50770,Boyup Brook,50770,Boyup Brook,1,Good,Good,0
50840,Bridgetown-Greenbushes,50840,Bridgetown-Greenbushes,1,Good,Good,0
50910,Brookton,50910,Brookton,1,Good,Good,0
50980,Broome,50980,Broome,1,Good,Good,0
51080,Broomehill-Tambellup,51080,Broomehill-Tambellup,1,Good,Good,0
51120,Bruce Rock,51120,Bruce Rock,1,Good,Good,0
51190,Bunbury,51190,Bunbury,1,Good,Good,0
51260,Busselton,51260,Busselton,1,Good,Good,0
51310,Cambridge,51310,Cambridge,1,Good,Good,0
51330,Canning,51330,Canning,1,Good,Good,0
51400,Capel,51400,Capel,1,Good,Good,0
51470,Carnamah,51470,Carnamah,1,Good,Good,0
51540,Carnarvon,51540,Carnarvon,1,Good,Good,0
51610,Chapman Valley,51610,Chapman Valley,1,Good,Good,0
51680,Chittering,51680,Chittering,1,Good,Good,0
51710,Christmas Island,51710,Christmas Island,1,Good,Good,0
51750,Claremont,51750,Claremont,1,Good,Good,0
51820,Cockburn,51820,Cockburn,1,Good,Good,0
51860,Cocos Islands,51860,Cocos Islands,1,Good,Good,0
51890,Collie,51890,Collie,1,Good,Good,0
51960,Coolgardie,51960,Coolgardie,1,Good,Good,0
52030,Coorow,52030,Coorow,1,Good,Good,0
52100,Corrigin,52100,Corrigin,1,Good,Good,0
52170,Cottesloe,52170,Cottesloe,1,Good,Good,0
52240,Cranbrook,52240,Cranbrook,1,Good,Good,0
52310,Cuballing,52310,Cuballing,1,Good,Good,0
52380,Cue,52380,Cue,1,Good,Good,0
52450,Cunderdin,52450,Cunderdin,1,Good,Good,0
52520,Dalwallinu,52520,Dalwallinu,1,Good,Good,0
52590,Dandaragan,52590,Dandaragan,1,Good,Good,0
52660,Dardanup,52660,Dardanup,1,Good,Good,0
52730,Denmark,52730,Denmark,1,Good,Good,0
52800,Derby-West Kimberley,52800,Derby-West Kimberley,1,Good,Good,0
52870,Donnybrook-Balingup,52870,Donnybrook-Balingup,1,Good,Good,0
52940,Dowerin,52940,Dowerin,1,Good,Good,0
53010,Dumbleyung,53010,Dumbleyung,1,Good,Good,0
53080,Dundas,53080,Dundas,1,Good,Good,0
53150,East Fremantle,53150,East Fremantle,1,Good,Good,0
53220,East Pilbara,53220,East Pilbara,1,Good,Good,0
53290,Esperance,53290,Esperance,1,Good,Good,0
53360,Exmouth,53360,Exmouth,1,Good,Good,0
53430,Fremantle,53430,Fremantle,1,Good,Good,0
53570,Gingin,53570,Gingin,1,Good,Good,0
53640,Gnowangerup,53640,Gnowangerup,1,Good,Good,0
53710,Goomalling,53710,Goomalling,1,Good,Good,0
53780,Gosnells,53780,Gosnells,1,Good,Good,0
53800,Greater Geraldton,53800,Greater Geraldton,1,Good,Good,0
53920,Halls Creek,53920,Halls Creek,1,Good,Good,0
53990,Harvey,53990,Harvey,1,Good,Good,0
54060,Irwin,54060,Irwin,1,Good,Good,0
54130,Jerramungup,54130,Jerramungup,1,Good,Good,0
54170,Joondalup,54170,Joondalup,1,Good,Good,0
54200,Kalamunda,54200,Kalamunda,1,Good,Good,0
54280,Kalgoorlie-Boulder,54280,Kalgoorlie-Boulder,1,Good,Good,0
54310,Karratha,54310,Karratha,1,Good,Good,0
54340,Katanning,54340,Katanning,1,Good,Good,0
54410,Kellerberrin,54410,Kellerberrin,1,Good,Good,0
54480,Kent,54480,Kent,1,Good,Good,0
54550,Kojonup,54550,Kojonup,1,Good,Good,0
54620,Kondinin,54620,Kondinin,1,Good,Good,0
54690,Koorda,54690,Koorda,1,Good,Good,0
54760,Kulin,54760,Kulin,1,Good,Good,0
54830,Kwinana,54830,Kwinana,1,Good,Good,0
54900,Lake Grace,54900,Lake Grace,1,Good,Good,0
54970,Laverton,54970,Laverton,1,Good,Good,0
55040,Leonora,55040,Leonora,1,Good,Good,0
55110,Mandurah,55110,Mandurah,1,Good,Good,0
55180,Manjimup,55180,Manjimup,1,Good,Good,0
55250,Meekatharra,55250,Meekatharra,1,Good,Good,0
55320,Melville,55320,Melville,1,Good,Good,0
55390,Menzies,55390,Menzies,1,Good,Good,0
55460,Merredin,55460,Merredin,1,Good,Good,0
55530,Mingenew,55530,Mingenew,1,Good,Good,0
55600,Moora,55600,Moora,1,Good,Good,0
55670,Morawa,55670,Morawa,1,Good,Good,0
55740,Mosman Park,55740,Mosman Park,1,Good,Good,0
55810,Mount Magnet,55810,Mount Magnet,1,Good,Good,0
55880,Mount Marshall,55880,Mount Marshall,1,Good,Good,0
55950,Mukinbudin,55950,Mukinbudin,1,Good,Good,0
56090,Mundaring,56090,Mundaring,1,Good,Good,0
56160,Murchison,56160,Murchison,1,Good,Good,0
56230,Murray,56230,Murray,1,Good,Good,0
56300,Nannup,56300,Nannup,1,Good,Good,0
56370,Narembeen,56370,Narembeen,1,Good,Good,0
56460,Narrogin,56460,Narrogin,1,Good,Good,0
56580,Nedlands,56580,Nedlands,1,Good,Good,0
56620,Ngaanyatjarraku,56620,Ngaanyatjarraku,1,Good,Good,0
56730,Northam,56730,Northam,1,Good,Good,0
56790,Northampton,56790,Northampton,1,Good,Good,0
