SA2_CODE_2021,SA2_NAME_2021,ILOC_CODE_2021,ILOC_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
305031126,Kelvin Grove - Herston,30100202,Brisbane City - Inner North,1,Good,Good,0
305031127,Newmarket,30100203,Brisbane City - Inner North-West,1,Good,Good,0
305031128,Newstead - Bowen Hills,30100202,Brisbane City - Inner North,1,Good,Good,0
305031129,Wilston,30100203,Brisbane City - Inner North-West,1,Good,Good,0
305031130,Windsor,30100203,Brisbane City - Inner North-West,1,Good,Good,0
305031131,Wooloowin - Lutwyche,30100203,Brisbane City - Inner North-West,1,Good,Good,0
305041132,Ashgrove,30100203,Brisbane City - Inner North-West,1,Good,Good,0
305041133,Auchenflower,30100203,Brisbane City - Inner North-West,1,Good,Good,0
305041134,Bardon,30100203,Brisbane City - Inner North-West,1,Good,Good,0
305041135,Paddington - Milton,30100202,Brisbane City - Inner North,1,Good,Good,0
305041136,Red Hill (Qld),30100202,Brisbane City - Inner North,1,Good,Good,0
305041137,Toowong,30100203,Brisbane City - Inner North-West,1,Good,Good,0
306011138,Brinsmead,30900201,Barron,0.838868,Acceptable,Good,0
306011138,Brinsmead,30900209,Mount Whitfield,0.161132,Acceptable,Good,0
306011139,Clifton Beach - Kewarra Beach,30900203,Cairns - North,1,Acceptable,Good,0
306011140,Freshwater - Stratford,30900209,Mount Whitfield,1,Acceptable,Good,0
306011141,Redlynch,30900201,Barron,0.9717555,Acceptable,Good,0
306011141,Redlynch,30900209,Mount Whitfield,0.0282445,Acceptable,Good,0
306011142,Trinity Beach - Smithfield,30900201,Barron,0.228739,Acceptable,Good,0
306011142,Trinity Beach - Smithfield,30900203,Cairns - North,0.771261,Acceptable,Good,0
306011143,Yorkeys Knob - Machans Beach,30900201,Barron,1,Acceptable,Good,0
306021144,Bentley Park,30900205,Cairns - White Rock - Mt Sheridan,0.0587837,Good,Good,0
306021144,Bentley Park,30900206,Edmonton,0.9412163,Good,Good,0
306021145,Cairns City,30900202,Cairns - City,1,Good,Good,0
306021146,Earlville - Bayview Heights,30900204,Cairns - West,1,Acceptable,Good,0
306021147,Edmonton,30900206,Edmonton,0.9647418,Good,Good,0
306021147,Edmonton,30900210,Trinity,0.0352582,Poor,Good,0
306021148,Gordonvale - Trinity,30900207,Gordonvale,0.615434,Poor,Good,0
306021148,Gordonvale - Trinity,30900210,Trinity,0.1583736,Poor,Good,0
306021148,Gordonvale - Trinity,30900401,Cairns - Southern Hinterlands,0.2261924,Poor,Good,0
306021149,Kanimbla - Mooroobool,30900204,Cairns - West,0.5188237,Acceptable,Good,0
306021149,Kanimbla - Mooroobool,30900208,Manunda - Portsmith,0.4811763,Acceptable,Good,0
306021150,Lamb Range,30900401,Cairns - Southern Hinterlands,1,Poor,Good,0
306021151,Manoora,30900208,Manunda - Portsmith,1,Acceptable,Good,0
306021152,Manunda,30900208,Manunda - Portsmith,1,Acceptable,Good,0
306021153,Mount Sheridan,30900205,Cairns - White Rock - Mt Sheridan,1,Good,Good,0
306021154,Westcourt - Bungalow,30900208,Manunda - Portsmith,1,Acceptable,Good,0
306021155,White Rock,30900205,Cairns - White Rock - Mt Sheridan,0.999998,Good,Good,0
306021155,White Rock,30900210,Trinity,2.00E-06,Poor,Good,1
306021156,Whitfield - Edge Hill,30900208,Manunda - Portsmith,0.0579479,Acceptable,Good,0
306021156,Whitfield - Edge Hill,30900209,Mount Whitfield,0.9420521,Acceptable,Good,0
306021157,Woree,30900204,Cairns - West,0.215751,Acceptable,Good,0
306021157,Woree,30900210,Trinity,0.784249,Poor,Good,0
306031158,Babinda,30900401,Cairns - Southern Hinterlands,0.8058849,Poor,Good,0
306031158,Babinda,30900702,Johnstone,0.1941151,Acceptable,Good,0
306031159,Innisfail,30900701,Innisfail,0.8965187,Acceptable,Good,0
306031159,Innisfail,30900702,Johnstone,0.1034813,Acceptable,Good,0
306031160,Johnstone,30900702,Johnstone,1,Acceptable,Good,0
306031161,Tully,30900702,Johnstone,0.0930815,Acceptable,Good,0
306031161,Tully,30901001,Cardwell,0.6913426,Poor,Good,0
306031161,Tully,30901002,Jumbun,0.0110775,Poor,Good,0
306031161,Tully,30901003,Tully,0.2044984,Poor,Good,0
306031162,Wooroonooran,30900401,Cairns - Southern Hinterlands,1,Poor,Good,0
306031163,Yarrabah,30901201,Yarrabah,1,Good,Good,0
306041164,Daintree,30900301,Mossman,0.2356892,Poor,Good,0
306041164,Daintree,30900302,Mossman - Surrounds,0.640226,Acceptable,Good,0
306041164,Daintree,30900303,Mossman Gorge,0.0148984,Poor,Good,0
306041164,Daintree,30901101,Cape Tribulation - China Camp - Zig Zag,0.1091864,Poor,Good,0
306041165,Port Douglas,30900302,Mossman - Surrounds,1,Acceptable,Good,0
306051166,Atherton,30900101,Atherton,1,Acceptable,Good,0
306051167,Herberton,30900601,Herberton,0.1754768,Poor,Good,0
306051167,Herberton,30900602,Herberton Tablelands,0.6346787,Poor,Good,0
306051167,Herberton,30900603,Mount Garnet,0.0472884,Poor,Good,0
306051167,Herberton,30900604,Ravenshoe,0.1425561,Poor,Good,0
306051168,Kuranda,30900801,Etheridge Tablelands,0.9570628,Acceptable,Good,0
306051168,Kuranda,30900802,Kowrowa - Mona Mona,0.021366,Poor,Good,0
306051168,Kuranda,30900803,Mantaka,0.0215713,Poor,Good,0
306051169,Malanda - Yungaburra,30900101,Atherton,0.2111289,Acceptable,Good,0
306051169,Malanda - Yungaburra,30900501,Eacham,0.7888711,Acceptable,Good,0
306051170,Mareeba,30900801,Etheridge Tablelands,0.2899789,Acceptable,Good,0
306051170,Mareeba,30900901,Mareeba,0.7100211,Poor,Good,0
307011171,Balonne,30600101,Balonne exc. St George and Dirranbandi,0.3370307,Poor,Good,0
307011171,Balonne,30600102,Dirranbandi,0.0868085,Poor,Good,0
307011171,Balonne,30600103,St George,0.5761608,Poor,Good,0
307011172,Chinchilla,30601801,Chinchilla,1,Good,Good,0
307011173,Goondiwindi,30600601,Goondiwindi  - Surrounds,0.2170178,Acceptable,Good,0
307011173,Goondiwindi,30600602,Goondiwindi,0.7829822,Acceptable,Good,0
307011174,Inglewood - Waggamba,30600601,Goondiwindi  - Surrounds,1,Acceptable,Good,0
307011175,Miles - Wandoan,30601802,Murilla - Wandoan,1,Good,Good,0
307011176,Roma,30600803,Roma,1,Good,Good,0
307011177,Roma Surrounds,30600801,Maranoa exc. Roma and Mitchell,0.8593944,Acceptable,Good,0
307011177,Roma Surrounds,30600802,Mitchell,0.1406056,Poor,Good,0
307011178,Tara,30601803,Tara (Qld),1,Good,Good,0
307021179,Crows Nest - Rosalie,30601601,Crows Nest,0.5007502,Acceptable,Good,0
307021179,Crows Nest - Rosalie,30601602,Rosalie,0.4992498,Acceptable,Good,0
307021180,Jondaryan,30600701,Jondaryan,0.3291327,Poor,Good,0
307021180,Jondaryan,30600702,Oakey,0.5647564,Poor,Good,0
307021180,Jondaryan,30601602,Rosalie,0.1061108,Acceptable,Good,0
307021181,Millmerran,30601702,Millmerran,1,Good,Good,0
307021182,Pittsworth,30600701,Jondaryan,0.1579338,Poor,Good,0
307021182,Pittsworth,30601703,Pittsworth,0.8420662,Acceptable,Good,0
307021183,Wambo,30600501,Dalby,0.5509483,Poor,Good,0
307021183,Wambo,30601804,Wambo,0.4490517,Poor,Good,0
307031184,Clifton - Greenmount,30601701,Greenmount - Clifton - Cambooya,1,Good,Good,0
307031185,Southern Downs - East,30601402,Warwick - Surrounds,1,Acceptable,Good,0
307031186,Southern Downs - West,30601402,Warwick - Surrounds,1,Acceptable,Good,0
307031187,Stanthorpe,30600603,Stanthorpe,1,Good,Good,0
307031188,Stanthorpe Surrounds,30600603,Stanthorpe,1,Good,Good,0
307031189,Warwick,30601401,Warwick,0.9085045,Good,Good,0
307031189,Warwick,30601402,Warwick - Surrounds,0.0914955,Acceptable,Good,0
308011190,Central Highlands - East,30500401,Blackwater,0.5949567,Poor,Good,0
308011190,Central Highlands - East,30500402,Central Highlands,0.2630921,Acceptable,Good,0
308011190,Central Highlands - East,30500404,Woorabinda,0.1419513,Poor,Good,0
308011191,Central Highlands - West,30500402,Central Highlands,1,Acceptable,Good,0
308011192,Emerald,30500403,Emerald,1,Good,Good,0
308031205,Berserker,30500903,Rockhampton,1,Good,Good,0
308031206,Bouldercombe,30500905,Rockhampton - South,1,Acceptable,Good,0
308031207,Emu Park,30500904,Rockhampton - North,1,Acceptable,Good,0
308031208,Frenchville - Mount Archer,30500903,Rockhampton,1,Good,Good,0
308031209,Glenlee - Rockyview,30500904,Rockhampton - North,1,Acceptable,Good,0
308031210,Gracemere,30500901,Gracemere,0.9544994,Good,Good,0
308031210,Gracemere,30500905,Rockhampton - South,0.0455006,Acceptable,Good,0
308031211,Lakes Creek,30500903,Rockhampton,1,Good,Good,0
308031212,Mount Morgan,30500902,Mount Morgan,1,Good,Good,0
308031213,Norman Gardens,30500903,Rockhampton,1,Good,Good,0
308031214,Park Avenue,30500903,Rockhampton,1,Good,Good,0
308031215,Parkhurst - Kawana,30500903,Rockhampton,1,Good,Good,0
308031216,Rockhampton - West,30500903,Rockhampton,1,Good,Good,0
308031217,Rockhampton City,30500903,Rockhampton,0.9627306,Good,Good,0
308031217,Rockhampton City,30500905,Rockhampton - South,0.0372694,Acceptable,Good,0
308031218,Rockhampton Surrounds - East,30500904,Rockhampton - North,1,Acceptable,Good,0
308031219,Rockhampton Surrounds - North,30500904,Rockhampton - North,1,Acceptable,Good,0
308031220,Rockhampton Surrounds - West,30500905,Rockhampton - South,1,Acceptable,Good,0
308031221,Shoalwater Bay,30500904,Rockhampton - North,1,Acceptable,Good,0
308031222,The Range - Allenstown,30500903,Rockhampton,1,Good,Good,0
308031223,Yeppoon,30500904,Rockhampton - North,0.2073916,Acceptable,Good,0
308031223,Yeppoon,30500906,Yeppoon,0.7926084,Acceptable,Good,0
308041528,Banana,30500101,Banana - North,0.8201551,Acceptable,Good,0
308041528,Banana,30500102,Banana - South,0.1798449,Poor,Good,0
308041529,Biloela,30500101,Banana - North,0.0043836,Acceptable,Good,1
308041529,Biloela,30500103,Biloela,0.9956164,Good,Good,0
308051530,Agnes Water - Miriam Vale,30500602,Gladstone - South Coast,1,Good,Good,0
308051531,Boyne Island - Tannum Sands,30500603,Gladstone - Surrounds,1,Good,Good,0
308051532,Callemondah,30500601,Gladstone - City,1,Good,Good,0
308051533,Clinton - New Auckland,30500601,Gladstone - City,1,Good,Good,0
308051534,Gladstone,30500601,Gladstone - City,1,Good,Good,0
308051535,Gladstone Hinterland,30500603,Gladstone - Surrounds,1,Good,Good,0
308051536,Kin Kora - Sun Valley,30500601,Gladstone - City,1,Good,Good,0
308051537,South Trees,30500601,Gladstone - City,1,Good,Good,0
308051538,Telina - Toolooa,30500601,Gladstone - City,1,Good,Good,0
308051539,West Gladstone,30500601,Gladstone - City,1,Good,Good,0
309011224,Broadbeach Waters,30100702,Broadbeach - Burleigh,1,Good,Good,0
309011225,Burleigh Heads,30100702,Broadbeach - Burleigh,1,Good,Good,0
309011226,Burleigh Waters,30100702,Broadbeach - Burleigh,1,Good,Good,0
309011227,Mermaid Beach - Broadbeach,30100702,Broadbeach - Burleigh,1,Good,Good,0
309011228,Mermaid Waters,30100702,Broadbeach - Burleigh,1,Good,Good,0
309011229,Miami,30100702,Broadbeach - Burleigh,1,Good,Good,0
309021230,Coolangatta,30100703,Coolangatta,1,Good,Good,0
309021231,Currumbin - Tugun,30100703,Coolangatta,1,Good,Good,0
309021232,Currumbin Waters,30100703,Coolangatta,1,Good,Good,0
309021233,Elanora,30100703,Coolangatta,1,Good,Good,0
309021234,Palm Beach,30100703,Coolangatta,1,Good,Good,0
309031235,Arundel,30100704,Gold Coast - North,1,Good,Good,0
309031236,Biggera Waters,30100704,Gold Coast - North,1,Good,Good,0
309031237,Coombabah,30100704,Gold Coast - North,1,Good,Good,0
309031238,Labrador,30100704,Gold Coast - North,1,Good,Good,0
309031239,Paradise Point - Hollywell,30100704,Gold Coast - North,1,Good,Good,0
309031240,Runaway Bay,30100704,Gold Coast - North,1,Good,Good,0
309041241,Guanaba - Springbrook,30100705,Gold Coast Hinterland,1,Good,Good,0
309041242,Tamborine - Canungra,30100101,Beaudesert - Boonah,1,Good,Good,0
309051243,Currumbin Valley - Tallebudgera,30100706,Mudgeeraba - Tallebudgera,1,Good,Good,0
309051244,Mudgeeraba - Bonogin,30100706,Mudgeeraba - Tallebudgera,1,Good,Good,0
309051245,Reedy Creek - Andrews,30100706,Mudgeeraba - Tallebudgera,1,Good,Good,0
309061246,Carrara,30100707,Nerang,1,Good,Good,0
309061247,Highland Park,30100707,Nerang,1,Good,Good,0
309061248,Nerang - Mount Nathan,30100707,Nerang,1,Good,Good,0
309061249,Pacific Pines - Gaven,30100707,Nerang,1,Good,Good,0
309061250,Worongary - Tallai,30100707,Nerang,1,Good,Good,0
309071251,Coomera,30100708,Ormeau - Oxenford,1,Good,Good,0
309071252,Helensvale,30100708,Ormeau - Oxenford,1,Good,Good,0
309071253,Hope Island,30100708,Ormeau - Oxenford,1,Good,Good,0
309071254,Jacobs Well - Alberton,30100708,Ormeau - Oxenford,1,Good,Good,0
309071256,Oxenford - Maudsland,30100708,Ormeau - Oxenford,1,Good,Good,0
309071552,Ormeau (East) - Stapylton,30100708,Ormeau - Oxenford,1,Good,Good,0
309071553,Ormeau (West) - Yatala,30100708,Ormeau - Oxenford,1,Good,Good,0
309071554,Pimpama - North,30100708,Ormeau - Oxenford,1,Good,Good,0
309071555,Pimpama - South,30100708,Ormeau - Oxenford,1,Good,Good,0
309071556,Upper Coomera (South) - Wongawallan,30100708,Ormeau - Oxenford,1,Good,Good,0
309071557,Upper Coomera - North,30100708,Ormeau - Oxenford,1,Good,Good,0
309071558,Willow Vale - Pimpama (West),30100708,Ormeau - Oxenford,1,Good,Good,0
309081259,Clear Island Waters,30100709,Robina,1,Good,Good,0
309081260,Merrimac,30100709,Robina,1,Good,Good,0
309081262,Varsity Lakes,30100709,Robina,1,Good,Good,0
309081559,Robina - East,30100709,Robina,1,Good,Good,0
309081560,Robina - West,30100709,Robina,1,Good,Good,0
309091263,Ashmore,30100710,Southport,1,Good,Good,0
309091264,Molendinar,30100710,Southport,1,Good,Good,0
309091265,Parkwood,30100710,Southport,1,Good,Good,0
309091540,Southport - North,30100710,Southport,1,Good,Good,0
309091541,Southport - South,30100710,Southport,1,Good,Good,0
309101267,Benowa,30100711,Surfers Paradise,1,Good,Good,0
309101268,Bundall,30100711,Surfers Paradise,1,Good,Good,0
309101269,Main Beach,30100711,Surfers Paradise,1,Good,Good,0
309101561,Surfers Paradise - North,30100711,Surfers Paradise,1,Good,Good,0
309101562,Surfers Paradise - South,30100711,Surfers Paradise,1,Good,Good,0
310011271,Darra - Sumner,30100209,Brisbane City - Outer West,1,Good,Good,0
310011272,Durack,30100209,Brisbane City - Outer West,1,Good,Good,0
310011274,Inala - Richlands,30100210,Inala - Richlands,1,Good,Good,0
310011275,Oxley (Qld),30100209,Brisbane City - Outer West,1,Good,Good,0
310011276,Wacol,30100211,Wacol - Doolandella - Forest Lake,1,Good,Good,0
310011563,Doolandella,30100211,Wacol - Doolandella - Forest Lake,1,Good,Good,0
310011564,Forest Lake - Ellen Grove,30100211,Wacol - Doolandella - Forest Lake,1,Good,Good,0
310021277,Boonah,30100101,Beaudesert - Boonah,1,Good,Good,0
310021278,Esk,30100501,Esk - Kilcoy,1,Good,Good,0
310021279,Lake Manchester - England Creek,30100209,Brisbane City - Outer West,1,Good,Good,0
310021280,Lockyer Valley - East,30100601,Gatton,0.0233048,Good,Good,0
310021280,Lockyer Valley - East,30100602,Laidley,0.9766952,Good,Good,0
310021281,Lowood,30100501,Esk - Kilcoy,1,Good,Good,0
310021282,Rosewood,30100802,Ipswich,1,Good,Good,0
310031283,Brassall,30100802,Ipswich,1,Good,Good,0
310031284,Bundamba,30100802,Ipswich,1,Good,Good,0
310031285,Churchill - Yamanto,30100802,Ipswich,1,Good,Good,0
310031286,Ipswich - Central,30100802,Ipswich,1,Good,Good,0
310031287,Ipswich - East,30100802,Ipswich,1,Good,Good,0
310031288,Ipswich - North,30100209,Brisbane City - Outer West,0.0583037,Good,Good,0
310031288,Ipswich - North,30100802,Ipswich,0.9416963,Good,Good,0
310031289,Karalee - Barellan Point,30100802,Ipswich,1,Good,Good,0
310031290,Karana Downs,30100209,Brisbane City - Outer West,1,Good,Good,0
310031291,Leichhardt - One Mile,30100802,Ipswich,1,Good,Good,0
310031292,North Ipswich - Tivoli,30100802,Ipswich,1,Good,Good,0
310031293,Raceview,30100802,Ipswich,1,Good,Good,0
310031294,Ripley,30100802,Ipswich,1,Good,Good,0
310031295,Riverview,30100802,Ipswich,1,Good,Good,0
310041297,Camira - Gailes,30100803,Springfield - Redbank,1,Good,Good,0
310041298,Carole Park,30100803,Springfield - Redbank,1,Good,Good,0
310041299,Collingwood Park - Redbank,30100803,Springfield - Redbank,1,Good,Good,0
310041300,Goodna,30100803,Springfield - Redbank,1,Good,Good,0
310041301,New Chum,30100803,Springfield - Redbank,1,Good,Good,0
310041302,Redbank Plains,30100803,Springfield - Redbank,1,Good,Good,0
310041303,Springfield,30100803,Springfield - Redbank,1,Good,Good,0
310041304,Springfield Lakes,30100803,Springfield - Redbank,1,Good,Good,0
310041565,Augustine Heights - Brookwater,30100803,Springfield - Redbank,1,Good,Good,0
310041566,Bellbird Park,30100803,Springfield - Redbank,1,Good,Good,0
311011305,Beaudesert,30100101,Beaudesert - Boonah,1,Good,Good,0
311021306,Beenleigh,30100903,Logan - Surrounds,1,Good,Good,0
311021307,Eagleby,30100903,Logan - Surrounds,1,Good,Good,0
311021308,Edens Landing - Holmview,30100903,Logan - Surrounds,1,Good,Good,0
311021309,Mount Warren Park,30100903,Logan - Surrounds,1,Good,Good,0
311021310,Wolffdene - Bahrs Scrub,30100903,Logan - Surrounds,1,Good,Good,0
311031311,Boronia Heights - Park Ridge,30100901,Browns Plains,0.0686109,Good,Good,0
311031311,Boronia Heights - Park Ridge,30100903,Logan - Surrounds,0.9313891,Good,Good,0
311031312,Browns Plains,30100901,Browns Plains,0.6814229,Good,Good,0
311031312,Browns Plains,30100905,Marsden,0.3185771,Good,Good,0
311031313,Chambers Flat - Logan Reserve,30100903,Logan - Surrounds,1,Good,Good,0
311031314,Crestmead,30100905,Marsden,1,Good,Good,0
311031315,Greenbank Military Camp,30100903,Logan - Surrounds,1,Good,Good,0
311031316,Hillcrest,30100901,Browns Plains,1,Good,Good,0
311031317,Marsden,30100905,Marsden,1,Good,Good,0
311031318,Munruben - Park Ridge South,30100903,Logan - Surrounds,1,Good,Good,0
311031319,Regents Park - Heritage Park,30100901,Browns Plains,1,Good,Good,0
311041322,Logan Village,30100903,Logan - Surrounds,1,Good,Good,0
311041567,Flagstone (East) - Riverbend,30100903,Logan - Surrounds,1,Good,Good,0
311041568,Flagstone (West) - New Beith,30100903,Logan - Surrounds,1,Good,Good,0
311041569,Greenbank - North Maclean,30100903,Logan - Surrounds,1,Good,Good,0
311041570,Jimboomba - Glenlogan,30100903,Logan - Surrounds,1,Good,Good,0
311041571,Yarrabilba,30100903,Logan - Surrounds,1,Good,Good,0
311051323,Bethania - Waterford,30100903,Logan - Surrounds,1,Good,Good,0
311051324,Cornubia - Carbrook,30100903,Logan - Surrounds,1,Good,Good,0
311051325,Loganholme - Tanah Merah,30100903,Logan - Surrounds,1,Good,Good,0
311051326,Loganlea,30100904,Loganlea,1,Good,Good,0
311051327,Shailer Park,30100903,Logan - Surrounds,1,Good,Good,0
311051328,Waterford West,30100903,Logan - Surrounds,1,Good,Good,0
311061329,Daisy Hill,30100903,Logan - Surrounds,1,Good,Good,0
311061330,Kingston (Qld),30100902,Kingston,0.9089268,Poor,Good,0
311061330,Kingston (Qld),30100906,Woodridge,0.0910732,Good,Good,0
311061331,Logan Central,30100902,Kingston,0.1263695,Poor,Good,0
311061331,Logan Central,30100906,Woodridge,0.8736305,Good,Good,0
311061332,Rochedale South - Priestdale,30100903,Logan - Surrounds,1,Good,Good,0
311061333,Slacks Creek,30100902,Kingston,0.349571,Poor,Good,0
311061333,Slacks Creek,30100903,Logan - Surrounds,0.650429,Good,Good,0
311061334,Springwood,30100903,Logan - Surrounds,1,Good,Good,0
311061335,Underwood,30100903,Logan - Surrounds,1,Good,Good,0
311061336,Woodridge,30100906,Woodridge,1,Good,Good,0
312011337,Bowen,31000101,Bowen (Qld),1,Good,Good,0
312011338,Broadsound - Nebo,30500701,Dysart,0.2645924,Poor,Good,0
312011338,Broadsound - Nebo,30500703,Nebo - Clermont,0.7354076,Acceptable,Good,0
312011339,Clermont,30500703,Nebo - Clermont,1,Acceptable,Good,0
312011340,Collinsville,31000101,Bowen (Qld),1,Good,Good,0
312011341,Moranbah,30500702,Moranbah,0.9439026,Good,Good,0
312011341,Moranbah,30500703,Nebo - Clermont,0.0560974,Acceptable,Good,0
312021342,Andergrove - Beaconsfield,31000601,Mackay,1,Good,Good,0
312021343,East Mackay,31000601,Mackay,1,Good,Good,0
312021344,Eimeo - Rural View,31000601,Mackay,1,Good,Good,0
312021345,Eungella Hinterland,31000801,Mirani,1,Good,Good,0
312021346,Mackay,31000601,Mackay,1,Good,Good,0
312021347,Mackay Harbour,31000601,Mackay,1,Good,Good,0
312021348,Mount Pleasant - Glenella,31000601,Mackay,1,Good,Good,0
312021349,North Mackay,31000601,Mackay,1,Good,Good,0
312021350,Ooralea - Bakers Creek,31000601,Mackay,0.9301962,Good,Good,0
312021350,Ooralea - Bakers Creek,31000701,Mackay - Surrounds,0.0698038,Acceptable,Good,0
312021351,Pioneer Valley,31000801,Mirani,1,Good,Good,0
312021352,Sarina,31001101,Sarina,1,Good,Good,0
312021353,Seaforth - Calen,31000701,Mackay - Surrounds,1,Acceptable,Good,0
312021354,Shoal Point - Bucasia,31000601,Mackay,1,Good,Good,0
312021355,Slade Point,31000601,Mackay,1,Good,Good,0
312021356,South Mackay,31000601,Mackay,1,Good,Good,0
312021357,Walkerston - Eton,31000601,Mackay,0.4769221,Good,Good,0
312021357,Walkerston - Eton,31000701,Mackay - Surrounds,0.4726518,Acceptable,Good,0
312021357,Walkerston - Eton,31000801,Mirani,0.0504261,Good,Good,0
312021358,West Mackay,31000601,Mackay,1,Good,Good,0
312031359,Airlie - Whitsundays,31001001,Proserpine - Whitsunday,1,Good,Good,0
312031360,Cape Conway,31001001,Proserpine - Whitsunday,1,Good,Good,0
312031361,Proserpine,31001001,Proserpine - Whitsunday,1,Good,Good,0
313011362,Beachmere - Sandstone Point,30100302,Bribie - Beachmere,1,Good,Good,0
313011363,Bribie Island,30100302,Bribie - Beachmere,1,Good,Good,0
313021364,Burpengary - East,30100303,Caboolture,1,Good,Good,0
313021366,Caboolture - South,30100303,Caboolture,1,Good,Good,0
313021367,Elimbah,30100303,Caboolture,1,Good,Good,0
313021368,Morayfield - East,30100303,Caboolture,1,Good,Good,0
313021369,Wamuran,30100303,Caboolture,1,Good,Good,0
313021572,Caboolture - East,30100303,Caboolture,1,Good,Good,0
313021573,Caboolture - West,30100303,Caboolture,1,Good,Good,0
313031370,Kilcoy,30100501,Esk - Kilcoy,1,Good,Good,0
313031371,Woodford - D'Aguilar,30100303,Caboolture,1,Good,Good,0
313041372,Burpengary,30100304,Narangba - Burpengary,1,Good,Good,0
313041373,Deception Bay,30100304,Narangba - Burpengary,1,Good,Good,0
313041374,Morayfield,30100304,Narangba - Burpengary,1,Good,Good,0
313041375,Narangba,30100304,Narangba - Burpengary,1,Good,Good,0
313041376,Upper Caboolture,30100304,Narangba - Burpengary,1,Good,Good,0
313051377,Clontarf,30101301,Redcliffe,1,Good,Good,0
313051378,Margate - Woody Point,30101301,Redcliffe,1,Good,Good,0
313051379,Redcliffe,30101301,Redcliffe,1,Good,Good,0
313051380,Rothwell - Kippa-Ring,30101301,Redcliffe,1,Good,Good,0
313051574,Moreton Island,30100213,Moreton Bay Islands,1,Good,Good,0
313051575,Scarborough - Newport,30101301,Redcliffe,1,Good,Good,0
314011382,Albany Creek,30101202,Pine Rivers - West,1,Good,Good,0
314011383,Cashmere,30101202,Pine Rivers - West,1,Good,Good,0
314011384,Dayboro,30101201,Pine Rivers - East,0.0424608,Good,Good,0
314011384,Dayboro,30101202,Pine Rivers - West,0.9575392,Good,Good,0
314011385,Eatons Hill,30101202,Pine Rivers - West,1,Good,Good,0
314011386,The Hills District,30101202,Pine Rivers - West,1,Good,Good,0
314011387,Samford Valley,30101202,Pine Rivers - West,1,Good,Good,0
314021389,Murrumba Downs - Griffin,30101201,Pine Rivers - East,1,Good,Good,0
314021576,Dakabin,30101201,Pine Rivers - East,1,Good,Good,0
314021577,Kallangur,30101201,Pine Rivers - East,1,Good,Good,0
314021578,Mango Hill,30101201,Pine Rivers - East,1,Good,Good,0
314021579,North Lakes,30101201,Pine Rivers - East,1,Good,Good,0
314031391,Bray Park,30101201,Pine Rivers - East,1,Good,Good,0
314031392,Lawnton,30101201,Pine Rivers - East,1,Good,Good,0
314031393,Petrie,30101201,Pine Rivers - East,1,Good,Good,0
314031394,Strathpine - Brendale,30101201,Pine Rivers - East,1,Good,Good,0
315011395,Aurukun,30300101,Aurukun,1,Good,Good,0
315011396,Cape York,30300201,Cape York Wilderness,0.2807086,Poor,Good,0
315011396,Cape York,30300202,Coen,0.0359471,Poor,Good,0
315011396,Cape York,30300203,Laura,0.0130139,Poor,Good,0
315011396,Cape York,30300301,Cooktown,0.2554112,Poor,Good,0
315011396,Cape York,30300401,Hope Vale,0.1252371,Poor,Good,0
315011396,Cape York,30300601,Lockhart River,0.0855974,Poor,Good,0
315011396,Cape York,30300701,Mapoon,0.0547588,Poor,Good,0
315011396,Cape York,30300702,Napranum,0.1137653,Poor,Good,0
315011396,Cape York,30901102,Wujal Wujal,0.0355606,Poor,Good,0
315011397,Croydon - Etheridge,30900801,Etheridge Tablelands,1,Acceptable,Good,0
315011398,Kowanyama - Pormpuraaw,30300501,Kowanyama,0.6365798,Poor,Good,0
315011398,Kowanyama - Pormpuraaw,30300901,Pormpuraaw,0.3634202,Poor,Good,0
315011399,Northern Peninsula,30300801,Bamaga and Surrounds,0.4260807,Poor,Good,0
315011399,Northern Peninsula,30300802,Injinoo,0.1787352,Poor,Good,0
315011399,Northern Peninsula,30300803,New Mapoon,0.1474286,Poor,Good,0
315011399,Northern Peninsula,30300804,Seisia,0.1060761,Poor,Good,0
315011399,Northern Peninsula,30300805,Umagico,0.1416793,Poor,Good,0
315011400,Tablelands,30900801,Etheridge Tablelands,1,Acceptable,Good,0
315011401,Torres,30300801,Bamaga and Surrounds,0.0056307,Poor,Good,1
315011401,Torres,30300802,Injinoo,2.90E-06,Poor,Good,1
315011401,Torres,30300803,New Mapoon,2.90E-06,Poor,Good,1
315011401,Torres,30700102,Horn Island,0.1553868,Poor,Good,0
315011401,Torres,30700103,Muralag and Inner Islands,0.0182501,Poor,Good,0
315011401,Torres,30700104,Port Kennedy (Thursday Island),0.5117286,Poor,Good,0
315011401,Torres,30700105,TRAWQ (Thursday Island),0.3087176,Poor,Good,0
315011401,Torres,30700202,Dauan Island,4.38E-05,Poor,Good,1
315011401,Torres,30700302,Kubin (Moa Island),0.0001402,Poor,Good,1
315011401,Torres,30700402,Poruma (Coconut) Island,8.18E-05,Poor,Good,1
315011401,Torres,30700503,Ugar (Stephens) Island,1.46E-05,Poor,Good,1
315011402,Torres Strait Islands,30700101,Hammond Island,0.0631651,Poor,Good,0
315011402,Torres Strait Islands,30700201,Boigu Island,0.0481609,Poor,Good,0
315011402,Torres Strait Islands,30700202,Dauan Island,0.0317047,Poor,Good,0
