POA_CODE_2016,POA_NAME_2016,POA_CODE_2021,POA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
3571,3571,3571,3571,1,Good,Good,0
3572,3572,3572,3572,1,Good,Good,0
3573,3573,3573,3573,1,Good,Good,0
3575,3575,3575,3575,1,Good,Good,0
3576,3576,3576,3576,1,Good,Good,0
3579,3579,3579,3579,1,Good,Good,0
3580,3580,3580,3580,1,Good,Good,0
3581,3581,3581,3581,1,Good,Good,0
3583,3583,3583,3583,1,Good,Good,0
3584,3584,3584,3584,1,Good,Good,0
3585,3585,3585,3585,1,Good,Good,0
3586,3586,3586,3586,1,Good,Good,0
3588,3588,3588,3588,1,Good,Good,0
3589,3589,3589,3589,1,Good,Good,0
3590,3590,3590,3590,1,Good,Good,0
3591,3591,3591,3591,1,Good,Good,0
3594,3594,3594,3594,1,Good,Good,0
3595,3595,3595,3595,1,Good,Good,0
3596,3596,3596,3596,1,Good,Good,0
3597,3597,3597,3597,1,Good,Good,0
3599,3599,3599,3599,1,Good,Good,0
3607,3607,3607,3607,1,Good,Good,0
3608,3608,3608,3608,1,Good,Good,0
3610,3610,3610,3610,1,Good,Good,0
3612,3612,3612,3612,1,Good,Good,0
3614,3614,3614,3614,1,Good,Good,0
3616,3616,3616,3616,1,Good,Good,0
3617,3617,3617,3617,1,Good,Good,0
3618,3618,3618,3618,1,Good,Good,0
3620,3620,3620,3620,1,Good,Good,0
3621,3621,3621,3621,1,Good,Good,0
3622,3622,3622,3622,1,Good,Good,0
3623,3623,3623,3623,1,Good,Good,0
3624,3624,3624,3624,1,Good,Good,0
3629,3629,3631,3631,1.20E-06,Good,Good,1
3629,3629,3629,3629,0.9999988,Good,Good,0
3630,3630,3630,3630,1,Good,Good,0
3631,3631,3631,3631,1,Good,Good,0
3633,3633,3633,3633,1,Good,Good,0
3634,3634,3634,3634,1,Good,Good,0
3635,3635,3635,3635,1,Good,Good,0
3636,3636,3636,3636,1,Good,Good,0
3637,3637,3637,3637,1,Good,Good,0
3638,3638,3638,3638,1,Good,Good,0
3639,3639,3639,3639,1,Good,Good,0
3640,3640,3640,3640,1,Good,Good,0
3641,3641,3641,3641,1,Good,Good,0
3644,3644,3644,3644,1,Good,Good,0
3646,3646,3646,3646,1,Good,Good,0
3647,3647,3647,3647,1,Good,Good,0
3649,3649,3649,3649,1,Good,Good,0
3658,3658,3717,3717,0.0610325,Acceptable,Good,0
3658,3658,3658,3658,0.9389675,Good,Good,0
3659,3659,3659,3659,1,Good,Good,0
3660,3660,3660,3660,1,Good,Good,0
3662,3662,3662,3662,1,Good,Good,0
3663,3663,3663,3663,1,Good,Good,0
3664,3664,3664,3664,1,Good,Good,0
3665,3665,3665,3665,1,Good,Good,0
3666,3666,3666,3666,1,Good,Good,0
3669,3669,3669,3669,1,Good,Good,0
3670,3670,3670,3670,1,Good,Good,0
3672,3672,3672,3672,1,Good,Good,0
3673,3673,3673,3673,1,Good,Good,0
3675,3675,3675,3675,1,Good,Good,0
3677,3677,3677,3677,1,Good,Good,0
3678,3678,3678,3678,1,Good,Good,0
3682,3682,3682,3682,1,Good,Good,0
3683,3683,3683,3683,1,Good,Good,0
3685,3685,3685,3685,1,Good,Good,0
3687,3687,3687,3687,1,Good,Good,0
3688,3688,3688,3688,1,Good,Good,0
3690,3690,3690,3690,1,Good,Good,0
3691,3691,3690,3690,0.0003223,Good,Good,1
3691,3691,3691,3691,0.9996777,Good,Good,0
3694,3694,3691,3691,1,Good,Good,0
3695,3695,3695,3695,1,Good,Good,0
3697,3697,3697,3697,1,Good,Good,0
3698,3698,3698,3698,1,Good,Good,0
3699,3699,3699,3699,1,Good,Good,0
3700,3700,3700,3700,1,Good,Good,0
3701,3701,3701,3701,1,Good,Good,0
3704,3704,3704,3704,1,Good,Good,0
3705,3705,3705,3705,1,Good,Good,0
3707,3707,3707,3707,1,Good,Good,0
3708,3708,3708,3708,1,Good,Good,0
3709,3709,3709,3709,1,Good,Good,0
3711,3711,3711,3711,1,Good,Good,0
3712,3712,3712,3712,1,Good,Good,0
3713,3713,3713,3713,1,Good,Good,0
3714,3714,3714,3714,1,Good,Good,0
3715,3715,3715,3715,1,Good,Good,0
3717,3717,3717,3717,1,Acceptable,Good,0
3718,3718,3718,3718,1,Good,Good,0
3719,3719,3719,3719,1,Good,Good,0
3720,3720,3720,3720,1,Good,Good,0
3722,3722,3722,3722,1,Good,Good,0
3723,3723,3723,3723,1,Good,Good,0
3725,3725,3725,3725,1,Good,Good,0
3726,3726,3726,3726,1,Good,Good,0
3727,3727,3727,3727,1,Good,Good,0
3728,3728,3728,3728,1,Good,Good,0
3730,3730,3730,3730,1,Good,Good,0
3732,3732,3732,3732,1,Good,Good,0
3733,3733,3733,3733,1,Good,Good,0
3735,3735,3735,3735,1,Good,Good,0
3737,3737,3737,3737,1,Good,Good,0
3738,3738,3738,3738,1,Good,Good,0
3739,3739,3739,3739,1,Good,Good,0
3740,3740,3740,3740,1,Good,Good,0
3741,3741,3741,3741,1,Good,Good,0
3744,3744,3744,3744,1,Good,Good,0
3746,3746,3746,3746,1,Good,Good,0
3747,3747,3747,3747,1,Good,Good,0
3749,3749,3749,3749,1,Good,Good,0
3750,3750,3750,3750,1,Good,Good,0
3751,3751,3751,3751,0.3315338,Poor,Good,0
3751,3751,3064,3064,0.6684662,Good,Good,0
3752,3752,3752,3752,1,Good,Good,0
3753,3753,3753,3753,1,Good,Good,0
3754,3754,3754,3754,1,Good,Good,0
3755,3755,3755,3755,1,Good,Good,0
3756,3756,3756,3756,1,Good,Good,0
3757,3757,3757,3757,1,Good,Good,0
3758,3758,3758,3758,1,Good,Good,0
3759,3759,3759,3759,1,Good,Good,0
3760,3760,3760,3760,1,Good,Good,0
3761,3761,3761,3761,1,Good,Good,0
3762,3762,3762,3762,1,Good,Good,0
3763,3763,3763,3763,1,Good,Good,0
3764,3764,3764,3764,1,Good,Good,0
3765,3765,3765,3765,1,Good,Good,0
3766,3766,3766,3766,1,Good,Good,0
3767,3767,3767,3767,1,Good,Good,0
3770,3770,3770,3770,1,Good,Good,0
3775,3775,3775,3775,1,Good,Good,0
3777,3777,3777,3777,1,Good,Good,0
3778,3778,3778,3778,1,Good,Good,0
3779,3779,3779,3779,1,Good,Good,0
3781,3781,3781,3781,1,Good,Good,0
3782,3782,3782,3782,1,Good,Good,0
3783,3783,3783,3783,1,Good,Good,0
3785,3785,3785,3785,1,Good,Good,0
3786,3786,3786,3786,1,Good,Good,0
3787,3787,3787,3787,1,Good,Good,0
3788,3788,3788,3788,1,Good,Good,0
3789,3789,3789,3789,1,Good,Good,0
3791,3791,3791,3791,1,Good,Good,0
3792,3792,3792,3792,1,Good,Good,0
3793,3793,3793,3793,1,Good,Good,0
3795,3795,3795,3795,1,Good,Good,0
3796,3796,3796,3796,1,Good,Good,0
3797,3797,3797,3797,1,Good,Good,0
3799,3799,3799,3799,1,Good,Good,0
3800,3800,3168,3168,1,Good,Good,0
3802,3802,3802,3802,1,Good,Good,0
3803,3803,3803,3803,1,Good,Good,0
3804,3804,3804,3804,1,Good,Good,0
3805,3805,3805,3805,1,Good,Good,0
3806,3806,3806,3806,1,Good,Good,0
3807,3807,3807,3807,1,Good,Good,0
3808,3808,3808,3808,1,Good,Good,0
3809,3809,3810,3810,0.0218361,Good,Good,0
3809,3809,3809,3809,0.9781639,Good,Good,0
3810,3810,3981,3981,0.0009231,Good,Good,1
3810,3810,3810,3810,0.9990769,Good,Good,0
3812,3812,3812,3812,1,Good,Good,0
3813,3813,3813,3813,1,Good,Good,0
3814,3814,3814,3814,1,Good,Good,0
3815,3815,3815,3815,1,Good,Good,0
3816,3816,3816,3816,1,Good,Good,0
3818,3818,3818,3818,1,Good,Good,0
3820,3820,3820,3820,1,Good,Good,0
3821,3821,3821,3821,1,Good,Good,0
3822,3822,3822,3822,1,Good,Good,0
3823,3823,3823,3823,1,Good,Good,0
3824,3824,3824,3824,1,Good,Good,0
3825,3825,3825,3825,1,Good,Good,0
3831,3831,3831,3831,1,Good,Good,0
3832,3832,3832,3832,1,Good,Good,0
3833,3833,3833,3833,1,Good,Good,0
3835,3835,3835,3835,1,Good,Good,0
3840,3840,3840,3840,1,Good,Good,0
3842,3842,3842,3842,1,Good,Good,0
3844,3844,3844,3844,1,Good,Good,0
3847,3847,3847,3847,1,Good,Good,0
3850,3850,3850,3850,1,Good,Good,0
3851,3851,3851,3851,1,Good,Good,0
3852,3852,3852,3852,1,Good,Good,0
3854,3854,3854,3854,1,Good,Good,0
3856,3856,3856,3856,1,Good,Good,0
3857,3857,3857,3857,1,Good,Good,0
3858,3858,3858,3858,1,Good,Good,0
3859,3859,3859,3859,1,Good,Good,0
3860,3860,3860,3860,1,Good,Good,0
3862,3862,3862,3862,1,Good,Good,0
3864,3864,3864,3864,1,Good,Good,0
3865,3865,3865,3865,1,Good,Good,0
3869,3869,3869,3869,1,Good,Good,0
3870,3870,3870,3870,1,Good,Good,0
3871,3871,3871,3871,1,Good,Good,0
3873,3873,3873,3873,1,Good,Good,0
3874,3874,3874,3874,1,Good,Good,0
3875,3875,3875,3875,1,Good,Good,0
3878,3878,3878,3878,1,Good,Good,0
3880,3880,3880,3880,1,Good,Good,0
3882,3882,3882,3882,1,Good,Good,0
3885,3885,3885,3885,1,Good,Good,0
3886,3886,3886,3886,1,Good,Good,0
3887,3887,3887,3887,1,Good,Good,0
3888,3888,3888,3888,1,Good,Good,0
3889,3889,3889,3889,1,Good,Good,0
3890,3890,3890,3890,1,Good,Good,0
3891,3891,3891,3891,1,Good,Good,0
3892,3892,3892,3892,1,Good,Good,0
3893,3893,3893,3893,1,Good,Good,0
3895,3895,3895,3895,1,Good,Good,0
3896,3896,3896,3896,1,Good,Good,0
3898,3898,3898,3898,1,Good,Good,0
3900,3900,3900,3900,1,Good,Good,0
3902,3902,3902,3902,1,Good,Good,0
3903,3903,3903,3903,1,Good,Good,0
3904,3904,3904,3904,1,Good,Good,0
3909,3909,3909,3909,1,Good,Good,0
3910,3910,3910,3910,1,Good,Good,0
3911,3911,3911,3911,1,Good,Good,0
3912,3912,3912,3912,1,Good,Good,0
3913,3913,3913,3913,1,Good,Good,0
3915,3915,3915,3915,1,Good,Good,0
3916,3916,3916,3916,1,Good,Good,0
3918,3918,3918,3918,1,Good,Good,0
3919,3919,3919,3919,1,Good,Good,0
3920,3920,3920,3920,1,Good,Good,0
3921,3921,3921,3921,1,Good,Good,0
3922,3922,3923,3923,0.0048822,Good,Good,1
3922,3922,3922,3922,0.9951178,Good,Good,0
3923,3923,3923,3923,1,Good,Good,0
3925,3925,3925,3925,1,Good,Good,0
3926,3926,3926,3926,1,Good,Good,0
3927,3927,3927,3927,1,Good,Good,0
3928,3928,3928,3928,1,Good,Good,0
3929,3929,3929,3929,1,Good,Good,0
3930,3930,3930,3930,1,Good,Good,0
3931,3931,3931,3931,1,Good,Good,0
3933,3933,3933,3933,1,Good,Good,0
3934,3934,3934,3934,1,Good,Good,0
3936,3936,3936,3936,1,Good,Good,0
3937,3937,3937,3937,1,Good,Good,0
3938,3938,3938,3938,1,Good,Good,0
3939,3939,3939,3939,1,Good,Good,0
3940,3940,3939,3939,0.0006441,Good,Good,1
3940,3940,3940,3940,0.9993559,Good,Good,0
3941,3941,3941,3941,1,Good,Good,0
3942,3942,3942,3942,1,Good,Good,0
3943,3943,3943,3943,1,Good,Good,0
3944,3944,3944,3944,1,Good,Good,0
3945,3945,3945,3945,1,Good,Good,0
3946,3946,3946,3946,1,Acceptable,Good,0
3950,3950,3950,3950,1,Good,Good,0
3951,3951,3946,3946,0.0988185,Acceptable,Good,0
3951,3951,3951,3951,0.9011815,Good,Good,0
3953,3953,3953,3953,1,Good,Good,0
3954,3954,3954,3954,1,Good,Good,0
3956,3956,3956,3956,1,Good,Good,0
3957,3957,3957,3957,1,Good,Good,0
3958,3958,3958,3958,1,Good,Good,0
3959,3959,3959,3959,1,Good,Good,0
3960,3960,3960,3960,1,Good,Good,0
3962,3962,3962,3962,1,Good,Good,0
3964,3964,3964,3964,1,Good,Good,0
3965,3965,3965,3965,1,Good,Good,0
3966,3966,3966,3966,1,Good,Good,0
3967,3967,3967,3967,1,Good,Good,0
3971,3971,3971,3971,1,Good,Good,0
3975,3975,3975,3975,1,Good,Good,0
3976,3976,3976,3976,1,Good,Good,0
3977,3977,3978,3978,0.0018472,Good,Good,1
3977,3977,3977,3977,0.9981528,Good,Good,0
3978,3978,3977,3977,0.0013394,Good,Good,1
3978,3978,3978,3978,0.9986606,Good,Good,0
3979,3979,3979,3979,1,Good,Good,0
3980,3980,3980,3980,1,Good,Good,0
3981,3981,3981,3981,1,Good,Good,0
3984,3984,3984,3984,1,Good,Good,0
3987,3987,3987,3987,1,Good,Good,0
3988,3988,3988,3988,1,Good,Good,0
3990,3990,3990,3990,1,Good,Good,0
3991,3991,3991,3991,1,Good,Good,0
3992,3992,3992,3992,1,Good,Good,0
3995,3995,3995,3995,1,Good,Good,0
3996,3996,3996,3996,1,Good,Good,0
4000,4000,4006,4006,0.0056542,Good,Good,1
4000,4000,4000,4000,0.9943458,Good,Good,0
4005,4005,4005,4005,1,Good,Good,0
4006,4006,4006,4006,1,Good,Good,0
4007,4007,4011,4011,0.003564,Good,Good,1
4007,4007,4007,4007,0.996436,Good,Good,0
4008,4008,4008,4008,1,Good,Good,0
4009,4009,4007,4007,7.00E-07,Good,Good,1
4009,4009,4009,4009,0.9999993,Good,Good,0
4010,4010,4007,4007,0.0011339,Good,Good,1
4010,4010,4010,4010,0.9988661,Good,Good,0
4011,4011,4011,4011,1,Good,Good,0
4012,4012,4012,4012,1,Good,Good,0
4013,4013,4013,4013,1,Good,Good,0
4014,4014,4013,4013,8.00E-07,Good,Good,1
4014,4014,4014,4014,0.9999992,Good,Good,0
4017,4017,4017,4017,1,Good,Good,0
4018,4018,4018,4018,1,Good,Good,0
4019,4019,4019,4019,1,Good,Good,0
4020,4020,4021,4021,0.0044578,Good,Good,1
4020,4020,4020,4020,0.9955422,Good,Good,0
4021,4021,4021,4021,1,Good,Good,0
4022,4022,4022,4022,1,Good,Good,0
4025,4025,4025,4025,1,Good,Good,0
4029,4029,4006,4006,1,Good,Good,0
4030,4030,4030,4030,1,Good,Good,0
4031,4031,4031,4031,1,Good,Good,0
4032,4032,4032,4032,1,Good,Good,0
4034,4034,4035,4035,0.0005881,Good,Good,1
4034,4034,4034,4034,0.9994119,Good,Good,0
4035,4035,4034,4034,0.0044384,Good,Good,1
4035,4035,4035,4035,0.9955616,Good,Good,0
4036,4036,4036,4036,1,Good,Good,0
4037,4037,4037,4037,1,Good,Good,0
4051,4051,4051,4051,1,Good,Good,0
4053,4053,4053,4053,1,Good,Good,0
4054,4054,4054,4054,1,Good,Good,0
4055,4055,4061,4061,9.83E-05,Good,Good,1
4055,4055,4055,4055,0.9999017,Good,Good,0
4059,4059,4059,4059,1,Good,Good,0
4060,4060,4060,4060,1,Good,Good,0
4061,4061,4061,4061,1,Good,Good,0
4064,4064,4064,4064,1,Good,Good,0
4065,4065,4065,4065,1,Good,Good,0
4066,4066,4066,4066,1,Good,Good,0
4067,4067,4067,4067,1,Good,Good,0
4068,4068,4066,4066,0.0050601,Good,Good,1
4068,4068,4068,4068,0.9949399,Good,Good,0
4069,4069,4069,4069,1,Good,Good,0
4070,4070,4070,4070,1,Good,Good,0
4072,4072,4067,4067,1,Good,Good,0
4073,4073,4073,4073,1,Good,Good,0
4074,4074,4074,4074,1,Good,Good,0
4075,4075,4075,4075,1,Good,Good,0
4076,4076,4075,4075,2.00E-06,Good,Good,1
4076,4076,4076,4076,0.999998,Good,Good,0
4077,4077,4077,4077,1,Good,Good,0
4078,4078,4078,4078,1,Good,Good,0
4101,4101,4101,4101,1,Good,Good,0
4102,4102,4102,4102,1,Good,Good,0
4103,4103,4103,4103,1,Good,Good,0
4104,4104,4104,4104,1,Good,Good,0
4105,4105,4105,4105,1,Good,Good,0
4106,4106,4106,4106,1,Good,Good,0
4107,4107,4107,4107,1,Good,Good,0
4108,4108,4110,4110,1.70E-06,Good,Good,1
4108,4108,4108,4108,0.9999983,Good,Good,0
4109,4109,4109,4109,1,Good,Good,0
4110,4110,4110,4110,1,Good,Good,0
4111,4111,4111,4111,1,Good,Good,0
4112,4112,4112,4112,1,Good,Good,0
4113,4113,4113,4113,1,Good,Good,0
4114,4114,4114,4114,1,Good,Good,0
4115,4115,4115,4115,1,Good,Good,0
4116,4116,4116,4116,1,Good,Good,0
4117,4117,4117,4117,1,Poor,Good,0
4118,4118,4118,4118,1,Good,Good,0
4119,4119,4119,4119,1,Good,Good,0
4120,4120,4120,4120,1,Good,Good,0
4121,4121,4151,4151,0.0028716,Good,Good,1
4121,4121,4121,4121,0.9971284,Good,Good,0
4122,4122,4122,4122,1,Good,Good,0
4123,4123,4123,4123,1,Good,Good,0
4124,4124,4280,4280,1.00E-07,Good,Good,1
4124,4124,4300,4300,3.00E-07,Good,Good,1
4124,4124,4124,4124,0.9999996,Good,Good,0
4125,4125,4125,4125,1,Good,Good,0
4127,4127,4127,4127,1,Good,Good,0
4128,4128,4128,4128,1,Good,Good,0
4129,4129,4129,4129,1,Good,Good,0
4130,4130,4130,4130,1,Good,Good,0
4131,4131,4131,4131,1,Good,Good,0
4132,4132,4117,4117,0.0292283,Poor,Good,0
4132,4132,4132,4132,0.9707717,Good,Good,0
4133,4133,4133,4133,1,Good,Good,0
4151,4151,4151,4151,1,Good,Good,0
4152,4152,4152,4152,1,Good,Good,0
4153,4153,4153,4153,1,Good,Good,0
4154,4154,4173,4173,9.00E-07,Good,Good,1
4154,4154,4154,4154,0.9999991,Good,Good,0
4155,4155,4155,4155,1,Good,Good,0
4156,4156,4156,4156,1,Good,Good,0
4157,4157,4157,4157,1,Good,Good,0
4158,4158,4158,4158,1,Good,Good,0
4159,4159,4159,4159,1,Good,Good,0
4160,4160,4160,4160,1,Good,Good,0
4161,4161,4161,4161,1,Good,Good,0
4163,4163,4163,4163,1,Good,Good,0
4164,4164,4164,4164,1,Good,Good,0
4165,4165,4165,4165,1,Good,Good,0
4169,4169,4169,4169,1,Good,Good,0
4170,4170,4170,4170,1,Good,Good,0
4171,4171,4170,4170,0.0037408,Good,Good,1
4171,4171,4171,4171,0.9962592,Good,Good,0
4172,4172,4172,4172,1,Good,Good,0
4173,4173,4173,4173,1,Good,Good,0
4174,4174,4174,4174,1,Good,Good,0
4178,4178,4178,4178,1,Good,Good,0
4179,4179,4179,4179,1,Good,Good,0
4183,4183,4183,4183,1,Good,Good,0
4184,4184,4178,4178,2.00E-07,Good,Good,1
4184,4184,4184,4184,0.9999998,Good,Good,0
4205,4205,4205,4205,1,Good,Good,0
4207,4207,4207,4207,1,Good,Good,0
4208,4208,4208,4208,1,Good,Good,0
4209,4209,4209,4209,1,Good,Good,0
4210,4210,4210,4210,1,Good,Good,0
4211,4211,4211,4211,1,Good,Good,0
4212,4212,4212,4212,1,Good,Good,0
4213,4213,4213,4213,1,Good,Good,0
4214,4214,4214,4214,1,Good,Good,0
4215,4215,4215,4215,1,Good,Good,0
4216,4216,4216,4216,1,Good,Good,0
4217,4217,4217,4217,1,Good,Good,0
4218,4218,4218,4218,1,Good,Good,0
4220,4220,4220,4220,1,Good,Good,0
4221,4221,4221,4221,1,Good,Good,0
4222,4222,4215,4215,1,Good,Good,0
4223,4223,4223,4223,1,Good,Good,0
4224,4224,4224,4224,1,Good,Good,0
4225,4225,4225,4225,1,Good,Good,0
4226,4226,4226,4226,1,Good,Good,0
4227,4227,4227,4227,1,Good,Good,0
4228,4228,4228,4228,1,Good,Good,0
4229,4229,4226,4226,1,Good,Good,0
4230,4230,4226,4226,1,Good,Good,0
4270,4270,4270,4270,1,Good,Good,0
4271,4271,4272,4272,1,Good,Good,0
4272,4272,4272,4272,1,Good,Good,0
4275,4275,4275,4275,1,Good,Good,0
4280,4280,4280,4280,1,Good,Good,0
4285,4285,4280,4280,3.00E-07,Good,Good,1
4285,4285,4285,4285,0.9999997,Good,Good,0
4287,4287,4287,4287,1,Good,Good,0
4300,4300,4300,4300,1,Good,Good,0
4301,4301,4301,4301,1,Good,Good,0
4303,4303,4303,4303,1,Good,Good,0
4304,4304,4304,4304,1,Good,Good,0
4305,4305,4305,4305,1,Good,Good,0
4306,4306,4314,4314,0.0822925,Poor,Good,0
4306,4306,4306,4306,0.9177075,Good,Good,0
4307,4307,4307,4307,1,Good,Good,0
4309,4309,4309,4309,1,Good,Good,0
4310,4310,4310,4310,1,Good,Good,0
4311,4311,4311,4311,1,Good,Good,0
4312,4312,4311,4311,1.20E-06,Good,Good,1
4312,4312,4312,4312,0.9999988,Good,Good,0
4313,4313,4313,4313,1,Good,Good,0
4340,4340,4340,4340,1,Good,Good,0
4341,4341,4341,4341,1,Good,Good,0
4342,4342,4342,4342,1,Good,Good,0
4343,4343,4343,4343,1,Good,Good,0
4344,4344,4344,4344,1,Good,Good,0
4345,4345,4343,4343,1,Good,Good,0
4346,4346,4346,4346,1,Good,Good,0
4347,4347,4347,4347,1,Good,Good,0
4350,4350,4350,4350,1,Good,Good,0
4352,4352,4380,4380,0.0008761,Good,Good,1
4352,4352,4352,4352,0.9991239,Good,Good,0
4353,4353,4353,4353,1,Good,Good,0
4354,4354,4354,4354,1,Good,Good,0
4355,4355,4355,4355,1,Good,Good,0
4356,4356,4356,4356,1,Good,Good,0
4357,4357,4357,4357,1,Good,Good,0
4358,4358,4358,4358,1,Good,Good,0
4359,4359,4359,4359,1,Good,Good,0
4360,4360,4359,4359,0.041211,Good,Good,0
4360,4360,4360,4360,0.958789,Good,Good,0
4361,4361,4362,4362,0.010685,Good,Good,0
4361,4361,4361,4361,0.989315,Good,Good,0
4362,4362,4362,4362,1,Good,Good,0
4363,4363,4363,4363,1,Good,Good,0
4364,4364,4364,4364,1,Good,Good,0
4365,4365,4365,4365,1,Good,Good,0
4370,4370,4370,4370,1,Good,Good,0
4371,4371,4371,4371,1,Good,Good,0
4372,4372,4372,4372,1,Good,Good,0
4373,4373,4373,4373,1,Good,Good,0
4374,4374,4380,4380,1.20E-06,Good,Good,1
4374,4374,4374,4374,0.9999988,Good,Good,0
4375,4375,4375,4375,1,Good,Good,0
4376,4376,4376,4376,1,Good,Good,0
4377,4377,4377,4377,1,Good,Good,0
4378,4378,4378,4378,1,Good,Good,0
4380,4380,4380,4380,1,Good,Good,0
4381,4381,4381,4381,1,Good,Good,0
4382,4382,4382,4382,1,Good,Good,0
4383,4383,4383,4383,1,Good,Good,0
4384,4384,4384,4384,1,Good,Good,0
4385,4385,4385,4385,1,Good,Good,0
4387,4387,4387,4387,1,Good,Good,0
4388,4388,4388,4388,1,Good,Good,0
4390,4390,4390,4390,1,Good,Good,0
4400,4400,4401,4401,1.00E-07,Good,Good,1
4400,4400,4352,4352,0.0160637,Good,Good,0
4400,4400,4400,4400,0.9839362,Good,Good,0
4401,4401,4401,4401,1,Good,Good,0
4402,4402,4402,4402,1,Good,Good,0
4403,4403,4403,4403,1,Good,Good,0
4404,4404,4404,4404,1,Good,Good,0
4405,4405,4406,4406,0.0028777,Good,Good,1
4405,4405,4405,4405,0.9971223,Good,Good,0
4406,4406,4406,4406,1,Good,Good,0
4407,4407,4407,4407,1,Good,Good,0
4408,4408,4408,4408,1,Good,Good,0
4410,4410,4413,4413,1.00E-07,Good,Good,1
4410,4410,4410,4410,0.9999999,Good,Good,0
4411,4411,4411,4411,1,Good,Good,0
4412,4412,4412,4412,1,Good,Good,0
4413,4413,4413,4413,1,Good,Good,0
4415,4415,4415,4415,1,Good,Good,0
4416,4416,4416,4416,1,Good,Good,0
4417,4417,4417,4417,1,Good,Good,0
4418,4418,4418,4418,1,Good,Good,0
4419,4419,4419,4419,1,Good,Good,0
4420,4420,4454,4454,1.00E-07,Good,Good,1
4420,4420,4419,4419,3.00E-07,Good,Good,1
4420,4420,4420,4420,0.9999996,Good,Good,0
4421,4421,4421,4421,1,Good,Good,0
4422,4422,4422,4422,1,Good,Good,0
4423,4423,4423,4423,1,Good,Good,0
4424,4424,4424,4424,1,Good,Good,0
4425,4425,4425,4425,1,Good,Good,0
4426,4426,4426,4426,1,Poor,Good,0
4427,4427,4419,4419,1.90E-06,Good,Good,1
4427,4427,4426,4426,3.10E-06,Poor,Good,1
4427,4427,4427,4427,0.9999951,Good,Good,0
4428,4428,4428,4428,1,Good,Good,0
4454,4454,4454,4454,1,Good,Good,0
4455,4455,4455,4455,1,Good,Good,0
4461,4461,4461,4461,1,Good,Good,0
4462,4462,4462,4462,1,Good,Good,0
4465,4465,4488,4488,5.00E-07,Acceptable,Good,1
4465,4465,4465,4465,0.9999995,Good,Good,0
4467,4467,4467,4467,1,Good,Good,0
4468,4468,4468,4468,1,Good,Good,0
4470,4470,4477,4477,1.00E-07,Good,Good,1
4470,4470,4470,4470,0.9999999,Good,Good,0
4472,4472,4472,4472,1,Good,Good,0
4474,4474,4474,4474,1,Good,Good,0
4475,4475,4474,4474,1,Good,Good,0
4477,4477,4477,4477,1,Good,Good,0
4478,4478,4478,4478,1,Good,Good,0
4479,4479,4479,4479,1,Good,Good,0
4480,4480,4492,4492,0.0060976,Good,Good,1
4480,4480,4480,4480,0.9939024,Good,Good,0
4481,4481,4481,4481,1,Good,Good,0
4482,4482,4482,4482,1,Good,Good,0
4486,4486,4486,4486,1,Good,Good,0
4487,4487,4487,4487,1,Good,Good,0
4488,4488,4490,4490,0.1242293,Good,Good,0
4488,4488,4488,4488,0.8757707,Acceptable,Good,0
4489,4489,4489,4489,1,Good,Good,0
4490,4490,4490,4490,1,Good,Good,0
4491,4491,4491,4491,1,Good,Good,0
4492,4492,4492,4492,1,Good,Good,0
4493,4493,4493,4493,1,Good,Good,0
4494,4494,4494,4494,1,Good,Good,0
4496,4496,4496,4496,1,Good,Good,0
4497,4497,4497,4497,1,Good,Good,0
4498,4498,4498,4498,1,Good,Good,0
4500,4500,4500,4500,1,Good,Good,0
4501,4501,4501,4501,1,Good,Good,0
4502,4502,4502,4502,1,Good,Good,0
4503,4503,4503,4503,1,Good,Good,0
4504,4504,4504,4504,1,Good,Good,0
4505,4505,4505,4505,1,Good,Good,0
4506,4506,4506,4506,1,Good,Good,0
4507,4507,4507,4507,1,Good,Good,0
4508,4508,4508,4508,1,Good,Good,0
4509,4509,4509,4509,1,Good,Good,0
4510,4510,4506,4506,0.0003772,Good,Good,1
4510,4510,4510,4510,0.9996228,Good,Good,0
4511,4511,4511,4511,1,Good,Good,0
4512,4512,4512,4512,1,Good,Good,0
4514,4514,4514,4514,1,Good,Good,0
4515,4515,4515,4515,1,Good,Good,0
4516,4516,4516,4516,1,Good,Good,0
4517,4517,4517,4517,1,Good,Good,0
4518,4518,4518,4518,1,Good,Good,0
4519,4519,4519,4519,1,Good,Good,0
4520,4520,4520,4520,1,Good,Good,0
4521,4521,4521,4521,1,Good,Good,0
4550,4550,4550,4550,1,Good,Good,0
4551,4551,4551,4551,1,Good,Good,0
4552,4552,4552,4552,1,Good,Good,0
4553,4553,4553,4553,1,Good,Good,0
4554,4554,4554,4554,1,Good,Good,0
4555,4555,4555,4555,1,Good,Good,0
4556,4556,4556,4556,1,Good,Good,0
4557,4557,4557,4557,1,Good,Good,0
4558,4558,4558,4558,1,Good,Good,0
4559,4559,4559,4559,1,Good,Good,0
4560,4560,4560,4560,1,Good,Good,0
4561,4561,4560,4560,0.0101627,Good,Good,0
4561,4561,4561,4561,0.9898373,Good,Good,0
4562,4562,4562,4562,1,Good,Good,0
4563,4563,4563,4563,1,Good,Good,0
4564,4564,4564,4564,1,Good,Good,0
4565,4565,4565,4565,1,Good,Good,0
