SA2_MAINCODE_2016,SA2_NAME_2016,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
305031121,Ascot,305031119,Albion,1.00E-07,Good,Good,1
305031121,Ascot,305031124,Hamilton (Qld),1.00E-07,Good,Good,1
305031121,Ascot,305031121,Ascot,0.9999995,Good,Good,0
305031122,Clayfield,305031121,Ascot,1.00E-07,Good,Good,1
305031122,Clayfield,305031131,Wooloowin - Lutwyche,1.00E-07,Good,Good,1
305031122,Clayfield,302031040,Nundah,1.00E-07,Good,Good,1
305031122,Clayfield,305031122,Clayfield,0.9999997,Good,Good,0
305031123,Grange,302021031,Kedron - Gordon Park,1.00E-07,Good,Good,1
305031123,Grange,305031129,Wilston,1.00E-07,Good,Good,1
305031123,Grange,305031120,Alderley,1.00E-07,Good,Good,1
305031123,Grange,302021032,Stafford,2.00E-07,Good,Good,1
305031123,Grange,305031123,Grange,0.9999995,Good,Good,0
305031124,Hamilton (Qld),,,1.00E-07,Good,Good,5
305031124,Hamilton (Qld),302031037,Eagle Farm - Pinkenba,1.00E-07,Good,Good,1
305031124,Hamilton (Qld),305031121,Ascot,3.00E-07,Good,Good,1
305031124,Hamilton (Qld),305031124,Hamilton (Qld),0.9999995,Good,Good,0
305031125,Hendra,302031036,Brisbane Airport,1.00E-07,Good,Good,1
305031125,Hendra,302031040,Nundah,1.00E-07,Good,Good,1
305031125,Hendra,305031121,Ascot,1.00E-07,Good,Good,1
305031125,Hendra,305031122,Clayfield,2.00E-07,Good,Good,1
305031125,Hendra,305031125,Hendra,0.9999996,Good,Good,0
305031126,Kelvin Grove - Herston,305031129,Wilston,1.00E-07,Good,Good,1
305031126,Kelvin Grove - Herston,305041136,Red Hill (Qld),1.00E-07,Good,Good,1
305031126,Kelvin Grove - Herston,305031126,Kelvin Grove - Herston,0.9999997,Good,Good,0
305031127,Newmarket,305031123,Grange,1.00E-07,Good,Good,1
305031127,Newmarket,305031120,Alderley,1.00E-07,Good,Good,1
305031127,Newmarket,305031129,Wilston,1.00E-07,Good,Good,1
305031127,Newmarket,305041132,Ashgrove,1.00E-07,Good,Good,1
305031127,Newmarket,305031127,Newmarket,0.9999995,Good,Good,0
305031128,Newstead - Bowen Hills,305031130,Windsor,1.00E-07,Good,Good,1
305031128,Newstead - Bowen Hills,305011109,New Farm,1.00E-07,Good,Good,1
305031128,Newstead - Bowen Hills,305011106,Fortitude Valley,1.00E-07,Good,Good,1
305031128,Newstead - Bowen Hills,,,1.00E-07,Good,Good,5
305031128,Newstead - Bowen Hills,305031119,Albion,1.00E-07,Good,Good,1
305031128,Newstead - Bowen Hills,305031128,Newstead - Bowen Hills,0.9999996,Good,Good,0
305031129,Wilston,305031126,Kelvin Grove - Herston,1.00E-07,Good,Good,1
305031129,Wilston,305031127,Newmarket,1.00E-07,Good,Good,1
305031129,Wilston,305031123,Grange,1.00E-07,Good,Good,1
305031129,Wilston,305031130,Windsor,1.00E-07,Good,Good,1
305031129,Wilston,305031129,Wilston,0.9999996,Good,Good,0
305031130,Windsor,305031129,Wilston,1.00E-07,Good,Good,1
305031130,Windsor,305031128,Newstead - Bowen Hills,1.00E-07,Good,Good,1
305031130,Windsor,305031131,Wooloowin - Lutwyche,1.00E-07,Good,Good,1
305031130,Windsor,305031130,Windsor,0.9999997,Good,Good,0
305031131,Wooloowin - Lutwyche,305031122,Clayfield,1.00E-07,Good,Good,1
305031131,Wooloowin - Lutwyche,302021031,Kedron - Gordon Park,1.00E-07,Good,Good,1
305031131,Wooloowin - Lutwyche,305031131,Wooloowin - Lutwyche,0.9999996,Good,Good,0
305041132,Ashgrove,304041098,Enoggera,1.00E-07,Good,Good,1
305041132,Ashgrove,305041134,Bardon,1.00E-07,Good,Good,1
305041132,Ashgrove,305041132,Ashgrove,0.9999997,Good,Good,0
305041133,Auchenflower,305041134,Bardon,1.00E-07,Good,Good,1
305041133,Auchenflower,305041135,Paddington - Milton,1.00E-07,Good,Good,1
305041133,Auchenflower,305041137,Toowong,2.00E-07,Good,Good,1
305041133,Auchenflower,305041133,Auchenflower,0.9999996,Good,Good,0
305041134,Bardon,304041102,Mount Coot-tha,1.00E-07,Good,Good,1
305041134,Bardon,305041132,Ashgrove,1.00E-07,Good,Good,1
305041134,Bardon,305041134,Bardon,0.9999997,Good,Good,0
305041135,Paddington - Milton,305041133,Auchenflower,1.00E-07,Good,Good,1
305041135,Paddington - Milton,305041134,Bardon,1.00E-07,Good,Good,1
305041135,Paddington - Milton,305041136,Red Hill (Qld),1.00E-07,Good,Good,1
305041135,Paddington - Milton,305041135,Paddington - Milton,0.9999997,Good,Good,0
305041136,Red Hill (Qld),305031126,Kelvin Grove - Herston,1.00E-07,Good,Good,1
305041136,Red Hill (Qld),305041132,Ashgrove,1.00E-07,Good,Good,1
305041136,Red Hill (Qld),305041135,Paddington - Milton,2.00E-07,Good,Good,1
305041136,Red Hill (Qld),305041136,Red Hill (Qld),0.9999995,Good,Good,0
305041137,Toowong,304031097,Taringa,1.00E-07,Good,Good,1
305041137,Toowong,304041102,Mount Coot-tha,1.00E-07,Good,Good,1
305041137,Toowong,305041133,Auchenflower,1.00E-07,Good,Good,1
305041137,Toowong,305041137,Toowong,0.9999997,Good,Good,0
306011138,Brinsmead,306011140,Freshwater - Stratford,1.00E-07,Good,Good,1
306011138,Brinsmead,306011141,Redlynch,1.00E-07,Good,Good,1
306011138,Brinsmead,306021156,Whitfield - Edge Hill,1.00E-07,Good,Good,1
306011138,Brinsmead,306011138,Brinsmead,0.9999998,Good,Good,0
306011139,Clifton Beach - Kewarra Beach,306051168,Kuranda,1.00E-07,Good,Good,1
306011139,Clifton Beach - Kewarra Beach,,,1.00E-07,Good,Good,5
306011139,Clifton Beach - Kewarra Beach,306011139,Clifton Beach - Kewarra Beach,0.9999999,Good,Good,0
306011140,Freshwater - Stratford,,,1.00E-07,Good,Good,5
306011140,Freshwater - Stratford,306011140,Freshwater - Stratford,0.9999998,Good,Good,0
306011141,Redlynch,306011141,Redlynch,0.9999999,Good,Good,0
306011142,Trinity Beach - Smithfield,306011139,Clifton Beach - Kewarra Beach,0.0046463,Good,Good,1
306011142,Trinity Beach - Smithfield,306011142,Trinity Beach - Smithfield,0.9953536,Good,Good,0
306011143,Yorkeys Knob - Machans Beach,306011142,Trinity Beach - Smithfield,1.00E-07,Good,Good,1
306011143,Yorkeys Knob - Machans Beach,306011143,Yorkeys Knob - Machans Beach,0.9999998,Good,Good,0
306021144,Bentley Park,306021153,Mount Sheridan,1.00E-07,Good,Good,1
306021144,Bentley Park,306021147,Edmonton,1.00E-07,Good,Good,1
306021144,Bentley Park,306021144,Bentley Park,0.9999998,Good,Good,0
306021145,Cairns City,306021154,Westcourt - Bungalow,1.00E-07,Good,Good,1
306021145,Cairns City,306021152,Manunda,1.00E-07,Good,Good,1
306021145,Cairns City,,,1.00E-07,Good,Good,5
306021145,Cairns City,306021145,Cairns City,0.9999997,Good,Good,0
306021146,Earlville - Bayview Heights,306021157,Woree,1.00E-07,Good,Good,1
306021146,Earlville - Bayview Heights,306021150,Lamb Range,1.00E-07,Good,Good,1
306021146,Earlville - Bayview Heights,306021149,Kanimbla - Mooroobool,1.00E-07,Good,Good,1
306021146,Earlville - Bayview Heights,306021146,Earlville - Bayview Heights,0.9999997,Good,Good,0
306021147,Edmonton,306021147,Edmonton,0.9999999,Good,Good,0
306021148,Gordonvale - Trinity,306021148,Gordonvale - Trinity,0.9999999,Good,Good,0
306021149,Kanimbla - Mooroobool,306021150,Lamb Range,1.00E-07,Good,Good,1
306021149,Kanimbla - Mooroobool,306021151,Manoora,1.00E-07,Good,Good,1
306021149,Kanimbla - Mooroobool,306021149,Kanimbla - Mooroobool,0.9999997,Good,Good,0
306021150,Lamb Range,306021150,Lamb Range,0.9999999,Good,Good,0
306021151,Manoora,306021152,Manunda,1.00E-07,Good,Good,1
306021151,Manoora,306021156,Whitfield - Edge Hill,1.00E-07,Good,Good,1
306021151,Manoora,306021151,Manoora,0.9999997,Good,Good,0
306021152,Manunda,306021151,Manoora,1.00E-07,Good,Good,1
306021152,Manunda,306021152,Manunda,0.9999998,Good,Good,0
306021153,Mount Sheridan,306021150,Lamb Range,1.00E-07,Good,Good,1
306021153,Mount Sheridan,306021153,Mount Sheridan,0.9999998,Good,Good,0
306021154,Westcourt - Bungalow,306021154,Westcourt - Bungalow,0.9999998,Good,Good,0
306021155,White Rock,306021157,Woree,1.00E-07,Good,Good,1
306021155,White Rock,306021147,Edmonton,1.00E-07,Good,Good,1
306021155,White Rock,306021155,White Rock,0.9999998,Good,Good,0
306021156,Whitfield - Edge Hill,306011138,Brinsmead,1.00E-07,Good,Good,1
306021156,Whitfield - Edge Hill,306021156,Whitfield - Edge Hill,0.9999998,Good,Good,0
306021157,Woree,306021146,Earlville - Bayview Heights,1.00E-07,Good,Good,1
306021157,Woree,306021157,Woree,0.9999998,Good,Good,0
306031158,Babinda,306031158,Babinda,1,Good,Good,0
306031159,Innisfail,,,1.00E-07,Good,Good,5
306031159,Innisfail,306031159,Innisfail,0.9999999,Good,Good,0
306031160,Johnstone,306031160,Johnstone,1,Good,Good,0
306031161,Tully,306031161,Tully,1,Poor,Good,0
306031162,Wooroonooran,306031162,Wooroonooran,1,Good,Good,0
306031163,Yarrabah,306031163,Yarrabah,0.9999999,Good,Good,0
306041164,Daintree,306041164,Daintree,1,Good,Good,0
306041165,Port Douglas,306041165,Port Douglas,0.9999999,Good,Good,0
306051166,Atherton,306051166,Atherton,1,Good,Good,0
306051167,Herberton,306051167,Herberton,1,Good,Good,0
306051168,Kuranda,306051168,Kuranda,1,Good,Good,0
306051169,Malanda - Yungaburra,306051169,Malanda - Yungaburra,1,Good,Good,0
306051170,Mareeba,306051170,Mareeba,1,Good,Good,0
307011171,Balonne,105011096,Walgett - Lightning Ridge,5.20E-06,Good,Good,1
307011171,Balonne,110031196,Moree Surrounds,1.34E-05,Good,Good,1
307011171,Balonne,307011171,Balonne,0.9999815,Good,Good,0
307011172,Chinchilla,307011172,Chinchilla,1,Good,Good,0
307011173,Goondiwindi,110031196,Moree Surrounds,0.0001395,Good,Good,1
307011173,Goondiwindi,307011173,Goondiwindi,0.9998605,Good,Good,0
307011174,Inglewood - Waggamba,110021194,Tenterfield,3.33E-05,Good,Good,1
307011174,Inglewood - Waggamba,110021192,Inverell Surrounds - East,9.47E-05,Good,Good,1
307011174,Inglewood - Waggamba,110031196,Moree Surrounds,9.96E-05,Good,Good,1
307011174,Inglewood - Waggamba,307011174,Inglewood - Waggamba,0.9997725,Good,Good,0
307011175,Miles - Wandoan,307011175,Miles - Wandoan,1,Good,Good,0
307011176,Roma,307011176,Roma,1,Good,Good,0
307011177,Roma Region,307011177,Roma Surrounds,1,Good,Good,0
307011178,Tara,307011178,Tara,1,Good,Good,0
307021179,Crows Nest - Rosalie,307021179,Crows Nest - Rosalie,1,Good,Good,0
307021180,Jondaryan,307021180,Jondaryan,1,Good,Good,0
307021181,Millmerran,307021181,Millmerran,1,Good,Good,0
307021182,Pittsworth,307021182,Pittsworth,1,Good,Good,0
307021183,Wambo,307021183,Wambo,1,Good,Good,0
307031184,Clifton - Greenmount,307031184,Clifton - Greenmount,1,Good,Good,0
307031185,Southern Downs - East,110021194,Tenterfield,0.0004501,Good,Good,1
307031185,Southern Downs - East,307031185,Southern Downs - East,0.9995499,Good,Good,0
307031186,Southern Downs - West,110021194,Tenterfield,6.17E-05,Good,Good,1
307031186,Southern Downs - West,307031186,Southern Downs - West,0.9999382,Good,Good,0
307031187,Stanthorpe,307031188,Stanthorpe Surrounds,1.00E-07,Good,Good,1
307031187,Stanthorpe,307031187,Stanthorpe,0.9999999,Good,Good,0
307031188,Stanthorpe Region,110021194,Tenterfield,0.0011385,Good,Good,1
307031188,Stanthorpe Region,307031188,Stanthorpe Surrounds,0.9988615,Good,Good,0
307031189,Warwick,307031189,Warwick,1,Good,Good,0
308011190,Central Highlands - East,308011190,Central Highlands - East,1,Good,Good,0
308011191,Central Highlands - West,308011191,Central Highlands - West,1,Good,Good,0
308011192,Emerald,308011191,Central Highlands - West,1.00E-07,Good,Good,1
308011192,Emerald,308011192,Emerald,0.9999999,Good,Good,0
308031205,Berserker,308031217,Rockhampton City,1.00E-07,Good,Good,1
308031205,Berserker,308031205,Berserker,0.9999998,Good,Good,0
308031206,Bouldercombe,308031206,Bouldercombe,1,Good,Good,0
308031207,Emu Park,,,1.00E-07,Good,Good,5
308031207,Emu Park,308031218,Rockhampton Surrounds - East,1.00E-07,Good,Good,1
308031207,Emu Park,308031207,Emu Park,0.9999999,Good,Good,0
308031208,Frenchville - Mount Archer,308031213,Norman Gardens,1.00E-07,Good,Good,1
308031208,Frenchville - Mount Archer,308031208,Frenchville - Mount Archer,0.9999999,Good,Good,0
308031209,Glenlee - Rockyview,308031209,Glenlee - Rockyview,0.9999999,Good,Good,0
308031210,Gracemere,308031210,Gracemere,0.9999999,Good,Good,0
308031211,Lakes Creek,308031211,Lakes Creek,0.9999999,Good,Good,0
308031212,Mount Morgan,308031212,Mount Morgan,1,Good,Good,0
308031213,Norman Gardens,308031213,Norman Gardens,0.9999999,Good,Good,0
308031214,Park Avenue,308031215,Parkhurst - Kawana,1.00E-07,Good,Good,1
308031214,Park Avenue,308031214,Park Avenue,0.9999998,Good,Good,0
308031215,Parkhurst - Kawana,308031213,Norman Gardens,1.00E-07,Good,Good,1
308031215,Parkhurst - Kawana,308031209,Glenlee - Rockyview,1.00E-07,Good,Good,1
308031215,Parkhurst - Kawana,308031215,Parkhurst - Kawana,0.9999999,Good,Good,0
308031216,Rockhampton - West,308031216,Rockhampton - West,0.9999999,Good,Good,0
308031217,Rockhampton City,308031217,Rockhampton City,0.9999999,Good,Good,0
308031218,Rockhampton Region - East,308031218,Rockhampton Surrounds - East,1,Good,Good,0
308031219,Rockhampton Region - North,308031219,Rockhampton Surrounds - North,1,Good,Good,0
308031220,Rockhampton Region - West,308031220,Rockhampton Surrounds - West,1,Good,Good,0
308031221,Shoalwater Bay,308031221,Shoalwater Bay,1,Good,Good,0
308031222,The Range - Allenstown,308031217,Rockhampton City,1.00E-07,Good,Good,1
308031222,The Range - Allenstown,308031216,Rockhampton - West,1.00E-07,Good,Good,1
308031222,The Range - Allenstown,308031222,The Range - Allenstown,0.9999998,Good,Good,0
308031223,Yeppoon,308031219,Rockhampton Surrounds - North,1.00E-07,Good,Good,1
308031223,Yeppoon,308031223,Yeppoon,0.9999999,Good,Good,0
308041528,Banana,308041528,Banana,1,Good,Good,0
308041529,Biloela,308041528,Banana,2.00E-07,Good,Good,1
308041529,Biloela,308041529,Biloela,0.9999998,Good,Good,0
308051530,Agnes Water - Miriam Vale,308051530,Agnes Water - Miriam Vale,1,Good,Good,0
308051531,Boyne Island - Tannum Sands,308051531,Boyne Island - Tannum Sands,1,Good,Good,0
308051532,Callemondah,,,1.00E-07,Good,Good,5
308051532,Callemondah,308051532,Callemondah,0.9999999,Good,Good,0
308051533,Clinton - New Auckland,308051535,Gladstone Hinterland,1.00E-07,Acceptable,Good,1
308051533,Clinton - New Auckland,308051533,Clinton - New Auckland,0.9999998,Good,Good,0
308051534,Gladstone,,,1.00E-07,Good,Good,5
308051534,Gladstone,308051532,Callemondah,1.00E-07,Good,Good,1
308051534,Gladstone,308051534,Gladstone,0.9999998,Good,Good,0
308051535,Gladstone Hinterland,308051535,Gladstone Hinterland,1,Acceptable,Good,0
308051536,Kin Kora - Sun Valley,308051539,West Gladstone,1.00E-07,Good,Good,1
308051536,Kin Kora - Sun Valley,308051533,Clinton - New Auckland,1.00E-07,Good,Good,1
308051536,Kin Kora - Sun Valley,308051536,Kin Kora - Sun Valley,0.9999998,Good,Good,0
308051537,South Trees,,,1.00E-07,Good,Good,5
308051537,South Trees,308051537,South Trees,0.9999999,Good,Good,0
308051538,Telina - Toolooa,308051538,Telina - Toolooa,0.9999999,Good,Good,0
308051539,West Gladstone,308051534,Gladstone,1.00E-07,Good,Good,1
308051539,West Gladstone,308051536,Kin Kora - Sun Valley,1.00E-07,Good,Good,1
308051539,West Gladstone,308051539,West Gladstone,0.9999998,Good,Good,0
309011224,Broadbeach Waters,309011227,Mermaid Beach - Broadbeach,1.00E-07,Good,Good,1
309011224,Broadbeach Waters,309101562,Surfers Paradise - South,1.00E-07,Poor,Good,1
309011224,Broadbeach Waters,309101268,Bundall,1.00E-07,Good,Good,1
309011224,Broadbeach Waters,309011224,Broadbeach Waters,0.9999998,Good,Good,0
309011225,Burleigh Heads,309011226,Burleigh Waters,1.00E-07,Good,Good,1
309011225,Burleigh Heads,309051245,Reedy Creek - Andrews,1.00E-07,Good,Good,1
309011225,Burleigh Heads,309011225,Burleigh Heads,0.9999998,Good,Good,0
309011226,Burleigh Waters,309011229,Miami,1.00E-07,Good,Good,1
309011226,Burleigh Waters,309011225,Burleigh Heads,1.00E-07,Good,Good,1
309011226,Burleigh Waters,309081262,Varsity Lakes,1.00E-07,Good,Good,1
309011226,Burleigh Waters,309011226,Burleigh Waters,0.9999998,Good,Good,0
309011227,Mermaid Beach - Broadbeach,309011228,Mermaid Waters,1.00E-07,Good,Good,1
309011227,Mermaid Beach - Broadbeach,,,1.00E-07,Good,Good,5
309011227,Mermaid Beach - Broadbeach,309011224,Broadbeach Waters,1.00E-07,Good,Good,1
309011227,Mermaid Beach - Broadbeach,309101562,Surfers Paradise - South,1.00E-07,Poor,Good,1
309011227,Mermaid Beach - Broadbeach,309011227,Mermaid Beach - Broadbeach,0.9999996,Good,Good,0
309011228,Mermaid Waters,309011224,Broadbeach Waters,1.00E-07,Good,Good,1
309011228,Mermaid Waters,309011228,Mermaid Waters,0.9999998,Good,Good,0
309011229,Miami,309011226,Burleigh Waters,1.00E-07,Good,Good,1
309011229,Miami,,,1.00E-07,Good,Good,5
309011229,Miami,309011228,Mermaid Waters,1.00E-07,Good,Good,1
309011229,Miami,309011229,Miami,0.9999996,Good,Good,0
309021230,Coolangatta,,,3.00E-07,Good,Good,5
309021230,Coolangatta,112031254,Tweed Heads,0.0010054,Good,Good,1
309021230,Coolangatta,309021230,Coolangatta,0.9989943,Good,Good,0
309021231,Currumbin - Tugun,,,1.00E-07,Good,Good,5
309021231,Currumbin - Tugun,309021232,Currumbin Waters,2.00E-07,Good,Good,1
309021231,Currumbin - Tugun,112031254,Tweed Heads,4.00E-07,Good,Good,1
309021231,Currumbin - Tugun,309021231,Currumbin - Tugun,0.9999993,Good,Good,0
309021232,Currumbin Waters,309021233,Elanora,1.00E-07,Good,Good,1
309021232,Currumbin Waters,309021231,Currumbin - Tugun,1.00E-07,Good,Good,1
309021232,Currumbin Waters,112031254,Tweed Heads,0.0050454,Good,Good,1
309021232,Currumbin Waters,309021232,Currumbin Waters,0.9949544,Good,Good,0
309021233,Elanora,309051243,Currumbin Valley - Tallebudgera,1.00E-07,Good,Good,1
309021233,Elanora,309021232,Currumbin Waters,1.00E-07,Good,Good,1
309021233,Elanora,309021233,Elanora,0.9999998,Good,Good,0
309021234,Palm Beach,,,1.00E-07,Good,Good,5
309021234,Palm Beach,309021233,Elanora,1.00E-07,Good,Good,1
309021234,Palm Beach,309011225,Burleigh Heads,1.00E-07,Good,Good,1
309021234,Palm Beach,309021234,Palm Beach,0.9999997,Good,Good,0
309031235,Arundel,309071252,Helensvale,1.00E-07,Good,Good,1
309031235,Arundel,309031235,Arundel,0.9999998,Good,Good,0
309031236,Biggera Waters,309031240,Runaway Bay,1.00E-07,Good,Good,1
309031236,Biggera Waters,309031235,Arundel,1.00E-07,Good,Good,1
309031236,Biggera Waters,309031237,Coombabah,1.00E-07,Good,Good,1
309031236,Biggera Waters,309031236,Biggera Waters,0.9999997,Good,Good,0
309031237,Coombabah,,,1.00E-07,Good,Good,5
309031237,Coombabah,309031237,Coombabah,0.9999998,Good,Good,0
309031238,Labrador,309031235,Arundel,1.00E-07,Good,Good,1
309031238,Labrador,309031236,Biggera Waters,1.00E-07,Good,Good,1
309031238,Labrador,309091540,Southport - North,1.00E-07,Good,Good,1
309031238,Labrador,309031238,Labrador,0.9999998,Good,Good,0
309031239,Paradise Point - Hollywell,,,3.00E-07,Good,Good,5
309031239,Paradise Point - Hollywell,309031239,Paradise Point - Hollywell,0.9999996,Poor,Good,0
309031240,Runaway Bay,,,1.00E-07,Good,Good,5
309031240,Runaway Bay,309031240,Runaway Bay,0.9999998,Good,Good,0
309041241,Guanaba - Springbrook,112031252,Murwillumbah Surrounds,0.0004831,Good,Good,1
309041241,Guanaba - Springbrook,309041241,Guanaba - Springbrook,0.9995168,Good,Good,0
309041242,Tamborine - Canungra,112021247,Kyogle,0.0002161,Good,Good,1
309041242,Tamborine - Canungra,112031252,Murwillumbah Surrounds,0.0005833,Good,Good,1
309041242,Tamborine - Canungra,309041242,Tamborine - Canungra,0.9992005,Good,Good,0
309051243,Currumbin Valley - Tallebudgera,112031252,Murwillumbah Surrounds,0.0010384,Good,Good,1
309051243,Currumbin Valley - Tallebudgera,112031254,Tweed Heads,0.0013007,Good,Good,1
309051243,Currumbin Valley - Tallebudgera,309051243,Currumbin Valley - Tallebudgera,0.9976609,Good,Good,0
309051244,Mudgeeraba - Bonogin,309051244,Mudgeeraba - Bonogin,0.9999999,Good,Good,0
309051245,Reedy Creek - Andrews,309011225,Burleigh Heads,1.00E-07,Good,Good,1
309051245,Reedy Creek - Andrews,309051244,Mudgeeraba - Bonogin,1.00E-07,Good,Good,1
309051245,Reedy Creek - Andrews,309051245,Reedy Creek - Andrews,0.9999998,Good,Good,0
309061246,Carrara,309061246,Carrara,0.9999998,Good,Good,0
309061247,Highland Park,309061248,Nerang - Mount Nathan,1.00E-07,Good,Good,1
309061247,Highland Park,309061250,Worongary - Tallai,1.00E-07,Good,Good,1
309061247,Highland Park,309061247,Highland Park,0.9999998,Good,Good,0
309061248,Nerang - Mount Nathan,309061248,Nerang - Mount Nathan,0.9999999,Good,Good,0
309061249,Pacific Pines - Gaven,309071256,Oxenford - Maudsland,1.00E-07,Good,Good,1
309061249,Pacific Pines - Gaven,309061248,Nerang - Mount Nathan,1.00E-07,Good,Good,1
309061249,Pacific Pines - Gaven,309061249,Pacific Pines - Gaven,0.9999999,Good,Good,0
309061250,Worongary - Tallai,309061250,Worongary - Tallai,0.9999999,Good,Good,0
309071251,Coomera,309071555,Pimpama - South,2.00E-07,Poor,Good,1
309071251,Coomera,309071251,Coomera,0.9999997,Good,Good,0
309071252,Helensvale,309071252,Helensvale,0.9999998,Good,Good,0
309071253,Hope Island,,,2.00E-07,Good,Good,5
309071253,Hope Island,309071253,Hope Island,0.9999997,Poor,Good,0
309071254,Jacobs Well - Alberton,309071254,Jacobs Well - Alberton,0.9999999,Good,Good,0
309071255,Ormeau - Yatala,309071552,Ormeau (East) - Stapylton,0.3548494,Poor,Good,0
309071255,Ormeau - Yatala,309071553,Ormeau (West) - Yatala,0.6451505,Poor,Good,0
309071256,Oxenford - Maudsland,309071256,Oxenford - Maudsland,0.9999999,Good,Good,0
309071257,Pimpama,309071251,Coomera,4.00E-07,Good,Good,1
309071257,Pimpama,309071555,Pimpama - South,0.1075662,Poor,Good,0
309071257,Pimpama,309071558,Willow Vale - Pimpama (West),0.1101108,Poor,Good,0
309071257,Pimpama,309071554,Pimpama - North,0.7823226,Acceptable,Good,0
309071258,Upper Coomera - Willow Vale,309071557,Upper Coomera - North,0.123979,Poor,Good,0
309071258,Upper Coomera - Willow Vale,309071558,Willow Vale - Pimpama (West),0.3289133,Poor,Good,0
309071258,Upper Coomera - Willow Vale,309071556,Upper Coomera (South) - Wongawallan,0.5471076,Poor,Good,0
309081259,Clear Island Waters,309081260,Merrimac,1.00E-07,Good,Good,1
309081259,Clear Island Waters,309011228,Mermaid Waters,1.00E-07,Good,Good,1
309081259,Clear Island Waters,309011224,Broadbeach Waters,1.00E-07,Good,Good,1
309081259,Clear Island Waters,309081259,Clear Island Waters,0.9999998,Good,Good,0
309081260,Merrimac,309061246,Carrara,1.00E-07,Good,Good,1
309081260,Merrimac,309081560,Robina - West,1.00E-07,Poor,Good,1
309081260,Merrimac,309081260,Merrimac,0.9999998,Good,Good,0
309081261,Robina,309081560,Robina - West,0.4433933,Poor,Good,0
309081261,Robina,309081559,Robina - East,0.5566066,Poor,Good,0
309081262,Varsity Lakes,309081559,Robina - East,2.00E-07,Poor,Good,1
309081262,Varsity Lakes,309081262,Varsity Lakes,0.9999998,Good,Good,0
309091263,Ashmore,309101267,Benowa,1.00E-07,Good,Good,1
309091263,Ashmore,309091264,Molendinar,1.00E-07,Good,Good,1
309091263,Ashmore,309091263,Ashmore,0.9999997,Good,Good,0
309091264,Molendinar,309091265,Parkwood,1.00E-07,Good,Good,1
309091264,Molendinar,309091264,Molendinar,0.9999999,Good,Good,0
309091265,Parkwood,309031235,Arundel,2.00E-07,Good,Good,1
309091265,Parkwood,309091265,Parkwood,0.9999998,Good,Good,0
309091540,Southport - North,,,4.50E-06,Good,Good,5
309091540,Southport - North,309091540,Southport - North,0.9999954,Good,Good,0
309091541,Southport - South,309091263,Ashmore,1.00E-07,Good,Good,1
309091541,Southport - South,309091540,Southport - North,1.00E-07,Good,Good,1
309091541,Southport - South,309091541,Southport - South,0.9999998,Good,Good,0
309101267,Benowa,309061246,Carrara,1.00E-07,Good,Good,1
309101267,Benowa,309091263,Ashmore,1.00E-07,Good,Good,1
309101267,Benowa,309101267,Benowa,0.9999998,Good,Good,0
309101268,Bundall,309011224,Broadbeach Waters,1.00E-07,Good,Good,1
309101268,Bundall,309091541,Southport - South,1.00E-07,Good,Good,1
309101268,Bundall,309101267,Benowa,1.00E-07,Good,Good,1
309101268,Bundall,309101268,Bundall,0.9999997,Good,Good,0
309101269,Main Beach,,,0.0296849,Good,Good,3
309101269,Main Beach,309101269,Main Beach,0.9703151,Acceptable,Good,0
309101270,Surfers Paradise,,,2.00E-07,Good,Good,5
309101270,Surfers Paradise,309101561,Surfers Paradise - North,0.4239144,Poor,Good,0
309101270,Surfers Paradise,309101562,Surfers Paradise - South,0.5760853,Poor,Good,0
310011271,Darra - Sumner,304011084,Seventeen Mile Rocks - Sinnamon Park,1.00E-07,Good,Good,1
310011271,Darra - Sumner,304011082,Middle Park - Jamboree Heights,1.00E-07,Good,Good,1
310011271,Darra - Sumner,310011275,Oxley (Qld),1.00E-07,Good,Good,1
310011271,Darra - Sumner,310011276,Wacol,1.00E-07,Good,Good,1
310011271,Darra - Sumner,310011271,Darra - Sumner,0.9999997,Good,Good,0
310011272,Durack,303051074,Pallara - Willawong,1.00E-07,Good,Good,1
310011272,Durack,310011274,Inala - Richlands,1.00E-07,Good,Good,1
310011272,Durack,310011563,Doolandella,1.00E-07,Poor,Good,1
310011272,Durack,310011272,Durack,0.9999996,Good,Good,0
310011273,Forest Lake - Doolandella,310011274,Inala - Richlands,1.00E-07,Good,Good,1
310011273,Forest Lake - Doolandella,310011563,Doolandella,0.2679635,Poor,Good,0
310011273,Forest Lake - Doolandella,310011564,Forest Lake - Ellen Grove,0.7320363,Poor,Good,0
310011274,Inala - Richlands,310011564,Forest Lake - Ellen Grove,1.00E-07,Poor,Good,1
310011274,Inala - Richlands,310011274,Inala - Richlands,0.9999998,Good,Good,0
310011275,Oxley (Qld),303051076,Rocklea - Acacia Ridge,1.00E-07,Good,Good,1
310011275,Oxley (Qld),310011275,Oxley (Qld),0.9999998,Good,Good,0
310011276,Wacol,310011276,Wacol,0.9999999,Good,Good,0
310021277,Boonah,112021247,Kyogle,0.0001151,Good,Good,1
310021277,Boonah,110021194,Tenterfield,0.000158,Good,Good,1
310021277,Boonah,310021277,Boonah,0.9997269,Good,Good,0
