LGA_CODE_2006,LGA_NAME_2006,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
11050,Boorowa (A),13910,Hilltops,1,Good,Good,0
11100,Botany Bay (C),10500,Bayside (NSW),0.9999997,Good,Good,0
11100,Botany Bay (C),,,3.00E-07,Poor,Good,5
11150,Bourke (A),11150,Bourke,1,Good,Good,0
11200,Brewarrina (A),11200,Brewarrina,1,Good,Good,0
11250,Broken Hill (C),11250,Broken Hill,1,Good,Good,0
11300,Burwood (A),11300,Burwood,0.9979779,Good,Good,0
11300,Burwood (A),11520,Canada Bay,0.0020221,Good,Good,1
11350,Byron (A),14850,Lismore,0.0012409,Good,Good,1
11350,Byron (A),17550,Tweed,0.0002054,Good,Good,1
11350,Byron (A),10250,Ballina,0.0004494,Good,Good,1
11350,Byron (A),11350,Byron,0.9981043,Good,Good,0
11400,Cabonne (A),11400,Cabonne,0.9990719,Good,Good,0
11400,Cabonne (A),12390,Dubbo Regional,0.0005957,Good,Good,1
11400,Cabonne (A),16150,Orange,0.0003324,Good,Good,1
11450,Camden (A),11450,Camden,0.9992759,Good,Good,0
11450,Camden (A),11500,Campbelltown (NSW),0.0002576,Good,Good,1
11450,Camden (A),18400,Wollondilly,0.0004665,Good,Good,1
11500,Campbelltown (C),11500,Campbelltown (NSW),0.9993337,Good,Good,0
11500,Campbelltown (C),11450,Camden,0.0006215,Good,Good,1
11500,Campbelltown (C),18400,Wollondilly,4.48E-05,Good,Good,1
11520,Canada Bay (A),11520,Canada Bay,1,Good,Good,0
11550,Canterbury (C),10500,Bayside (NSW),0.000627,Good,Good,1
11550,Canterbury (C),11570,Canterbury-Bankstown,0.9980962,Good,Good,0
11550,Canterbury (C),12930,Georges River,0.0012768,Good,Good,1
11600,Carrathool (A),11600,Carrathool,1,Good,Good,0
11700,Central Darling (A),11700,Central Darling,1,Good,Good,0
11720,Cessnock (C),11720,Cessnock,1,Good,Good,0
11730,Clarence Valley (A),,,5.56E-05,Poor,Good,5
11730,Clarence Valley (A),11730,Clarence Valley,0.9999444,Good,Good,0
11750,Cobar (A),11750,Cobar,0.9792582,Good,Good,0
11750,Cobar (A),14600,Lachlan,0.0207418,Good,Good,0
11800,Coffs Harbour (C),,,0.0003224,Poor,Good,5
11800,Coffs Harbour (C),11800,Coffs Harbour,0.9996776,Good,Good,0
11860,Conargo (A),12730,Edward River,1,Good,Good,0
12000,Coolamon (A),12000,Coolamon,1,Good,Good,0
12050,Cooma-Monaro (A),17040,Snowy Monaro Regional,0.996799,Good,Good,0
12050,Cooma-Monaro (A),16490,Queanbeyan-Palerang Regional,0.003201,Good,Good,1
12150,Coonamble (A),12150,Coonamble,1,Good,Good,0
12200,Cootamundra (A),12160,Cootamundra-Gundagai Regional,1,Good,Good,0
12300,Corowa Shire (A),12870,Federation,0.9994273,Good,Good,0
12300,Corowa Shire (A),13340,Greater Hume Shire,0.0005727,Good,Good,1
12350,Cowra (A),12350,Cowra,1,Good,Good,0
12500,Deniliquin (A),12730,Edward River,1,Good,Good,0
12600,Dubbo (C),12390,Dubbo Regional,0.9997191,Good,Good,0
12600,Dubbo (C),12950,Gilgandra,0.0002809,Good,Good,1
12700,Dungog (A),12700,Dungog,1,Good,Good,0
12750,Eurobodalla (A),12750,Eurobodalla,0.9998275,Good,Good,0
12750,Eurobodalla (A),,,0.0001725,Poor,Good,5
12850,Fairfield (C),12380,Cumberland,0.0015018,Acceptable,Good,1
12850,Fairfield (C),12850,Fairfield,0.9980741,Good,Good,0
12850,Fairfield (C),14900,Liverpool,0.0004242,Good,Good,1
12900,Forbes (A),18100,Weddin,0.0004766,Good,Good,1
12900,Forbes (A),12900,Forbes,0.9995234,Good,Good,0
12950,Gilgandra (A),12950,Gilgandra,1,Good,Good,0
13010,Glen Innes Severn (A),13010,Glen Innes Severn,1,Good,Good,0
13050,Gloucester (A),15240,Mid-Coast,1,Good,Good,0
13100,Gosford (C),,,0.0001458,Poor,Good,5
13100,Gosford (C),11650,Central Coast (NSW),0.9998542,Good,Good,0
13310,Goulburn Mulwaree (A),16490,Queanbeyan-Palerang Regional,0.0017037,Good,Good,1
13310,Goulburn Mulwaree (A),13310,Goulburn Mulwaree,0.9953646,Good,Good,0
13310,Goulburn Mulwaree (A),17640,Upper Lachlan Shire,0.0029317,Good,Good,1
13350,Greater Taree (C),15240,Mid-Coast,1,Good,Good,0
13370,Greater Hume Shire (A),12870,Federation,0.0005562,Good,Good,1
13370,Greater Hume Shire (A),13340,Greater Hume Shire,0.9994438,Good,Good,0
13400,Great Lakes (A),15240,Mid-Coast,1,Good,Good,0
13450,Griffith (C),11600,Carrathool,0.000438,Good,Good,1
13450,Griffith (C),13450,Griffith,0.999562,Good,Good,0
13500,Gundagai (A),12160,Cootamundra-Gundagai Regional,1,Good,Good,0
13550,Gunnedah (A),14920,Liverpool Plains,0.0003022,Good,Good,1
13550,Gunnedah (A),13550,Gunnedah,0.9996978,Good,Good,0
13650,Guyra (A),10180,Armidale Regional,0.7497483,Good,Good,0
13650,Guyra (A),14220,Inverell,0.2502517,Good,Good,0
13660,Gwydir (A),17310,Tamworth Regional,0.0070337,Good,Good,1
13660,Gwydir (A),13660,Gwydir,0.9929663,Good,Good,0
13700,Harden (A),13910,Hilltops,1,Good,Good,0
13750,Hastings (A),16380,Port Macquarie-Hastings,0.9998891,Good,Good,0
13750,Hastings (A),15240,Mid-Coast,0.0001109,Good,Good,1
13800,Hawkesbury (C),13800,Hawkesbury,0.9998413,Good,Good,0
13800,Hawkesbury (C),16350,Penrith,0.0001587,Good,Good,1
13850,Hay (A),13850,Hay,1,Good,Good,0
13950,Holroyd (C),12380,Cumberland,0.9631587,Acceptable,Good,0
13950,Holroyd (C),16260,Parramatta,0.0365589,Poor,Good,0
13950,Holroyd (C),12850,Fairfield,0.0002824,Good,Good,1
14000,Hornsby (A),16260,Parramatta,0.120652,Poor,Good,0
14000,Hornsby (A),16700,Ryde,0.0003204,Good,Good,1
14000,Hornsby (A),,,1.00E-07,Poor,Good,5
14000,Hornsby (A),14000,Hornsby,0.8790275,Acceptable,Good,0
14100,Hunter's Hill (A),14100,Hunters Hill,1,Good,Good,0
14150,Hurstville (C),12930,Georges River,0.9999995,Good,Good,0
14150,Hurstville (C),,,5.00E-07,Poor,Good,5
14200,Inverell (A),14220,Inverell,1,Good,Good,0
14250,Jerilderie (A),15560,Murrumbidgee,1,Good,Good,0
14300,Junee (A),14300,Junee,1,Good,Good,0
14350,Kempsey (A),14350,Kempsey,1,Good,Good,0
14400,Kiama (A),14400,Kiama,1,Good,Good,0
14450,Kogarah (A),12930,Georges River,0.9988181,Good,Good,0
14450,Kogarah (A),,,0.0011819,Poor,Good,5
14500,Ku-ring-gai (A),14500,Ku-ring-gai,1,Good,Good,0
14550,Kyogle (A),14550,Kyogle,0.9986764,Good,Good,0
14550,Kyogle (A),14850,Lismore,0.0013236,Good,Good,1
14600,Lachlan (A),14600,Lachlan,1,Good,Good,0
14650,Lake Macquarie (C),14650,Lake Macquarie,0.9998959,Good,Good,0
14650,Lake Macquarie (C),15900,Newcastle,0.000104,Good,Good,1
14650,Lake Macquarie (C),,,1.00E-07,Poor,Good,5
14700,Lane Cove (A),14700,Lane Cove,0.9990364,Good,Good,0
14700,Lane Cove (A),15950,North Sydney,0.0009636,Good,Good,1
14750,Leeton (A),14750,Leeton,1,Good,Good,0
14800,Leichhardt (A),14170,Inner West,1,Good,Good,0
14850,Lismore (C),10250,Ballina,0.0003272,Good,Good,1
14850,Lismore (C),14850,Lismore,0.9996728,Good,Good,0
14870,Lithgow (C),14870,Lithgow,0.9996345,Good,Good,0
14870,Lithgow (C),15270,Mid-Western Regional,0.0003655,Good,Good,1
14900,Liverpool (C),14900,Liverpool,0.9999777,Good,Good,0
14900,Liverpool (C),11500,Campbelltown (NSW),2.23E-05,Good,Good,1
14920,Liverpool Plains (A),14920,Liverpool Plains,1,Good,Good,0
14950,Lockhart (A),14950,Lockhart,1,Good,Good,0
15050,Maitland (C),15050,Maitland,1,Good,Good,0
15150,Manly (A),15990,Northern Beaches,1,Good,Good,0
15200,Marrickville (A),14170,Inner West,0.9985814,Good,Good,0
15200,Marrickville (A),11570,Canterbury-Bankstown,0.0005752,Good,Good,1
15200,Marrickville (A),10500,Bayside (NSW),0.0008434,Good,Good,1
15270,Mid-Western Regional (A),17620,Upper Hunter Shire,0.000351,Good,Good,1
15270,Mid-Western Regional (A),15270,Mid-Western Regional,0.9993971,Good,Good,0
15270,Mid-Western Regional (A),14870,Lithgow,0.0002519,Good,Good,1
15300,Moree Plains (A),15300,Moree Plains,0.9997519,Good,Good,0
15300,Moree Plains (A),13660,Gwydir,0.0002481,Good,Good,1
15350,Mosman (A),15350,Mosman,1,Good,Good,0
15500,Murray (A),15520,Murray River,1,Good,Good,0
15550,Murrumbidgee (A),15560,Murrumbidgee,1,Good,Good,0
15650,Muswellbrook (A),17620,Upper Hunter Shire,0.0007707,Good,Good,1
15650,Muswellbrook (A),15650,Muswellbrook,0.9992293,Good,Good,0
15700,Nambucca (A),15700,Nambucca Valley,1,Good,Good,0
15750,Narrabri (A),15750,Narrabri,0.9997034,Good,Good,0
15750,Narrabri (A),18020,Warrumbungle Shire,0.0002966,Good,Good,1
15800,Narrandera (A),15800,Narrandera,1,Good,Good,0
15850,Narromine (A),15850,Narromine,1,Good,Good,0
15900,Newcastle (C),14650,Lake Macquarie,0.000224,Good,Good,1
15900,Newcastle (C),,,0.0009611,Poor,Good,5
15900,Newcastle (C),15900,Newcastle,0.9988149,Good,Good,0
15950,North Sydney (A),,,0.0023487,Poor,Good,5
15950,North Sydney (A),15950,North Sydney,0.9976513,Good,Good,0
16100,Oberon (A),10470,Bathurst Regional,0.0015862,Good,Good,1
16100,Oberon (A),16100,Oberon,0.9984138,Good,Good,0
16150,Orange (C),10850,Blayney,0.0003214,Good,Good,1
16150,Orange (C),16150,Orange,0.9996786,Good,Good,0
16180,Palerang (A),12750,Eurobodalla,0.0002488,Good,Good,1
16180,Palerang (A),13310,Goulburn Mulwaree,0.0018148,Good,Good,1
16180,Palerang (A),16490,Queanbeyan-Palerang Regional,0.9949286,Good,Good,0
16180,Palerang (A),17040,Snowy Monaro Regional,0.0023877,Good,Good,1
16180,Palerang (A),17640,Upper Lachlan Shire,0.0006201,Good,Good,1
16200,Parkes (A),16200,Parkes,1,Good,Good,0
16250,Parramatta (C),12380,Cumberland,0.2122999,Acceptable,Good,0
16250,Parramatta (C),16260,Parramatta,0.7873369,Poor,Good,0
16250,Parramatta (C),17420,The Hills Shire,0.0003632,Acceptable,Good,1
16350,Penrith (C),10750,Blacktown,0.0011306,Good,Good,1
16350,Penrith (C),16350,Penrith,0.9988694,Good,Good,0
16370,Pittwater (A),,,2.00E-07,Poor,Good,5
16370,Pittwater (A),15990,Northern Beaches,0.9999998,Good,Good,0
16400,Port Stephens (A),,,3.00E-07,Poor,Good,5
16400,Port Stephens (A),16400,Port Stephens,0.9999997,Good,Good,0
16470,Queanbeyan (C),16490,Queanbeyan-Palerang Regional,1,Good,Good,0
16550,Randwick (C),16550,Randwick,1,Good,Good,0
16610,Richmond Valley (A),16610,Richmond Valley,1,Good,Good,0
16650,Rockdale (C),,,1.00E-07,Poor,Good,5
16650,Rockdale (C),10500,Bayside (NSW),0.9994892,Good,Good,0
16650,Rockdale (C),12930,Georges River,0.0005107,Good,Good,1
16700,Ryde (C),,,2.00E-07,Poor,Good,5
16700,Ryde (C),16700,Ryde,0.9999998,Good,Good,0
16900,Shellharbour (C),,,2.00E-07,Poor,Good,5
16900,Shellharbour (C),16900,Shellharbour,0.9999998,Good,Good,0
16950,Shoalhaven (C),16950,Shoalhaven,0.999886,Good,Good,0
16950,Shoalhaven (C),12750,Eurobodalla,0.000114,Good,Good,1
17000,Singleton (A),17000,Singleton,1,Good,Good,0
17050,Snowy River (A),17040,Snowy Monaro Regional,1,Good,Good,0
17100,Strathfield (A),11570,Canterbury-Bankstown,0.000854,Good,Good,1
17100,Strathfield (A),17100,Strathfield,0.9977959,Good,Good,0
17100,Strathfield (A),16260,Parramatta,0.0008367,Poor,Good,1
17100,Strathfield (A),12380,Cumberland,0.0005133,Acceptable,Good,1
17150,Sutherland Shire (A),17150,Sutherland Shire,0.9999997,Good,Good,0
17150,Sutherland Shire (A),,,3.00E-07,Poor,Good,5
17200,Sydney (C),19399,Unincorporated NSW,0.0006798,Acceptable,Good,1
17200,Sydney (C),17200,Sydney,0.9993201,Good,Good,0
17200,Sydney (C),,,1.00E-07,Poor,Good,5
17310,Tamworth Regional (A),17310,Tamworth Regional,1,Good,Good,0
17350,Temora (A),17350,Temora,1,Good,Good,0
17400,Tenterfield (A),17400,Tenterfield,1,Good,Good,0
17450,Tumbarumba (A),13340,Greater Hume Shire,0.0022669,Good,Good,1
17450,Tumbarumba (A),17080,Snowy Valleys,0.9977331,Good,Good,0
17500,Tumut Shire (A),17080,Snowy Valleys,1,Good,Good,0
17550,Tweed (A),,,4.00E-07,Poor,Good,5
17550,Tweed (A),17550,Tweed,0.9999996,Good,Good,0
17620,Upper Hunter Shire (A),17620,Upper Hunter Shire,0.9994402,Good,Good,0
17620,Upper Hunter Shire (A),15650,Muswellbrook,0.0005598,Good,Good,1
17640,Upper Lachlan (A),18710,Yass Valley,0.0021547,Good,Good,1
17640,Upper Lachlan (A),17640,Upper Lachlan Shire,0.9925174,Good,Good,0
17640,Upper Lachlan (A),13310,Goulburn Mulwaree,0.0053279,Good,Good,1
17650,Uralla (A),17650,Uralla,1,Good,Good,0
17700,Urana (A),15560,Murrumbidgee,0.0021185,Good,Good,1
17700,Urana (A),14950,Lockhart,0.002051,Good,Good,1
17700,Urana (A),12870,Federation,0.9958305,Good,Good,0
17750,Wagga Wagga (C),17750,Wagga Wagga,1,Good,Good,0
17800,Wakool (A),15520,Murray River,1,Good,Good,0
17850,Walcha (A),17850,Walcha,1,Good,Good,0
17900,Walgett (A),17900,Walgett,1,Good,Good,0
17950,Warren (A),17950,Warren,1,Good,Good,0
18000,Warringah (A),15990,Northern Beaches,0.9999998,Good,Good,0
18000,Warringah (A),,,2.00E-07,Poor,Good,5
18020,Warrumbungle Shire (A),17620,Upper Hunter Shire,0.0003833,Good,Good,1
18020,Warrumbungle Shire (A),18020,Warrumbungle Shire,0.9996167,Good,Good,0
18050,Waverley (A),18050,Waverley,1,Good,Good,0
18100,Weddin (A),13910,Hilltops,0.0011989,Good,Good,1
18100,Weddin (A),18100,Weddin,0.9988011,Good,Good,0
18150,Wellington (A),12390,Dubbo Regional,1,Good,Good,0
18200,Wentworth (A),10300,Balranald,0.0019613,Good,Good,1
18200,Wentworth (A),18200,Wentworth,0.9980387,Good,Good,0
18250,Willoughby (C),15950,North Sydney,0.0013881,Good,Good,1
18250,Willoughby (C),18250,Willoughby,0.9981358,Good,Good,0
18250,Willoughby (C),,,0.0004761,Poor,Good,5
18350,Wingecarribee (A),18350,Wingecarribee,1,Good,Good,0
18400,Wollondilly (A),18400,Wollondilly,1,Good,Good,0
18450,Wollongong (C),18450,Wollongong,0.9999999,Good,Good,0
18450,Wollongong (C),,,1.00E-07,Poor,Good,5
18500,Woollahra (A),18500,Woollahra,0.9994022,Good,Good,0
18500,Woollahra (A),19399,Unincorporated NSW,0.0005978,Acceptable,Good,1
18550,Wyong (A),11650,Central Coast (NSW),0.9997388,Good,Good,0
18550,Wyong (A),,,0.0002612,Poor,Good,5
18710,Yass Valley (A),17640,Upper Lachlan Shire,0.0007093,Good,Good,1
18710,Yass Valley (A),18710,Yass Valley,0.9992907,Good,Good,0
18750,Young (A),13910,Hilltops,1,Good,Good,0
19399,Unincorporated NSW,11700,Central Darling,0.0010746,Good,Good,1
19399,Unincorporated NSW,19399,Unincorporated NSW,0.9989254,Acceptable,Good,0
19499,No usual address (NSW),19499,No usual address (NSW),1,Good,Good,0
19799,Migratory - Offshore - Shipping (NSW),19799,Migratory - Offshore - Shipping (NSW),1,Good,Good,0
20110,Alpine (S),20110,Alpine,1,Good,Good,0
20260,Ararat (RC),25810,Northern Grampians,0.0003812,Good,Good,1
20260,Ararat (RC),20260,Ararat,0.9996188,Good,Good,0
20570,Ballarat (C),20570,Ballarat,0.9997575,Good,Good,0
20570,Ballarat (C),22490,Golden Plains,0.0002425,Good,Good,1
20660,Banyule (C),20660,Banyule,1,Good,Good,0
20740,Bass Coast (S),20740,Bass Coast,0.9996243,Good,Good,0
20740,Bass Coast (S),26170,South Gippsland,0.0003757,Good,Good,1
20830,Baw Baw (S),20830,Baw Baw,0.9998294,Good,Good,0
20830,Baw Baw (S),23810,Latrobe (Vic.),0.0001706,Good,Good,1
20910,Bayside (C),20910,Bayside (Vic.),0.9996146,Good,Good,0
20910,Bayside (C),,,0.0003854,Poor,Good,5
21010,Benalla (RC),21010,Benalla,1,Good,Good,0
21110,Boroondara (C),21110,Boroondara,1,Good,Good,0
21180,Brimbank (C),21180,Brimbank,1,Good,Good,0
21270,Buloke (S),21270,Buloke,0.9976194,Good,Good,0
21270,Buloke (S),22250,Gannawarra,0.0003393,Good,Good,1
21270,Buloke (S),25810,Northern Grampians,0.0004874,Good,Good,1
21270,Buloke (S),27630,Yarriambiack,0.0015539,Good,Good,1
21370,Campaspe (S),21370,Campaspe,1,Good,Good,0
21450,Cardinia (S),21450,Cardinia,0.9998685,Good,Good,0
21450,Cardinia (S),21610,Casey,0.0001315,Good,Good,1
21610,Casey (C),21610,Casey,0.9999513,Good,Good,0
21610,Casey (C),21450,Cardinia,4.86E-05,Good,Good,1
21670,Central Goldfields (S),21670,Central Goldfields,0.9994133,Good,Good,0
21670,Central Goldfields (S),22910,Hepburn,0.0005867,Good,Good,1
21750,Colac-Otway (S),21750,Colac Otway,1,Good,Good,0
21830,Corangamite (S),21830,Corangamite,1,Good,Good,0
21890,Darebin (C),21890,Darebin,1,Good,Good,0
22110,East Gippsland (S),29399,Unincorporated Vic,9.21E-05,Good,Good,1
22110,East Gippsland (S),22110,East Gippsland,0.9999079,Good,Good,0
22170,Frankston (C),22170,Frankston,1,Good,Good,0
22250,Gannawarra (S),22250,Gannawarra,1,Good,Good,0
22310,Glen Eira (C),22310,Glen Eira,1,Good,Good,0
22410,Glenelg (S),22410,Glenelg,1,Good,Good,0
22490,Golden Plains (S),22490,Golden Plains,0.9994547,Good,Good,0
22490,Golden Plains (S),22750,Greater Geelong,0.0005453,Good,Good,1
22620,Greater Bendigo (C),23940,Loddon,0.0003763,Good,Good,1
22620,Greater Bendigo (C),22620,Greater Bendigo,0.9994272,Good,Good,0
22620,Greater Bendigo (C),21370,Campaspe,0.0001965,Good,Good,1
22670,Greater Dandenong (C),23670,Knox,0.0003702,Good,Good,1
22670,Greater Dandenong (C),22670,Greater Dandenong,0.9996298,Good,Good,0
22750,Greater Geelong (C),22750,Greater Geelong,1,Good,Good,0
22830,Greater Shepparton (C),22830,Greater Shepparton,0.9995722,Good,Good,0
22830,Greater Shepparton (C),21370,Campaspe,0.0004278,Good,Good,1
22910,Hepburn (S),22910,Hepburn,0.9989692,Good,Good,0
22910,Hepburn (S),20570,Ballarat,0.0010308,Good,Good,1
22980,Hindmarsh (S),22980,Hindmarsh,0.9983727,Good,Good,0
22980,Hindmarsh (S),23190,Horsham,0.000807,Good,Good,1
22980,Hindmarsh (S),26890,West Wimmera,0.0008202,Good,Good,1
23110,Hobsons Bay (C),23110,Hobsons Bay,0.9995533,Good,Good,0
23110,Hobsons Bay (C),27260,Wyndham,0.0004467,Good,Good,1
23190,Horsham (RC),23190,Horsham,1,Good,Good,0
23270,Hume (C),23270,Hume,1,Good,Good,0
23350,Indigo (S),26700,Wangaratta,0.0014887,Good,Good,1
23350,Indigo (S),23350,Indigo,0.9985113,Good,Good,0
23430,Kingston (C),23430,Kingston (Vic.),1,Good,Good,0
23670,Knox (C),23670,Knox,1,Good,Good,0
23810,Latrobe (C),23810,Latrobe (Vic.),0.9998985,Good,Good,0
23810,Latrobe (C),20830,Baw Baw,0.0001015,Good,Good,1
23940,Loddon (S),23940,Loddon,1,Good,Good,0
24130,Macedon Ranges (S),24130,Macedon Ranges,1,Good,Good,0
24210,Manningham (C),21110,Boroondara,0.005086,Good,Good,1
24210,Manningham (C),26980,Whitehorse,0.000376,Good,Good,1
24210,Manningham (C),24210,Manningham,0.9945381,Good,Good,0
24250,Mansfield (S),24250,Mansfield,1,Good,Good,0
24330,Maribyrnong (C),24330,Maribyrnong,1,Good,Good,0
24410,Maroondah (C),24410,Maroondah,1,Good,Good,0
24600,Melbourne (C),24600,Melbourne,1,Good,Good,0
24650,Melton (S),24650,Melton,1,Good,Good,0
24780,Mildura (RC),24780,Mildura,1,Good,Good,0
24850,Mitchell (S),24850,Mitchell,1,Good,Good,0
24900,Moira (S),24900,Moira,1,Good,Good,0
24970,Monash (C),23670,Knox,0.0003469,Good,Good,1
24970,Monash (C),24970,Monash,0.9996531,Good,Good,0
25060,Moonee Valley (C),24600,Melbourne,0.0434286,Good,Good,0
25060,Moonee Valley (C),25060,Moonee Valley,0.9565714,Good,Good,0
25150,Moorabool (S),25150,Moorabool,1,Good,Good,0
25250,Moreland (C),25250,Moreland,0.9995473,Good,Good,0
25250,Moreland (C),24600,Melbourne,0.0002539,Good,Good,1
25250,Moreland (C),25060,Moonee Valley,0.0001989,Good,Good,1
25340,Mornington Peninsula (S),,,4.54E-05,Poor,Good,5
25340,Mornington Peninsula (S),29399,Unincorporated Vic,0.0001115,Good,Good,1
25340,Mornington Peninsula (S),25340,Mornington Peninsula,0.9998431,Good,Good,0
25430,Mount Alexander (S),25430,Mount Alexander,1,Good,Good,0
25490,Moyne (S),25490,Moyne,1,Good,Good,0
25620,Murrindindi (S),29399,Unincorporated Vic,7.00E-07,Good,Good,1
25620,Murrindindi (S),25620,Murrindindi,0.9993335,Good,Good,0
25620,Murrindindi (S),24850,Mitchell,0.0006658,Good,Good,1
25710,Nillumbik (S),25710,Nillumbik,0.9997563,Good,Good,0
25710,Nillumbik (S),27450,Yarra Ranges,0.0002437,Good,Good,1
25810,Northern Grampians (S),23190,Horsham,8.55E-05,Good,Good,1
25810,Northern Grampians (S),25810,Northern Grampians,0.9999145,Good,Good,0
25900,Port Phillip (C),24600,Melbourne,3.40E-06,Good,Good,1
25900,Port Phillip (C),25900,Port Phillip,0.9999966,Good,Good,0
25990,Pyrenees (S),25990,Pyrenees,1,Good,Good,0
26080,Queenscliffe (B),,,0.0038767,Poor,Good,5
26080,Queenscliffe (B),26080,Queenscliffe,0.9961233,Good,Good,0
26170,South Gippsland (S),26170,South Gippsland,0.9991922,Good,Good,0
26170,South Gippsland (S),26810,Wellington,0.0003341,Good,Good,1
26170,South Gippsland (S),20740,Bass Coast,0.0004738,Good,Good,1
26260,Southern Grampians (S),25810,Northern Grampians,0.0004532,Good,Good,1
26260,Southern Grampians (S),26260,Southern Grampians,0.9995468,Good,Good,0
26350,Stonnington (C),26350,Stonnington,0.9995672,Good,Good,0
26350,Stonnington (C),27350,Yarra,0.0004328,Good,Good,1
26430,Strathbogie (S),26430,Strathbogie,1,Good,Good,0
26490,Surf Coast (S),26490,Surf Coast,1,Good,Good,0
26610,Swan Hill (RC),22250,Gannawarra,0.0006963,Good,Good,1
26610,Swan Hill (RC),26610,Swan Hill,0.9993037,Good,Good,0
26670,Towong (S),26670,Towong,1,Good,Good,0
26700,Wangaratta (RC),26700,Wangaratta,1,Good,Good,0
26730,Warrnambool (C),26730,Warrnambool,1,Good,Good,0
26810,Wellington (S),22110,East Gippsland,0.0001502,Good,Good,1
26810,Wellington (S),23810,Latrobe (Vic.),0.0002705,Good,Good,1
26810,Wellington (S),26810,Wellington,0.9995793,Good,Good,0
26890,West Wimmera (S),23190,Horsham,0.0005265,Good,Good,1
26890,West Wimmera (S),26890,West Wimmera,0.9983889,Good,Good,0
26890,West Wimmera (S),26260,Southern Grampians,0.0010846,Good,Good,1
26980,Whitehorse (C),26980,Whitehorse,1,Good,Good,0
27070,Whittlesea (C),27070,Whittlesea,1,Good,Good,0
27170,Wodonga (RC),27170,Wodonga,1,Good,Good,0
27260,Wyndham (C),27260,Wyndham,1,Good,Good,0
27350,Yarra (C),27350,Yarra,1,Good,Good,0
27450,Yarra Ranges (S),27450,Yarra Ranges,0.9999126,Good,Good,0
27450,Yarra Ranges (S),21450,Cardinia,8.74E-05,Good,Good,1
27630,Yarriambiack (S),27630,Yarriambiack,0.9993607,Good,Good,0
27630,Yarriambiack (S),22980,Hindmarsh,0.0006393,Good,Good,1
29399,Unincorporated Vic,29399,Unincorporated Vic,1,Good,Good,0
29499,No usual address (Vic.),29499,No usual address (Vic.),1,Good,Good,0
29799,Migratory - Offshore - Shipping (Vic.),29799,Migratory - Offshore - Shipping (Vic.),1,Good,Good,0
30150,Aramac (S),32310,Charters Towers,0.0033061,Good,Good,1
30150,Aramac (S),34710,Longreach,0.0016532,Good,Good,1
30150,Aramac (S),30410,Barcaldine,0.9950407,Good,Good,0
30200,Atherton (S),34880,Mareeba,0.0007016,Good,Good,1
