SA2_MAINCODE_2016,SA2_NAME_2016,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
204021067,Wangaratta Region,223,Indi,1,Good,Good,0
204031068,Beechworth,223,Indi,1,Good,Good,0
204031069,Bright - Mount Beauty,223,Indi,1,Good,Good,0
204031070,Chiltern - Indigo Valley,223,Indi,1,Good,Good,0
204031071,Myrtleford,223,Indi,1,Good,Good,0
204031072,Towong,223,Indi,1,Good,Good,0
204031073,West Wodonga,223,Indi,1,Good,Good,0
204031074,Wodonga,223,Indi,1,Good,Good,0
204031075,Yackandandah,223,Indi,1,Good,Good,0
205011076,Drouin,235,Monash,1,Good,Good,0
205011077,Mount Baw Baw Region,235,Monash,1,Good,Good,0
205011078,Trafalgar (Vic.),235,Monash,1,Good,Good,0
205011079,Warragul,235,Monash,1,Good,Good,0
205021080,Alps - East,216,Gippsland,1,Good,Good,0
205021081,Bairnsdale,216,Gippsland,1,Good,Good,0
205021082,Bruthen - Omeo,216,Gippsland,1,Good,Good,0
205021083,Lake King,216,Gippsland,1,Good,Good,0
205021084,Lakes Entrance,216,Gippsland,1,Good,Good,0
205021085,Orbost,216,Gippsland,1,Good,Good,0
205021086,Paynesville,216,Gippsland,1,Good,Good,0
205031087,Foster,235,Monash,1,Good,Good,0
205031088,French Island,213,Flinders,1,Good,Good,0
205031089,Korumburra,235,Monash,1,Good,Good,0
205031090,Leongatha,216,Gippsland,8.26e-5,Good,Good,1
205031090,Leongatha,235,Monash,0.9999174,Good,Good,0
205031091,Phillip Island,235,Monash,1,Good,Good,0
205031092,Wilsons Promontory,235,Monash,1,Good,Good,0
205031093,Wonthaggi - Inverloch,235,Monash,1,Good,Good,0
205041094,Churchill,216,Gippsland,0.9931355,Good,Good,0
205041094,Churchill,235,Monash,0.0068645,Good,Good,1
205041095,Moe - Newborough,216,Gippsland,0.007882,Good,Good,1
205041095,Moe - Newborough,235,Monash,0.992118,Good,Good,0
205041096,Morwell,216,Gippsland,1,Good,Good,0
205041097,Traralgon,216,Gippsland,1,Good,Good,0
205041098,Yallourn North - Glengarry,216,Gippsland,1,Good,Good,0
205051099,Alps - West,216,Gippsland,1,Good,Good,0
205051100,Longford - Loch Sport,216,Gippsland,1,Good,Good,0
205051101,Maffra,216,Gippsland,1,Good,Good,0
205051102,Rosedale,216,Gippsland,1,Good,Good,0
205051103,Sale,216,Gippsland,1,Good,Good,0
205051104,Yarram,216,Gippsland,1,Good,Good,0
206011105,Brunswick,239,Wills,1,Good,Good,0
206011106,Brunswick East,233,Melbourne,0.3422091,Good,Good,0
206011106,Brunswick East,239,Wills,0.6577909,Good,Good,0
206011107,Brunswick West,239,Wills,1,Good,Good,0
206011108,Coburg,208,Cooper,0.021177,Good,Good,0
206011108,Coburg,239,Wills,0.978823,Good,Good,0
206011109,Pascoe Vale South,239,Wills,1,Good,Good,0
206021110,Alphington - Fairfield,208,Cooper,1,Good,Good,0
206021111,Northcote,208,Cooper,1,Good,Good,0
206021112,Thornbury,208,Cooper,1,Good,Good,0
206031113,Ascot Vale,231,Maribyrnong,1,Good,Good,0
206031114,Essendon - Aberfeldie,231,Maribyrnong,1,Good,Good,0
206031115,Flemington,231,Maribyrnong,1,Good,Good,0
206031116,Moonee Ponds,231,Maribyrnong,1,Good,Good,0
206041117,Carlton,233,Melbourne,1,Good,Good,0
206041118,Docklands,229,Macnamara,0.1935042,Good,Good,0
206041118,Docklands,233,Melbourne,0.8064958,Good,Good,0
206041119,East Melbourne,233,Melbourne,1,Good,Good,0
206041120,Flemington Racecourse,231,Maribyrnong,1,Good,Good,0
206041121,Kensington (Vic.),231,Maribyrnong,1,Good,Good,0
206041122,Melbourne,233,Melbourne,1,Good,Good,0
206041123,North Melbourne,233,Melbourne,1,Good,Good,0
206041124,Parkville,233,Melbourne,1,Good,Good,0
206041125,South Yarra - West,229,Macnamara,1,Good,Good,0
206041126,Southbank,229,Macnamara,1,Good,Good,0
206041127,West Melbourne,233,Melbourne,1,Good,Good,0
206051128,Albert Park,229,Macnamara,1,Good,Good,0
206051129,Elwood,229,Macnamara,1,Good,Good,0
206051130,Port Melbourne,229,Macnamara,1,Good,Good,0
206051131,Port Melbourne Industrial,229,Macnamara,1,Good,Good,0
206051132,South Melbourne,229,Macnamara,1,Good,Good,0
206051133,St Kilda,229,Macnamara,1,Good,Good,0
206051134,St Kilda East,229,Macnamara,1,Good,Good,0
206061135,Armadale,220,Higgins,1,Good,Good,0
206061136,Prahran - Windsor,220,Higgins,1,Good,Good,0
206061137,South Yarra - East,220,Higgins,1,Good,Good,0
206061138,Toorak,220,Higgins,1,Good,Good,0
206071139,Abbotsford,233,Melbourne,1,Good,Good,0
206071140,Carlton North - Princes Hill,233,Melbourne,1,Good,Good,0
206071141,Collingwood,233,Melbourne,1,Good,Good,0
206071142,Fitzroy,233,Melbourne,1,Good,Good,0
206071143,Fitzroy North,233,Melbourne,1,Good,Good,0
206071144,Richmond (Vic.),233,Melbourne,1,Good,Good,0
206071145,Yarra - North,208,Cooper,0.2815831,Good,Good,0
206071145,Yarra - North,233,Melbourne,0.7184169,Good,Good,0
207011146,Ashburton (Vic.),220,Higgins,1,Good,Good,0
207011147,Balwyn,226,Kooyong,1,Good,Good,0
207011148,Balwyn North,226,Kooyong,1,Good,Good,0
207011149,Camberwell,226,Kooyong,1,Good,Good,0
207011150,Glen Iris - East,220,Higgins,0.7547563,Good,Good,0
207011150,Glen Iris - East,226,Kooyong,0.2452437,Good,Good,0
207011151,Hawthorn,226,Kooyong,1,Good,Good,0
207011152,Hawthorn East,226,Kooyong,1,Good,Good,0
207011153,Kew,226,Kooyong,1,Good,Good,0
207011154,Kew East,226,Kooyong,1,Good,Good,0
207011155,Surrey Hills (West) - Canterbury,226,Kooyong,1,Good,Good,0
207021156,Bulleen,234,Menzies,1,Acceptable,Good,0
207021157,Doncaster,234,Menzies,1,Acceptable,Good,0
207021159,Templestowe,234,Menzies,1,Acceptable,Good,0
207021160,Templestowe Lower,234,Menzies,1,Acceptable,Good,0
207021424,Doncaster East (North),234,Menzies,1,Acceptable,Good,0
207021425,Doncaster East (South),234,Menzies,1,Acceptable,Good,0
207031161,Blackburn,207,Chisholm,0.2557452,Good,Good,0
207031161,Blackburn,211,Deakin,0.1307823,Good,Good,0
207031161,Blackburn,234,Menzies,0.6134725,Acceptable,Good,0
207031162,Blackburn South,207,Chisholm,0.8659968,Good,Good,0
207031162,Blackburn South,211,Deakin,0.1340032,Good,Good,0
207031163,Box Hill,207,Chisholm,0.8239986,Good,Good,0
207031163,Box Hill,234,Menzies,0.1760014,Acceptable,Good,0
207031164,Box Hill North,226,Kooyong,0.3240991,Good,Good,0
207031164,Box Hill North,234,Menzies,0.6759009,Acceptable,Good,0
207031165,Burwood,207,Chisholm,1,Good,Good,0
207031166,Burwood East,207,Chisholm,1,Good,Good,0
207031167,Surrey Hills (East) - Mont Albert,226,Kooyong,1,Good,Good,0
208011168,Beaumaris,217,Goldstein,1,Good,Good,0
208011169,Brighton (Vic.),217,Goldstein,1,Good,Good,0
208011170,Brighton East,217,Goldstein,1,Good,Good,0
208011171,Cheltenham - Highett (West),217,Goldstein,1,Good,Good,0
208011172,Hampton,217,Goldstein,1,Good,Good,0
208011173,Sandringham - Black Rock,217,Goldstein,1,Good,Good,0
208021174,Bentleigh - McKinnon,217,Goldstein,1,Good,Good,0
208021176,Carnegie,220,Higgins,1,Good,Good,0
208021177,Caulfield - North,229,Macnamara,1,Good,Good,0
208021178,Caulfield - South,217,Goldstein,0.6861204,Good,Good,0
208021178,Caulfield - South,229,Macnamara,0.3138796,Good,Good,0
208021179,Elsternwick,217,Goldstein,0.5400358,Good,Good,0
208021179,Elsternwick,229,Macnamara,0.4599642,Good,Good,0
208021180,Hughesdale,222,Hotham,1,Good,Good,0
208021181,Murrumbeena,220,Higgins,1,Good,Good,0
208021182,Ormond - Glen Huntly,217,Goldstein,0.7578484,Good,Good,0
208021182,Ormond - Glen Huntly,220,Higgins,0.1553169,Good,Good,0
208021182,Ormond - Glen Huntly,229,Macnamara,0.0868347,Good,Good,0
208021426,Bentleigh East (North),222,Hotham,1,Good,Good,0
208021427,Bentleigh East (South),222,Hotham,1,Good,Good,0
208031183,Aspendale Gardens - Waterways,224,Isaacs,1,Good,Good,0
208031184,Braeside,224,Isaacs,1,Good,Good,0
208031185,Carrum - Patterson Lakes,224,Isaacs,1,Good,Good,0
208031186,Chelsea - Bonbeach,224,Isaacs,1,Good,Good,0
208031187,Chelsea Heights,224,Isaacs,1,Good,Good,0
208031188,Cheltenham - Highett (East),224,Isaacs,1,Good,Good,0
208031189,Edithvale - Aspendale,224,Isaacs,1,Good,Good,0
208031190,Mentone,224,Isaacs,1,Good,Good,0
208031191,Moorabbin - Heatherton,224,Isaacs,1,Good,Good,0
208031192,Moorabbin Airport,224,Isaacs,1,Good,Good,0
208031193,Mordialloc - Parkdale,224,Isaacs,1,Good,Good,0
208041194,Malvern - Glen Iris,220,Higgins,1,Good,Good,0
208041195,Malvern East,220,Higgins,1,Good,Good,0
209011196,Bundoora - East,225,Jagajaga,1,Good,Good,0
209011197,Greensborough,225,Jagajaga,1,Good,Good,0
209011198,Heidelberg - Rosanna,225,Jagajaga,1,Good,Good,0
209011199,Heidelberg West,225,Jagajaga,1,Good,Good,0
209011200,Ivanhoe,225,Jagajaga,1,Good,Good,0
209011201,Ivanhoe East - Eaglemont,225,Jagajaga,1,Good,Good,0
209011202,Montmorency - Briar Hill,225,Jagajaga,1,Good,Good,0
209011203,Viewbank - Yallambie,225,Jagajaga,1,Good,Good,0
209011204,Watsonia,225,Jagajaga,1,Good,Good,0
209021205,Kingsbury,208,Cooper,1,Good,Good,0
209021207,Reservoir - East,208,Cooper,1,Good,Good,0
209021208,Reservoir - West,208,Cooper,1,Good,Good,0
209021428,Preston - East,208,Cooper,1,Good,Good,0
209021429,Preston - West,208,Cooper,1,Good,Good,0
209031209,Eltham,225,Jagajaga,1,Good,Good,0
209031210,Hurstbridge,232,McEwen,1,Good,Good,0
209031211,Kinglake,223,Indi,1,Good,Good,0
209031212,Panton Hill - St Andrews,232,McEwen,1,Good,Good,0
209031213,Plenty - Yarrambat,225,Jagajaga,0.5786573,Good,Good,0
209031213,Plenty - Yarrambat,232,McEwen,0.4213427,Good,Good,0
209031214,Research - North Warrandyte,225,Jagajaga,0.5591336,Good,Good,0
209031214,Research - North Warrandyte,234,Menzies,0.4408664,Acceptable,Good,0
209031215,Wattle Glen - Diamond Creek,232,McEwen,1,Good,Good,0
209041216,Bundoora - North,237,Scullin,1,Good,Good,0
209041217,Bundoora - West,237,Scullin,1,Good,Good,0
209041219,Lalor,237,Scullin,1,Good,Good,0
209041220,Mill Park - North,237,Scullin,1,Good,Good,0
209041221,Mill Park - South,237,Scullin,1,Good,Good,0
209041223,Thomastown,237,Scullin,1,Good,Good,0
209041224,Wallan,232,McEwen,1,Good,Good,0
209041225,Whittlesea,232,McEwen,1,Good,Good,0
209041430,Doreen,232,McEwen,1,Good,Good,0
209041431,Epping - East,237,Scullin,1,Good,Good,0
209041432,Epping - South,237,Scullin,1,Good,Good,0
209041433,Epping - West,237,Scullin,1,Good,Good,0
209041434,Mernda,232,McEwen,0.6353729,Good,Good,0
209041434,Mernda,237,Scullin,0.3646271,Good,Good,0
209041435,South Morang (North),237,Scullin,1,Good,Good,0
209041436,South Morang (South),237,Scullin,1,Good,Good,0
209041437,Wollert,232,McEwen,0.0221959,Good,Good,0
209041437,Wollert,237,Scullin,0.9778041,Good,Good,0
210011226,Airport West,231,Maribyrnong,1,Good,Good,0
210011227,Essendon Airport,231,Maribyrnong,1,Good,Good,0
210011228,Keilor,218,Gorton,0.6799233,Good,Good,0
210011228,Keilor,231,Maribyrnong,0.3200767,Good,Good,0
210011229,Keilor East,231,Maribyrnong,1,Good,Good,0
210011230,Niddrie - Essendon West,231,Maribyrnong,1,Good,Good,0
210011231,Strathmore,231,Maribyrnong,1,Good,Good,0
210021232,Gisborne,232,McEwen,1,Good,Good,0
210021233,Macedon,232,McEwen,1,Good,Good,0
210021234,Riddells Creek,232,McEwen,1,Good,Good,0
210021235,Romsey,203,Bendigo,0.0145692,Good,Good,0
210021235,Romsey,232,McEwen,0.9854308,Good,Good,0
210031236,Coburg North,208,Cooper,0.4472689,Good,Good,0
210031236,Coburg North,239,Wills,0.5527311,Good,Good,0
210031237,Fawkner,239,Wills,1,Good,Good,0
210031239,Pascoe Vale,239,Wills,1,Good,Good,0
210031438,Glenroy,239,Wills,1,Good,Good,0
210031439,Gowanbrae,231,Maribyrnong,1,Good,Good,0
210031440,Hadfield,239,Wills,1,Good,Good,0
210041240,Sunbury,219,Hawke,1,Good,Good,0
210041241,Sunbury - South,219,Hawke,1,Good,Good,0
210051242,Broadmeadows,205,Calwell,1,Good,Good,0
210051243,Campbellfield - Coolaroo,205,Calwell,1,Good,Good,0
210051245,Gladstone Park - Westmeadows,205,Calwell,0.5198969,Good,Good,0
210051245,Gladstone Park - Westmeadows,231,Maribyrnong,0.4801031,Good,Good,0
210051246,Greenvale - Bulla,205,Calwell,0.9586383,Good,Good,0
210051246,Greenvale - Bulla,219,Hawke,0.0413617,Good,Good,0
210051247,Meadow Heights,205,Calwell,1,Good,Good,0
210051248,Melbourne Airport,231,Maribyrnong,1,Good,Good,0
210051249,Roxburgh Park - Somerton,205,Calwell,1,Good,Good,0
210051250,Tullamarine,231,Maribyrnong,1,Good,Good,0
210051441,Craigieburn - Central,205,Calwell,1,Good,Good,0
210051442,Craigieburn - North,205,Calwell,1,Good,Good,0
210051443,Craigieburn - South,205,Calwell,1,Good,Good,0
210051444,Craigieburn - West,205,Calwell,1,Good,Good,0
210051445,Mickleham - Yuroke,205,Calwell,1,Good,Good,0
211011251,Bayswater,201,Aston,1,Good,Good,0
211011254,Knoxfield - Scoresby,201,Aston,1,Good,Good,0
211011255,Lysterfield,201,Aston,0.9936373,Good,Good,0
211011255,Lysterfield,206,Casey,0.0063627,Good,Good,1
211011256,Rowville - Central,201,Aston,1,Good,Good,0
211011257,Rowville - North,201,Aston,1,Good,Good,0
211011258,Rowville - South,201,Aston,1,Good,Good,0
211011259,Wantirna,201,Aston,1,Good,Good,0
211011260,Wantirna South,201,Aston,1,Good,Good,0
211011446,Boronia,201,Aston,1,Good,Good,0
211011447,Ferntree Gully (North),201,Aston,1,Good,Good,0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,201,Aston,1,Good,Good,0
211011449,The Basin,201,Aston,1,Good,Good,0
211021261,Donvale - Park Orchards,234,Menzies,1,Acceptable,Good,0
211021262,Warrandyte - Wonga Park,206,Casey,0.0394114,Good,Good,0
211021262,Warrandyte - Wonga Park,234,Menzies,0.9605886,Acceptable,Good,0
211031263,Bayswater North,211,Deakin,1,Good,Good,0
211031265,Croydon Hills - Warranwood,211,Deakin,1,Good,Good,0
211031266,Ringwood,211,Deakin,1,Good,Good,0
211031267,Ringwood East,211,Deakin,1,Good,Good,0
211031268,Ringwood North,211,Deakin,1,Good,Good,0
211031450,Croydon - East,211,Deakin,1,Good,Good,0
211031451,Croydon - West,211,Deakin,1,Good,Good,0
211031452,Croydon South,211,Deakin,1,Good,Good,0
211041269,Forest Hill,211,Deakin,1,Good,Good,0
211041270,Mitcham (Vic.),211,Deakin,0.5639572,Good,Good,0
211041270,Mitcham (Vic.),234,Menzies,0.4360428,Acceptable,Good,0
211041271,Nunawading,211,Deakin,0.3871046,Good,Good,0
211041271,Nunawading,234,Menzies,0.6128954,Acceptable,Good,0
211041272,Vermont,211,Deakin,1,Good,Good,0
211041273,Vermont South,211,Deakin,1,Good,Good,0
211051274,Belgrave - Selby,206,Casey,1,Good,Good,0
211051275,Chirnside Park,206,Casey,1,Good,Good,0
211051276,Healesville - Yarra Glen,206,Casey,1,Good,Good,0
211051277,Kilsyth,206,Casey,1,Good,Good,0
211051278,Lilydale - Coldstream,206,Casey,1,Good,Good,0
211051279,Monbulk - Silvan,206,Casey,1,Good,Good,0
211051280,Montrose,206,Casey,1,Good,Good,0
211051281,Mooroolbark,206,Casey,1,Good,Good,0
211051282,Mount Dandenong - Olinda,206,Casey,1,Good,Good,0
211051283,Mount Evelyn,206,Casey,1,Good,Good,0
211051284,Upwey - Tecoma,206,Casey,1,Good,Good,0
211051285,Wandin - Seville,206,Casey,1,Good,Good,0
211051286,Yarra Valley,206,Casey,1,Good,Good,0
212011287,Beaconsfield - Officer,227,La Trobe,1,Acceptable,Good,0
212011288,Bunyip - Garfield,227,La Trobe,1,Acceptable,Good,0
212011289,Emerald - Cockatoo,206,Casey,0.0852502,Good,Good,0
212011289,Emerald - Cockatoo,227,La Trobe,0.9147498,Acceptable,Good,0
212011290,Koo Wee Rup,227,La Trobe,1,Acceptable,Good,0
212011291,Pakenham - North,227,La Trobe,1,Acceptable,Good,0
212011292,Pakenham - South,227,La Trobe,1,Acceptable,Good,0
212021293,Berwick - North,204,Bruce,0.6190072,Acceptable,Good,0
212021293,Berwick - North,227,La Trobe,0.3809928,Acceptable,Good,0
212021294,Berwick - South,204,Bruce,0.3591196,Acceptable,Good,0
212021294,Berwick - South,227,La Trobe,0.6408804,Acceptable,Good,0
212021295,Doveton,204,Bruce,1,Acceptable,Good,0
212021297,Hallam,204,Bruce,1,Acceptable,Good,0
212021299,Narre Warren North,204,Bruce,0.9223305,Acceptable,Good,0
212021299,Narre Warren North,227,La Trobe,0.0776695,Acceptable,Good,0
212021453,Endeavour Hills - North,204,Bruce,1,Acceptable,Good,0
212021454,Endeavour Hills - South,204,Bruce,1,Acceptable,Good,0
212021455,Narre Warren - North East,204,Bruce,1,Acceptable,Good,0
212021456,Narre Warren - South West,204,Bruce,1,Acceptable,Good,0
212031300,Cranbourne,221,Holt,1,Good,Good,0
212031301,Cranbourne East,221,Holt,0.8787827,Good,Good,0
212031301,Cranbourne East,227,La Trobe,0.1212173,Acceptable,Good,0
212031302,Cranbourne North,221,Holt,1,Good,Good,0
212031303,Cranbourne South,221,Holt,1,Good,Good,0
212031304,Cranbourne West,221,Holt,1,Good,Good,0
212031305,Hampton Park - Lynbrook,221,Holt,1,Good,Good,0
212031306,Lynbrook - Lyndhurst,221,Holt,1,Good,Good,0
212031308,Pearcedale - Tooradin,221,Holt,1,Good,Good,0
212031457,Narre Warren South (East),204,Bruce,1,Acceptable,Good,0
212031458,Narre Warren South (West),204,Bruce,0.1328695,Acceptable,Good,0
212031458,Narre Warren South (West),221,Holt,0.8671305,Good,Good,0
212041309,Clarinda - Oakleigh South,222,Hotham,1,Good,Good,0
212041310,Clayton South,222,Hotham,1,Good,Good,0
212041311,Dandenong,204,Bruce,0.7048519,Acceptable,Good,0
212041311,Dandenong,224,Isaacs,0.2951481,Good,Good,0
212041312,Dandenong North,204,Bruce,1,Acceptable,Good,0
212041313,Dingley Village,224,Isaacs,1,Good,Good,0
212041314,Keysborough,222,Hotham,0.4650876,Good,Good,0
212041314,Keysborough,224,Isaacs,0.5349124,Good,Good,0
212041316,Noble Park North,204,Bruce,0.6760731,Acceptable,Good,0
212041316,Noble Park North,222,Hotham,0.3239269,Good,Good,0
212041317,Springvale,222,Hotham,1,Good,Good,0
212041318,Springvale South,222,Hotham,1,Good,Good,0
212041459,Noble Park - East,204,Bruce,0.0187087,Acceptable,Good,0
212041459,Noble Park - East,222,Hotham,0.9812913,Good,Good,0
212041460,Noble Park - West,222,Hotham,1,Good,Good,0
212051319,Ashwood - Chadstone,207,Chisholm,1,Good,Good,0
212051320,Clayton,207,Chisholm,0.2800842,Good,Good,0
212051320,Clayton,222,Hotham,0.7199158,Good,Good,0
212051321,Glen Waverley - East,207,Chisholm,1,Good,Good,0
212051322,Glen Waverley - West,207,Chisholm,1,Good,Good,0
212051323,Mount Waverley - North,207,Chisholm,1,Good,Good,0
212051324,Mount Waverley - South,207,Chisholm,1,Good,Good,0
212051325,Mulgrave,204,Bruce,0.2331113,Acceptable,Good,0
212051325,Mulgrave,207,Chisholm,0.0723098,Good,Good,0
212051325,Mulgrave,222,Hotham,0.6945789,Good,Good,0
212051326,Oakleigh - Huntingdale,207,Chisholm,0.0425197,Good,Good,0
212051326,Oakleigh - Huntingdale,222,Hotham,0.9574803,Good,Good,0
212051327,Wheelers Hill,207,Chisholm,1,Good,Good,0
213011328,Ardeer - Albion,214,Fraser,1,Good,Good,0
213011329,Cairnlea,214,Fraser,1,Good,Good,0
213011330,Deer Park - Derrimut,214,Fraser,0.0112234,Good,Good,0
213011330,Deer Park - Derrimut,218,Gorton,0.9887766,Good,Good,0
213011331,Delahey,218,Gorton,1,Good,Good,0
213011332,Keilor Downs,214,Fraser,0.2426389,Good,Good,0
213011332,Keilor Downs,218,Gorton,0.7573611,Good,Good,0
213011333,Kings Park (Vic.),218,Gorton,1,Good,Good,0
213011334,St Albans - North,214,Fraser,1,Good,Good,0
213011335,St Albans - South,214,Fraser,1,Good,Good,0
213011336,Sunshine,214,Fraser,1,Good,Good,0
213011337,Sunshine North,214,Fraser,1,Good,Good,0
213011338,Sunshine West,214,Fraser,1,Good,Good,0
213011339,Sydenham,218,Gorton,1,Good,Good,0
213011340,Taylors Lakes,218,Gorton,1,Good,Good,0
213021341,Altona,215,Gellibrand,1,Good,Good,0
213021342,Altona Meadows,215,Gellibrand,1,Good,Good,0
213021343,Altona North,215,Gellibrand,1,Good,Good,0
213021344,Newport,215,Gellibrand,1,Good,Good,0
213021345,Seabrook,215,Gellibrand,1,Good,Good,0
213021346,Williamstown,215,Gellibrand,1,Good,Good,0
213031347,Braybrook,214,Fraser,1,Good,Good,0
213031348,Footscray,214,Fraser,1,Good,Good,0
213031349,Maribyrnong,214,Fraser,1,Good,Good,0
213031350,Seddon - Kingsville,214,Fraser,1,Good,Good,0
213031351,West Footscray - Tottenham,214,Fraser,1,Good,Good,0
213031352,Yarraville,214,Fraser,0.5024861,Good,Good,0
213031352,Yarraville,215,Gellibrand,0.4975139,Good,Good,0
213041353,Bacchus Marsh,219,Hawke,1,Good,Good,0
213041355,Hillside,218,Gorton,0.5079997,Good,Good,0
213041355,Hillside,219,Hawke,0.4920003,Good,Good,0
213041356,Melton,219,Hawke,1,Good,Good,0
213041357,Melton South,219,Hawke,1,Good,Good,0
213041358,Melton West,219,Hawke,1,Good,Good,0
213041359,Rockbank - Mount Cottrell,218,Gorton,1,Good,Good,0
213041360,Taylors Hill,218,Gorton,1,Good,Good,0
213041461,Burnside,218,Gorton,1,Good,Good,0
213041462,Burnside Heights,218,Gorton,1,Good,Good,0
213041463,Caroline Springs,218,Gorton,1,Good,Good,0
213051361,Hoppers Crossing - North,228,Lalor,1,Good,Good,0
213051362,Hoppers Crossing - South,228,Lalor,1,Good,Good,0
213051363,Laverton,215,Gellibrand,0.5489641,Good,Good,0
213051363,Laverton,228,Lalor,0.4510359,Good,Good,0
213051365,Tarneit,228,Lalor,1,Good,Good,0
213051366,Truganina,215,Gellibrand,0.6015865,Good,Good,0
213051366,Truganina,228,Lalor,0.3984135,Good,Good,0
213051368,Werribee - South,228,Lalor,1,Good,Good,0
213051369,Wyndham Vale,228,Lalor,1,Good,Good,0
213051464,Point Cook - East,215,Gellibrand,1,Good,Good,0
213051465,Point Cook - North,215,Gellibrand,1,Good,Good,0
213051466,Point Cook - South,215,Gellibrand,1,Good,Good,0
213051467,Werribee - East,228,Lalor,1,Good,Good,0
213051468,Werribee - West,228,Lalor,1,Good,Good,0
214011370,Carrum Downs,212,Dunkley,1,Good,Good,0
214011371,Frankston,212,Dunkley,1,Good,Good,0
214011372,Frankston North,212,Dunkley,1,Good,Good,0
214011373,Frankston South,212,Dunkley,1,Good,Good,0
214011374,Langwarrin,212,Dunkley,1,Good,Good,0
214011375,Seaford (Vic.),212,Dunkley,1,Good,Good,0
214011376,Skye - Sandhurst,212,Dunkley,1,Good,Good,0
214021377,Dromana,213,Flinders,1,Good,Good,0
214021378,Flinders,213,Flinders,1,Good,Good,0
214021379,Hastings - Somers,213,Flinders,1,Good,Good,0
214021380,Mornington,213,Flinders,1,Good,Good,0
214021381,Mount Eliza,212,Dunkley,1,Good,Good,0
214021382,Mount Martha,213,Flinders,1,Good,Good,0
214021383,Point Nepean,213,Flinders,1,Good,Good,0
214021384,Rosebud - McCrae,213,Flinders,1,Good,Good,0
214021385,Somerville,213,Flinders,1,Good,Good,0
215011386,Ararat,238,Wannon,1,Good,Good,0
215011387,Ararat Region,238,Wannon,1,Good,Good,0
215011388,Horsham,230,Mallee,1,Good,Good,0
215011389,Horsham Region,230,Mallee,1,Good,Good,0
215011390,Nhill Region,230,Mallee,1,Good,Good,0
215011391,St Arnaud,230,Mallee,1,Good,Good,0
215011392,Stawell,230,Mallee,1,Good,Good,0
215011393,West Wimmera,230,Mallee,1,Good,Good,0
215011394,Yarriambiack,230,Mallee,1,Good,Good,0
215021395,Irymple,230,Mallee,1,Good,Good,0
215021396,Merbein,230,Mallee,1,Good,Good,0
215021398,Mildura Region,230,Mallee,1,Good,Good,0
215021399,Red Cliffs,230,Mallee,1,Good,Good,0
215021469,Mildura - North,230,Mallee,1,Good,Good,0
215021470,Mildura - South,230,Mallee,1,Good,Good,0
215031400,Buloke,230,Mallee,1,Good,Good,0
215031401,Gannawarra,230,Mallee,1,Good,Good,0
215031402,Kerang,230,Mallee,1,Good,Good,0
215031403,Robinvale,230,Mallee,1,Good,Good,0
215031404,Swan Hill,230,Mallee,1,Good,Good,0
215031405,Swan Hill Region,230,Mallee,1,Good,Good,0
216011406,Echuca,236,Nicholls,1,Good,Good,0
216011407,Kyabram,236,Nicholls,1,Good,Good,0
216011408,Lockington - Gunbower,236,Nicholls,1,Good,Good,0
216011409,Rochester,236,Nicholls,1,Good,Good,0
216011410,Rushworth,236,Nicholls,1,Good,Good,0
216021411,Cobram,236,Nicholls,1,Good,Good,0
216021412,Moira,236,Nicholls,1,Good,Good,0
216021413,Numurkah,236,Nicholls,1,Good,Good,0
216021414,Yarrawonga,236,Nicholls,1,Good,Good,0
216031415,Mooroopna,236,Nicholls,1,Good,Good,0
216031416,Shepparton - North,236,Nicholls,1,Good,Good,0
216031417,Shepparton - South,236,Nicholls,1,Good,Good,0
216031418,Shepparton Region - East,236,Nicholls,1,Good,Good,0
216031419,Shepparton Region - West,236,Nicholls,1,Good,Good,0
217011420,Glenelg (Vic.),238,Wannon,1,Good,Good,0
217011421,Hamilton (Vic.),238,Wannon,1,Good,Good,0
217011422,Portland,238,Wannon,1,Good,Good,0
217011423,Southern Grampians,238,Wannon,1,Good,Good,0
217031471,Camperdown,238,Wannon,1,Good,Good,0
217031472,Colac,238,Wannon,1,Good,Good,0
217031473,Colac Region,238,Wannon,1,Good,Good,0
217031474,Corangamite - North,238,Wannon,1,Good,Good,0
217031475,Corangamite - South,238,Wannon,1,Good,Good,0
217031476,Otway,238,Wannon,1,Good,Good,0
217041477,Moyne - East,238,Wannon,1,Good,Good,0
217041478,Moyne - West,238,Wannon,1,Good,Good,0
217041479,Warrnambool - North,238,Wannon,1,Good,Good,0
217041480,Warrnambool - South,238,Wannon,1,Good,Good,0
301011001,Alexandra Hills,303,Bowman,1,Good,Good,0
301011002,Belmont - Gumdale,302,Bonner,1,Good,Good,0
301011003,Birkdale,303,Bowman,1,Good,Good,0
301011004,Capalaba,303,Bowman,1,Good,Good,0
301011005,Thorneside,303,Bowman,1,Good,Good,0
301011006,Wellington Point,303,Bowman,1,Good,Good,0
301021007,Cleveland,303,Bowman,1,Good,Good,0
301021008,Ormiston,303,Bowman,1,Good,Good,0
301021009,Redland Bay,303,Bowman,1,Good,Good,0
301021011,Sheldon - Mount Cotton,303,Bowman,1,Good,Good,0
