SA2_CODE_2021,SA2_NAME_2021,PHN_CODE_2017,PHN_NAME_2017,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG,,,,,,,,,,,
302021034,Wavell Heights,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
302031035,Boondall,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
302031036,Brisbane Airport,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
302031037,Eagle Farm - Pinkenba,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
302031038,Northgate - Virginia,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
302031039,Nudgee - Banyo,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
302031040,Nundah,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
302041041,Bracken Ridge,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
302041042,Brighton (Qld),PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
302041043,Deagon,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
302041044,Sandgate - Shorncliffe,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
302041045,Taigum - Fitzgibbon,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
302041046,Zillmere,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
303011047,Camp Hill,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303011048,Cannon Hill,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303011049,Carina,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303011050,Carina Heights,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303011051,Carindale,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303021052,Annerley,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303021053,Coorparoo,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303021054,Fairfield - Dutton Park,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303021055,Greenslopes,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303021056,Holland Park,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303021057,Holland Park West,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303021058,Woolloongabba,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303021059,Yeronga,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303031060,Eight Mile Plains,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303031061,Macgregor (Qld),PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303031062,Mansfield (Qld),PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303031063,Mount Gravatt,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303031064,Rochedale - Burbank,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303031065,Upper Mount Gravatt,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303031066,Wishart,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303041067,Coopers Plains,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303041068,Moorooka,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303041069,Robertson,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303041070,Salisbury - Nathan,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303041071,Tarragindi,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303051072,Algester,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303051073,Calamvale - Stretton,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303051074,Pallara - Willawong,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303051075,Parkinson - Drewvale,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303051076,Rocklea - Acacia Ridge,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303061077,Kuraby,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303061078,Runcorn,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303061079,Sunnybank,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
303061080,Sunnybank Hills,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
304011081,Jindalee - Mount Ommaney,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
304011082,Middle Park - Jamboree Heights,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
304011083,Riverhills,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
304011084,Seventeen Mile Rocks - Sinnamon Park,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
304011085,Westlake,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
304021086,Bellbowrie - Moggill,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304021087,Brookfield - Kenmore Hills,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304021088,Chapel Hill,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304021089,Fig Tree Pocket,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304021090,Kenmore,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304021091,Pinjarra Hills - Pullenvale,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304031092,Chelmer - Graceville,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
304031093,Corinda,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
304031094,Indooroopilly,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304031095,Sherwood,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
304031096,St Lucia,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304031097,Taringa,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304041098,Enoggera,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304041099,Enoggera Reservoir,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304041100,Keperra,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304041101,Mitchelton,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304041102,Mount Coot-tha,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304041103,The Gap,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
304041104,Upper Kedron - Ferny Grove,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305011105,Brisbane City,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305011106,Fortitude Valley,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305011107,Highgate Hill,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
305011108,Kangaroo Point,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
305011109,New Farm,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305011110,South Brisbane,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
305011111,Spring Hill,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305011112,West End,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
305021113,Balmoral,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
305021114,Bulimba,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
305021115,East Brisbane,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
305021116,Hawthorne,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
305021117,Morningside - Seven Hills,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
305021118,Norman Park,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
305031119,Albion,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305031120,Alderley,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305031121,Ascot,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305031122,Clayfield,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305031123,Grange,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305031124,Hamilton (Qld),PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305031125,Hendra,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305031126,Kelvin Grove - Herston,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305031127,Newmarket,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305031128,Newstead - Bowen Hills,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305031129,Wilston,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305031130,Windsor,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305031131,Wooloowin - Lutwyche,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305041132,Ashgrove,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305041133,Auchenflower,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305041134,Bardon,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305041135,Paddington - Milton,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305041136,Red Hill (Qld),PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
305041137,Toowong,PHN301,Brisbane North,1,Good,Good,0,,,,,,,,,,,
306011138,Brinsmead,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306011139,Clifton Beach - Kewarra Beach,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306011140,Freshwater - Stratford,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306011141,Redlynch,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306011142,Trinity Beach - Smithfield,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306011143,Yorkeys Knob - Machans Beach,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021144,Bentley Park,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021145,Cairns City,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021146,Earlville - Bayview Heights,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021147,Edmonton,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021148,Gordonvale - Trinity,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021149,Kanimbla - Mooroobool,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021150,Lamb Range,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021151,Manoora,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021152,Manunda,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021153,Mount Sheridan,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021154,Westcourt - Bungalow,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021155,White Rock,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021156,Whitfield - Edge Hill,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306021157,Woree,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306031158,Babinda,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306031159,Innisfail,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306031160,Johnstone,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306031161,Tully,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306031162,Wooroonooran,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306031163,Yarrabah,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306041164,Daintree,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306041165,Port Douglas,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306051166,Atherton,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306051167,Herberton,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306051168,Kuranda,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306051169,Malanda - Yungaburra,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
306051170,Mareeba,PHN307,Northern Queensland,1,Good,Good,0,,,,,,,,,,,
307011171,Balonne,PHN305,Western Queensland,1,Good,Good,0,,,,,,,,,,,
307011172,Chinchilla,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307011173,Goondiwindi,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307011174,Inglewood - Waggamba,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307011175,Miles - Wandoan,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307011176,Roma,PHN305,Western Queensland,1,Good,Good,0,,,,,,,,,,,
307011177,Roma Surrounds,PHN305,Western Queensland,1,Good,Good,0,,,,,,,,,,,
307011178,Tara,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307021179,Crows Nest - Rosalie,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307021180,Jondaryan,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307021181,Millmerran,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307021182,Pittsworth,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307021183,Wambo,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307031184,Clifton - Greenmount,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307031185,Southern Downs - East,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307031186,Southern Downs - West,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307031187,Stanthorpe,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307031188,Stanthorpe Surrounds,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
307031189,Warwick,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
308011190,Central Highlands - East,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308011191,Central Highlands - West,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308011192,Emerald,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031205,Berserker,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031206,Bouldercombe,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031207,Emu Park,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031208,Frenchville - Mount Archer,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031209,Glenlee - Rockyview,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031210,Gracemere,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031211,Lakes Creek,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031212,Mount Morgan,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031213,Norman Gardens,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031214,Park Avenue,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031215,Parkhurst - Kawana,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031216,Rockhampton - West,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031217,Rockhampton City,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031218,Rockhampton Surrounds - East,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031219,Rockhampton Surrounds - North,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031220,Rockhampton Surrounds - West,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031221,Shoalwater Bay,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031222,The Range - Allenstown,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308031223,Yeppoon,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308041528,Banana,PHN304,Darling Downs and West Moreton,0.1073081,Good,Good,0,,,,,,,,,,,
308041528,Banana,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",0.8926919,Good,Good,0,,,,,,,,,,,
308041529,Biloela,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308051530,Agnes Water - Miriam Vale,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308051531,Boyne Island - Tannum Sands,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308051532,Callemondah,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308051533,Clinton - New Auckland,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308051534,Gladstone,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308051535,Gladstone Hinterland,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308051536,Kin Kora - Sun Valley,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308051537,South Trees,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308051538,Telina - Toolooa,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
308051539,West Gladstone,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,Good,Good,0,,,,,,,,,,,
309011224,Broadbeach Waters,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309011225,Burleigh Heads,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309011226,Burleigh Waters,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309011227,Mermaid Beach - Broadbeach,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309011228,Mermaid Waters,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309011229,Miami,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309021230,Coolangatta,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309021231,Currumbin - Tugun,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309021232,Currumbin Waters,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309021233,Elanora,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309021234,Palm Beach,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309031235,Arundel,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309031236,Biggera Waters,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309031237,Coombabah,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309031238,Labrador,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309031239,Paradise Point - Hollywell,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309031240,Runaway Bay,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309041241,Guanaba - Springbrook,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309041242,Tamborine - Canungra,PHN302,Brisbane South,0.0067399,Good,Good,1,,,,,,,,,,,
309041242,Tamborine - Canungra,PHN303,Gold Coast,0.9932601,Good,Good,0,,,,,,,,,,,
309051243,Currumbin Valley - Tallebudgera,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309051244,Mudgeeraba - Bonogin,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309051245,Reedy Creek - Andrews,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309061246,Carrara,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309061247,Highland Park,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309061248,Nerang - Mount Nathan,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309061249,Pacific Pines - Gaven,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309061250,Worongary - Tallai,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309071251,Coomera,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309071252,Helensvale,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309071253,Hope Island,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309071254,Jacobs Well - Alberton,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309071256,Oxenford - Maudsland,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309071552,Ormeau (East) - Stapylton,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309071553,Ormeau (West) - Yatala,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309071554,Pimpama - North,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309071555,Pimpama - South,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309071556,Upper Coomera (South) - Wongawallan,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309071557,Upper Coomera - North,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309071558,Willow Vale - Pimpama (West),PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309081259,Clear Island Waters,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309081260,Merrimac,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309081262,Varsity Lakes,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309081559,Robina - East,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309081560,Robina - West,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309091263,Ashmore,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309091264,Molendinar,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309091265,Parkwood,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309091540,Southport - North,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309091541,Southport - South,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309101267,Benowa,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309101268,Bundall,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309101269,Main Beach,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309101561,Surfers Paradise - North,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
309101562,Surfers Paradise - South,PHN303,Gold Coast,1,Good,Good,0,,,,,,,,,,,
310011271,Darra - Sumner,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
310011272,Durack,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
310011274,Inala - Richlands,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
310011275,Oxley (Qld),PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
310011276,Wacol,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
310011563,Doolandella,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
310011564,Forest Lake - Ellen Grove,PHN302,Brisbane South,1,Good,Good,0,,,,,,,,,,,
310021277,Boonah,PHN302,Brisbane South,0.0025481,Good,Good,1,,,,,,,,,,,
310021277,Boonah,PHN304,Darling Downs and West Moreton,0.9974519,Good,Good,0,,,,,,,,,,,
310021278,Esk,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310021279,Lake Manchester - England Creek,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310021280,Lockyer Valley - East,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310021281,Lowood,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310021282,Rosewood,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310031283,Brassall,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310031284,Bundamba,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310031285,Churchill - Yamanto,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310031286,Ipswich - Central,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310031287,Ipswich - East,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310031288,Ipswich - North,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310031289,Karalee - Barellan Point,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310031290,Karana Downs,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310031291,Leichhardt - One Mile,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310031292,North Ipswich - Tivoli,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310031293,Raceview,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310031294,Ripley,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310031295,Riverview,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310041297,Camira - Gailes,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310041298,Carole Park,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310041299,Collingwood Park - Redbank,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310041300,Goodna,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310041301,New Chum,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310041302,Redbank Plains,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310041303,Springfield,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310041304,Springfield Lakes,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310041565,Augustine Heights - Brookwater,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
310041566,Bellbird Park,PHN304,Darling Downs and West Moreton,1,Good,Good,0,,,,,,,,,,,
311011305,Beaudesert,PHN303,Gold Coast,0.0009571,Good,Good,1,,,,,,,,,,,
