SA2_CODE_2021,SA2_NAME_2021,ADD_CODE_2021,ADD_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
203031052,Point Lonsdale - Queenscliff,D09,South East Coast (Victoria),1,Good,Good,0
203031053,Torquay,D09,South East Coast (Victoria),1,Good,Good,0
203031489,Barwon Heads - Armstrong Creek,D09,South East Coast (Victoria),1,Good,Good,0
203031490,Ocean Grove,D09,South East Coast (Victoria),1,Good,Good,0
204011054,Alexandra,D03,Murray-Darling Basin,1,Good,Good,0
204011055,Euroa,D03,Murray-Darling Basin,1,Good,Good,0
204011056,Kilmore - Broadford,D09,South East Coast (Victoria),0.0101308,Good,Good,0
204011056,Kilmore - Broadford,D03,Murray-Darling Basin,0.9898692,Good,Good,0
204011057,Mansfield (Vic.),D09,South East Coast (Victoria),3.80E-06,Good,Good,1
204011057,Mansfield (Vic.),D03,Murray-Darling Basin,0.9999962,Good,Good,0
204011058,Nagambie,D03,Murray-Darling Basin,1,Good,Good,0
204011059,Seymour,D03,Murray-Darling Basin,1,Good,Good,0
204011060,Seymour Surrounds,D03,Murray-Darling Basin,1,Good,Good,0
204011061,Upper Yarra Valley,D03,Murray-Darling Basin,0.0124716,Good,Good,0
204011061,Upper Yarra Valley,D09,South East Coast (Victoria),0.9875284,Good,Good,0
204011062,Yea,D03,Murray-Darling Basin,1,Good,Good,0
204021063,Benalla,D03,Murray-Darling Basin,1,Good,Good,0
204021064,Benalla Surrounds,D03,Murray-Darling Basin,1,Good,Good,0
204021065,Rutherglen,D03,Murray-Darling Basin,1,Good,Good,0
204021066,Wangaratta,D03,Murray-Darling Basin,1,Good,Good,0
204021067,Wangaratta Surrounds,D03,Murray-Darling Basin,1,Good,Good,0
204031068,Beechworth,D03,Murray-Darling Basin,1,Good,Good,0
204031069,Bright - Mount Beauty,D09,South East Coast (Victoria),0.0108875,Good,Good,0
204031069,Bright - Mount Beauty,D03,Murray-Darling Basin,0.9891125,Good,Good,0
204031070,Chiltern - Indigo Valley,D03,Murray-Darling Basin,1,Good,Good,0
204031071,Myrtleford,D03,Murray-Darling Basin,1,Good,Good,0
204031072,Towong,D03,Murray-Darling Basin,1,Good,Good,0
204031073,West Wodonga,D03,Murray-Darling Basin,1,Good,Good,0
204031075,Yackandandah,D03,Murray-Darling Basin,1,Good,Good,0
204031491,Baranduda - Leneva,D03,Murray-Darling Basin,1,Good,Good,0
204031492,Wodonga,D03,Murray-Darling Basin,1,Good,Good,0
205011076,Drouin,D09,South East Coast (Victoria),1,Good,Good,0
205011077,Mount Baw Baw Region,D09,South East Coast (Victoria),1,Good,Good,0
205011078,Trafalgar (Vic.),D09,South East Coast (Victoria),1,Good,Good,0
205011079,Warragul,D09,South East Coast (Victoria),1,Good,Good,0
205021080,Alps - East,D03,Murray-Darling Basin,0.2857143,Good,Good,0
205021080,Alps - East,D09,South East Coast (Victoria),0.7142857,Good,Good,0
205021081,Bairnsdale,D09,South East Coast (Victoria),1,Good,Good,0
205021082,Bruthen - Omeo,D03,Murray-Darling Basin,0.0867149,Good,Good,0
205021082,Bruthen - Omeo,D09,South East Coast (Victoria),0.9132851,Good,Good,0
205021083,Lake King,D09,South East Coast (Victoria),1,Good,Good,0
205021084,Lakes Entrance,D09,South East Coast (Victoria),1,Good,Good,0
205021085,Orbost,D09,South East Coast (Victoria),1,Good,Good,0
205021086,Paynesville,D09,South East Coast (Victoria),1,Good,Good,0
205031087,Foster,D09,South East Coast (Victoria),1,Good,Good,0
205031088,French Island,D09,South East Coast (Victoria),1,Good,Good,0
205031089,Korumburra,D09,South East Coast (Victoria),1,Good,Good,0
205031090,Leongatha,D09,South East Coast (Victoria),1,Good,Good,0
205031091,Phillip Island,D09,South East Coast (Victoria),1,Good,Good,0
205031092,Wilsons Promontory,D09,South East Coast (Victoria),1,Good,Good,0
205031093,Wonthaggi - Inverloch,D09,South East Coast (Victoria),1,Good,Good,0
205041094,Churchill,D09,South East Coast (Victoria),1,Good,Good,0
205041095,Moe - Newborough,D09,South East Coast (Victoria),1,Good,Good,0
205041096,Morwell,D09,South East Coast (Victoria),1,Good,Good,0
205041098,Yallourn North - Glengarry,D09,South East Coast (Victoria),1,Good,Good,0
205041493,Traralgon - East,D09,South East Coast (Victoria),1,Good,Good,0
205041494,Traralgon - West,D09,South East Coast (Victoria),1,Good,Good,0
205051099,Alps - West,D03,Murray-Darling Basin,0.0003801,Good,Good,1
205051099,Alps - West,D09,South East Coast (Victoria),0.9996199,Good,Good,0
205051100,Longford - Loch Sport,D09,South East Coast (Victoria),1,Good,Good,0
205051101,Maffra,D09,South East Coast (Victoria),1,Good,Good,0
205051102,Rosedale,D09,South East Coast (Victoria),1,Good,Good,0
205051103,Sale,D09,South East Coast (Victoria),1,Good,Good,0
205051104,Yarram,D09,South East Coast (Victoria),1,Good,Good,0
206011106,Brunswick East,D09,South East Coast (Victoria),1,Good,Good,0
206011107,Brunswick West,D09,South East Coast (Victoria),1,Good,Good,0
206011109,Pascoe Vale South,D09,South East Coast (Victoria),1,Good,Good,0
206011495,Brunswick - North,D09,South East Coast (Victoria),1,Good,Good,0
206011496,Brunswick - South,D09,South East Coast (Victoria),1,Good,Good,0
206011497,Coburg - East,D09,South East Coast (Victoria),1,Good,Good,0
206011498,Coburg - West,D09,South East Coast (Victoria),1,Good,Good,0
206021110,Alphington - Fairfield,D09,South East Coast (Victoria),1,Good,Good,0
206021112,Thornbury,D09,South East Coast (Victoria),1,Good,Good,0
206021499,Northcote - East,D09,South East Coast (Victoria),1,Good,Good,0
206021500,Northcote - West,D09,South East Coast (Victoria),1,Good,Good,0
206031113,Ascot Vale,D09,South East Coast (Victoria),1,Good,Good,0
206031115,Flemington,D09,South East Coast (Victoria),1,Good,Good,0
206031116,Moonee Ponds,D09,South East Coast (Victoria),1,Good,Good,0
206031501,Essendon (West) - Aberfeldie,D09,South East Coast (Victoria),1,Good,Good,0
206031502,Essendon - East,D09,South East Coast (Victoria),1,Good,Good,0
206041117,Carlton,D09,South East Coast (Victoria),1,Good,Good,0
206041118,Docklands,D09,South East Coast (Victoria),1,Good,Good,0
206041119,East Melbourne,D09,South East Coast (Victoria),1,Good,Good,0
206041120,Flemington Racecourse,D09,South East Coast (Victoria),1,Good,Good,0
206041121,Kensington (Vic.),D09,South East Coast (Victoria),1,Good,Good,0
206041124,Parkville,D09,South East Coast (Victoria),1,Good,Good,0
206041125,South Yarra - West,D09,South East Coast (Victoria),1,Good,Good,0
206041127,West Melbourne - Industrial,D09,South East Coast (Victoria),1,Good,Good,0
206041503,Melbourne CBD - East,D09,South East Coast (Victoria),1,Good,Good,0
206041504,Melbourne CBD - North,D09,South East Coast (Victoria),1,Good,Good,0
206041505,Melbourne CBD - West,D09,South East Coast (Victoria),1,Good,Good,0
206041506,North Melbourne,D09,South East Coast (Victoria),1,Good,Good,0
206041507,Royal Botanic Gardens Victoria,D09,South East Coast (Victoria),1,Good,Good,0
206041508,Southbank (West) - South Wharf,D09,South East Coast (Victoria),1,Good,Good,0
206041509,Southbank - East,D09,South East Coast (Victoria),1,Good,Good,0
206041510,West Melbourne - Residential,D09,South East Coast (Victoria),1,Good,Good,0
206051128,Albert Park,D09,South East Coast (Victoria),1,Good,Good,0
206051129,Elwood,D09,South East Coast (Victoria),1,Good,Good,0
206051130,Port Melbourne,D09,South East Coast (Victoria),1,Good,Good,0
206051134,St Kilda East,D09,South East Coast (Victoria),1,Good,Good,0
206051511,Port Melbourne Industrial,D09,South East Coast (Victoria),1,Good,Good,0
206051512,South Melbourne,D09,South East Coast (Victoria),1,Good,Good,0
206051513,St Kilda - Central,D09,South East Coast (Victoria),1,Good,Good,0
206051514,St Kilda - West,D09,South East Coast (Victoria),1,Good,Good,0
206061135,Armadale,D09,South East Coast (Victoria),1,Good,Good,0
206061136,Prahran - Windsor,D09,South East Coast (Victoria),1,Good,Good,0
206061138,Toorak,D09,South East Coast (Victoria),1,Good,Good,0
206061515,South Yarra - North,D09,South East Coast (Victoria),1,Good,Good,0
206061516,South Yarra - South,D09,South East Coast (Victoria),1,Good,Good,0
206071139,Abbotsford,D09,South East Coast (Victoria),1,Good,Good,0
206071140,Carlton North - Princes Hill,D09,South East Coast (Victoria),1,Good,Good,0
206071141,Collingwood,D09,South East Coast (Victoria),1,Good,Good,0
206071142,Fitzroy,D09,South East Coast (Victoria),1,Good,Good,0
206071143,Fitzroy North,D09,South East Coast (Victoria),1,Good,Good,0
206071145,Clifton Hill - Alphington,D09,South East Coast (Victoria),1,Good,Good,0
206071517,Richmond (South) - Cremorne,D09,South East Coast (Victoria),1,Good,Good,0
206071518,Richmond - North,D09,South East Coast (Victoria),1,Good,Good,0
207011146,Ashburton (Vic.),D09,South East Coast (Victoria),1,Good,Good,0
207011147,Balwyn,D09,South East Coast (Victoria),1,Good,Good,0
207011148,Balwyn North,D09,South East Coast (Victoria),1,Good,Good,0
207011149,Camberwell,D09,South East Coast (Victoria),1,Good,Good,0
207011150,Glen Iris - East,D09,South East Coast (Victoria),1,Good,Good,0
207011152,Hawthorn East,D09,South East Coast (Victoria),1,Good,Good,0
207011154,Kew East,D09,South East Coast (Victoria),1,Good,Good,0
207011155,Surrey Hills (West) - Canterbury,D09,South East Coast (Victoria),1,Good,Good,0
207011519,Hawthorn - North,D09,South East Coast (Victoria),1,Good,Good,0
207011520,Hawthorn - South,D09,South East Coast (Victoria),1,Good,Good,0
207011521,Kew - South,D09,South East Coast (Victoria),1,Good,Good,0
207011522,Kew - West,D09,South East Coast (Victoria),1,Good,Good,0
207021156,Bulleen,D09,South East Coast (Victoria),1,Good,Good,0
207021157,Doncaster,D09,South East Coast (Victoria),1,Good,Good,0
207021159,Templestowe,D09,South East Coast (Victoria),1,Good,Good,0
207021160,Templestowe Lower,D09,South East Coast (Victoria),1,Good,Good,0
207021424,Doncaster East - North,D09,South East Coast (Victoria),1,Good,Good,0
207021425,Doncaster East - South,D09,South East Coast (Victoria),1,Good,Good,0
207031161,Blackburn,D09,South East Coast (Victoria),1,Good,Good,0
207031162,Blackburn South,D09,South East Coast (Victoria),1,Good,Good,0
207031163,Box Hill,D09,South East Coast (Victoria),1,Good,Good,0
207031164,Box Hill North,D09,South East Coast (Victoria),1,Good,Good,0
207031165,Burwood (Vic.),D09,South East Coast (Victoria),1,Good,Good,0
207031166,Burwood East,D09,South East Coast (Victoria),1,Good,Good,0
207031167,Surrey Hills (East) - Mont Albert,D09,South East Coast (Victoria),1,Good,Good,0
208011168,Beaumaris,D09,South East Coast (Victoria),1,Good,Good,0
208011169,Brighton (Vic.),D09,South East Coast (Victoria),1,Good,Good,0
208011170,Brighton East,D09,South East Coast (Victoria),1,Good,Good,0
208011171,Highett (West) - Cheltenham,D09,South East Coast (Victoria),1,Good,Good,0
208011172,Hampton,D09,South East Coast (Victoria),1,Good,Good,0
208011173,Sandringham - Black Rock,D09,South East Coast (Victoria),1,Good,Good,0
208021174,Bentleigh - McKinnon,D09,South East Coast (Victoria),1,Good,Good,0
208021176,Carnegie,D09,South East Coast (Victoria),1,Good,Good,0
208021177,Caulfield - North,D09,South East Coast (Victoria),1,Good,Good,0
208021178,Caulfield - South,D09,South East Coast (Victoria),1,Good,Good,0
208021179,Elsternwick,D09,South East Coast (Victoria),1,Good,Good,0
208021180,Hughesdale,D09,South East Coast (Victoria),1,Good,Good,0
208021181,Murrumbeena,D09,South East Coast (Victoria),1,Good,Good,0
208021182,Ormond - Glen Huntly,D09,South East Coast (Victoria),1,Good,Good,0
208021426,Bentleigh East - North,D09,South East Coast (Victoria),1,Good,Good,0
208021427,Bentleigh East - South,D09,South East Coast (Victoria),1,Good,Good,0
208031183,Aspendale Gardens - Waterways,D09,South East Coast (Victoria),1,Good,Good,0
208031184,Braeside,D09,South East Coast (Victoria),1,Good,Good,0
208031185,Carrum - Patterson Lakes,D09,South East Coast (Victoria),1,Good,Good,0
208031186,Chelsea - Bonbeach,D09,South East Coast (Victoria),1,Good,Good,0
208031187,Chelsea Heights,D09,South East Coast (Victoria),1,Good,Good,0
208031188,Highett (East) - Cheltenham,D09,South East Coast (Victoria),1,Good,Good,0
208031189,Edithvale - Aspendale,D09,South East Coast (Victoria),1,Good,Good,0
208031190,Mentone,D09,South East Coast (Victoria),1,Good,Good,0
208031191,Moorabbin - Heatherton,D09,South East Coast (Victoria),1,Good,Good,0
208031192,Moorabbin Airport,D09,South East Coast (Victoria),1,Good,Good,0
208031193,Mordialloc - Parkdale,D09,South East Coast (Victoria),1,Good,Good,0
208041194,Malvern - Glen Iris,D09,South East Coast (Victoria),1,Good,Good,0
208041195,Malvern East,D09,South East Coast (Victoria),1,Good,Good,0
209011196,Bundoora - East,D09,South East Coast (Victoria),1,Good,Good,0
209011197,Greensborough,D09,South East Coast (Victoria),1,Good,Good,0
209011198,Heidelberg - Rosanna,D09,South East Coast (Victoria),1,Good,Good,0
209011199,Heidelberg West,D09,South East Coast (Victoria),1,Good,Good,0
209011200,Ivanhoe,D09,South East Coast (Victoria),1,Good,Good,0
209011201,Ivanhoe East - Eaglemont,D09,South East Coast (Victoria),1,Good,Good,0
209011202,Montmorency - Briar Hill,D09,South East Coast (Victoria),1,Good,Good,0
209011203,Viewbank - Yallambie,D09,South East Coast (Victoria),1,Good,Good,0
209011204,Watsonia,D09,South East Coast (Victoria),1,Good,Good,0
209021205,Kingsbury,D09,South East Coast (Victoria),1,Good,Good,0
209021428,Preston - East,D09,South East Coast (Victoria),1,Good,Good,0
209021429,Preston - West,D09,South East Coast (Victoria),1,Good,Good,0
209021523,Reservoir - North East,D09,South East Coast (Victoria),1,Good,Good,0
209021524,Reservoir - North West,D09,South East Coast (Victoria),1,Good,Good,0
209021525,Reservoir - South East,D09,South East Coast (Victoria),1,Good,Good,0
209021526,Reservoir - South West,D09,South East Coast (Victoria),1,Good,Good,0
209031209,Eltham,D09,South East Coast (Victoria),1,Good,Good,0
209031210,Hurstbridge,D09,South East Coast (Victoria),1,Good,Good,0
209031211,Kinglake,D09,South East Coast (Victoria),0.1310535,Good,Good,0
209031211,Kinglake,D03,Murray-Darling Basin,0.8689465,Good,Good,0
209031212,Panton Hill - St Andrews,D09,South East Coast (Victoria),1,Good,Good,0
209031213,Plenty - Yarrambat,D09,South East Coast (Victoria),1,Good,Good,0
209031214,Research - North Warrandyte,D09,South East Coast (Victoria),1,Good,Good,0
209031215,Wattle Glen - Diamond Creek,D09,South East Coast (Victoria),1,Good,Good,0
209041216,Bundoora - North,D09,South East Coast (Victoria),1,Good,Good,0
209041217,Bundoora - West,D09,South East Coast (Victoria),1,Good,Good,0
209041220,Mill Park - North,D09,South East Coast (Victoria),1,Good,Good,0
209041221,Mill Park - South,D09,South East Coast (Victoria),1,Good,Good,0
209041223,Thomastown,D09,South East Coast (Victoria),1,Good,Good,0
209041224,Wallan,D03,Murray-Darling Basin,0.1159559,Good,Good,0
209041224,Wallan,D09,South East Coast (Victoria),0.8840441,Good,Good,0
209041225,Whittlesea,D09,South East Coast (Victoria),1,Good,Good,0
209041431,Epping - East,D09,South East Coast (Victoria),1,Good,Good,0
209041432,Epping - South,D09,South East Coast (Victoria),1,Good,Good,0
209041433,Epping (Vic.) - West,D09,South East Coast (Victoria),1,Good,Good,0
209041435,South Morang - North,D09,South East Coast (Victoria),1,Good,Good,0
209041436,South Morang - South,D09,South East Coast (Victoria),1,Good,Good,0
209041437,Wollert,D09,South East Coast (Victoria),1,Good,Good,0
209041527,Doreen - North,D09,South East Coast (Victoria),1,Good,Good,0
209041528,Doreen - South,D09,South East Coast (Victoria),1,Good,Good,0
209041529,Lalor - East,D09,South East Coast (Victoria),1,Good,Good,0
209041530,Lalor - West,D09,South East Coast (Victoria),1,Good,Good,0
209041531,Mernda - North,D09,South East Coast (Victoria),1,Good,Good,0
209041532,Mernda - South,D09,South East Coast (Victoria),1,Good,Good,0
210011226,Airport West,D09,South East Coast (Victoria),1,Good,Good,0
210011227,Essendon Airport,D09,South East Coast (Victoria),1,Good,Good,0
210011228,Keilor,D09,South East Coast (Victoria),1,Good,Good,0
210011230,Niddrie - Essendon West,D09,South East Coast (Victoria),1,Good,Good,0
210011231,Strathmore,D09,South East Coast (Victoria),1,Good,Good,0
210011533,Avondale Heights,D09,South East Coast (Victoria),1,Good,Good,0
210011534,Keilor East,D09,South East Coast (Victoria),1,Good,Good,0
210021232,Gisborne,D09,South East Coast (Victoria),1,Good,Good,0
210021233,Macedon,D03,Murray-Darling Basin,0.012217,Good,Good,0
210021233,Macedon,D09,South East Coast (Victoria),0.987783,Good,Good,0
210021234,Riddells Creek,D09,South East Coast (Victoria),1,Good,Good,0
210021235,Romsey,D03,Murray-Darling Basin,0.0243715,Good,Good,0
210021235,Romsey,D09,South East Coast (Victoria),0.9756285,Good,Good,0
210031236,Coburg North,D09,South East Coast (Victoria),1,Good,Good,0
210031237,Fawkner,D09,South East Coast (Victoria),1,Good,Good,0
210031439,Gowanbrae,D09,South East Coast (Victoria),1,Good,Good,0
210031440,Hadfield,D09,South East Coast (Victoria),1,Good,Good,0
210031535,Glenroy - East,D09,South East Coast (Victoria),1,Good,Good,0
210031536,Glenroy - West,D09,South East Coast (Victoria),1,Good,Good,0
210031537,Oak Park,D09,South East Coast (Victoria),1,Good,Good,0
210031538,Pascoe Vale,D09,South East Coast (Victoria),1,Good,Good,0
210041240,Sunbury,D09,South East Coast (Victoria),1,Good,Good,0
210041539,Diggers Rest,D09,South East Coast (Victoria),1,Good,Good,0
210041540,Sunbury - South,D09,South East Coast (Victoria),1,Good,Good,0
210041541,Sunbury - West,D09,South East Coast (Victoria),1,Good,Good,0
210051242,Broadmeadows,D09,South East Coast (Victoria),1,Good,Good,0
210051243,Campbellfield - Coolaroo,D09,South East Coast (Victoria),1,Good,Good,0
210051245,Gladstone Park - Westmeadows,D09,South East Coast (Victoria),1,Good,Good,0
210051246,Greenvale - Bulla,D09,South East Coast (Victoria),1,Good,Good,0
210051247,Meadow Heights,D09,South East Coast (Victoria),1,Good,Good,0
210051248,Melbourne Airport,D09,South East Coast (Victoria),1,Good,Good,0
210051250,Tullamarine,D09,South East Coast (Victoria),1,Good,Good,0
210051441,Craigieburn - Central,D09,South East Coast (Victoria),1,Good,Good,0
210051442,Craigieburn - North,D09,South East Coast (Victoria),1,Good,Good,0
210051443,Craigieburn - South,D09,South East Coast (Victoria),1,Good,Good,0
210051445,Mickleham - Yuroke,D09,South East Coast (Victoria),1,Good,Good,0
210051542,Craigieburn - North West,D09,South East Coast (Victoria),1,Good,Good,0
210051543,Craigieburn - West,D09,South East Coast (Victoria),1,Good,Good,0
210051544,Roxburgh Park (South) - Somerton,D09,South East Coast (Victoria),1,Good,Good,0
210051545,Roxburgh Park - North,D09,South East Coast (Victoria),1,Good,Good,0
211011251,Bayswater,D09,South East Coast (Victoria),1,Good,Good,0
211011254,Knoxfield - Scoresby,D09,South East Coast (Victoria),1,Good,Good,0
211011255,Lysterfield,D09,South East Coast (Victoria),1,Good,Good,0
211011256,Rowville - Central,D09,South East Coast (Victoria),1,Good,Good,0
211011257,Rowville - North,D09,South East Coast (Victoria),1,Good,Good,0
211011258,Rowville - South,D09,South East Coast (Victoria),1,Good,Good,0
211011259,Wantirna,D09,South East Coast (Victoria),1,Good,Good,0
211011260,Wantirna South,D09,South East Coast (Victoria),1,Good,Good,0
211011446,Boronia,D09,South East Coast (Victoria),1,Good,Good,0
211011447,Ferntree Gully - North,D09,South East Coast (Victoria),1,Good,Good,0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,D09,South East Coast (Victoria),1,Good,Good,0
211011449,The Basin,D09,South East Coast (Victoria),1,Good,Good,0
211021261,Donvale - Park Orchards,D09,South East Coast (Victoria),1,Good,Good,0
211021262,Warrandyte - Wonga Park,D09,South East Coast (Victoria),1,Good,Good,0
211031263,Bayswater North,D09,South East Coast (Victoria),1,Good,Good,0
211031265,Croydon Hills - Warranwood,D09,South East Coast (Victoria),1,Good,Good,0
211031266,Ringwood,D09,South East Coast (Victoria),1,Good,Good,0
211031267,Ringwood East,D09,South East Coast (Victoria),1,Good,Good,0
211031268,Ringwood North,D09,South East Coast (Victoria),1,Good,Good,0
211031450,Croydon - East,D09,South East Coast (Victoria),1,Good,Good,0
211031451,Croydon - West,D09,South East Coast (Victoria),1,Good,Good,0
211031452,Croydon South,D09,South East Coast (Victoria),1,Good,Good,0
211041269,Forest Hill,D09,South East Coast (Victoria),1,Good,Good,0
211041270,Mitcham (Vic.),D09,South East Coast (Victoria),1,Good,Good,0
211041271,Nunawading,D09,South East Coast (Victoria),1,Good,Good,0
211041272,Vermont,D09,South East Coast (Victoria),1,Good,Good,0
211041273,Vermont South,D09,South East Coast (Victoria),1,Good,Good,0
211051274,Belgrave - Selby,D09,South East Coast (Victoria),1,Good,Good,0
211051275,Chirnside Park,D09,South East Coast (Victoria),1,Good,Good,0
211051276,Healesville - Yarra Glen,D09,South East Coast (Victoria),1,Good,Good,0
211051277,Kilsyth,D09,South East Coast (Victoria),1,Good,Good,0
211051278,Lilydale - Coldstream,D09,South East Coast (Victoria),1,Good,Good,0
211051279,Monbulk - Silvan,D09,South East Coast (Victoria),1,Good,Good,0
211051280,Montrose,D09,South East Coast (Victoria),1,Good,Good,0
211051281,Mooroolbark,D09,South East Coast (Victoria),1,Good,Good,0
211051282,Mount Dandenong - Olinda,D09,South East Coast (Victoria),1,Good,Good,0
211051283,Mount Evelyn,D09,South East Coast (Victoria),1,Good,Good,0
211051284,Upwey - Tecoma,D09,South East Coast (Victoria),1,Good,Good,0
211051285,Wandin - Seville,D09,South East Coast (Victoria),1,Good,Good,0
211051286,Yarra Valley,D09,South East Coast (Victoria),1,Good,Good,0
212011289,Emerald - Cockatoo,D09,South East Coast (Victoria),1,Good,Good,0
212011546,Beaconsfield - Officer,D09,South East Coast (Victoria),1,Good,Good,0
212011547,Bunyip - Garfield,D09,South East Coast (Victoria),1,Good,Good,0
212011548,Koo Wee Rup,D09,South East Coast (Victoria),1,Good,Good,0
212011549,Pakenham - North East,D09,South East Coast (Victoria),1,Good,Good,0
212011550,Pakenham - North West,D09,South East Coast (Victoria),1,Good,Good,0
212011551,Pakenham - South East,D09,South East Coast (Victoria),1,Good,Good,0
212011552,Pakenham - South West,D09,South East Coast (Victoria),1,Good,Good,0
212021293,Berwick - North,D09,South East Coast (Victoria),1,Good,Good,0
212021295,Doveton,D09,South East Coast (Victoria),1,Good,Good,0
212021297,Hallam,D09,South East Coast (Victoria),1,Good,Good,0
212021299,Narre Warren North,D09,South East Coast (Victoria),1,Good,Good,0
212021453,Endeavour Hills - North,D09,South East Coast (Victoria),1,Good,Good,0
212021454,Endeavour Hills - South,D09,South East Coast (Victoria),1,Good,Good,0
212021455,Narre Warren - North East,D09,South East Coast (Victoria),1,Good,Good,0
212021456,Narre Warren - South West,D09,South East Coast (Victoria),1,Good,Good,0
212021553,Berwick - South East,D09,South East Coast (Victoria),1,Good,Good,0
212021554,Berwick - South West,D09,South East Coast (Victoria),1,Good,Good,0
212031300,Cranbourne,D09,South East Coast (Victoria),1,Good,Good,0
212031303,Cranbourne South,D09,South East Coast (Victoria),1,Good,Good,0
212031304,Cranbourne West,D09,South East Coast (Victoria),1,Good,Good,0
212031306,Lynbrook - Lyndhurst,D09,South East Coast (Victoria),1,Good,Good,0
212031308,Pearcedale - Tooradin,D09,South East Coast (Victoria),1,Good,Good,0
212031457,Narre Warren South - East,D09,South East Coast (Victoria),1,Good,Good,0
212031458,Narre Warren South - West,D09,South East Coast (Victoria),1,Good,Good,0
212031555,Clyde North - North,D09,South East Coast (Victoria),1,Good,Good,0
212031556,Clyde North - South,D09,South East Coast (Victoria),1,Good,Good,0
212031557,Cranbourne East - North,D09,South East Coast (Victoria),1,Good,Good,0
212031558,Cranbourne East - South,D09,South East Coast (Victoria),1,Good,Good,0
212031559,Cranbourne North - East,D09,South East Coast (Victoria),1,Good,Good,0
212031560,Cranbourne North - West,D09,South East Coast (Victoria),1,Good,Good,0
212031561,Hampton Park - East,D09,South East Coast (Victoria),1,Good,Good,0
212031562,Hampton Park - West,D09,South East Coast (Victoria),1,Good,Good,0
212041309,Clarinda - Oakleigh South,D09,South East Coast (Victoria),1,Good,Good,0
212041310,Clayton South,D09,South East Coast (Victoria),1,Good,Good,0
212041312,Dandenong North,D09,South East Coast (Victoria),1,Good,Good,0
212041313,Dingley Village,D09,South East Coast (Victoria),1,Good,Good,0
212041316,Noble Park North,D09,South East Coast (Victoria),1,Good,Good,0
212041317,Springvale,D09,South East Coast (Victoria),1,Good,Good,0
212041318,Springvale South,D09,South East Coast (Victoria),1,Good,Good,0
212041459,Noble Park - East,D09,South East Coast (Victoria),1,Good,Good,0
212041460,Noble Park - West,D09,South East Coast (Victoria),1,Good,Good,0
212041563,Dandenong - North,D09,South East Coast (Victoria),1,Good,Good,0
212041564,Dandenong - South,D09,South East Coast (Victoria),1,Good,Good,0
212041565,Keysborough - North,D09,South East Coast (Victoria),1,Good,Good,0
212041566,Keysborough - South,D09,South East Coast (Victoria),1,Good,Good,0
212051319,Ashwood - Chadstone,D09,South East Coast (Victoria),1,Good,Good,0
212051321,Glen Waverley - East,D09,South East Coast (Victoria),1,Good,Good,0
212051322,Glen Waverley - West,D09,South East Coast (Victoria),1,Good,Good,0
212051323,Mount Waverley - North,D09,South East Coast (Victoria),1,Good,Good,0
212051324,Mount Waverley - South,D09,South East Coast (Victoria),1,Good,Good,0
212051325,Mulgrave,D09,South East Coast (Victoria),1,Good,Good,0
212051326,Oakleigh - Huntingdale,D09,South East Coast (Victoria),1,Good,Good,0
212051327,Wheelers Hill,D09,South East Coast (Victoria),1,Good,Good,0
212051567,Clayton (North) - Notting Hill,D09,South East Coast (Victoria),1,Good,Good,0
212051568,Clayton - Central,D09,South East Coast (Victoria),1,Good,Good,0
213011328,Ardeer - Albion,D09,South East Coast (Victoria),1,Good,Good,0
213011329,Cairnlea,D09,South East Coast (Victoria),1,Good,Good,0
213011331,Delahey,D09,South East Coast (Victoria),1,Good,Good,0
213011332,Keilor Downs,D09,South East Coast (Victoria),1,Good,Good,0
213011333,Kings Park (Vic.),D09,South East Coast (Victoria),1,Good,Good,0
213011334,St Albans - North,D09,South East Coast (Victoria),1,Good,Good,0
213011335,St Albans - South,D09,South East Coast (Victoria),1,Good,Good,0
213011336,Sunshine,D09,South East Coast (Victoria),1,Good,Good,0
213011337,Sunshine North,D09,South East Coast (Victoria),1,Good,Good,0
213011338,Sunshine West,D09,South East Coast (Victoria),1,Good,Good,0
213011339,Sydenham,D09,South East Coast (Victoria),1,Good,Good,0
213011340,Taylors Lakes,D09,South East Coast (Victoria),1,Good,Good,0
213011569,Deer Park,D09,South East Coast (Victoria),1,Good,Good,0
213011570,Derrimut,D09,South East Coast (Victoria),1,Good,Good,0
213021341,Altona,D09,South East Coast (Victoria),1,Good,Good,0
213021342,Altona Meadows,D09,South East Coast (Victoria),1,Good,Good,0
213021343,Altona North,D09,South East Coast (Victoria),1,Good,Good,0
213021344,Newport,D09,South East Coast (Victoria),1,Good,Good,0
213021345,Seabrook,D09,South East Coast (Victoria),1,Good,Good,0
213021346,Williamstown,D09,South East Coast (Victoria),1,Good,Good,0
213031347,Braybrook,D09,South East Coast (Victoria),1,Good,Good,0
213031348,Footscray,D09,South East Coast (Victoria),1,Good,Good,0
213031349,Maribyrnong,D09,South East Coast (Victoria),1,Good,Good,0
213031350,Seddon - Kingsville,D09,South East Coast (Victoria),1,Good,Good,0
213031351,West Footscray - Tottenham,D09,South East Coast (Victoria),1,Good,Good,0
213031352,Yarraville,D09,South East Coast (Victoria),1,Good,Good,0
213041353,Bacchus Marsh,D09,South East Coast (Victoria),1,Good,Good,0
