SA2_MAINCODE_2016,SA2_NAME_2016,SED_CODE_2021,SED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
128021538,Sutherland - Kirrawee,10034,Heathcote,0.5735524,Acceptable,Acceptable,0
128021607,Engadine,10034,Heathcote,1,Acceptable,Acceptable,0
128021608,Loftus - Yarrawarrah,10034,Heathcote,1,Acceptable,Acceptable,0
128021609,Woronora Heights,10034,Heathcote,1,Acceptable,Acceptable,0
197979799,Migratory - Offshore - Shipping (NSW),19797,Migratory - Offshore - Shipping (NSW),1,Good,Good,0
199999499,No usual address (NSW),19494,No usual address (NSW),1,Good,Good,0
201011001,Alfredton,27208,Ripon (Western Victoria),0.2069546,Acceptable,Acceptable,0
201011001,Alfredton,28408,Wendouree (Western Victoria),0.7930454,Acceptable,Acceptable,0
201011002,Ballarat,21608,Buninyong (Western Victoria),0.0124653,Acceptable,Acceptable,0
201011002,Ballarat,28408,Wendouree (Western Victoria),0.9875347,Acceptable,Acceptable,0
201011003,Ballarat - North,21608,Buninyong (Western Victoria),0.2885479,Acceptable,Acceptable,0
201011003,Ballarat - North,28408,Wendouree (Western Victoria),0.7114521,Acceptable,Acceptable,0
201011004,Ballarat - South,21608,Buninyong (Western Victoria),0.881527,Acceptable,Acceptable,0
201011004,Ballarat - South,28408,Wendouree (Western Victoria),0.118473,Acceptable,Acceptable,0
201011005,Buninyong,21608,Buninyong (Western Victoria),1,Acceptable,Acceptable,0
201011006,Delacombe,28408,Wendouree (Western Victoria),0.8916784,Acceptable,Acceptable,0
201011006,Delacombe,21608,Buninyong (Western Victoria),0.1083216,Acceptable,Acceptable,0
201011007,Smythes Creek,21608,Buninyong (Western Victoria),1,Acceptable,Acceptable,0
201011008,Wendouree - Miners Rest,28408,Wendouree (Western Victoria),0.725574,Acceptable,Acceptable,0
201011008,Wendouree - Miners Rest,27208,Ripon (Western Victoria),0.274426,Acceptable,Acceptable,0
201021009,Bacchus Marsh Region,21608,Buninyong (Western Victoria),0.8660885,Acceptable,Acceptable,0
201021009,Bacchus Marsh Region,24504,Macedon (Northern Victoria),0.1339115,Good,Acceptable,0
201021010,Creswick - Clunes,21608,Buninyong (Western Victoria),0.0058408,Acceptable,Acceptable,1
201021010,Creswick - Clunes,27208,Ripon (Western Victoria),0.9941592,Acceptable,Acceptable,0
201021011,Daylesford,24504,Macedon (Northern Victoria),0.9448521,Good,Acceptable,0
201021011,Daylesford,27208,Ripon (Western Victoria),0.0551479,Acceptable,Acceptable,0
201021012,Gordon (Vic.),21608,Buninyong (Western Victoria),0.9893459,Acceptable,Acceptable,0
201021012,Gordon (Vic.),27208,Ripon (Western Victoria),0.0106541,Acceptable,Acceptable,0
201031013,Avoca,27208,Ripon (Western Victoria),1,Acceptable,Acceptable,0
201031014,Beaufort,27208,Ripon (Western Victoria),1,Acceptable,Acceptable,0
201031015,Golden Plains - North,26708,Polwarth (Western Victoria),0.0313038,Good,Acceptable,0
201031015,Golden Plains - North,21608,Buninyong (Western Victoria),0.9686962,Acceptable,Acceptable,0
201031016,Maryborough (Vic.),27208,Ripon (Western Victoria),1,Acceptable,Acceptable,0
201031017,Maryborough Region,27208,Ripon (Western Victoria),1,Acceptable,Acceptable,0
202011018,Bendigo,20804,Bendigo West (Northern Victoria),0.8688992,Acceptable,Acceptable,0
202011018,Bendigo,20704,Bendigo East (Northern Victoria),0.1311008,Acceptable,Acceptable,0
202011019,California Gully - Eaglehawk,20704,Bendigo East (Northern Victoria),0.7762011,Acceptable,Acceptable,0
202011019,California Gully - Eaglehawk,20804,Bendigo West (Northern Victoria),0.2237989,Acceptable,Acceptable,0
202011020,East Bendigo - Kennington,20704,Bendigo East (Northern Victoria),1,Acceptable,Acceptable,0
202011021,Flora Hill - Spring Gully,20704,Bendigo East (Northern Victoria),1,Acceptable,Acceptable,0
202011022,Kangaroo Flat - Golden Square,20704,Bendigo East (Northern Victoria),0.0837085,Acceptable,Acceptable,0
202011022,Kangaroo Flat - Golden Square,20804,Bendigo West (Northern Victoria),0.9162915,Acceptable,Acceptable,0
202011023,Maiden Gully,20804,Bendigo West (Northern Victoria),1,Acceptable,Acceptable,0
202011024,Strathfieldsaye,20704,Bendigo East (Northern Victoria),1,Acceptable,Acceptable,0
202011025,White Hills - Ascot,20704,Bendigo East (Northern Victoria),1,Acceptable,Acceptable,0
202021026,Bendigo Region - South,24504,Macedon (Northern Victoria),0.0020077,Good,Acceptable,1
202021026,Bendigo Region - South,20804,Bendigo West (Northern Victoria),0.5554503,Acceptable,Acceptable,0
202021026,Bendigo Region - South,20704,Bendigo East (Northern Victoria),0.4357192,Acceptable,Acceptable,0
202021026,Bendigo Region - South,22704,Euroa (Northern Victoria),0.0012658,Good,Acceptable,1
202021026,Bendigo Region - South,27208,Ripon (Western Victoria),0.005557,Acceptable,Acceptable,1
202021027,Castlemaine,20804,Bendigo West (Northern Victoria),1,Acceptable,Acceptable,0
202021028,Castlemaine Region,20704,Bendigo East (Northern Victoria),0.0180416,Acceptable,Acceptable,0
202021028,Castlemaine Region,24504,Macedon (Northern Victoria),0.2174831,Good,Acceptable,0
202021028,Castlemaine Region,20804,Bendigo West (Northern Victoria),0.7439488,Acceptable,Acceptable,0
202021028,Castlemaine Region,22704,Euroa (Northern Victoria),0.0205265,Good,Acceptable,0
202021029,Heathcote,22704,Euroa (Northern Victoria),0.8412465,Good,Acceptable,0
202021029,Heathcote,20704,Bendigo East (Northern Victoria),0.1587535,Acceptable,Acceptable,0
202021030,Kyneton,24504,Macedon (Northern Victoria),1,Good,Acceptable,0
202021031,Woodend,24504,Macedon (Northern Victoria),1,Good,Acceptable,0
202031032,Bendigo Region - North,27208,Ripon (Western Victoria),0.0117954,Acceptable,Acceptable,0
202031032,Bendigo Region - North,20804,Bendigo West (Northern Victoria),0.0762712,Acceptable,Acceptable,0
202031032,Bendigo Region - North,20704,Bendigo East (Northern Victoria),0.9119334,Acceptable,Acceptable,0
202031033,Loddon,25704,Murray Plains (Northern Victoria),0.3388956,Good,Acceptable,0
202031033,Loddon,20704,Bendigo East (Northern Victoria),0.0841952,Acceptable,Acceptable,0
202031033,Loddon,27208,Ripon (Western Victoria),0.5769091,Acceptable,Acceptable,0
203011034,Bannockburn,26708,Polwarth (Western Victoria),1,Good,Acceptable,0
203011035,Golden Plains - South,21608,Buninyong (Western Victoria),0.4377228,Acceptable,Acceptable,0
203011035,Golden Plains - South,26708,Polwarth (Western Victoria),0.5622772,Good,Acceptable,0
203011036,Winchelsea,26708,Polwarth (Western Victoria),0.6259557,Good,Acceptable,0
203011036,Winchelsea,27608,South Barwon (Western Victoria),0.3740443,Good,Acceptable,0
203021037,Belmont,23308,Geelong (Western Victoria),0.9776812,Good,Acceptable,0
203021037,Belmont,27608,South Barwon (Western Victoria),0.0223188,Good,Acceptable,0
203021038,Corio - Norlane,24308,Lara (Western Victoria),1,Good,Acceptable,0
203021039,Geelong,23308,Geelong (Western Victoria),1,Good,Acceptable,0
203021040,Geelong West - Hamlyn Heights,23308,Geelong (Western Victoria),0.6756824,Good,Acceptable,0
203021040,Geelong West - Hamlyn Heights,24308,Lara (Western Victoria),0.323429,Good,Acceptable,0
203021040,Geelong West - Hamlyn Heights,26708,Polwarth (Western Victoria),0.0008886,Good,Acceptable,1
203021041,Grovedale,27608,South Barwon (Western Victoria),1,Good,Acceptable,0
203021042,Highton,23308,Geelong (Western Victoria),0.0069436,Good,Acceptable,1
203021042,Highton,27608,South Barwon (Western Victoria),0.9930564,Good,Acceptable,0
203021043,Lara,24308,Lara (Western Victoria),1,Good,Acceptable,0
203021044,Leopold,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
203021045,Newcomb - Moolap,20508,Bellarine (Western Victoria),0.0939519,Good,Acceptable,0
203021045,Newcomb - Moolap,23308,Geelong (Western Victoria),0.9060481,Good,Acceptable,0
203021046,Newtown (Vic.),23308,Geelong (Western Victoria),1,Good,Acceptable,0
203021047,North Geelong - Bell Park,24308,Lara (Western Victoria),1,Good,Acceptable,0
203031048,Clifton Springs,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
203031049,Lorne - Anglesea,26708,Polwarth (Western Victoria),1,Good,Acceptable,0
203031050,Ocean Grove - Barwon Heads,20508,Bellarine (Western Victoria),0.8542395,Good,Acceptable,0
203031050,Ocean Grove - Barwon Heads,27608,South Barwon (Western Victoria),0.1457605,Good,Acceptable,0
203031051,Portarlington,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
203031052,Point Lonsdale - Queenscliff,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
203031053,Torquay,27608,South Barwon (Western Victoria),0.9996167,Good,Acceptable,0
203031053,Torquay,26708,Polwarth (Western Victoria),0.0003833,Good,Acceptable,1
204011054,Alexandra,22404,Eildon (Northern Victoria),1,Good,Acceptable,0
204011055,Euroa,22404,Eildon (Northern Victoria),0.0005403,Good,Acceptable,1
204011055,Euroa,22704,Euroa (Northern Victoria),0.9994597,Good,Acceptable,0
204011056,Kilmore - Broadford,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204011057,Mansfield (Vic.),22404,Eildon (Northern Victoria),1,Good,Acceptable,0
204011058,Nagambie,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204011059,Seymour,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204011060,Seymour Region,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204011061,Upper Yarra Valley,22404,Eildon (Northern Victoria),1,Good,Acceptable,0
204011062,Yea,22704,Euroa (Northern Victoria),0.0102778,Good,Acceptable,0
204011062,Yea,22404,Eildon (Northern Victoria),0.9897222,Good,Acceptable,0
204021063,Benalla,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204021064,Benalla Region,27504,Shepparton (Northern Victoria),0.0111024,Good,Acceptable,0
204021064,Benalla Region,22704,Euroa (Northern Victoria),0.9888976,Good,Acceptable,0
204021065,Rutherglen,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204021066,Wangaratta,26504,Ovens Valley (Northern Victoria),1,Good,Acceptable,0
204021067,Wangaratta Region,26504,Ovens Valley (Northern Victoria),1,Good,Acceptable,0
204031068,Beechworth,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031069,Bright - Mount Beauty,26504,Ovens Valley (Northern Victoria),0.6232523,Good,Acceptable,0
204031069,Bright - Mount Beauty,20604,Benambra (Northern Victoria),0.3767477,Good,Acceptable,0
204031070,Chiltern - Indigo Valley,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031071,Myrtleford,26504,Ovens Valley (Northern Victoria),1,Good,Acceptable,0
204031072,Towong,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031073,West Wodonga,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031074,Wodonga,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031075,Yackandandah,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
205011076,Drouin,25802,Narracan (Eastern Victoria),1,Good,Acceptable,0
205011077,Mount Baw Baw Region,25402,Morwell (Eastern Victoria),0.0247781,Good,Acceptable,0
205011077,Mount Baw Baw Region,25802,Narracan (Eastern Victoria),0.9752219,Good,Acceptable,0
205011078,Trafalgar (Vic.),25802,Narracan (Eastern Victoria),1,Good,Acceptable,0
205011079,Warragul,25802,Narracan (Eastern Victoria),1,Good,Acceptable,0
205021080,Alps - East,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021081,Bairnsdale,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021082,Bruthen - Omeo,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021083,Lake King,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021084,Lakes Entrance,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021085,Orbost,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021086,Paynesville,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205031087,Foster,23602,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
205031088,French Island,23702,Hastings (Eastern Victoria),1,Good,Acceptable,0
205031089,Korumburra,20302,Bass (Eastern Victoria),0.010702,Good,Acceptable,0
205031089,Korumburra,25802,Narracan (Eastern Victoria),0.0052945,Good,Acceptable,1
205031089,Korumburra,23602,Gippsland South (Eastern Victoria),0.9840035,Good,Acceptable,0
205031090,Leongatha,23602,Gippsland South (Eastern Victoria),0.9999174,Good,Acceptable,0
205031090,Leongatha,25402,Morwell (Eastern Victoria),0.0000826,Good,Acceptable,1
205031091,Phillip Island,20302,Bass (Eastern Victoria),1,Good,Acceptable,0
205031092,Wilsons Promontory,23602,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
205031093,Wonthaggi - Inverloch,20302,Bass (Eastern Victoria),0.9985004,Good,Acceptable,0
205031093,Wonthaggi - Inverloch,23602,Gippsland South (Eastern Victoria),0.0014996,Good,Acceptable,1
205041094,Churchill,23602,Gippsland South (Eastern Victoria),0.0068645,Good,Acceptable,1
205041094,Churchill,25402,Morwell (Eastern Victoria),0.9931355,Good,Acceptable,0
205041095,Moe - Newborough,25402,Morwell (Eastern Victoria),0.4366082,Good,Acceptable,0
205041095,Moe - Newborough,25802,Narracan (Eastern Victoria),0.5633918,Good,Acceptable,0
205041096,Morwell,25402,Morwell (Eastern Victoria),1,Good,Acceptable,0
205041097,Traralgon,25402,Morwell (Eastern Victoria),1,Good,Acceptable,0
205041098,Yallourn North - Glengarry,25802,Narracan (Eastern Victoria),0.0060649,Good,Acceptable,1
205041098,Yallourn North - Glengarry,25402,Morwell (Eastern Victoria),0.9939351,Good,Acceptable,0
205051099,Alps - West,23502,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205051100,Longford - Loch Sport,23602,Gippsland South (Eastern Victoria),0.9347467,Good,Acceptable,0
205051100,Longford - Loch Sport,23502,Gippsland East (Eastern Victoria),0.0652533,Good,Acceptable,0
205051101,Maffra,25402,Morwell (Eastern Victoria),0.0049057,Good,Acceptable,1
205051101,Maffra,23602,Gippsland South (Eastern Victoria),0.0072048,Good,Acceptable,1
205051101,Maffra,23502,Gippsland East (Eastern Victoria),0.9878895,Good,Acceptable,0
205051102,Rosedale,25402,Morwell (Eastern Victoria),0.1787787,Good,Acceptable,0
205051102,Rosedale,23602,Gippsland South (Eastern Victoria),0.8212213,Good,Acceptable,0
205051103,Sale,23602,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
205051104,Yarram,23602,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
206011105,Brunswick,21303,Brunswick (Northern Metropolitan),1,Acceptable,Acceptable,0
206011106,Brunswick East,21303,Brunswick (Northern Metropolitan),1,Acceptable,Acceptable,0
206011107,Brunswick West,21303,Brunswick (Northern Metropolitan),1,Acceptable,Acceptable,0
206011108,Coburg,21303,Brunswick (Northern Metropolitan),0.4122651,Acceptable,Acceptable,0
206011108,Coburg,26603,Pascoe Vale (Northern Metropolitan),0.5877349,Acceptable,Acceptable,0
206011109,Pascoe Vale South,21303,Brunswick (Northern Metropolitan),0.4055425,Acceptable,Acceptable,0
206011109,Pascoe Vale South,26603,Pascoe Vale (Northern Metropolitan),0.5944575,Acceptable,Acceptable,0
206021110,Alphington - Fairfield,26303,Northcote (Northern Metropolitan),1,Acceptable,Acceptable,0
206021111,Northcote,26303,Northcote (Northern Metropolitan),1,Acceptable,Acceptable,0
206021112,Thornbury,26303,Northcote (Northern Metropolitan),1,Acceptable,Acceptable,0
206031113,Ascot Vale,22607,Essendon (Western Metropolitan),1,Good,Acceptable,0
206031114,Essendon - Aberfeldie,26207,Niddrie (Western Metropolitan),0.2946208,Acceptable,Acceptable,0
206031114,Essendon - Aberfeldie,22607,Essendon (Western Metropolitan),0.7053792,Good,Acceptable,0
206031115,Flemington,22607,Essendon (Western Metropolitan),1,Good,Acceptable,0
206031116,Moonee Ponds,26207,Niddrie (Western Metropolitan),0.0247014,Acceptable,Acceptable,0
206031116,Moonee Ponds,22607,Essendon (Western Metropolitan),0.9752986,Good,Acceptable,0
206041117,Carlton,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041118,Docklands,24703,Melbourne (Northern Metropolitan),0.8064958,Good,Acceptable,0
206041118,Docklands,20106,Albert Park (Southern Metropolitan),0.1935042,Acceptable,Acceptable,0
206041119,East Melbourne,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041120,Flemington Racecourse,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041121,Kensington (Vic.),24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041122,Melbourne,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041123,North Melbourne,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041124,Parkville,24703,Melbourne (Northern Metropolitan),0.5839007,Good,Acceptable,0
206041124,Parkville,21303,Brunswick (Northern Metropolitan),0.4160993,Acceptable,Acceptable,0
206041125,South Yarra - West,26806,Prahran (Southern Metropolitan),1,Acceptable,Acceptable,0
206041126,Southbank,20106,Albert Park (Southern Metropolitan),0.9998323,Acceptable,Acceptable,0
206041126,Southbank,26806,Prahran (Southern Metropolitan),0.0001677,Acceptable,Acceptable,1
206041127,West Melbourne,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206051128,Albert Park,26806,Prahran (Southern Metropolitan),0.32224,Acceptable,Acceptable,0
206051128,Albert Park,20106,Albert Park (Southern Metropolitan),0.67776,Acceptable,Acceptable,0
206051129,Elwood,21106,Brighton (Southern Metropolitan),1,Good,Acceptable,0
206051130,Port Melbourne,20106,Albert Park (Southern Metropolitan),1,Acceptable,Acceptable,0
206051131,Port Melbourne Industrial,20106,Albert Park (Southern Metropolitan),1,Acceptable,Acceptable,0
206051132,South Melbourne,20106,Albert Park (Southern Metropolitan),1,Acceptable,Acceptable,0
206051133,St Kilda,26806,Prahran (Southern Metropolitan),0.3002219,Acceptable,Acceptable,0
206051133,St Kilda,21906,Caulfield (Southern Metropolitan),0.0428314,Acceptable,Acceptable,0
206051133,St Kilda,20106,Albert Park (Southern Metropolitan),0.6569467,Acceptable,Acceptable,0
206051134,St Kilda East,21906,Caulfield (Southern Metropolitan),0.4377494,Acceptable,Acceptable,0
206051134,St Kilda East,26806,Prahran (Southern Metropolitan),0.5622506,Acceptable,Acceptable,0
206061135,Armadale,24606,Malvern (Southern Metropolitan),1,Good,Acceptable,0
206061136,Prahran - Windsor,26806,Prahran (Southern Metropolitan),1,Acceptable,Acceptable,0
206061137,South Yarra - East,26806,Prahran (Southern Metropolitan),1,Acceptable,Acceptable,0
206061138,Toorak,24606,Malvern (Southern Metropolitan),0.6532127,Good,Acceptable,0
206061138,Toorak,26806,Prahran (Southern Metropolitan),0.3467873,Acceptable,Acceptable,0
206071139,Abbotsford,27003,Richmond (Northern Metropolitan),1,Good,Acceptable,0
206071140,Carlton North - Princes Hill,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206071141,Collingwood,27003,Richmond (Northern Metropolitan),1,Good,Acceptable,0
206071142,Fitzroy,27003,Richmond (Northern Metropolitan),1,Good,Acceptable,0
206071143,Fitzroy North,21303,Brunswick (Northern Metropolitan),0.3129446,Acceptable,Acceptable,0
206071143,Fitzroy North,27003,Richmond (Northern Metropolitan),0.6870554,Good,Acceptable,0
206071144,Richmond (Vic.),27003,Richmond (Northern Metropolitan),1,Good,Acceptable,0
206071145,Yarra - North,26303,Northcote (Northern Metropolitan),0.2815831,Acceptable,Acceptable,0
206071145,Yarra - North,27003,Richmond (Northern Metropolitan),0.7184169,Good,Acceptable,0
207011146,Ashburton (Vic.),21706,Burwood (Southern Metropolitan),1,Poor,Acceptable,0
207011147,Balwyn,21001,Box Hill (Eastern Metropolitan),0.4493696,Poor,Acceptable,0
207011147,Balwyn,24006,Kew (Southern Metropolitan),0.5506304,Acceptable,Acceptable,0
207011148,Balwyn North,24006,Kew (Southern Metropolitan),1,Acceptable,Acceptable,0
207011149,Camberwell,23806,Hawthorn (Southern Metropolitan),0.7315989,Acceptable,Acceptable,0
207011149,Camberwell,21706,Burwood (Southern Metropolitan),0.2684011,Poor,Acceptable,0
207011150,Glen Iris - East,23806,Hawthorn (Southern Metropolitan),0.4569872,Acceptable,Acceptable,0
207011150,Glen Iris - East,21706,Burwood (Southern Metropolitan),0.5430128,Poor,Acceptable,0
207011151,Hawthorn,23806,Hawthorn (Southern Metropolitan),1,Acceptable,Acceptable,0
207011152,Hawthorn East,23806,Hawthorn (Southern Metropolitan),1,Acceptable,Acceptable,0
207011153,Kew,24006,Kew (Southern Metropolitan),1,Acceptable,Acceptable,0
207011154,Kew East,24006,Kew (Southern Metropolitan),1,Acceptable,Acceptable,0
207011155,Surrey Hills (West) - Canterbury,21001,Box Hill (Eastern Metropolitan),0.3323861,Poor,Acceptable,0
207011155,Surrey Hills (West) - Canterbury,23806,Hawthorn (Southern Metropolitan),0.2440587,Acceptable,Acceptable,0
207011155,Surrey Hills (West) - Canterbury,24006,Kew (Southern Metropolitan),0.1816714,Acceptable,Acceptable,0
207011155,Surrey Hills (West) - Canterbury,21706,Burwood (Southern Metropolitan),0.2418837,Poor,Acceptable,0
207021156,Bulleen,21401,Bulleen (Eastern Metropolitan),1,Good,Acceptable,0
207021157,Doncaster,21401,Bulleen (Eastern Metropolitan),1,Good,Acceptable,0
207021159,Templestowe,28301,Warrandyte (Eastern Metropolitan),0.0107417,Acceptable,Acceptable,0
207021159,Templestowe,21401,Bulleen (Eastern Metropolitan),0.9892583,Good,Acceptable,0
207021160,Templestowe Lower,21401,Bulleen (Eastern Metropolitan),1,Good,Acceptable,0
207021424,Doncaster East (North),28301,Warrandyte (Eastern Metropolitan),1,Acceptable,Acceptable,0
207021425,Doncaster East (South),28301,Warrandyte (Eastern Metropolitan),1,Acceptable,Acceptable,0
207031161,Blackburn,21001,Box Hill (Eastern Metropolitan),0.8746048,Poor,Acceptable,0
207031161,Blackburn,27101,Ringwood (Eastern Metropolitan),0.1253952,Poor,Acceptable,0
207031162,Blackburn South,23101,Forest Hill (Eastern Metropolitan),1,Good,Acceptable,0
207031163,Box Hill,21706,Burwood (Southern Metropolitan),0.427562,Poor,Acceptable,0
207031163,Box Hill,21001,Box Hill (Eastern Metropolitan),0.572438,Poor,Acceptable,0
207031164,Box Hill North,21001,Box Hill (Eastern Metropolitan),0.9934313,Poor,Acceptable,0
207031164,Box Hill North,24006,Kew (Southern Metropolitan),0.0065687,Acceptable,Acceptable,1
207031165,Burwood,21706,Burwood (Southern Metropolitan),1,Poor,Acceptable,0
207031166,Burwood East,23101,Forest Hill (Eastern Metropolitan),1,Good,Acceptable,0
207031167,Surrey Hills (East) - Mont Albert,21706,Burwood (Southern Metropolitan),0.4154095,Poor,Acceptable,0
207031167,Surrey Hills (East) - Mont Albert,21001,Box Hill (Eastern Metropolitan),0.5845905,Poor,Acceptable,0
208011168,Beaumaris,27406,Sandringham (Southern Metropolitan),1,Acceptable,Acceptable,0
208011169,Brighton (Vic.),21106,Brighton (Southern Metropolitan),1,Good,Acceptable,0
208011170,Brighton East,20906,Bentleigh (Southern Metropolitan),0.0584612,Acceptable,Acceptable,0
208011170,Brighton East,21106,Brighton (Southern Metropolitan),0.9415388,Good,Acceptable,0
208011171,Cheltenham - Highett (West),27406,Sandringham (Southern Metropolitan),1,Acceptable,Acceptable,0
208011172,Hampton,21106,Brighton (Southern Metropolitan),0.501395,Good,Acceptable,0
208011172,Hampton,20906,Bentleigh (Southern Metropolitan),0.2665524,Acceptable,Acceptable,0
208011172,Hampton,27406,Sandringham (Southern Metropolitan),0.2320527,Acceptable,Acceptable,0
208011173,Sandringham - Black Rock,27406,Sandringham (Southern Metropolitan),1,Acceptable,Acceptable,0
208021174,Bentleigh - McKinnon,20906,Bentleigh (Southern Metropolitan),1,Acceptable,Acceptable,0
208021176,Carnegie,26406,Oakleigh (Southern Metropolitan),1,Poor,Acceptable,0
208021177,Caulfield - North,21906,Caulfield (Southern Metropolitan),1,Acceptable,Acceptable,0
208021178,Caulfield - South,21906,Caulfield (Southern Metropolitan),1,Acceptable,Acceptable,0
208021179,Elsternwick,21906,Caulfield (Southern Metropolitan),1,Acceptable,Acceptable,0
208021180,Hughesdale,26406,Oakleigh (Southern Metropolitan),1,Poor,Acceptable,0
208021181,Murrumbeena,26406,Oakleigh (Southern Metropolitan),1,Poor,Acceptable,0
208021182,Ormond - Glen Huntly,26406,Oakleigh (Southern Metropolitan),0.1553169,Poor,Acceptable,0
208021182,Ormond - Glen Huntly,21906,Caulfield (Southern Metropolitan),0.5554081,Acceptable,Acceptable,0
208021182,Ormond - Glen Huntly,20906,Bentleigh (Southern Metropolitan),0.289275,Acceptable,Acceptable,0
208021426,Bentleigh East (North),22005,Clarinda (South-Eastern Metropolitan),0.305507,Poor,Acceptable,0
208021426,Bentleigh East (North),20906,Bentleigh (Southern Metropolitan),0.694493,Acceptable,Acceptable,0
208021427,Bentleigh East (South),20906,Bentleigh (Southern Metropolitan),1,Acceptable,Acceptable,0
208031183,Aspendale Gardens - Waterways,25205,Mordialloc (South-Eastern Metropolitan),0.7264407,Acceptable,Acceptable,0
208031183,Aspendale Gardens - Waterways,24105,Keysborough (South-Eastern Metropolitan),0.2735593,Acceptable,Acceptable,0
208031184,Braeside,24105,Keysborough (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
208031185,Carrum - Patterson Lakes,21805,Carrum (South-Eastern Metropolitan),1,Good,Acceptable,0
208031186,Chelsea - Bonbeach,25205,Mordialloc (South-Eastern Metropolitan),0.5577572,Acceptable,Acceptable,0
208031186,Chelsea - Bonbeach,21805,Carrum (South-Eastern Metropolitan),0.4422428,Good,Acceptable,0
208031187,Chelsea Heights,25205,Mordialloc (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
208031188,Cheltenham - Highett (East),22005,Clarinda (South-Eastern Metropolitan),0.4706787,Poor,Acceptable,0
208031188,Cheltenham - Highett (East),25205,Mordialloc (South-Eastern Metropolitan),0.2503404,Acceptable,Acceptable,0
208031188,Cheltenham - Highett (East),27406,Sandringham (Southern Metropolitan),0.2789809,Acceptable,Acceptable,0
208031189,Edithvale - Aspendale,25205,Mordialloc (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
208031190,Mentone,25205,Mordialloc (South-Eastern Metropolitan),0.3793721,Acceptable,Acceptable,0
208031190,Mentone,27406,Sandringham (Southern Metropolitan),0.6206279,Acceptable,Acceptable,0
208031191,Moorabbin - Heatherton,22005,Clarinda (South-Eastern Metropolitan),0.3248299,Poor,Acceptable,0
208031191,Moorabbin - Heatherton,20906,Bentleigh (Southern Metropolitan),0.6751701,Acceptable,Acceptable,0
208031192,Moorabbin Airport,25205,Mordialloc (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
208031193,Mordialloc - Parkdale,25205,Mordialloc (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
208041194,Malvern - Glen Iris,24606,Malvern (Southern Metropolitan),1,Good,Acceptable,0
208041195,Malvern East,24606,Malvern (Southern Metropolitan),1,Good,Acceptable,0
209011196,Bundoora - East,21503,Bundoora (Northern Metropolitan),1,Acceptable,Acceptable,0
209011197,Greensborough,22501,Eltham (Eastern Metropolitan),0.5386942,Acceptable,Acceptable,0
209011197,Greensborough,21503,Bundoora (Northern Metropolitan),0.4613058,Acceptable,Acceptable,0
209011198,Heidelberg - Rosanna,23901,Ivanhoe (Eastern Metropolitan),1,Good,Acceptable,0
209011199,Heidelberg West,23901,Ivanhoe (Eastern Metropolitan),1,Good,Acceptable,0
209011200,Ivanhoe,23901,Ivanhoe (Eastern Metropolitan),1,Good,Acceptable,0
