SA3_CODE_2016,SA3_NAME_2016,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
12401,Blue Mountains,127,Macquarie,1,Good,Acceptable,0
12402,Blue Mountains - South,107,Calare,3.75E-05,Good,Acceptable,1
12402,Blue Mountains - South,120,Hume,0.000637,Acceptable,Acceptable,1
12402,Blue Mountains - South,127,Macquarie,0.9993255,Good,Acceptable,0
12403,Penrith,128,McMahon,0.0005043,Poor,Acceptable,1
12403,Penrith,120,Hume,0.0538192,Acceptable,Acceptable,0
12403,Penrith,123,Lindsay,0.9456765,Acceptable,Acceptable,0
12404,Richmond - Windsor,123,Lindsay,0.1571807,Acceptable,Acceptable,0
12404,Richmond - Windsor,127,Macquarie,0.8428193,Good,Acceptable,0
12405,St Marys,128,McMahon,0.4873795,Poor,Acceptable,0
12405,St Marys,123,Lindsay,0.5126205,Acceptable,Acceptable,0
12501,Auburn,144,Watson,0.0544651,Poor,Acceptable,0
12501,Auburn,137,Reid,0.3069656,Poor,Acceptable,0
12501,Auburn,105,Blaxland,0.6385693,Poor,Acceptable,0
12502,Carlingford,104,Berowra,0.0450282,Poor,Acceptable,0
12502,Carlingford,103,Bennelong,0.317773,Acceptable,Acceptable,0
12502,Carlingford,135,Parramatta,0.6371988,Poor,Acceptable,0
12503,Merrylands - Guildford,115,Fowler,0.0745338,Poor,Acceptable,0
12503,Merrylands - Guildford,105,Blaxland,0.1887427,Poor,Acceptable,0
12503,Merrylands - Guildford,135,Parramatta,0.2650579,Poor,Acceptable,0
12503,Merrylands - Guildford,128,McMahon,0.4716656,Poor,Acceptable,0
12504,Parramatta,128,McMahon,0.0119057,Poor,Acceptable,0
12504,Parramatta,118,Greenway,0.0587162,Poor,Acceptable,0
12504,Parramatta,129,Mitchell,0.1906849,Poor,Acceptable,0
12504,Parramatta,135,Parramatta,0.7386933,Poor,Acceptable,0
12601,Pennant Hills - Epping,104,Berowra,0.4336349,Poor,Acceptable,0
12601,Pennant Hills - Epping,103,Bennelong,0.5663651,Acceptable,Acceptable,0
12602,Ryde - Hunters Hill,132,North Sydney,0.1052861,Poor,Acceptable,0
12602,Ryde - Hunters Hill,103,Bennelong,0.8947139,Acceptable,Acceptable,0
12701,Bringelly - Green Valley,120,Hume,0.0323039,Acceptable,Acceptable,0
12701,Bringelly - Green Valley,125,Macarthur,0.1507784,Poor,Acceptable,0
12701,Bringelly - Green Valley,146,Werriwa,0.8169176,Poor,Acceptable,0
12702,Fairfield,146,Werriwa,0.0755628,Poor,Acceptable,0
12702,Fairfield,128,McMahon,0.3273716,Poor,Acceptable,0
12702,Fairfield,115,Fowler,0.5970655,Poor,Acceptable,0
12703,Liverpool,119,Hughes,0.2581253,Acceptable,Acceptable,0
12703,Liverpool,115,Fowler,0.3567148,Poor,Acceptable,0
12703,Liverpool,146,Werriwa,0.3851599,Poor,Acceptable,0
12801,Cronulla - Miranda - Caringbah,,,4.51E-05,Poor,Acceptable,4
12801,Cronulla - Miranda - Caringbah,119,Hughes,0.0528841,Acceptable,Acceptable,0
12801,Cronulla - Miranda - Caringbah,109,Cook,0.9470708,Acceptable,Acceptable,0
12802,Sutherland - Menai - Heathcote,119,Hughes,1,Acceptable,Acceptable,0
19797,Migratory - Offshore - Shipping (NSW),197,Migratory - Offshore - Shipping (NSW),1,Good,Good,0
19999,No usual address (NSW),194,No usual address (NSW),1,Good,Good,0
20101,Ballarat,202,Ballarat,1,Good,Acceptable,0
20102,Creswick - Daylesford - Ballan,219,Hawke,0.2061855,Poor,Acceptable,0
20102,Creswick - Daylesford - Ballan,202,Ballarat,0.7938145,Good,Acceptable,0
20103,Maryborough - Pyrenees,238,Wannon,0.1775766,Acceptable,Acceptable,0
20103,Maryborough - Pyrenees,202,Ballarat,0.1902566,Good,Acceptable,0
20103,Maryborough - Pyrenees,230,Mallee,0.6321668,Acceptable,Acceptable,0
20201,Bendigo,203,Bendigo,1,Good,Acceptable,0
20202,Heathcote - Castlemaine - Kyneton,230,Mallee,0.0022866,Acceptable,Acceptable,1
20202,Heathcote - Castlemaine - Kyneton,232,McEwen,0.1551886,Poor,Acceptable,0
20202,Heathcote - Castlemaine - Kyneton,203,Bendigo,0.8425248,Good,Acceptable,0
20203,Loddon - Elmore,203,Bendigo,0.3879502,Good,Acceptable,0
20203,Loddon - Elmore,230,Mallee,0.6120498,Acceptable,Acceptable,0
20301,Barwon - West,238,Wannon,0.1321811,Acceptable,Acceptable,0
20301,Barwon - West,202,Ballarat,0.2765995,Good,Acceptable,0
20301,Barwon - West,209,Corangamite,0.5912194,Poor,Acceptable,0
20302,Geelong,209,Corangamite,0.2090497,Poor,Acceptable,0
20302,Geelong,210,Corio,0.7909503,Acceptable,Acceptable,0
20303,Surf Coast - Bellarine Peninsula,238,Wannon,0.0696524,Acceptable,Acceptable,0
20303,Surf Coast - Bellarine Peninsula,209,Corangamite,0.9303476,Poor,Acceptable,0
20401,Upper Goulburn Valley,203,Bendigo,0.0027162,Good,Acceptable,1
20401,Upper Goulburn Valley,206,Casey,0.0036822,Good,Acceptable,1
20401,Upper Goulburn Valley,232,McEwen,0.1710429,Poor,Acceptable,0
20401,Upper Goulburn Valley,236,Nicholls,0.3707778,Good,Acceptable,0
20401,Upper Goulburn Valley,223,Indi,0.4517808,Acceptable,Acceptable,0
20402,Wangaratta - Benalla,236,Nicholls,0.0007574,Good,Acceptable,1
20402,Wangaratta - Benalla,223,Indi,0.9992426,Acceptable,Acceptable,0
20403,Wodonga - Alpine,223,Indi,1,Acceptable,Acceptable,0
20501,Baw Baw,235,Monash,1,Acceptable,Acceptable,0
20502,Gippsland - East,216,Gippsland,1,Good,Acceptable,0
20503,Gippsland - South West,216,Gippsland,1.48E-05,Good,Acceptable,1
20503,Gippsland - South West,213,Flinders,7.15E-05,Acceptable,Acceptable,1
20503,Gippsland - South West,235,Monash,0.9999137,Acceptable,Acceptable,0
20504,Latrobe Valley,235,Monash,0.2271274,Acceptable,Acceptable,0
20504,Latrobe Valley,216,Gippsland,0.7728726,Good,Acceptable,0
20505,Wellington,216,Gippsland,1,Good,Acceptable,0
20601,Brunswick - Coburg,208,Cooper,0.006427,Good,Acceptable,1
20601,Brunswick - Coburg,233,Melbourne,0.0437012,Acceptable,Acceptable,0
20601,Brunswick - Coburg,239,Wills,0.9498718,Good,Acceptable,0
20602,Darebin - South,208,Cooper,1,Good,Acceptable,0
20603,Essendon,231,Maribyrnong,1,Acceptable,Acceptable,0
20604,Melbourne City,231,Maribyrnong,0.0837862,Acceptable,Acceptable,0
20604,Melbourne City,229,Macnamara,0.1997609,Poor,Acceptable,0
20604,Melbourne City,233,Melbourne,0.7164529,Acceptable,Acceptable,0
20605,Port Phillip,229,Macnamara,1,Poor,Acceptable,0
20606,Stonnington - West,220,Higgins,1,Poor,Acceptable,0
20607,Yarra,208,Cooper,0.0288537,Good,Acceptable,0
20607,Yarra,233,Melbourne,0.9711463,Acceptable,Acceptable,0
20701,Boroondara,220,Higgins,0.119837,Poor,Acceptable,0
20701,Boroondara,226,Kooyong,0.880163,Acceptable,Acceptable,0
20702,Manningham - West,234,Menzies,1,Acceptable,Acceptable,0
20703,Whitehorse - West,211,Deakin,0.0417373,Good,Acceptable,0
20703,Whitehorse - West,226,Kooyong,0.1550885,Acceptable,Acceptable,0
20703,Whitehorse - West,234,Menzies,0.2802913,Acceptable,Acceptable,0
20703,Whitehorse - West,207,Chisholm,0.5228829,Poor,Acceptable,0
20801,Bayside,217,Goldstein,1,Acceptable,Acceptable,0
20802,Glen Eira,220,Higgins,0.1979232,Poor,Acceptable,0
20802,Glen Eira,229,Macnamara,0.2209978,Poor,Acceptable,0
20802,Glen Eira,222,Hotham,0.2406134,Poor,Acceptable,0
20802,Glen Eira,217,Goldstein,0.3404657,Acceptable,Acceptable,0
20803,Kingston,224,Isaacs,1,Acceptable,Acceptable,0
20804,Stonnington - East,220,Higgins,1,Poor,Acceptable,0
20901,Banyule,225,Jagajaga,1,Acceptable,Acceptable,0
20902,Darebin - North,208,Cooper,1,Good,Acceptable,0
20903,Nillumbik - Kinglake,234,Menzies,0.04518,Acceptable,Acceptable,0
20903,Nillumbik - Kinglake,223,Indi,0.0588272,Acceptable,Acceptable,0
20903,Nillumbik - Kinglake,232,McEwen,0.4028721,Poor,Acceptable,0
20903,Nillumbik - Kinglake,225,Jagajaga,0.4931207,Acceptable,Acceptable,0
20904,Whittlesea - Wallan,232,McEwen,0.2614108,Poor,Acceptable,0
20904,Whittlesea - Wallan,237,Scullin,0.7385892,Poor,Acceptable,0
21001,Keilor,218,Gorton,0.0987705,Poor,Acceptable,0
21001,Keilor,231,Maribyrnong,0.9012295,Acceptable,Acceptable,0
21002,Macedon Ranges,203,Bendigo,0.0045292,Good,Acceptable,1
21002,Macedon Ranges,232,McEwen,0.9954708,Poor,Acceptable,0
21003,Moreland - North,231,Maribyrnong,0.0387474,Acceptable,Acceptable,0
21003,Moreland - North,208,Cooper,0.0448433,Good,Acceptable,0
21003,Moreland - North,239,Wills,0.9164093,Good,Acceptable,0
21004,Sunbury,219,Hawke,1,Poor,Acceptable,0
21005,Tullamarine - Broadmeadows,219,Hawke,0.0042151,Poor,Acceptable,1
21005,Tullamarine - Broadmeadows,231,Maribyrnong,0.0934429,Acceptable,Acceptable,0
21005,Tullamarine - Broadmeadows,205,Calwell,0.9023421,Good,Acceptable,0
21101,Knox,206,Casey,0.0002731,Good,Acceptable,1
21101,Knox,201,Aston,0.9997269,Good,Acceptable,0
21102,Manningham - East,206,Casey,0.0152501,Good,Acceptable,0
21102,Manningham - East,234,Menzies,0.9847499,Acceptable,Acceptable,0
21103,Maroondah,211,Deakin,1,Good,Acceptable,0
21104,Whitehorse - East,234,Menzies,0.2356015,Acceptable,Acceptable,0
21104,Whitehorse - East,211,Deakin,0.7643985,Good,Acceptable,0
21105,Yarra Ranges,206,Casey,1,Good,Acceptable,0
21201,Cardinia,206,Casey,0.0164578,Good,Acceptable,0
21201,Cardinia,227,La Trobe,0.9835422,Acceptable,Acceptable,0
21202,Casey - North,227,La Trobe,0.197286,Acceptable,Acceptable,0
21202,Casey - North,204,Bruce,0.802714,Poor,Acceptable,0
21203,Casey - South,227,La Trobe,0.0184839,Acceptable,Acceptable,0
21203,Casey - South,204,Bruce,0.0915438,Poor,Acceptable,0
21203,Casey - South,221,Holt,0.8899723,Acceptable,Acceptable,0
21204,Dandenong,224,Isaacs,0.1773497,Acceptable,Acceptable,0
21204,Dandenong,204,Bruce,0.2644439,Poor,Acceptable,0
21204,Dandenong,222,Hotham,0.5582063,Poor,Acceptable,0
21205,Monash,204,Bruce,0.02611,Poor,Acceptable,0
21205,Monash,222,Hotham,0.2782101,Poor,Acceptable,0
21205,Monash,207,Chisholm,0.69568,Poor,Acceptable,0
21301,Brimbank,218,Gorton,0.470096,Poor,Acceptable,0
21301,Brimbank,214,Fraser,0.529904,Poor,Acceptable,0
21302,Hobsons Bay,215,Gellibrand,1,Poor,Acceptable,0
21303,Maribyrnong,215,Gellibrand,0.0894359,Poor,Acceptable,0
21303,Maribyrnong,214,Fraser,0.9105641,Poor,Acceptable,0
21304,Melton - Bacchus Marsh,218,Gorton,0.4090465,Poor,Acceptable,0
21304,Melton - Bacchus Marsh,219,Hawke,0.5909535,Poor,Acceptable,0
21305,Wyndham,215,Gellibrand,0.3169058,Poor,Acceptable,0
21305,Wyndham,228,Lalor,0.6830942,Poor,Acceptable,0
21401,Frankston,212,Dunkley,1,Acceptable,Acceptable,0
21402,Mornington Peninsula,212,Dunkley,0.1166932,Acceptable,Acceptable,0
21402,Mornington Peninsula,213,Flinders,0.8833068,Acceptable,Acceptable,0
21501,Grampians,238,Wannon,0.1834734,Acceptable,Acceptable,0
21501,Grampians,230,Mallee,0.8165266,Acceptable,Acceptable,0
21502,Mildura,230,Mallee,1,Acceptable,Acceptable,0
21503,Murray River - Swan Hill,230,Mallee,1,Acceptable,Acceptable,0
21601,Campaspe,236,Nicholls,1,Good,Acceptable,0
21602,Moira,236,Nicholls,1,Good,Acceptable,0
21603,Shepparton,236,Nicholls,1,Good,Acceptable,0
21701,Glenelg - Southern Grampians,238,Wannon,1,Acceptable,Acceptable,0
21703,Colac - Corangamite,238,Wannon,1,Acceptable,Acceptable,0
21704,Warrnambool,238,Wannon,1,Acceptable,Acceptable,0
29797,Migratory - Offshore - Shipping (Vic.),297,Migratory - Offshore - Shipping (Vic.),1,Good,Good,0
29999,No usual address (Vic.),294,No usual address (Vic.),1,Good,Good,0
30101,Capalaba,302,Bonner,0.1035997,Poor,Acceptable,0
30101,Capalaba,303,Bowman,0.8964003,Good,Acceptable,0
30102,Cleveland - Stradbroke,303,Bowman,1,Good,Acceptable,0
30103,Wynnum - Manly,313,Griffith,0.0249898,Poor,Acceptable,0
30103,Wynnum - Manly,302,Bonner,0.9750102,Poor,Acceptable,0
30201,Bald Hills - Everton Park,304,Brisbane,9.90E-05,Acceptable,Acceptable,1
30201,Bald Hills - Everton Park,307,Dickson,0.1283875,Acceptable,Acceptable,0
30201,Bald Hills - Everton Park,319,Lilley,0.4004126,Acceptable,Acceptable,0
30201,Bald Hills - Everton Park,326,Petrie,0.4711009,Poor,Acceptable,0
30202,Chermside,326,Petrie,0.0412979,Poor,Acceptable,0
30202,Chermside,304,Brisbane,0.0842383,Acceptable,Acceptable,0
30202,Chermside,319,Lilley,0.8744638,Acceptable,Acceptable,0
30203,Nundah,304,Brisbane,0.0144564,Acceptable,Acceptable,0
30203,Nundah,319,Lilley,0.9855436,Acceptable,Acceptable,0
30204,Sandgate,326,Petrie,0.3928,Poor,Acceptable,0
30204,Sandgate,319,Lilley,0.6072,Acceptable,Acceptable,0
30301,Carindale,302,Bonner,0.386809,Poor,Acceptable,0
30301,Carindale,313,Griffith,0.613191,Poor,Acceptable,0
30302,Holland Park - Yeronga,302,Bonner,0.0563737,Poor,Acceptable,0
30302,Holland Park - Yeronga,324,Moreton,0.3378287,Poor,Acceptable,0
30302,Holland Park - Yeronga,313,Griffith,0.6057976,Poor,Acceptable,0
30303,Mt Gravatt,313,Griffith,0.0304094,Poor,Acceptable,0
30303,Mt Gravatt,324,Moreton,0.2494098,Poor,Acceptable,0
30303,Mt Gravatt,302,Bonner,0.7201809,Poor,Acceptable,0
30304,Nathan,324,Moreton,1,Poor,Acceptable,0
30305,Rocklea - Acacia Ridge,325,Oxley,0.0761598,Acceptable,Acceptable,0
30305,Rocklea - Acacia Ridge,324,Moreton,0.163171,Poor,Acceptable,0
30305,Rocklea - Acacia Ridge,327,Rankin,0.7606692,Acceptable,Acceptable,0
30306,Sunnybank,324,Moreton,1,Poor,Acceptable,0
30401,Centenary,325,Oxley,1,Acceptable,Acceptable,0
30402,Kenmore - Brookfield - Moggill,328,Ryan,1,Acceptable,Acceptable,0
30403,Sherwood - Indooroopilly,324,Moreton,0.3508345,Poor,Acceptable,0
30403,Sherwood - Indooroopilly,328,Ryan,0.6491655,Acceptable,Acceptable,0
30404,The Gap - Enoggera,304,Brisbane,0.0590318,Acceptable,Acceptable,0
30404,The Gap - Enoggera,328,Ryan,0.9409682,Acceptable,Acceptable,0
30501,Brisbane Inner,313,Griffith,0.4672651,Poor,Acceptable,0
30501,Brisbane Inner,304,Brisbane,0.5327349,Acceptable,Acceptable,0
30502,Brisbane Inner - East,313,Griffith,1,Poor,Acceptable,0
30503,Brisbane Inner - North,304,Brisbane,1,Acceptable,Acceptable,0
30504,Brisbane Inner - West,328,Ryan,0.4980217,Acceptable,Acceptable,0
30504,Brisbane Inner - West,304,Brisbane,0.5019783,Acceptable,Acceptable,0
30601,Cairns - North,318,Leichhardt,1,Acceptable,Acceptable,0
30602,Cairns - South,317,Kennedy,0.2705706,Poor,Acceptable,0
30602,Cairns - South,318,Leichhardt,0.7294294,Acceptable,Acceptable,0
30603,Innisfail - Cassowary Coast,317,Kennedy,1,Poor,Acceptable,0
30604,Port Douglas - Daintree,318,Leichhardt,1,Acceptable,Acceptable,0
30605,Tablelands (East) - Kuranda,318,Leichhardt,0.1115839,Acceptable,Acceptable,0
30605,Tablelands (East) - Kuranda,317,Kennedy,0.8884161,Poor,Acceptable,0
30701,Darling Downs (West) - Maranoa,321,Maranoa,1,Acceptable,Acceptable,0
30702,Darling Downs - East,314,Groom,0.3918458,Acceptable,Acceptable,0
30702,Darling Downs - East,321,Maranoa,0.6081542,Acceptable,Acceptable,0
30703,Granite Belt,314,Groom,0.0477692,Acceptable,Acceptable,0
30703,Granite Belt,321,Maranoa,0.9522308,Acceptable,Acceptable,0
30801,Central Highlands (Qld),311,Flynn,1,Acceptable,Acceptable,0
