"STE_CODE16","age_group","sex","year_range","daily_consumption_fruit","p","uncertainty"
6,"...7","male","2017-2018","did_not_meet_recommendation",NA,1
6,"2-14","male","2017-2018","met_recommendation",75.8,0
6,"2-14","male","2017-2018","did_not_meet_recommendation",24.5,0
6,"2-14","male","2017-2018","total",100,0
6,"15-17","male","2017-2018","met_recommendation",48.4,1
6,"15-17","male","2017-2018","did_not_meet_recommendation",62.6,1
6,"15-17","male","2017-2018","total",100,0
7,"2-3","male","2017-2018","met_recommendation",92.6,1
7,"2-3","male","2017-2018","did_not_meet_recommendation",7.4,1
7,"2-3","male","2017-2018","total",100,0
7,"4-8","male","2017-2018","met_recommendation",82,1
7,"4-8","male","2017-2018","did_not_meet_recommendation",23,1
7,"4-8","male","2017-2018","total",100,0
7,"9-11","male","2017-2018","met_recommendation",70.6,1
7,"9-11","male","2017-2018","did_not_meet_recommendation",35.3,1
7,"9-11","male","2017-2018","total",100,0
7,"12-13","male","2017-2018","met_recommendation",15.6,1
7,"12-13","male","2017-2018","did_not_meet_recommendation",68.8,1
7,"12-13","male","2017-2018","total",100,0
7,"14-17","male","2017-2018","met_recommendation",36.6,1
7,"14-17","male","2017-2018","did_not_meet_recommendation",46.3,1
7,"14-17","male","2017-2018","total",100,0
7,"...7","male","2017-2018","met_recommendation",NA,1
7,"...7","male","2017-2018","did_not_meet_recommendation",NA,1
7,"2-14","male","2017-2018","met_recommendation",70.5,0
7,"2-14","male","2017-2018","did_not_meet_recommendation",25.9,0
7,"2-14","male","2017-2018","total",100,0
7,"15-17","male","2017-2018","met_recommendation",50,1
7,"15-17","male","2017-2018","did_not_meet_recommendation",53.3,1
7,"15-17","male","2017-2018","total",100,0
8,"2-3","male","2017-2018","met_recommendation",103,1
8,"2-3","male","2017-2018","did_not_meet_recommendation",0,0
8,"2-3","male","2017-2018","total",100,0
8,"4-8","male","2017-2018","met_recommendation",79.7,1
8,"4-8","male","2017-2018","did_not_meet_recommendation",17.9,1
8,"4-8","male","2017-2018","total",100,0
8,"9-11","male","2017-2018","met_recommendation",96.1,1
8,"9-11","male","2017-2018","did_not_meet_recommendation",24.7,1
8,"9-11","male","2017-2018","total",100,0
8,"12-13","male","2017-2018","met_recommendation",61.4,1
8,"12-13","male","2017-2018","did_not_meet_recommendation",22.7,1
8,"12-13","male","2017-2018","total",100,0
8,"14-17","male","2017-2018","met_recommendation",39.4,1
8,"14-17","male","2017-2018","did_not_meet_recommendation",63.8,1
8,"14-17","male","2017-2018","total",100,0
8,"...7","male","2017-2018","met_recommendation",NA,1
8,"...7","male","2017-2018","did_not_meet_recommendation",NA,1
8,"2-14","male","2017-2018","met_recommendation",78.4,0
8,"2-14","male","2017-2018","did_not_meet_recommendation",19,0
8,"2-14","male","2017-2018","total",100,0
8,"15-17","male","2017-2018","met_recommendation",17.6,1
8,"15-17","male","2017-2018","did_not_meet_recommendation",61.8,1
8,"15-17","male","2017-2018","total",100,0
1,"2-3","female","2017-2018","met_recommendation",95.2,1
1,"2-3","female","2017-2018","did_not_meet_recommendation",0,0
1,"2-3","female","2017-2018","total",100,0
1,"4-8","female","2017-2018","met_recommendation",76.4,0
1,"4-8","female","2017-2018","did_not_meet_recommendation",20,0
1,"4-8","female","2017-2018","total",100,0
1,"9-11","female","2017-2018","met_recommendation",83.9,0
1,"9-11","female","2017-2018","did_not_meet_recommendation",18.1,0
1,"9-11","female","2017-2018","total",100,0
1,"12-13","female","2017-2018","met_recommendation",54.9,1
1,"12-13","female","2017-2018","did_not_meet_recommendation",43.1,1
1,"12-13","female","2017-2018","total",100,0
1,"14-17","female","2017-2018","met_recommendation",63.9,1
1,"14-17","female","2017-2018","did_not_meet_recommendation",33.5,0
1,"14-17","female","2017-2018","total",100,0
1,"2-14","female","2017-2018","met_recommendation",78.7,0
1,"2-14","female","2017-2018","did_not_meet_recommendation",21.7,0
1,"2-14","female","2017-2018","total",100,0
1,"15-17","female","2017-2018","met_recommendation",59.8,1
1,"15-17","female","2017-2018","did_not_meet_recommendation",34.4,1
1,"15-17","female","2017-2018","total",100,0
2,"2-3","female","2017-2018","met_recommendation",101.5,1
2,"2-3","female","2017-2018","did_not_meet_recommendation",0,0
2,"2-3","female","2017-2018","total",100,0
2,"4-8","female","2017-2018","met_recommendation",78.3,1
2,"4-8","female","2017-2018","did_not_meet_recommendation",19.5,0
2,"4-8","female","2017-2018","total",100,0
2,"9-11","female","2017-2018","met_recommendation",77.4,1
2,"9-11","female","2017-2018","did_not_meet_recommendation",22.2,1
2,"9-11","female","2017-2018","total",100,0
2,"12-13","female","2017-2018","met_recommendation",69.4,1
2,"12-13","female","2017-2018","did_not_meet_recommendation",21.1,1
2,"12-13","female","2017-2018","total",100,0
2,"14-17","female","2017-2018","met_recommendation",65.7,0
2,"14-17","female","2017-2018","did_not_meet_recommendation",32.8,1
2,"14-17","female","2017-2018","total",100,0
2,"...7","female","2017-2018","did_not_meet_recommendation",NA,1
2,"2-14","female","2017-2018","met_recommendation",79.4,0
2,"2-14","female","2017-2018","did_not_meet_recommendation",20.1,0
2,"2-14","female","2017-2018","total",100,0
2,"15-17","female","2017-2018","met_recommendation",65.4,1
2,"15-17","female","2017-2018","did_not_meet_recommendation",26.4,1
2,"15-17","female","2017-2018","total",100,0
3,"2-3","female","2017-2018","met_recommendation",96.7,0
3,"2-3","female","2017-2018","did_not_meet_recommendation",0,0
3,"2-3","female","2017-2018","total",100,0
3,"4-8","female","2017-2018","met_recommendation",80.6,0
3,"4-8","female","2017-2018","did_not_meet_recommendation",19.4,0
3,"4-8","female","2017-2018","total",100,0
3,"9-11","female","2017-2018","met_recommendation",66.1,1
3,"9-11","female","2017-2018","did_not_meet_recommendation",30.4,1
3,"9-11","female","2017-2018","total",100,0
3,"12-13","female","2017-2018","met_recommendation",57.1,1
3,"12-13","female","2017-2018","did_not_meet_recommendation",39.7,1
3,"12-13","female","2017-2018","total",100,0
3,"14-17","female","2017-2018","met_recommendation",51.6,1
3,"14-17","female","2017-2018","did_not_meet_recommendation",43.4,1
3,"14-17","female","2017-2018","total",100,0
3,"...7","female","2017-2018","met_recommendation",NA,1
3,"...7","female","2017-2018","did_not_meet_recommendation",NA,1
3,"2-14","female","2017-2018","met_recommendation",79.2,0
3,"2-14","female","2017-2018","did_not_meet_recommendation",20.9,0
3,"2-14","female","2017-2018","total",100,0
3,"15-17","female","2017-2018","met_recommendation",48.9,1
3,"15-17","female","2017-2018","did_not_meet_recommendation",53.7,1
3,"15-17","female","2017-2018","total",100,0
4,"2-3","female","2017-2018","met_recommendation",100,0
4,"2-3","female","2017-2018","did_not_meet_recommendation",0,0
4,"2-3","female","2017-2018","total",100,0
4,"4-8","female","2017-2018","met_recommendation",77.5,1
4,"4-8","female","2017-2018","did_not_meet_recommendation",20.8,1
4,"4-8","female","2017-2018","total",100,0
4,"9-11","female","2017-2018","met_recommendation",95.1,1
4,"9-11","female","2017-2018","did_not_meet_recommendation",9.1,1
4,"9-11","female","2017-2018","total",100,0
4,"12-13","female","2017-2018","met_recommendation",45,1
4,"12-13","female","2017-2018","did_not_meet_recommendation",40,1
4,"12-13","female","2017-2018","total",100,0
4,"14-17","female","2017-2018","met_recommendation",57.7,1
4,"14-17","female","2017-2018","did_not_meet_recommendation",36.9,1
4,"14-17","female","2017-2018","total",100,0
4,"...7","female","2017-2018","met_recommendation",NA,1
4,"...7","female","2017-2018","did_not_meet_recommendation",NA,1
4,"2-14","female","2017-2018","met_recommendation",74.3,0
4,"2-14","female","2017-2018","did_not_meet_recommendation",27.7,0
4,"2-14","female","2017-2018","total",100,0
4,"15-17","female","2017-2018","met_recommendation",59.6,1
4,"15-17","female","2017-2018","did_not_meet_recommendation",38,1
4,"15-17","female","2017-2018","total",100,0
5,"2-3","female","2017-2018","met_recommendation",88.9,1
5,"2-3","female","2017-2018","did_not_meet_recommendation",0,0
5,"2-3","female","2017-2018","total",100,0
5,"4-8","female","2017-2018","met_recommendation",77,1
5,"4-8","female","2017-2018","did_not_meet_recommendation",21.5,1
5,"4-8","female","2017-2018","total",100,0
5,"9-11","female","2017-2018","met_recommendation",82,1
5,"9-11","female","2017-2018","did_not_meet_recommendation",29.9,1
5,"9-11","female","2017-2018","total",100,0
5,"12-13","female","2017-2018","met_recommendation",59.7,1
5,"12-13","female","2017-2018","did_not_meet_recommendation",33.1,1
5,"12-13","female","2017-2018","total",100,0
5,"14-17","female","2017-2018","met_recommendation",75.6,1
5,"14-17","female","2017-2018","did_not_meet_recommendation",35.7,1
5,"14-17","female","2017-2018","total",100,0
5,"...7","female","2017-2018","met_recommendation",NA,1
5,"...7","female","2017-2018","did_not_meet_recommendation",NA,1
5,"2-14","female","2017-2018","met_recommendation",78.8,0
5,"2-14","female","2017-2018","did_not_meet_recommendation",25.2,0
5,"2-14","female","2017-2018","total",100,0
5,"15-17","female","2017-2018","met_recommendation",72.8,1
5,"15-17","female","2017-2018","did_not_meet_recommendation",27.9,1
5,"15-17","female","2017-2018","total",100,0
6,"2-3","female","2017-2018","met_recommendation",100,0
6,"2-3","female","2017-2018","did_not_meet_recommendation",0,0
6,"2-3","female","2017-2018","total",100,0
6,"4-8","female","2017-2018","met_recommendation",96.1,1
6,"4-8","female","2017-2018","did_not_meet_recommendation",13.8,1
6,"4-8","female","2017-2018","total",100,0
6,"9-11","female","2017-2018","met_recommendation",57.8,1
6,"9-11","female","2017-2018","did_not_meet_recommendation",31.1,1
6,"9-11","female","2017-2018","total",100,0
6,"12-13","female","2017-2018","met_recommendation",65.8,1
6,"12-13","female","2017-2018","did_not_meet_recommendation",34.2,1
6,"12-13","female","2017-2018","total",100,0
6,"14-17","female","2017-2018","met_recommendation",62.8,1
6,"14-17","female","2017-2018","did_not_meet_recommendation",31,1
6,"14-17","female","2017-2018","total",100,0
6,"...7","female","2017-2018","met_recommendation",NA,1
6,"...7","female","2017-2018","did_not_meet_recommendation",NA,1
6,"2-14","female","2017-2018","met_recommendation",79.5,0
6,"2-14","female","2017-2018","did_not_meet_recommendation",22.6,0
6,"2-14","female","2017-2018","total",100,0
6,"15-17","female","2017-2018","met_recommendation",57.3,1
6,"15-17","female","2017-2018","did_not_meet_recommendation",37.5,1
6,"15-17","female","2017-2018","total",100,0
7,"2-3","female","2017-2018","met_recommendation",96.4,1
7,"2-3","female","2017-2018","did_not_meet_recommendation",0,0
7,"2-3","female","2017-2018","total",100,0
7,"4-8","female","2017-2018","met_recommendation",82.5,1
7,"4-8","female","2017-2018","did_not_meet_recommendation",7.9,1
7,"4-8","female","2017-2018","total",100,0
7,"9-11","female","2017-2018","met_recommendation",90.3,0
7,"9-11","female","2017-2018","did_not_meet_recommendation",0,0
7,"9-11","female","2017-2018","total",100,0
7,"12-13","female","2017-2018","met_recommendation",39.1,1
7,"12-13","female","2017-2018","did_not_meet_recommendation",34.8,1
7,"12-13","female","2017-2018","total",100,0
7,"14-17","female","2017-2018","met_recommendation",72.2,1
7,"14-17","female","2017-2018","did_not_meet_recommendation",41.7,1
7,"14-17","female","2017-2018","total",100,0
7,"...7","female","2017-2018","met_recommendation",NA,1
7,"...7","female","2017-2018","did_not_meet_recommendation",NA,1
7,"2-14","female","2017-2018","met_recommendation",83.4,0
7,"2-14","female","2017-2018","did_not_meet_recommendation",18.5,0
7,"2-14","female","2017-2018","total",100,0
7,"15-17","female","2017-2018","met_recommendation",74.1,1
7,"15-17","female","2017-2018","did_not_meet_recommendation",22.2,1
7,"15-17","female","2017-2018","total",100,0
8,"2-3","female","2017-2018","met_recommendation",100,0
8,"2-3","female","2017-2018","did_not_meet_recommendation",0,0
8,"2-3","female","2017-2018","total",100,0
8,"4-8","female","2017-2018","met_recommendation",81.3,1
8,"4-8","female","2017-2018","did_not_meet_recommendation",23,1
8,"4-8","female","2017-2018","total",100,0
8,"9-11","female","2017-2018","met_recommendation",55.4,1
8,"9-11","female","2017-2018","did_not_meet_recommendation",26.5,1
8,"9-11","female","2017-2018","total",100,0
8,"12-13","female","2017-2018","met_recommendation",34.3,1
8,"12-13","female","2017-2018","did_not_meet_recommendation",51.4,1
8,"12-13","female","2017-2018","total",100,0
8,"14-17","female","2017-2018","met_recommendation",62.1,1
8,"14-17","female","2017-2018","did_not_meet_recommendation",40,1
8,"14-17","female","2017-2018","total",100,0
8,"...7","female","2017-2018","met_recommendation",NA,1
8,"...7","female","2017-2018","did_not_meet_recommendation",NA,1
8,"2-14","female","2017-2018","met_recommendation",76.9,0
8,"2-14","female","2017-2018","did_not_meet_recommendation",20.1,0
8,"2-14","female","2017-2018","total",100,0
8,"15-17","female","2017-2018","met_recommendation",68.9,1
8,"15-17","female","2017-2018","did_not_meet_recommendation",52.5,1
8,"15-17","female","2017-2018","total",100,0
